time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,mean_belief_d,mean_belief_e,informed_share,disputed_share,block,arm,seed
0,32,32,32,23,11,0,32,32,0,0,23,11,0,0,32,32,0,0,0.42381040890994137,0.45942174663856256,0.0,0.26666666666666666,main,unchanged,0
1,3,3,3,1,3,0,35,35,0,0,24,14,0,0,35,35,23,11,0.42381040890994137,0.45942174663856256,0.0,0.2916666666666667,main,unchanged,0
2,4,4,4,2,2,0,39,37,0,2,26,13,0,0,39,39,24,14,0.42381040890994137,0.45942174663856256,0.0,0.325,main,unchanged,0
3,0,0,0,1,2,3,32,26,0,6,17,10,7,7,39,39,26,16,0.42381040890994137,0.4543317209395658,0.0,0.325,main,unchanged,0
4,3,3,3,3,5,5,32,17,0,15,8,9,3,10,42,42,17,11,0.4196517597516659,0.4575164084670972,0.0,0.2916666666666667,main,unchanged,0
5,4,4,4,5,5,6,34,19,0,15,8,11,2,12,45,46,9,10,0.4000891503588153,0.450762048919982,0.0,0.3,main,unchanged,0
6,2,2,2,3,2,3,35,22,0,13,10,12,1,13,47,48,9,12,0.39580194765880455,0.45245610803855746,0.0,0.3,main,unchanged,0
7,6,6,6,4,4,1,37,19,0,18,12,8,4,17,53,54,11,12,0.3976974202471237,0.4474506228076107,0.0,0.3416666666666667,main,unchanged,0
8,4,4,4,5,2,1,40,15,0,25,12,6,1,18,57,58,12,11,0.42512587364437604,0.4456924686442445,0.0,0.3416666666666667,main,unchanged,0
9,2,2,2,2,5,5,40,17,0,23,11,9,2,20,58,60,12,8,0.4251837087002118,0.4387313941731741,0.0,0.35,main,unchanged,0
10,1,1,1,2,4,5,40,16,0,24,9,8,1,21,59,61,11,11,0.42293220258504316,0.44338626771819534,0.0,0.3416666666666667,main,unchanged,0
11,2,2,2,4,3,5,41,15,0,26,8,7,1,22,61,63,9,11,0.4135656710052505,0.44435568921691426,0.0,0.35,main,unchanged,0
12,1,1,1,1,1,1,39,10,0,29,7,3,3,25,62,64,8,12,0.41659988535436143,0.4476001648831706,0.0,0.35,main,unchanged,0
13,5,5,5,5,3,2,43,13,0,30,10,4,1,26,65,69,7,8,0.418605809792685,0.44520036197140517,0.0,0.36666666666666664,main,unchanged,0
14,4,4,4,2,2,0,44,13,0,31,8,6,3,29,68,73,10,7,0.4223410778477266,0.44642679719898026,0.0,0.39166666666666666,main,unchanged,0
15,2,2,2,1,1,0,45,12,0,33,8,5,1,30,69,75,8,6,0.43034916212730906,0.4522261215040165,0.0,0.38333333333333336,main,unchanged,0
16,1,1,1,1,1,1,45,7,0,38,4,3,1,31,69,76,8,6,0.43123822931903033,0.449623128952339,0.0,0.38333333333333336,main,unchanged,0
17,3,3,3,5,3,4,46,10,0,36,7,4,2,33,70,79,4,4,0.42682932043047006,0.4488506719636301,0.0,0.4,main,unchanged,0
18,2,2,2,3,2,3,48,14,0,34,9,6,0,33,71,81,7,5,0.42211708277963406,0.4496339878105193,0.0,0.4,main,unchanged,0
19,0,0,0,0,1,1,47,12,0,35,8,4,1,34,71,81,9,6,0.4195992680800939,0.4534993532504234,0.0,0.4,main,unchanged,0
20,1,1,1,1,0,0,44,7,0,37,4,3,4,38,72,82,8,6,0.42576562891064546,0.4545356999143728,0.0,0.4,main,unchanged,0
21,1,1,1,0,1,0,44,3,0,41,1,2,1,39,73,83,4,3,0.4288480514462496,0.45602378570011376,0.0,0.375,main,unchanged,0
22,3,3,3,4,1,1,46,6,0,40,5,2,1,40,75,86,1,2,0.426593363631615,0.4530024577422586,0.0,0.39166666666666666,main,unchanged,0
23,2,2,2,1,1,0,48,6,0,42,5,2,0,40,75,88,5,2,0.42346325653536354,0.4604037903877348,0.0,0.4,main,unchanged,0
24,6,6,6,5,2,0,54,12,0,42,10,4,0,40,78,94,5,3,0.41913407842597483,0.45574354505280995,0.0,0.45,main,unchanged,0
25,2,2,2,1,2,1,54,10,0,44,7,4,2,42,80,96,10,4,0.422721914784211,0.4587172360625494,0.0,0.4666666666666667,main,unchanged,0
26,1,1,1,1,1,1,55,9,0,46,7,3,0,42,80,97,7,5,0.4215234616273951,0.45900088255060567,0.0,0.4583333333333333,main,unchanged,0
27,0,0,0,1,0,1,55,5,0,50,4,2,0,42,80,97,7,5,0.421023844843754,0.45719170670756915,0.0,0.4583333333333333,main,unchanged,0
28,5,5,5,4,3,1,59,9,0,50,6,4,1,43,85,102,4,4,0.41416607561457963,0.455075458891741,0.0,0.5,main,unchanged,0
29,2,2,2,2,1,1,60,10,0,50,7,4,1,44,87,104,6,4,0.4124230414785512,0.45712567860374465,0.0,0.5083333333333333,main,unchanged,0
30,0,0,0,0,1,1,59,9,0,50,6,4,1,45,87,104,7,4,0.4123657888669179,0.4640068831611046,0.0,0.5,main,unchanged,0
31,3,3,3,3,2,1,59,8,0,51,5,4,3,48,88,107,6,5,0.42058271422323684,0.4644676105445359,0.0,0.5166666666666667,main,unchanged,0
32,2,2,2,2,2,2,60,8,0,52,5,4,1,49,88,109,5,4,0.4265918376424104,0.46770477105574254,0.0,0.5083333333333333,main,unchanged,0
33,1,1,1,1,1,0,61,9,0,52,6,4,0,49,89,110,5,5,0.4232680564231927,0.4643665606710893,0.0,0.5083333333333333,main,unchanged,0
34,1,1,1,1,1,1,60,5,0,55,4,2,2,51,90,111,6,5,0.4213427507169004,0.4638310587152318,0.0,0.5166666666666667,main,unchanged,0
35,1,1,1,1,0,0,60,3,0,57,3,1,1,52,91,112,4,4,0.41941162305027135,0.45701966936850597,0.0,0.5083333333333333,main,unchanged,0
36,0,0,0,0,0,0,59,2,0,57,2,0,1,53,91,112,3,2,0.42480366876154446,0.45588588689181464,0.0,0.5,main,unchanged,0
37,2,2,2,1,2,1,61,4,0,57,2,2,0,53,92,114,2,1,0.42769398914866213,0.4554064121335831,0.0,0.5083333333333333,main,unchanged,0
38,0,0,0,0,0,0,61,3,0,58,1,2,0,53,92,114,2,2,0.4252355535504602,0.454370043260251,0.0,0.5083333333333333,main,unchanged,0
39,3,3,3,1,3,1,64,7,0,57,2,5,0,53,94,117,1,2,0.42281122909315644,0.4569558993931351,0.0,0.5333333333333333,main,unchanged,0
40,1,1,1,0,1,0,64,5,0,59,1,4,1,54,94,118,2,5,0.4196647370392207,0.45942174663856256,0.0,0.5416666666666666,main,unchanged,0
41,2,2,2,1,2,1,66,8,0,58,2,6,0,54,95,120,1,4,0.4194671909978883,0.4589752051355095,0.0,0.55,main,unchanged,0
42,0,0,0,1,0,1,66,4,0,62,2,2,0,54,95,120,2,6,0.4210800759791563,0.4589752051355095,0.0,0.55,main,unchanged,0
43,2,2,2,4,2,3,68,8,0,60,6,3,0,54,96,122,2,3,0.4186428435716875,0.45253831803557837,0.0,0.5666666666666667,main,unchanged,0
44,1,1,1,2,1,1,67,8,0,59,7,3,2,56,97,123,6,4,0.4213731765024726,0.4510697332557021,0.0,0.575,main,unchanged,0
45,1,1,1,1,0,0,67,8,0,59,7,2,1,57,98,124,7,3,0.4231338249642251,0.4547056086996458,0.0,0.5666666666666667,main,unchanged,0
46,0,0,0,0,0,0,66,3,0,63,3,0,1,58,98,124,7,3,0.42835642514811023,0.45893285852551896,0.0,0.5583333333333333,main,unchanged,0
47,0,0,0,0,1,1,65,2,0,63,1,1,1,59,98,124,3,1,0.425246552184566,0.45435374894183755,0.0,0.55,main,unchanged,0
48,1,1,1,1,1,1,66,3,0,63,1,2,0,59,99,125,1,1,0.42695862203503576,0.4507804216433758,0.0,0.55,main,unchanged,0
49,2,2,2,1,2,0,68,5,0,63,2,4,0,59,99,127,1,2,0.42227688332842156,0.45287738349518825,0.0,0.5666666666666667,main,unchanged,0
0,43,42,42,32,14,0,43,42,1,0,32,14,0,0,42,43,0,0,0.4058064740457306,0.4622021704120288,0.0,0.35833333333333334,main,unchanged,1
1,2,3,3,2,2,0,45,45,0,0,34,16,0,0,45,45,32,14,0.4058064740457306,0.4622021704120288,0.0,0.375,main,unchanged,1
2,4,4,4,3,1,0,49,42,0,7,37,9,0,0,49,49,34,16,0.4058064740457306,0.4622021704120288,0.0,0.4083333333333333,main,unchanged,1
3,2,2,2,9,3,10,42,37,0,5,35,4,9,9,51,51,37,17,0.4058064740457306,0.4450756332369877,0.0,0.425,main,unchanged,1
4,2,2,2,3,3,4,37,28,0,9,25,5,7,16,53,53,35,6,0.42120168695875326,0.44537478280343623,0.0,0.36666666666666664,main,unchanged,1
5,2,2,2,1,5,4,35,23,0,12,16,7,4,20,55,55,25,8,0.42565114252048813,0.44537478280343623,0.0,0.325,main,unchanged,1
6,2,2,2,3,0,1,35,14,0,21,7,7,2,22,56,57,16,11,0.4244329997663712,0.4537641714620196,0.0,0.30833333333333335,main,unchanged,1
7,0,0,0,1,1,2,32,8,0,24,5,3,3,25,56,57,7,8,0.4051557248407719,0.45441775202548107,0.0,0.2916666666666667,main,unchanged,1
8,1,1,1,2,0,1,33,7,0,26,6,1,0,25,56,58,5,6,0.39566993392287103,0.4493252253022873,0.0,0.275,main,unchanged,1
9,4,4,4,2,2,0,36,8,0,28,5,3,1,26,59,62,6,1,0.39165708718552394,0.4521258988207467,0.0,0.30833333333333335,main,unchanged,1
10,0,0,0,0,1,1,35,7,0,28,4,3,1,27,59,62,5,3,0.3970989414362979,0.4521258988207467,0.0,0.3,main,unchanged,1
11,2,2,2,2,0,0,37,5,0,32,4,1,0,27,61,64,4,3,0.3979996670866111,0.46009030933316697,0.0,0.30833333333333335,main,unchanged,1
12,0,0,0,2,0,2,37,4,0,33,4,0,0,27,61,64,4,3,0.3979967699566514,0.4578234655811288,0.0,0.30833333333333335,main,unchanged,1
13,2,2,2,1,1,0,39,6,0,33,5,1,0,27,63,66,4,1,0.39565774794787484,0.4567817011564498,0.0,0.325,main,unchanged,1
14,0,0,0,0,0,0,38,4,0,34,3,1,1,28,63,66,5,1,0.3971102165831647,0.454301725298086,0.0,0.325,main,unchanged,1
15,3,3,3,3,1,1,41,5,0,36,4,1,0,28,66,69,3,1,0.40342136449515736,0.4611604059873498,0.0,0.3416666666666667,main,unchanged,1
16,2,2,2,3,0,1,43,7,0,36,6,1,0,28,67,71,4,2,0.4022167208288306,0.4603197835182576,0.0,0.35833333333333334,main,unchanged,1
17,3,3,3,2,3,1,46,10,0,36,8,3,0,28,69,74,6,1,0.4010111815821969,0.4603197835182576,0.0,0.38333333333333336,main,unchanged,1
18,2,2,2,2,0,0,47,9,0,38,7,3,1,29,71,76,8,4,0.39911865149340325,0.4591220385320328,0.0,0.4,main,unchanged,1
19,2,2,2,2,1,1,48,8,0,40,6,2,1,30,73,78,7,3,0.4029740408790409,0.4608988961654263,0.0,0.4083333333333333,main,unchanged,1
20,3,3,3,4,1,2,50,10,0,40,8,2,1,31,75,81,6,4,0.40308656778758256,0.45313291466374667,0.0,0.425,main,unchanged,1
21,2,2,2,2,1,0,52,9,0,43,8,2,0,31,76,83,8,2,0.3980786892037924,0.4562743319683655,0.0,0.43333333333333335,main,unchanged,1
22,2,2,2,2,1,1,54,9,0,45,8,2,0,31,78,85,8,3,0.3952348803527909,0.4535701210188296,0.0,0.45,main,unchanged,1
23,0,0,0,0,0,0,53,5,0,48,4,1,1,32,78,85,8,3,0.3936238639886789,0.4597422496594892,0.0,0.45,main,unchanged,1
24,6,6,6,5,2,1,59,10,0,49,7,3,0,32,82,91,4,2,0.39491360179892043,0.45565441360048253,0.0,0.49166666666666664,main,unchanged,1
25,2,2,2,1,2,1,60,10,0,50,6,4,1,33,84,93,7,3,0.3965856531243264,0.4578637187732222,0.0,0.5083333333333333,main,unchanged,1
26,2,2,2,1,3,1,62,13,0,49,7,7,0,33,86,95,6,4,0.402270335569253,0.4586822651113612,0.0,0.5166666666666667,main,unchanged,1
27,2,2,2,1,3,2,61,9,0,52,3,7,3,36,87,97,7,7,0.40670118686514517,0.4614268638891479,0.0,0.5333333333333333,main,unchanged,1
28,2,2,2,1,4,2,61,9,0,52,3,8,2,38,89,99,3,8,0.4031941928076631,0.4654151612978393,0.0,0.525,main,unchanged,1
29,3,3,3,3,3,2,62,11,0,51,5,8,2,40,91,102,3,10,0.39786322252514295,0.46904362720112125,0.0,0.5333333333333333,main,unchanged,1
30,3,3,3,4,0,1,64,11,0,53,8,4,1,41,93,105,5,10,0.3952933618049911,0.4721435266263541,0.0,0.5416666666666666,main,unchanged,1
31,3,3,3,0,3,0,66,11,0,55,7,4,1,42,96,108,8,7,0.39746364878725404,0.46428839114413045,0.0,0.5583333333333333,main,unchanged,1
32,1,1,1,1,0,0,66,8,0,58,5,3,1,43,96,109,7,6,0.401105440210889,0.45407684654001673,0.0,0.5583333333333333,main,unchanged,1
33,3,3,3,2,2,1,69,7,0,62,3,4,0,43,96,112,5,3,0.3991182213097216,0.4533560975651452,0.0,0.575,main,unchanged,1
34,1,1,1,1,1,1,68,7,0,61,4,3,2,45,96,113,3,5,0.39328303229873357,0.4551101251103243,0.0,0.5833333333333334,main,unchanged,1
35,1,1,1,0,1,0,68,5,0,63,3,2,1,46,96,114,4,3,0.39185492972656866,0.4707625076339923,0.0,0.575,main,unchanged,1
36,1,1,1,2,1,2,69,5,0,64,3,2,0,46,97,115,3,4,0.39740007942233824,0.4647341503306073,0.0,0.575,main,unchanged,1
37,3,3,3,3,1,1,72,7,0,65,5,2,0,46,97,118,3,3,0.4024663429281056,0.4651871970670862,0.0,0.6,main,unchanged,1
38,0,0,0,1,0,1,72,8,0,64,6,2,0,46,97,118,5,3,0.40098593145009237,0.45388078506608037,0.0,0.6,main,unchanged,1
39,0,0,0,0,0,0,70,5,0,65,4,1,2,48,97,118,6,2,0.4000237400737522,0.45643428599677033,0.0,0.6,main,unchanged,1
40,0,0,0,0,0,0,69,1,0,68,1,0,1,49,97,118,4,1,0.409366956189861,0.45454434417354617,0.0,0.5833333333333334,main,unchanged,1
41,3,3,3,3,2,2,71,5,0,66,3,2,1,50,97,121,1,0,0.4098724818714786,0.4565792478027515,0.0,0.6,main,unchanged,1
42,1,1,1,1,0,0,72,6,0,66,4,2,0,50,98,122,3,2,0.4146898012700546,0.4565792478027515,0.0,0.6,main,unchanged,1
43,2,2,2,1,2,0,74,7,0,67,5,3,0,50,98,124,4,2,0.4098142029457328,0.45974209288675355,0.0,0.6166666666666667,main,unchanged,1
44,2,2,2,2,0,0,74,5,0,69,4,2,2,52,98,126,5,4,0.4111184639365722,0.46032827688326117,0.0,0.6333333333333333,main,unchanged,1
45,2,2,2,1,4,2,75,7,0,68,4,5,1,53,98,128,4,2,0.40736307712315784,0.46257578492432,0.0,0.6333333333333333,main,unchanged,1
46,0,0,0,0,0,0,75,5,0,70,3,3,0,53,98,128,4,6,0.4103676790209923,0.46257578492432,0.0,0.625,main,unchanged,1
47,3,3,3,4,0,1,77,6,0,71,5,2,1,54,101,131,3,4,0.4087655036998242,0.46018535543472805,0.0,0.65,main,unchanged,1
48,2,2,2,3,2,2,77,8,0,69,7,2,2,56,101,133,5,4,0.40709274406646484,0.4567512463438577,0.0,0.6583333333333333,main,unchanged,1
49,1,1,1,0,1,0,78,9,0,69,7,3,0,56,101,134,7,2,0.40854500110280395,0.45613758010498623,0.0,0.65,main,unchanged,1
0,34,33,33,26,8,0,34,33,1,0,26,8,0,0,33,34,0,0,0.39185315214912947,0.47129259284839237,0.0,0.2833333333333333,main,unchanged,2
1,1,1,1,1,0,0,35,34,1,0,27,8,0,0,34,35,26,8,0.39185315214912947,0.47129259284839237,0.0,0.2916666666666667,main,unchanged,2
2,0,0,0,0,0,0,35,29,1,5,27,2,0,0,34,35,27,8,0.39185315214912947,0.47129259284839237,0.0,0.2916666666666667,main,unchanged,2
3,2,2,2,7,3,7,33,25,1,7,23,3,4,4,36,37,27,8,0.39185315214912947,0.4599240865929137,0.0,0.30833333333333335,main,unchanged,2
4,4,4,4,3,10,9,34,26,1,7,15,13,3,7,39,41,23,3,0.383899756384839,0.45893971581751875,0.0,0.30833333333333335,main,unchanged,2
5,1,1,1,1,2,2,34,24,1,9,11,13,1,8,40,42,15,13,0.37738551286244476,0.45893971581751875,0.0,0.2916666666666667,main,unchanged,2
6,1,1,1,0,2,1,32,12,1,19,4,8,3,11,41,43,11,15,0.3759712028443704,0.46853730989097303,0.0,0.2916666666666667,main,unchanged,2
7,0,0,0,1,0,1,31,6,1,24,2,4,1,12,41,43,4,14,0.37876469258183987,0.46039986170576824,0.0,0.26666666666666666,main,unchanged,2
8,1,1,1,1,2,2,30,4,1,25,2,2,2,14,42,44,2,4,0.3813773324223439,0.45553996965699206,0.0,0.26666666666666666,main,unchanged,2
9,3,3,3,4,0,1,33,7,1,25,6,1,0,14,45,47,2,4,0.38696368756307326,0.45729120686488667,0.0,0.275,main,unchanged,2
10,5,6,6,5,1,0,37,12,0,25,10,2,1,15,51,52,6,2,0.38914381939427845,0.4621489910833784,0.0,0.31666666666666665,main,unchanged,2
11,1,1,1,1,1,0,37,11,0,26,10,2,1,16,52,53,10,3,0.39921581911058557,0.4680295850793122,0.0,0.31666666666666665,main,unchanged,2
12,0,0,0,0,0,0,37,6,0,31,6,1,0,16,52,53,10,2,0.39474661385979,0.47037181339401274,0.0,0.30833333333333335,main,unchanged,2
13,1,1,1,2,3,4,37,6,0,31,3,4,1,17,53,54,6,2,0.3868713248259581,0.4711259496814311,0.0,0.31666666666666665,main,unchanged,2
14,4,4,4,4,2,2,40,11,0,29,6,5,1,18,56,58,3,4,0.37905392135400207,0.4711259496814311,0.0,0.3416666666666667,main,unchanged,2
15,3,3,3,2,2,0,43,13,0,30,8,6,0,18,59,61,6,5,0.3836010642133859,0.4715534397877516,0.0,0.35833333333333334,main,unchanged,2
16,9,9,9,5,4,0,51,18,0,33,11,8,1,19,67,70,8,7,0.39093401910731995,0.47001302615788093,0.0,0.43333333333333335,main,unchanged,2
17,4,4,4,3,3,1,52,15,0,37,10,7,3,22,70,74,11,8,0.3928790176906076,0.4695993352333457,0.0,0.4583333333333333,main,unchanged,2
18,0,0,0,1,2,3,52,15,0,37,9,7,0,22,70,74,10,9,0.3877246635602255,0.47090905188998755,0.0,0.43333333333333335,main,unchanged,2
19,0,0,0,1,0,1,51,7,0,44,5,2,1,23,70,74,9,9,0.38378391762963365,0.47001661161924874,0.0,0.43333333333333335,main,unchanged,2
20,0,0,0,2,3,5,49,7,0,42,4,3,2,25,70,74,5,5,0.3774414615679938,0.4611881581680905,0.0,0.425,main,unchanged,2
21,4,4,4,2,4,0,53,9,0,44,5,6,0,25,72,78,4,5,0.3841532286720206,0.45638214983064296,0.0,0.44166666666666665,main,unchanged,2
22,1,1,1,2,0,1,54,9,0,45,6,5,0,25,73,79,5,7,0.385761291205959,0.45979985315854316,0.0,0.45,main,unchanged,2
23,2,2,2,1,1,0,55,7,0,48,5,2,1,26,74,81,6,7,0.394196662867652,0.46574257522052015,0.0,0.4666666666666667,main,unchanged,2
24,1,1,1,1,1,1,55,6,0,49,4,2,1,27,74,82,5,5,0.3889702469973862,0.4599002399370237,0.0,0.4666666666666667,main,unchanged,2
25,2,2,2,1,1,0,57,5,0,52,3,2,0,27,76,84,4,2,0.38834988040713375,0.4653165442459042,0.0,0.475,main,unchanged,2
26,2,2,2,1,2,1,59,7,0,52,3,4,0,27,78,86,3,3,0.384725121455485,0.46484133254199944,0.0,0.49166666666666664,main,unchanged,2
27,1,1,1,1,0,0,60,5,0,55,3,2,0,27,79,87,3,4,0.3829564565516414,0.47207461459546174,0.0,0.5,main,unchanged,2
28,3,3,3,2,3,2,62,7,0,55,4,3,1,28,81,90,3,3,0.3840221533268276,0.46501990977776236,0.0,0.525,main,unchanged,2
29,2,2,2,3,0,1,64,9,0,55,6,3,0,28,82,92,4,5,0.3923734220232637,0.4661540098090409,0.0,0.5333333333333333,main,unchanged,2
30,1,1,1,1,0,0,65,7,0,58,6,1,0,28,83,93,6,3,0.3918428112606686,0.4661540098090409,0.0,0.5416666666666666,main,unchanged,2
31,2,2,2,4,0,2,65,8,0,57,8,0,2,30,84,95,6,3,0.3899835032025125,0.4651724133130558,0.0,0.5583333333333333,main,unchanged,2
32,3,3,3,2,2,1,67,9,0,58,7,2,1,31,87,98,8,0,0.3855946613166891,0.46924930060573633,0.0,0.5666666666666667,main,unchanged,2
33,0,0,0,0,2,2,67,10,0,57,6,4,0,31,87,98,7,2,0.3834838708263746,0.46924930060573633,0.0,0.5583333333333333,main,unchanged,2
34,2,2,2,2,0,0,67,7,0,60,4,3,2,33,89,100,6,4,0.383701594330935,0.47328118400765173,0.0,0.575,main,unchanged,2
35,1,1,1,1,1,1,67,5,0,62,3,2,1,34,89,101,4,4,0.38833188348604053,0.46813146975647574,0.0,0.5666666666666667,main,unchanged,2
36,3,3,3,2,3,2,69,9,0,60,5,4,1,35,91,104,3,3,0.38839463155302284,0.467938587850633,0.0,0.5833333333333334,main,unchanged,2
37,3,3,3,1,3,1,72,11,0,61,4,7,0,35,93,107,5,4,0.39109773062233644,0.47152371156999096,0.0,0.6,main,unchanged,2
38,3,3,3,3,2,1,74,11,0,63,6,6,1,36,94,110,4,7,0.3829131239799429,0.4747405815655389,0.0,0.625,main,unchanged,2
39,1,1,1,1,2,2,74,10,0,64,5,6,1,37,95,111,6,8,0.38489797570549905,0.474253289811655,0.0,0.625,main,unchanged,2
40,3,2,2,1,1,0,76,9,1,66,5,4,1,38,95,114,5,7,0.3866167723319015,0.4664223023995934,0.0,0.6416666666666667,main,unchanged,2
41,2,2,2,2,2,2,77,8,1,68,4,4,1,39,96,116,5,5,0.3889742645549323,0.4647791843887799,0.0,0.65,main,unchanged,2
42,1,1,1,1,2,2,77,9,1,67,4,5,1,40,97,117,4,5,0.38367121363619183,0.4661999315030359,0.0,0.65,main,unchanged,2
43,3,2,2,3,0,1,79,8,2,69,5,3,1,41,99,120,4,5,0.3821212026154623,0.47233343743307216,0.0,0.6666666666666666,main,unchanged,2
44,1,1,1,2,0,1,79,7,2,70,5,2,1,42,100,121,6,4,0.3822403318418313,0.47634850165977066,0.0,0.6666666666666666,main,unchanged,2
45,1,1,1,1,1,1,80,6,2,72,5,1,0,42,100,122,6,2,0.38590230359408223,0.4774642953409133,0.0,0.6666666666666666,main,unchanged,2
46,1,1,1,1,1,1,81,6,2,73,4,2,0,42,100,123,6,1,0.3845157058535075,0.47009275315549615,0.0,0.675,main,unchanged,2
47,0,0,0,0,1,1,80,5,2,73,2,3,1,43,100,123,4,2,0.3832840781127038,0.46798836296698043,0.0,0.675,main,unchanged,2
48,0,0,0,0,1,1,79,4,2,73,1,3,1,44,100,123,2,3,0.388390489567454,0.4653664599816221,0.0,0.6666666666666666,main,unchanged,2
49,2,2,2,2,1,1,79,4,2,73,2,2,2,46,100,125,1,3,0.3874058636681246,0.47416073626126903,0.0,0.675,main,unchanged,2
0,42,39,39,32,10,0,42,39,3,0,32,10,0,0,39,42,0,0,0.4041663183441414,0.4474515856916411,0.0,0.35,main,unchanged,3
1,1,2,2,1,1,0,43,41,2,0,33,11,0,0,41,43,32,10,0.4041663183441414,0.4474515856916411,0.0,0.35833333333333334,main,unchanged,3
2,2,2,2,1,1,0,45,40,2,3,34,6,0,0,43,45,33,11,0.4041663183441414,0.4474515856916411,0.0,0.375,main,unchanged,3
3,2,2,2,3,5,5,41,32,2,7,26,7,6,6,45,47,34,12,0.4041663183441414,0.4358677118903306,0.0,0.39166666666666666,main,unchanged,3
4,2,2,2,4,6,8,38,25,2,11,18,8,5,11,47,49,26,8,0.3999240139347712,0.4374675912618267,0.0,0.35833333333333334,main,unchanged,3
5,1,0,0,1,6,7,37,18,3,16,8,11,2,13,47,50,18,12,0.3974824541893056,0.4357502200227134,0.0,0.325,main,unchanged,3
6,4,4,4,3,4,3,40,20,3,17,9,11,1,14,50,54,8,17,0.38966098949730477,0.4451433267071602,0.0,0.3416666666666667,main,unchanged,3
7,4,4,4,3,2,0,42,18,3,21,8,11,2,16,54,58,9,16,0.38698647361956173,0.4393859790062355,0.0,0.36666666666666664,main,unchanged,3
8,2,2,2,2,0,0,41,13,3,25,8,6,3,19,55,60,8,13,0.38926906406837564,0.4405095375587846,0.0,0.36666666666666664,main,unchanged,3
9,5,5,5,5,1,0,42,11,3,28,10,2,4,23,58,65,8,7,0.3959599776085623,0.44591875555484345,0.0,0.38333333333333336,main,unchanged,3
10,0,0,0,0,1,1,40,8,3,29,7,2,2,25,58,65,10,3,0.40239664126393176,0.4552217108603204,0.0,0.35,main,unchanged,3
11,1,1,1,1,2,2,41,9,3,29,6,4,0,25,59,66,7,2,0.40679264956168815,0.45426464657777793,0.0,0.3416666666666667,main,unchanged,3
12,4,4,4,4,0,0,44,8,3,33,5,3,1,26,63,70,6,4,0.4079685522565104,0.4504261409152289,0.0,0.375,main,unchanged,3
13,3,3,3,3,4,3,46,13,3,30,8,6,1,27,65,73,5,3,0.3948528546262335,0.44913030489031264,0.0,0.39166666666666666,main,unchanged,3
14,4,4,4,3,2,1,49,15,3,31,10,6,1,28,68,77,8,6,0.39051281645048586,0.4526215017240159,0.0,0.4166666666666667,main,unchanged,3
15,0,0,0,1,1,2,48,13,3,32,7,6,1,29,68,77,10,6,0.3942243182135279,0.4479420721265161,0.0,0.4083333333333333,main,unchanged,3
16,1,1,1,1,2,1,48,8,3,37,5,4,1,30,68,78,7,7,0.40300722294701913,0.4419705226234965,0.0,0.4083333333333333,main,unchanged,3
17,2,2,2,1,4,3,49,8,3,38,3,6,1,31,70,80,5,5,0.3972449579807406,0.4357546117029449,0.0,0.4166666666666667,main,unchanged,3
18,3,3,3,3,0,0,52,10,3,39,5,5,0,31,73,83,3,7,0.3922779258600125,0.4404594083496083,0.0,0.43333333333333335,main,unchanged,3
19,3,3,3,1,2,0,54,10,3,41,5,5,1,32,74,86,5,6,0.3912761474410011,0.44012767525386953,0.0,0.4583333333333333,main,unchanged,3
20,2,2,2,3,0,1,54,9,3,42,7,2,2,34,75,88,5,6,0.4013954933208783,0.4399696778290243,0.0,0.4666666666666667,main,unchanged,3
21,1,1,1,1,2,1,53,7,3,43,5,3,2,36,76,89,7,2,0.4044499868684619,0.4428549678183734,0.0,0.4583333333333333,main,unchanged,3
22,0,0,0,2,1,3,52,8,3,41,6,3,1,37,76,89,5,4,0.4124038449422,0.4454969100373818,0.0,0.44166666666666665,main,unchanged,3
23,1,1,1,1,0,0,53,6,3,44,4,3,0,37,76,90,6,3,0.40554462327116386,0.4516570264536835,0.0,0.44166666666666665,main,unchanged,3
24,2,2,2,2,1,1,53,6,3,44,5,1,2,39,77,92,4,3,0.40168614743299413,0.44903416977961597,0.0,0.4583333333333333,main,unchanged,3
25,6,6,6,5,3,1,58,11,3,44,8,4,1,40,81,98,5,2,0.3934143917104665,0.45537967690905984,0.0,0.49166666666666664,main,unchanged,3
26,3,3,3,2,1,0,61,12,3,46,9,4,0,40,83,101,8,4,0.3946979921051704,0.453484879155072,0.0,0.5083333333333333,main,unchanged,3
27,0,0,0,0,1,1,61,10,3,48,7,3,0,40,83,101,9,5,0.3996947303719885,0.45283321365903756,0.0,0.5083333333333333,main,unchanged,3
28,0,0,0,1,0,1,59,5,3,51,4,1,2,42,83,101,7,5,0.39741736977139286,0.4429779641244908,0.0,0.5083333333333333,main,unchanged,3
29,2,2,2,3,0,1,60,4,3,53,4,0,1,43,84,103,4,2,0.39932461453954055,0.43957380767843285,0.0,0.5083333333333333,main,unchanged,3
30,2,3,3,3,3,3,62,10,2,50,7,3,0,43,86,105,4,1,0.4013395980917193,0.439273472670752,0.0,0.5166666666666667,main,unchanged,3
31,3,3,3,2,2,1,65,13,2,50,8,5,0,43,87,108,7,3,0.40560908530477546,0.44278175835346867,0.0,0.5416666666666666,main,unchanged,3
