block,treatment,control,metric,mean_difference,sd_difference,n,se_difference
closed_cohort,immediate,no_notice,unresolved_fraction,-0.02049498944355368,0.022589137974430185,20,0.00505108480639478
closed_cohort,immediate,no_notice,post_customer_submissions,0.0,0.0,20,0.0
closed_cohort,network_notice,no_notice,post_mean_belief_d,0.2595406574144713,0.0027102012832913394,20,0.00060601943021466
closed_cohort,network_notice,no_notice,post_first_e,,,0,
closed_cohort,network_notice,no_notice,post_first_both,,,0,
closed_cohort,network_notice,no_notice,pre_domestic_later_e,0.0,0.0,20,0.0
closed_cohort,network_notice,no_notice,customer_share_all_cases,0.0,0.0,20,0.0
closed_cohort,network_notice,no_notice,unresolved_fraction,-0.023677517114031404,0.022206402581321356,20,0.004965502570756135
closed_cohort,network_notice,no_notice,post_customer_submissions,0.0,0.0,20,0.0
closed_cohort,immediate,network_notice,post_mean_belief_d,0.02029917363079848,0.0028022853709602463,20,0.0006266100581820325
closed_cohort,immediate,network_notice,post_first_e,0.0,0.0,5,0.0
closed_cohort,immediate,network_notice,post_first_both,0.0,0.0,5,0.0
closed_cohort,immediate,network_notice,pre_domestic_later_e,0.0,0.0,20,0.0
closed_cohort,immediate,network_notice,customer_share_all_cases,0.0,0.0,20,0.0
closed_cohort,immediate,network_notice,unresolved_fraction,0.003182527670477722,0.02013616189825664,20,0.004502582681044305
closed_cohort,immediate,network_notice,post_customer_submissions,0.0,0.0,20,0.0
network_ws,no_notice,unchanged,post_mean_belief_d,0.008404288313614627,0.0017308994497749525,20,0.0003870408831913777
network_ws,no_notice,unchanged,post_first_e,-0.020720482398475678,0.025950438147683722,20,0.005802694374412453
network_ws,no_notice,unchanged,post_first_both,-0.00296229970366118,0.01282607896748368,20,0.0028679984456073822
network_ws,no_notice,unchanged,pre_domestic_later_e,-0.025593482536935237,0.028091982796226704,20,0.006281558315511753
network_ws,no_notice,unchanged,customer_share_all_cases,-0.07572702697900109,0.026429289896442464,20,0.005909768880549372
network_ws,no_notice,unchanged,unresolved_fraction,-0.15476665889988026,0.032495310194643204,20,0.007266172254516412
network_ws,no_notice,unchanged,post_customer_submissions,-3.9,3.823748505273189,20,0.8550161586654064
network_ws,immediate,no_notice,post_mean_belief_d,0.27208785847251643,0.0012740678118285855,20,0.00028489022351931275
network_ws,immediate,no_notice,post_first_e,-0.1728722154245369,0.044292855779605664,20,0.00990418364407927
network_ws,immediate,no_notice,post_first_both,-0.04431264126493392,0.05650486785939956,20,0.012634872559326044
network_ws,immediate,no_notice,pre_domestic_later_e,-0.007994635388252408,0.02226757704564703,20,0.00497918159682807
network_ws,immediate,no_notice,customer_share_all_cases,-0.10619918212922427,0.04507849928007731,20,0.01007985887139282
network_ws,immediate,no_notice,unresolved_fraction,-0.011467060927669295,0.019578498836688885,20,0.00437788542962369
network_ws,immediate,no_notice,post_customer_submissions,-14.05,6.168468205316454,20,1.379311422413372
network_ws,network_notice,no_notice,post_mean_belief_d,0.2519051075757894,0.0036427869356752012,20,0.0008145519215717903
network_ws,network_notice,no_notice,post_first_e,-0.1617359326493471,0.043639953088781144,20,0.009758190164141655
network_ws,network_notice,no_notice,post_first_both,-0.04087560952465341,0.05486223824619741,20,0.012267569411628624
network_ws,network_notice,no_notice,pre_domestic_later_e,0.0003250591016548468,0.00802032023367358,20,0.001793398124381112
network_ws,network_notice,no_notice,customer_share_all_cases,-0.09764379469815795,0.041827833745388246,20,0.009352987960624774
network_ws,network_notice,no_notice,unresolved_fraction,-0.011146060606280869,0.020274783442019127,20,0.0045335794005441936
network_ws,network_notice,no_notice,post_customer_submissions,-12.85,5.6872433429654885,20,1.2717062719453982
network_ws,immediate,network_notice,post_mean_belief_d,0.020182750896727043,0.0035369422907996217,20,0.0007908843394721783
network_ws,immediate,network_notice,post_first_e,-0.011136282775189802,0.010474812276812615,20,0.002342239230250235
network_ws,immediate,network_notice,post_first_both,-0.0034370317402805024,0.010976741347476655,20,0.0024544739824390437
network_ws,immediate,network_notice,pre_domestic_later_e,-0.008319694489907256,0.019081187465531543,20,0.004266683226434545
network_ws,immediate,network_notice,customer_share_all_cases,-0.008555387431066316,0.011283304395996882,20,0.0025230235640271233
network_ws,immediate,network_notice,unresolved_fraction,-0.00032100032138842607,0.010334633292794321,20,0.0023108942565220588
network_ws,immediate,network_notice,post_customer_submissions,-1.2,1.6415653633362466,20,0.3670651741928988
network_ba,no_notice,unchanged,post_mean_belief_d,0.0078101340662442035,0.001997546167264131,20,0.0004466649018196762
network_ba,no_notice,unchanged,post_first_e,-0.021985249800937308,0.02429597231941393,20,0.005432744568566277
network_ba,no_notice,unchanged,post_first_both,0.0026217148913437634,0.018207188761572735,20,0.004071251175004684
network_ba,no_notice,unchanged,pre_domestic_later_e,-0.02433613955949206,0.0205906034581956,20,0.0046041989030267605
network_ba,no_notice,unchanged,customer_share_all_cases,-0.0755472192197302,0.029508463342594275,20,0.0065982929945601464
network_ba,no_notice,unchanged,unresolved_fraction,-0.1481586693088343,0.030750372472437653,20,0.006875992318180887
network_ba,no_notice,unchanged,post_customer_submissions,-4.15,4.891184336183448,20,1.0937020666188373
network_ba,immediate,no_notice,post_mean_belief_d,0.2723225275802648,0.001400051836426743,20,0.00031306110782736136
network_ba,immediate,no_notice,post_first_e,-0.18414972495630064,0.05125095562414645,20,0.011460062068741662
network_ba,immediate,no_notice,post_first_both,-0.042854814563073086,0.05638699023121631,20,0.012608514320361624
network_ba,immediate,no_notice,pre_domestic_later_e,-0.01648445572256586,0.026888321677361618,20,0.0060124115071461745
network_ba,immediate,no_notice,customer_share_all_cases,-0.10871706013492397,0.043451718498155496,20,0.009716099630106076
network_ba,immediate,no_notice,unresolved_fraction,-0.006009522319411806,0.024393538527042093,20,0.005454561035822621
network_ba,immediate,no_notice,post_customer_submissions,-14.85,6.166761497611291,20,1.3789297909687253
network_ba,network_notice,no_notice,post_mean_belief_d,0.25335157377487494,0.0030236283523039083,20,0.0006761038534447222
network_ba,network_notice,no_notice,post_first_e,-0.16983115217206757,0.04730713181158387,20,0.01057819625512443
network_ba,network_notice,no_notice,post_first_both,-0.041225795364835165,0.052173771629102264,20,0.01166641000052226
network_ba,network_notice,no_notice,pre_domestic_later_e,-0.007637956902662784,0.016823150037283803,20,0.0037617707079044705
network_ba,network_notice,no_notice,customer_share_all_cases,-0.10014928278297808,0.040791711536635966,20,0.009121303991448042
network_ba,network_notice,no_notice,unresolved_fraction,-0.004753343296649065,0.021237235850924567,20,0.0047487903016862915
network_ba,network_notice,no_notice,post_customer_submissions,-13.7,5.722531644390674,20,1.27959697602512
network_ba,immediate,network_notice,post_mean_belief_d,0.018970953805389924,0.0025423917502051512,20,0.0005684960778893382
network_ba,immediate,network_notice,post_first_e,-0.014318572784233069,0.01491503079567461,20,0.0033351022745631204
network_ba,immediate,network_notice,post_first_both,-0.0016290191982379146,0.010024043886431407,20,0.002241444353950181
network_ba,immediate,network_notice,pre_domestic_later_e,-0.008846498819903076,0.015333378744440837,20,0.0034286477197320087
network_ba,immediate,network_notice,customer_share_all_cases,-0.008567777351945891,0.007092184604321146,20,0.001585860688423953
network_ba,immediate,network_notice,unresolved_fraction,-0.0012561790227627405,0.009828294055178061,20,0.0021976733610235212
network_ba,immediate,network_notice,post_customer_submissions,-1.15,1.268027892769755,20,0.2835396565598986
