time,case_id,employee,event
0,0:0,0,dispute_created
0,1:0,1,dispute_created
0,3:0,3,dispute_created
0,5:0,5,dispute_created
0,6:0,6,dispute_created
0,7:0,7,dispute_created
0,8:0,8,dispute_created
0,10:0,10,dispute_created
0,11:0,11,dispute_created
0,12:0,12,dispute_created
0,15:0,15,dispute_created
0,16:0,16,dispute_created
0,17:0,17,dispute_created
0,19:0,19,dispute_created
0,20:0,20,dispute_created
0,21:0,21,dispute_created
0,22:0,22,dispute_created
0,24:0,24,dispute_created
0,27:0,27,dispute_created
0,30:0,30,dispute_created
0,31:0,31,dispute_created
0,35:0,35,dispute_created
0,37:0,37,dispute_created
0,39:0,39,dispute_created
0,42:0,42,dispute_created
0,45:0,45,dispute_created
0,46:0,46,dispute_created
0,49:0,49,dispute_created
0,50:0,50,dispute_created
0,52:0,52,dispute_created
0,54:0,54,dispute_created
0,57:0,57,dispute_created
0,58:0,58,dispute_created
0,59:0,59,dispute_created
0,60:0,60,dispute_created
0,61:0,61,dispute_created
0,62:0,62,dispute_created
0,68:0,68,dispute_created
0,69:0,69,dispute_created
0,70:0,70,dispute_created
0,71:0,71,dispute_created
0,73:0,73,dispute_created
0,75:0,75,dispute_created
0,76:0,76,dispute_created
0,77:0,77,dispute_created
0,78:0,78,dispute_created
0,79:0,79,dispute_created
0,82:0,82,dispute_created
0,83:0,83,dispute_created
0,85:0,85,dispute_created
0,88:0,88,dispute_created
0,89:0,89,dispute_created
0,90:0,90,dispute_created
0,91:0,91,dispute_created
0,92:0,92,dispute_created
0,99:0,99,dispute_created
0,100:0,100,dispute_created
0,101:0,101,dispute_created
0,102:0,102,dispute_created
0,103:0,103,dispute_created
0,104:0,104,dispute_created
0,106:0,106,dispute_created
0,107:0,107,dispute_created
0,108:0,108,dispute_created
0,111:0,111,dispute_created
0,112:0,112,dispute_created
0,113:0,113,dispute_created
0,117:0,117,dispute_created
0,118:0,118,dispute_created
0,0:0,0,customer_received
0,1:0,1,customer_received
0,3:0,3,customer_received
0,6:0,6,customer_received
0,7:0,7,customer_received
0,10:0,10,customer_received
0,11:0,11,customer_received
0,12:0,12,customer_received
0,16:0,16,customer_received
0,17:0,17,customer_received
0,19:0,19,customer_received
0,20:0,20,customer_received
0,21:0,21,customer_received
0,22:0,22,customer_received
0,24:0,24,customer_received
0,27:0,27,customer_received
0,30:0,30,customer_received
0,31:0,31,customer_received
0,35:0,35,customer_received
0,37:0,37,customer_received
0,39:0,39,customer_received
0,42:0,42,customer_received
0,45:0,45,customer_received
0,46:0,46,customer_received
0,49:0,49,customer_received
0,50:0,50,customer_received
0,52:0,52,customer_received
0,54:0,54,customer_received
0,57:0,57,customer_received
0,58:0,58,customer_received
0,59:0,59,customer_received
0,60:0,60,customer_received
0,61:0,61,customer_received
0,62:0,62,customer_received
0,68:0,68,customer_received
0,69:0,69,customer_received
0,70:0,70,customer_received
0,71:0,71,customer_received
0,73:0,73,customer_received
0,75:0,75,customer_received
0,77:0,77,customer_received
0,79:0,79,customer_received
0,82:0,82,customer_received
0,83:0,83,customer_received
0,85:0,85,customer_received
0,88:0,88,customer_received
0,89:0,89,customer_received
0,90:0,90,customer_received
0,91:0,91,customer_received
0,92:0,92,customer_received
0,100:0,100,customer_received
0,101:0,101,customer_received
0,103:0,103,customer_received
0,104:0,104,customer_received
0,106:0,106,customer_received
0,107:0,107,customer_received
0,108:0,108,customer_received
0,111:0,111,customer_received
0,112:0,112,customer_received
0,113:0,113,customer_received
0,118:0,118,customer_received
1,15:0,15,customer_received
1,76:0,76,customer_received
1,117:0,117,customer_received
2,0:0,0,customer_reviewed
2,0:0,0,customer_declined
2,1:0,1,customer_reviewed
2,1:0,1,customer_intervened
3,3:0,3,customer_reviewed
3,3:0,3,customer_intervened
3,6:0,6,customer_reviewed
3,6:0,6,customer_intervened
3,1:0,1,firm_case_processed
3,1:0,1,customer_firm_success
3,1:0,1,case_resolved
4,7:0,7,customer_reviewed
4,7:0,7,customer_declined
4,10:0,10,customer_reviewed
4,10:0,10,customer_intervened
4,6:0,6,firm_case_processed
4,6:0,6,customer_firm_failure
4,3:0,3,firm_case_processed
4,3:0,3,customer_firm_failure
5,11:0,11,customer_reviewed
5,11:0,11,customer_declined
5,12:0,12,customer_reviewed
5,12:0,12,customer_declined
5,10:0,10,firm_case_processed
5,10:0,10,customer_firm_success
5,10:0,10,case_resolved
6,16:0,16,customer_reviewed
6,16:0,16,customer_declined
6,17:0,17,customer_reviewed
6,17:0,17,customer_declined
7,19:0,19,customer_reviewed
7,19:0,19,customer_declined
7,20:0,20,customer_reviewed
7,20:0,20,customer_declined
8,21:0,21,customer_reviewed
8,21:0,21,customer_declined
8,22:0,22,customer_reviewed
8,22:0,22,customer_declined
9,24:0,24,customer_reviewed
9,24:0,24,customer_declined
9,27:0,27,customer_reviewed
9,27:0,27,customer_intervened
10,30:0,30,customer_reviewed
10,30:0,30,customer_declined
10,31:0,31,customer_reviewed
10,31:0,31,customer_intervened
10,27:0,27,firm_case_processed
10,27:0,27,customer_firm_success
10,27:0,27,case_resolved
11,35:0,35,customer_reviewed
11,35:0,35,customer_intervened
11,37:0,37,customer_reviewed
11,37:0,37,customer_intervened
11,31:0,31,firm_case_processed
11,31:0,31,customer_firm_failure
12,39:0,39,customer_reviewed
12,39:0,39,customer_declined
12,42:0,42,customer_reviewed
12,42:0,42,customer_intervened
12,35:0,35,firm_case_processed
12,35:0,35,customer_firm_success
12,37:0,37,firm_case_processed
12,37:0,37,customer_firm_success
12,35:0,35,case_resolved
12,37:0,37,case_resolved
13,8:0,8,customer_received
13,45:0,45,customer_reviewed
13,45:0,45,customer_declined
13,46:0,46,customer_reviewed
13,46:0,46,customer_declined
13,42:0,42,firm_case_processed
13,42:0,42,customer_firm_success
13,42:0,42,case_resolved
14,49:0,49,customer_reviewed
14,49:0,49,customer_declined
14,50:0,50,customer_reviewed
14,50:0,50,customer_intervened
15,52:0,52,customer_reviewed
15,52:0,52,customer_declined
15,54:0,54,customer_reviewed
15,54:0,54,customer_intervened
15,50:0,50,firm_case_processed
15,50:0,50,customer_firm_failure
16,57:0,57,customer_reviewed
16,57:0,57,customer_intervened
16,58:0,58,customer_reviewed
16,58:0,58,customer_intervened
16,54:0,54,firm_case_processed
16,54:0,54,customer_firm_failure
17,59:0,59,customer_reviewed
17,59:0,59,customer_intervened
17,60:0,60,customer_reviewed
17,60:0,60,customer_intervened
17,58:0,58,firm_case_processed
17,58:0,58,customer_firm_success
17,57:0,57,firm_case_processed
17,57:0,57,customer_firm_success
17,57:0,57,case_resolved
17,58:0,58,case_resolved
18,61:0,61,customer_reviewed
18,61:0,61,customer_declined
18,62:0,62,customer_reviewed
18,62:0,62,customer_declined
18,59:0,59,firm_case_processed
18,59:0,59,customer_firm_failure
18,60:0,60,firm_case_processed
18,60:0,60,customer_firm_failure
19,68:0,68,customer_reviewed
19,68:0,68,customer_intervened
19,69:0,69,customer_reviewed
19,69:0,69,customer_declined
20,70:0,70,customer_reviewed
20,70:0,70,customer_intervened
20,71:0,71,customer_reviewed
20,71:0,71,customer_declined
20,68:0,68,firm_case_processed
20,68:0,68,customer_firm_success
20,68:0,68,case_resolved
21,73:0,73,customer_reviewed
21,73:0,73,customer_declined
21,75:0,75,customer_reviewed
21,75:0,75,customer_intervened
21,70:0,70,firm_case_processed
21,70:0,70,customer_firm_failure
22,77:0,77,customer_reviewed
22,77:0,77,customer_declined
22,79:0,79,customer_reviewed
22,79:0,79,customer_declined
22,75:0,75,firm_case_processed
22,75:0,75,customer_firm_failure
23,82:0,82,customer_reviewed
23,82:0,82,customer_declined
23,83:0,83,customer_reviewed
23,83:0,83,customer_intervened
24,85:0,85,customer_reviewed
24,85:0,85,customer_declined
24,88:0,88,customer_reviewed
24,88:0,88,customer_declined
24,83:0,83,firm_case_processed
24,83:0,83,customer_firm_failure
25,89:0,89,customer_reviewed
25,89:0,89,customer_intervened
25,90:0,90,customer_reviewed
25,90:0,90,customer_intervened
26,91:0,91,customer_reviewed
26,91:0,91,customer_intervened
26,92:0,92,customer_reviewed
26,92:0,92,customer_declined
26,89:0,89,firm_case_processed
26,89:0,89,customer_firm_failure
26,90:0,90,firm_case_processed
26,90:0,90,customer_firm_success
26,90:0,90,case_resolved
27,100:0,100,customer_reviewed
27,100:0,100,customer_declined
27,101:0,101,customer_reviewed
27,101:0,101,customer_declined
27,91:0,91,firm_case_processed
27,91:0,91,customer_firm_failure
28,103:0,103,customer_reviewed
28,103:0,103,customer_intervened
28,104:0,104,customer_reviewed
28,104:0,104,customer_intervened
29,106:0,106,customer_reviewed
29,106:0,106,customer_declined
29,107:0,107,customer_reviewed
29,107:0,107,customer_intervened
29,103:0,103,firm_case_processed
29,103:0,103,customer_firm_failure
29,104:0,104,firm_case_processed
29,104:0,104,customer_firm_success
29,104:0,104,case_resolved
30,108:0,108,customer_reviewed
30,108:0,108,customer_intervened
30,111:0,111,customer_reviewed
30,111:0,111,customer_intervened
30,107:0,107,firm_case_processed
30,107:0,107,customer_firm_success
30,107:0,107,case_resolved
31,112:0,112,customer_reviewed
31,112:0,112,customer_intervened
31,113:0,113,customer_reviewed
31,113:0,113,customer_declined
31,111:0,111,firm_case_processed
31,111:0,111,customer_firm_success
31,108:0,108,firm_case_processed
31,108:0,108,customer_firm_failure
31,111:0,111,case_resolved
32,118:0,118,customer_reviewed
32,118:0,118,customer_declined
32,15:0,15,customer_reviewed
32,15:0,15,customer_intervened
32,112:0,112,firm_case_processed
32,112:0,112,customer_firm_success
32,112:0,112,case_resolved
33,76:0,76,customer_reviewed
33,76:0,76,customer_intervened
33,117:0,117,customer_reviewed
33,117:0,117,customer_declined
