time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,first_submissions,first_d_count,first_e_count,first_both_count,first_d_share,first_e_share,first_both_share,rolling_domestic_users,rolling_customer_users,scenario,seed
1,0,7,7,5,2,0,24,13,11,0,10,10,0,0,0,4,0,0,13,24,5,2,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,10.0,4.0,cost_low,1
2,0,6,6,5,2,0,24,14,5,5,10,10,0,0,0,5,0,0,19,24,10,4,6,4,1,1,0.6666666666666666,0.16666666666666666,0.16666666666666666,15.0,6.0,cost_low,1
3,0,5,5,5,2,2,23,16,0,7,12,10,2,2,0,5,1,1,24,24,15,6,5,5,0,0,1.0,0.0,0.0,20.0,8.0,cost_low,1
4,0,0,0,1,2,3,20,13,0,7,8,6,2,2,2,5,3,4,24,24,15,6,0,0,0,0,,,,21.0,10.0,cost_low,1
5,0,0,0,0,2,2,18,10,0,8,4,1,3,3,2,6,2,6,24,24,11,6,0,0,0,0,,,,21.0,12.0,cost_low,1
6,18,5,5,3,3,1,33,9,13,11,3,3,0,0,3,6,3,9,29,42,6,6,5,2,3,0,0.4,0.6,0.0,19.0,13.0,cost_low,1
7,0,4,4,3,2,1,33,12,9,12,6,6,0,0,0,6,0,9,33,42,4,7,4,2,2,0,0.5,0.5,0.0,17.0,13.0,cost_low,1
8,0,5,5,3,2,0,33,11,4,18,7,6,1,1,0,4,0,9,38,42,6,7,5,3,2,0,0.6,0.4,0.0,15.0,13.0,cost_low,1
9,0,4,4,5,3,4,32,17,0,15,10,8,2,2,1,7,1,10,42,42,9,7,4,2,2,0,0.5,0.5,0.0,15.0,14.0,cost_low,1
10,0,0,0,0,0,0,31,10,0,21,6,5,1,1,1,4,1,11,42,42,11,7,0,0,0,0,,,,14.0,12.0,cost_low,1
11,0,0,0,2,1,3,30,7,0,23,3,2,1,1,1,4,1,12,42,42,8,5,0,0,0,0,,,,16.0,11.0,cost_low,1
12,20,2,2,2,1,1,48,6,18,24,4,4,0,0,1,2,2,14,44,62,7,4,2,1,1,0,0.5,0.5,0.0,15.0,9.0,cost_low,1
13,0,4,4,4,1,1,48,9,14,25,7,6,1,1,0,2,0,14,48,62,4,2,4,3,1,0,0.75,0.25,0.0,16.0,8.0,cost_low,1
14,0,5,5,4,1,0,47,12,9,26,9,8,1,1,1,3,1,15,53,62,8,3,5,4,1,0,0.8,0.2,0.0,17.0,7.0,cost_low,1
15,0,5,5,4,1,0,46,13,4,29,10,8,2,2,1,3,1,16,58,62,10,3,5,4,1,0,0.8,0.2,0.0,16.0,5.0,cost_low,1
16,0,0,0,1,2,3,44,9,4,31,6,5,1,1,2,3,2,18,58,62,12,3,0,0,0,0,,,,17.0,7.0,cost_low,1
17,0,0,0,1,2,3,44,8,4,32,4,2,2,2,0,4,0,18,58,62,9,4,0,0,0,0,,,,16.0,8.0,cost_low,1
18,18,4,4,3,4,2,60,11,18,31,5,4,1,1,2,7,2,20,62,80,6,5,4,2,1,1,0.5,0.25,0.25,17.0,11.0,cost_low,1
19,0,4,4,1,3,0,59,10,14,35,4,4,0,0,1,7,1,21,66,80,5,8,4,1,3,0,0.25,0.75,0.0,14.0,13.0,cost_low,1
20,0,4,4,3,1,0,59,10,10,39,5,4,1,1,0,5,0,21,70,80,5,9,4,3,1,0,0.75,0.25,0.0,13.0,13.0,cost_low,1
21,0,5,5,3,3,1,57,13,5,39,6,6,0,0,1,7,2,23,75,80,7,8,5,3,2,0,0.6,0.4,0.0,12.0,15.0,cost_low,1
22,0,1,1,1,1,1,55,11,4,40,6,4,2,2,0,5,2,25,76,80,7,7,1,0,1,0,0.0,1.0,0.0,12.0,14.0,cost_low,1
23,0,0,0,1,1,2,53,6,4,43,3,2,1,1,1,3,2,27,76,80,7,5,0,0,0,0,,,,12.0,13.0,cost_low,1
24,14,2,2,3,0,1,65,7,16,42,5,4,1,1,1,2,2,29,78,94,5,5,2,2,0,0,1.0,0.0,0.0,12.0,9.0,cost_low,1
25,0,8,8,5,5,1,64,13,8,43,9,8,1,1,1,5,1,30,86,94,5,2,8,3,4,1,0.375,0.5,0.125,16.0,11.0,cost_low,1
26,0,3,3,2,2,1,63,16,5,42,10,7,3,3,1,7,1,31,89,94,9,6,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,15.0,12.0,cost_low,1
27,0,3,3,4,0,1,60,13,2,45,9,6,3,3,3,5,3,34,92,94,10,7,3,3,0,0,1.0,0.0,0.0,16.0,9.0,cost_low,1
28,0,0,0,2,0,2,57,6,2,49,6,6,0,0,2,0,3,37,92,94,11,7,0,0,0,0,,,,17.0,8.0,cost_low,1
29,0,1,1,4,2,5,57,9,1,47,7,6,1,1,0,2,0,37,93,94,8,2,1,1,0,0,1.0,0.0,0.0,20.0,9.0,cost_low,1
30,17,3,3,1,4,2,74,12,15,47,6,5,1,1,0,6,0,37,96,111,10,2,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,18.0,13.0,cost_low,1
31,0,0,0,0,0,0,73,7,15,51,2,1,1,1,1,5,1,38,96,111,7,6,0,0,0,0,,,,13.0,8.0,cost_low,1
32,0,10,10,5,6,0,71,14,5,52,6,5,1,1,1,9,2,40,106,111,5,6,10,4,5,1,0.4,0.5,0.1,16.0,12.0,cost_low,1
33,0,1,1,1,1,1,69,12,4,53,6,6,0,0,1,7,2,42,107,111,6,10,1,0,1,0,0.0,1.0,0.0,13.0,13.0,cost_low,1
34,0,1,1,1,0,0,69,6,3,60,3,2,1,1,0,3,0,42,108,111,6,7,1,1,0,0,1.0,0.0,0.0,12.0,13.0,cost_low,1
35,0,0,0,2,1,3,66,5,3,58,4,3,1,1,1,1,3,45,108,111,7,7,0,0,0,0,,,,10.0,12.0,cost_low,1
36,17,5,5,4,1,0,82,8,15,59,6,6,0,0,1,2,1,46,113,128,4,2,5,4,1,0,0.8,0.2,0.0,13.0,9.0,cost_low,1
37,0,5,5,4,2,1,82,12,10,60,8,8,0,0,0,4,0,46,118,128,7,2,5,3,2,0,0.6,0.4,0.0,17.0,11.0,cost_low,1
38,0,5,5,3,2,0,82,14,5,63,10,7,3,3,0,4,0,46,123,128,10,4,5,3,2,0,0.6,0.4,0.0,15.0,7.0,cost_low,1
39,0,3,3,3,3,3,79,13,2,64,8,6,2,2,3,5,3,49,126,128,11,5,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,17.0,9.0,cost_low,1
40,0,0,0,0,1,1,78,11,2,65,6,3,3,3,1,5,1,50,126,128,10,7,0,0,0,0,,,,16.0,10.0,cost_low,1
41,0,0,0,3,0,3,76,7,2,67,4,3,1,1,2,3,2,52,126,128,6,6,0,0,0,0,,,,17.0,9.0,cost_low,1
42,18,3,3,2,3,2,93,9,17,67,5,5,0,0,1,4,1,53,129,146,6,4,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,15.0,11.0,cost_low,1
43,0,4,4,4,1,1,93,10,13,70,6,6,0,0,0,4,0,53,133,146,5,4,4,3,1,0,0.75,0.25,0.0,15.0,10.0,cost_low,1
44,0,5,5,2,3,0,93,12,8,73,6,6,0,0,0,6,0,53,138,146,9,4,5,2,3,0,0.4,0.6,0.0,14.0,11.0,cost_low,1
45,0,4,4,1,4,1,92,13,4,75,6,3,3,3,0,7,1,54,142,146,8,7,4,1,3,0,0.25,0.75,0.0,12.0,12.0,cost_low,1
46,0,1,1,2,2,3,89,11,3,75,4,3,1,1,3,7,3,57,143,146,7,8,1,1,0,0,1.0,0.0,0.0,14.0,13.0,cost_low,1
47,0,0,0,1,0,1,88,7,3,78,4,3,1,1,1,3,1,58,143,146,5,9,0,0,0,0,,,,12.0,13.0,cost_low,1
48,0,0,0,2,0,2,86,5,3,78,4,3,1,1,1,1,2,60,143,146,4,6,0,0,0,0,,,,12.0,10.0,cost_low,1
49,0,1,1,3,0,2,84,5,2,77,5,5,0,0,1,0,2,62,144,146,5,2,1,1,0,0,1.0,0.0,0.0,11.0,9.0,cost_low,1
50,0,1,1,3,0,2,84,7,1,76,7,6,1,1,0,0,0,62,145,146,6,0,1,1,0,0,1.0,0.0,0.0,12.0,6.0,cost_low,1
51,0,0,0,0,0,0,83,6,1,76,6,3,3,3,1,0,1,63,145,146,8,0,0,0,0,0,,,,11.0,2.0,cost_low,1
52,0,0,0,0,0,0,80,2,1,77,2,0,2,2,3,0,3,66,145,146,6,0,0,0,0,0,,,,9.0,0.0,cost_low,1
53,0,1,1,1,3,3,79,4,0,75,1,1,0,0,1,3,1,67,146,146,3,0,1,0,1,0,0.0,1.0,0.0,9.0,3.0,cost_low,1
54,0,0,0,0,0,0,79,4,0,75,1,1,0,0,0,3,0,67,146,146,1,3,0,0,0,0,,,,7.0,3.0,cost_low,1
55,0,0,0,1,0,1,79,4,0,75,2,1,1,1,0,2,0,67,146,146,1,3,0,0,0,0,,,,5.0,3.0,cost_low,1
56,0,0,0,0,0,0,78,1,0,77,1,1,0,0,1,0,1,68,146,146,2,3,0,0,0,0,,,,2.0,3.0,cost_low,1
57,0,0,0,0,0,0,78,0,0,78,0,0,0,0,0,0,0,68,146,146,1,0,0,0,0,0,,,,2.0,3.0,cost_low,1
58,0,0,0,0,1,1,78,1,0,77,0,0,0,0,0,1,0,68,146,146,1,0,0,0,0,0,,,,2.0,4.0,cost_low,1
59,0,0,0,0,0,0,78,1,0,77,0,0,0,0,0,1,0,68,146,146,0,1,0,0,0,0,,,,1.0,1.0,cost_low,1
60,0,0,0,0,0,0,78,1,0,77,0,0,0,0,0,1,0,68,146,146,0,1,0,0,0,0,,,,1.0,1.0,cost_low,1
61,0,0,0,0,0,0,77,0,0,77,0,0,0,0,0,0,1,69,146,146,0,1,0,0,0,0,,,,0.0,1.0,cost_low,1
62,0,0,0,0,1,1,77,1,0,76,0,0,0,0,0,1,0,69,146,146,0,0,0,0,0,0,,,,0.0,2.0,cost_low,1
63,0,0,0,0,0,0,77,1,0,76,0,0,0,0,0,1,0,69,146,146,0,1,0,0,0,0,,,,0.0,2.0,cost_low,1
64,0,0,0,0,0,0,77,1,0,76,0,0,0,0,0,1,0,69,146,146,0,1,0,0,0,0,,,,0.0,1.0,cost_low,1
65,0,0,0,2,0,2,77,2,0,75,2,2,0,0,0,0,0,69,146,146,0,1,0,0,0,0,,,,2.0,1.0,cost_low,1
0,24,5,5,3,2,0,24,5,19,0,3,3,0,0,0,2,0,0,5,24,0,0,5,3,2,0,0.6,0.4,0.0,3.0,2.0,cost_high,1
1,0,7,7,5,2,0,24,12,12,0,8,8,0,0,0,4,0,0,12,24,3,2,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,8.0,4.0,cost_high,1
2,0,6,6,4,2,0,24,14,6,4,9,9,0,0,0,5,0,0,18,24,8,4,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,12.0,6.0,cost_high,1
3,0,5,5,5,2,2,23,16,1,6,11,9,2,2,0,5,1,1,23,24,12,6,5,5,0,0,1.0,0.0,0.0,17.0,8.0,cost_high,1
4,0,0,0,0,0,0,20,9,1,10,6,5,1,1,2,3,3,4,23,24,14,6,0,0,0,0,,,,17.0,8.0,cost_high,1
5,0,1,1,1,2,2,19,8,0,11,4,1,3,3,1,4,1,5,24,24,9,4,1,0,1,0,0.0,1.0,0.0,18.0,10.0,cost_high,1
6,18,5,5,2,3,0,34,8,13,13,3,3,0,0,3,5,3,8,29,42,6,4,5,2,3,0,0.4,0.6,0.0,17.0,11.0,cost_high,1
7,0,4,4,3,2,1,34,11,9,14,5,5,0,0,0,6,0,8,33,42,3,5,4,2,2,0,0.5,0.5,0.0,15.0,11.0,cost_high,1
8,0,4,4,3,1,0,34,9,5,20,6,6,0,0,0,3,0,8,37,42,6,7,4,3,1,0,0.75,0.25,0.0,14.0,10.0,cost_high,1
9,0,3,3,1,2,0,34,11,2,21,6,4,2,2,0,5,0,8,40,42,8,6,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,10.0,10.0,cost_high,1
10,0,0,0,0,0,0,33,5,2,26,2,1,1,1,1,3,1,9,40,42,7,5,0,0,0,0,,,,10.0,10.0,cost_high,1
11,0,0,0,0,0,0,32,3,2,27,1,0,1,1,1,2,1,10,40,42,4,3,0,0,0,0,,,,9.0,8.0,cost_high,1
12,20,0,0,1,0,1,50,1,22,27,1,1,0,0,1,0,2,12,40,62,1,2,0,0,0,0,,,,8.0,5.0,cost_high,1
13,0,3,3,4,1,2,50,6,19,25,5,5,0,0,0,1,0,12,43,62,1,0,3,3,0,0,1.0,0.0,0.0,9.0,4.0,cost_high,1
14,0,5,5,4,1,0,50,10,14,26,8,8,0,0,0,2,0,12,48,62,5,1,5,4,1,0,0.8,0.2,0.0,10.0,4.0,cost_high,1
15,0,4,4,2,2,0,50,12,10,28,8,6,2,2,0,4,0,12,52,62,9,2,4,2,2,0,0.5,0.5,0.0,11.0,4.0,cost_high,1
16,0,0,0,0,1,1,47,6,10,31,3,2,1,1,2,3,3,15,52,62,10,4,0,0,0,0,,,,11.0,5.0,cost_high,1
17,0,0,0,0,3,3,47,5,10,32,1,0,1,1,0,4,0,15,52,62,6,4,0,0,0,0,,,,11.0,8.0,cost_high,1
18,18,4,4,3,1,0,64,8,24,32,3,3,0,0,1,5,1,16,56,80,2,6,4,3,1,0,0.75,0.25,0.0,13.0,9.0,cost_high,1
19,0,3,3,0,3,0,64,8,21,35,3,3,0,0,0,5,0,16,59,80,3,5,3,0,3,0,0.0,1.0,0.0,9.0,11.0,cost_high,1
20,0,3,3,2,1,0,63,7,18,38,3,2,1,1,0,4,1,17,62,80,3,7,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,7.0,11.0,cost_high,1
21,0,5,5,2,4,1,62,12,13,37,4,4,0,0,1,8,1,18,67,80,5,5,5,2,3,0,0.4,0.6,0.0,7.0,13.0,cost_high,1
22,0,0,0,1,0,1,60,9,13,38,4,3,1,1,0,5,2,20,67,80,4,8,0,0,0,0,,,,8.0,12.0,cost_high,1
23,0,1,1,0,3,2,58,6,12,40,2,1,1,1,1,4,2,22,68,80,5,5,1,0,1,0,0.0,1.0,0.0,8.0,12.0,cost_high,1
24,14,2,2,5,0,3,71,8,24,39,5,5,0,0,1,3,1,23,70,94,3,7,2,2,0,0,1.0,0.0,0.0,10.0,11.0,cost_high,1
25,0,6,6,2,5,1,71,14,18,39,7,7,0,0,0,7,0,23,76,94,6,3,6,1,5,0,0.16666666666666666,0.8333333333333334,0.0,12.0,13.0,cost_high,1
26,0,1,1,1,1,1,70,11,17,42,5,3,2,2,0,6,1,24,77,94,7,8,1,1,0,0,1.0,0.0,0.0,11.0,13.0,cost_high,1
27,0,4,4,3,3,2,68,11,13,44,4,4,0,0,2,7,2,26,81,94,8,6,4,3,1,0,0.75,0.25,0.0,12.0,12.0,cost_high,1
28,0,0,0,3,0,3,67,9,13,45,6,6,0,0,0,3,1,27,81,94,6,9,0,0,0,0,,,,14.0,12.0,cost_high,1
29,0,1,1,2,3,4,67,10,12,45,5,5,0,0,0,5,0,27,82,94,7,4,1,0,1,0,0.0,1.0,0.0,16.0,12.0,cost_high,1
30,17,3,3,1,3,1,84,11,26,47,5,3,2,2,0,6,0,27,85,111,8,6,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,12.0,15.0,cost_high,1
31,0,0,0,1,0,1,82,7,26,49,3,2,1,1,2,4,2,29,85,111,6,6,0,0,0,0,,,,11.0,10.0,cost_high,1
32,0,10,10,6,4,0,81,14,16,51,8,7,1,1,1,6,1,30,95,111,4,6,10,6,4,0,0.6,0.4,0.0,16.0,13.0,cost_high,1
33,0,1,1,1,0,0,79,11,15,53,7,7,0,0,1,4,2,32,96,111,8,7,1,1,0,0,1.0,0.0,0.0,14.0,10.0,cost_high,1
34,0,1,1,0,2,1,79,4,14,61,1,1,0,0,0,3,0,32,97,111,8,4,1,0,1,0,0.0,1.0,0.0,11.0,12.0,cost_high,1
35,0,2,2,6,1,5,78,9,12,57,6,6,0,0,0,3,1,33,99,111,7,6,2,2,0,0,1.0,0.0,0.0,15.0,10.0,cost_high,1
36,17,3,3,3,0,0,95,11,26,58,9,9,0,0,0,2,0,33,102,128,7,3,3,3,0,0,1.0,0.0,0.0,17.0,7.0,cost_high,1
37,0,4,4,2,2,0,95,9,22,64,7,5,2,2,0,2,0,33,106,128,9,3,4,2,2,0,0.5,0.5,0.0,18.0,9.0,cost_high,1
38,0,5,5,3,2,0,93,10,17,66,6,5,1,1,2,4,2,35,111,128,11,3,5,3,2,0,0.6,0.4,0.0,15.0,7.0,cost_high,1
39,0,0,0,1,0,1,92,7,17,68,5,4,1,1,1,2,1,36,111,128,8,4,0,0,0,0,,,,15.0,7.0,cost_high,1
40,0,1,1,1,0,0,92,6,16,70,5,2,3,3,0,1,0,36,112,128,6,4,1,1,0,0,1.0,0.0,0.0,16.0,5.0,cost_high,1
41,0,0,0,0,0,0,90,1,16,73,1,1,0,0,2,0,2,38,112,128,5,2,0,0,0,0,,,,10.0,4.0,cost_high,1
42,18,3,3,3,3,3,108,6,31,71,3,3,0,0,0,3,0,38,115,146,2,0,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,10.0,7.0,cost_high,1
43,0,5,5,4,2,1,108,12,26,70,7,7,0,0,0,5,0,38,120,146,4,3,5,3,2,0,0.6,0.4,0.0,12.0,7.0,cost_high,1
44,0,5,5,3,2,0,108,12,21,75,7,7,0,0,0,5,0,38,125,146,7,5,5,3,2,0,0.6,0.4,0.0,12.0,7.0,cost_high,1
45,0,3,3,3,1,1,108,12,18,78,8,6,2,2,0,4,0,38,128,146,10,7,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,14.0,8.0,cost_high,1
46,0,4,4,3,1,0,105,11,14,80,7,6,1,1,2,4,3,41,132,146,10,5,4,3,1,0,0.75,0.25,0.0,16.0,9.0,cost_high,1
47,0,2,2,2,4,4,104,14,12,78,8,5,3,3,1,6,1,42,134,146,9,4,2,1,1,0,0.5,0.5,0.0,18.0,13.0,cost_high,1
48,0,1,1,2,0,1,102,9,11,82,5,4,1,1,2,4,2,44,135,146,8,6,1,1,0,0,1.0,0.0,0.0,17.0,10.0,cost_high,1
49,0,0,0,2,0,2,101,7,11,83,5,4,1,1,1,2,1,45,135,146,7,5,0,0,0,0,,,,15.0,8.0,cost_high,1
50,0,0,0,1,0,1,99,4,11,84,4,3,1,1,1,0,2,47,135,146,6,4,0,0,0,0,,,,13.0,6.0,cost_high,1
51,0,0,0,0,0,0,98,2,11,85,2,1,1,1,1,0,1,48,135,146,5,0,0,0,0,0,,,,10.0,5.0,cost_high,1
52,0,0,0,1,0,1,97,1,11,85,1,1,0,0,1,0,1,49,135,146,3,0,0,0,0,0,,,,8.0,4.0,cost_high,1
53,0,3,3,2,2,1,97,5,8,84,3,3,0,0,0,2,0,49,138,146,2,0,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,8.0,2.0,cost_high,1
54,0,0,0,0,0,0,97,5,8,84,3,2,1,1,0,2,0,49,138,146,3,2,0,0,0,0,,,,6.0,2.0,cost_high,1
55,0,0,0,0,0,0,96,3,8,85,1,0,1,1,1,2,1,50,138,146,3,2,0,0,0,0,,,,4.0,2.0,cost_high,1
56,0,2,2,3,0,1,94,3,6,85,3,3,0,0,1,0,2,52,140,146,2,2,2,2,0,0,1.0,0.0,0.0,6.0,2.0,cost_high,1
57,0,0,0,0,0,0,94,3,6,85,3,3,0,0,0,0,0,52,140,146,3,0,0,0,0,0,,,,6.0,2.0,cost_high,1
58,0,0,0,0,0,0,94,1,6,87,1,0,1,1,0,0,0,52,140,146,3,0,0,0,0,0,,,,5.0,2.0,cost_high,1
59,0,1,1,1,1,1,93,2,5,86,1,1,0,0,1,1,1,53,141,146,3,0,1,0,1,0,0.0,1.0,0.0,4.0,1.0,cost_high,1
60,0,0,0,0,0,0,93,2,5,86,1,1,0,0,0,1,0,53,141,146,1,1,0,0,0,0,,,,4.0,1.0,cost_high,1
61,0,1,1,1,0,0,93,2,4,87,2,1,1,1,0,0,0,53,142,146,1,1,1,1,0,0,1.0,0.0,0.0,5.0,1.0,cost_high,1
62,0,0,0,0,0,0,92,1,4,87,1,1,0,0,1,0,1,54,142,146,2,1,0,0,0,0,,,,2.0,1.0,cost_high,1
63,0,0,0,0,1,1,92,2,4,86,1,0,1,1,0,1,0,54,142,146,1,0,0,0,0,0,,,,2.0,2.0,cost_high,1
64,0,0,0,0,1,1,91,2,4,85,0,0,0,0,1,2,1,55,142,146,1,1,0,0,0,0,,,,2.0,3.0,cost_high,1
65,0,0,0,2,0,2,91,3,4,84,2,2,0,0,0,1,0,55,142,146,0,2,0,0,0,0,,,,3.0,2.0,cost_high,1
