scenario,population,metric,comparison,n,mean,low,high
cost_low,all,resolved,late_minus_early,2,0.10478216243956454,0.07146908678389102,0.13809523809523805
cost_low,all,customer_minus_domestic,early_level,2,-0.3124274099883856,-0.38095238095238093,-0.24390243902439024
cost_low,all,customer_minus_domestic,late_level,2,-0.21893687707641193,-0.2285714285714285,-0.20930232558139536
cost_low,all,customer_minus_domestic,late_minus_early,2,0.09349053291197365,0.03460011344299488,0.15238095238095242
cost_low,both_reachable,domestic_use,early_level,2,0.8952205882352942,0.8529411764705882,0.9375
cost_low,both_reachable,domestic_use,late_level,2,0.8287037037037037,0.8055555555555556,0.8518518518518519
cost_low,both_reachable,domestic_use,late_minus_early,2,-0.06651688453159038,-0.08564814814814814,-0.04738562091503262
cost_low,both_reachable,customer_use,early_level,2,0.7573529411764706,0.75,0.7647058823529411
cost_low,both_reachable,customer_use,late_level,2,0.8009259259259259,0.75,0.8518518518518519
cost_low,both_reachable,customer_use,late_minus_early,2,0.04357298474945537,-0.014705882352941124,0.10185185185185186
cost_low,both_reachable,first_d,early_level,2,0.48621323529411764,0.4411764705882353,0.53125
cost_low,both_reachable,first_d,late_level,2,0.45833333333333326,0.4444444444444444,0.4722222222222221
cost_low,both_reachable,first_d,late_minus_early,2,-0.02787990196078438,-0.08680555555555558,0.031045751633986818
