scenario,seed,time,new_disputes,new_complaints,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,total_submitted,unresolved_fraction,submitted_unresolved_fraction,mean_processing_time,domestic_case_share,external_case_share,multi_case_share
threshold_high,4,49,0,0,0,95,0,0,7,7,102,95,95,95,0,0,0,0,7,0.9313725490196079,0.0,0.2857142857142857,1.0,0.0,0.0
threshold_high,5,49,0,0,0,90,0,0,6,6,96,90,90,90,0,0,0,0,6,0.9375,0.0,0.16666666666666666,1.0,0.0,0.0
threshold_high,6,49,0,0,0,77,0,0,17,17,94,77,77,77,0,0,0,0,17,0.8191489361702128,0.0,1.1176470588235294,1.0,0.0,0.0
threshold_high,7,49,0,0,0,84,0,0,9,9,93,84,84,84,0,0,0,0,9,0.9032258064516129,0.0,0.4444444444444444,1.0,0.0,0.0
threshold_high,8,49,0,0,0,93,0,0,6,6,99,93,93,93,0,0,0,0,6,0.9393939393939394,0.0,1.1666666666666667,1.0,0.0,0.0
threshold_high,9,49,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,5,0.9509803921568627,0.0,0.6,1.0,0.0,0.0
threshold_high,10,49,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,6,0.9381443298969072,0.0,0.3333333333333333,1.0,0.0,0.0
threshold_high,11,49,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,10,0.8823529411764706,0.0,1.1,1.0,0.0,0.0
threshold_high,12,49,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,13,0.8725490196078431,0.0,0.6153846153846154,1.0,0.0,0.0
threshold_high,13,49,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,10,0.8958333333333334,0.0,1.5,1.0,0.0,0.0
threshold_high,14,49,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,11,0.8817204301075269,0.0,0.9090909090909091,1.0,0.0,0.0
threshold_high,15,49,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,3,0.9690721649484536,0.0,0.0,1.0,0.0,0.0
threshold_high,16,49,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,7,0.9176470588235294,0.0,1.1428571428571428,1.0,0.0,0.0
threshold_high,17,49,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,11,0.8854166666666666,0.0,0.8181818181818182,1.0,0.0,0.0
threshold_high,18,49,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,2,0.9770114942528736,0.0,0.0,1.0,0.0,0.0
threshold_high,19,49,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,8,0.9215686274509803,0.0,1.0,1.0,0.0,0.0
new_on,0,49,0,0,0,119,0,0,52,37,171,119,119,119,0,0,0,0,52,0.695906432748538,0.0,1.0961538461538463,1.0,0.0,0.0
new_on,1,49,0,0,0,120,0,0,38,24,158,120,120,120,0,0,0,0,38,0.759493670886076,0.0,0.7105263157894737,1.0,0.0,0.0
new_on,2,49,0,0,0,120,1,0,52,37,172,119,119,119,0,0,0,0,53,0.6976744186046512,0.018867924528301886,0.6538461538461539,1.0,0.0,0.0
new_on,3,49,3,1,1,126,1,0,25,15,151,125,126,125,0,1,0,0,26,0.8344370860927153,0.038461538461538464,0.96,1.0,0.0,0.0
new_on,4,49,2,1,1,116,0,2,49,29,165,116,117,116,0,1,0,0,49,0.703030303030303,0.0,0.5714285714285714,1.0,0.0,0.0
new_on,5,49,0,0,0,128,0,0,32,21,160,128,128,128,0,0,0,0,32,0.8,0.0,0.75,1.0,0.0,0.0
new_on,6,49,1,0,0,109,0,1,70,45,179,109,109,109,0,0,0,0,70,0.6089385474860335,0.0,1.2714285714285714,1.0,0.0,0.0
new_on,7,49,1,1,1,99,1,1,81,61,180,98,99,98,0,1,0,0,82,0.55,0.012195121951219513,0.9012345679012346,1.0,0.0,0.0
new_on,8,49,0,0,0,119,0,0,28,21,147,119,119,119,0,0,0,0,28,0.8095238095238095,0.0,0.6428571428571429,1.0,0.0,0.0
new_on,9,49,2,1,1,127,1,0,35,22,162,126,127,126,0,1,0,0,36,0.7839506172839507,0.027777777777777776,0.37142857142857144,1.0,0.0,0.0
new_on,10,49,1,0,0,123,0,0,17,12,140,123,123,123,0,0,0,0,17,0.8785714285714286,0.0,0.6470588235294118,1.0,0.0,0.0
new_on,11,49,2,0,0,111,0,0,56,38,167,111,111,111,0,0,0,0,56,0.6646706586826348,0.0,0.6607142857142857,1.0,0.0,0.0
new_on,12,49,1,1,1,118,1,1,44,37,162,117,118,117,0,1,0,0,45,0.7283950617283951,0.022222222222222223,0.5,1.0,0.0,0.0
new_on,13,49,0,1,1,104,2,0,50,39,154,102,103,102,0,1,0,0,52,0.6753246753246753,0.038461538461538464,0.9,1.0,0.0,0.0
new_on,14,49,1,1,1,124,1,1,50,32,174,123,124,123,0,1,0,0,51,0.7126436781609196,0.0196078431372549,0.62,1.0,0.0,0.0
new_on,15,49,1,0,0,122,0,0,23,18,145,122,122,122,0,0,0,0,23,0.8413793103448276,0.0,0.5652173913043478,1.0,0.0,0.0
new_on,16,49,1,0,0,121,0,0,46,32,167,121,121,121,0,0,0,0,46,0.7245508982035929,0.0,0.9565217391304348,1.0,0.0,0.0
new_on,17,49,2,0,0,115,0,0,55,41,170,115,115,115,0,0,0,0,55,0.6764705882352942,0.0,1.0363636363636364,1.0,0.0,0.0
new_on,18,49,2,0,0,138,0,0,10,5,148,138,138,138,0,0,0,0,10,0.9324324324324325,0.0,0.1,1.0,0.0,0.0
new_on,19,49,0,0,0,126,0,0,42,27,168,126,126,126,0,0,0,0,42,0.75,0.0,0.7380952380952381,1.0,0.0,0.0
new_on_prevention,0,49,0,0,0,109,0,0,33,26,142,109,109,109,0,0,0,0,33,0.7676056338028169,0.0,0.8484848484848485,1.0,0.0,0.0
new_on_prevention,1,49,1,0,0,104,0,0,29,21,133,104,104,104,0,0,0,0,29,0.7819548872180451,0.0,0.6896551724137931,1.0,0.0,0.0
new_on_prevention,2,49,0,0,0,99,0,0,44,36,143,99,99,99,0,0,0,0,44,0.6923076923076923,0.0,0.6818181818181818,1.0,0.0,0.0
new_on_prevention,3,49,2,1,1,122,1,0,15,11,137,121,122,121,0,1,0,0,16,0.8905109489051095,0.0625,0.9333333333333333,1.0,0.0,0.0
new_on_prevention,4,49,1,0,0,112,0,0,30,22,142,112,112,112,0,0,0,0,30,0.7887323943661971,0.0,0.43333333333333335,1.0,0.0,0.0
new_on_prevention,5,49,0,0,0,111,0,0,25,19,136,111,111,111,0,0,0,0,25,0.8161764705882353,0.0,0.56,1.0,0.0,0.0
new_on_prevention,6,49,1,0,0,97,0,0,44,35,141,97,97,97,0,0,0,0,44,0.6879432624113475,0.0,1.4318181818181819,1.0,0.0,0.0
new_on_prevention,7,49,0,0,0,91,0,1,57,49,148,91,91,91,0,0,0,0,57,0.6148648648648649,0.0,0.9824561403508771,1.0,0.0,0.0
new_on_prevention,8,49,1,0,0,120,0,0,12,10,132,120,120,120,0,0,0,0,12,0.9090909090909091,0.0,0.5833333333333334,1.0,0.0,0.0
new_on_prevention,9,49,1,1,1,119,1,0,25,20,144,118,119,118,0,1,0,0,26,0.8263888888888888,0.038461538461538464,0.44,1.0,0.0,0.0
new_on_prevention,10,49,0,0,0,112,0,0,11,9,123,112,112,112,0,0,0,0,11,0.9105691056910569,0.0,0.6363636363636364,1.0,0.0,0.0
new_on_prevention,11,49,2,0,0,109,0,0,29,23,138,109,109,109,0,0,0,0,29,0.7898550724637681,0.0,0.7931034482758621,1.0,0.0,0.0
new_on_prevention,12,49,0,1,1,101,1,1,36,34,137,100,101,100,0,1,0,0,37,0.7372262773722628,0.02702702702702703,0.5277777777777778,1.0,0.0,0.0
new_on_prevention,13,49,0,0,0,115,0,0,22,15,137,115,115,115,0,0,0,0,22,0.8394160583941606,0.0,0.8181818181818182,1.0,0.0,0.0
new_on_prevention,14,49,0,0,0,105,0,0,36,26,141,105,105,105,0,0,0,0,36,0.7446808510638298,0.0,0.6388888888888888,1.0,0.0,0.0
new_on_prevention,15,49,0,0,0,122,0,0,14,13,136,122,122,122,0,0,0,0,14,0.8970588235294118,0.0,0.35714285714285715,1.0,0.0,0.0
new_on_prevention,16,49,0,0,0,111,0,0,23,18,134,111,111,111,0,0,0,0,23,0.8283582089552238,0.0,1.0434782608695652,1.0,0.0,0.0
new_on_prevention,17,49,1,0,0,101,0,0,39,31,140,101,101,101,0,0,0,0,39,0.7214285714285714,0.0,0.8717948717948718,1.0,0.0,0.0
new_on_prevention,18,49,2,0,0,134,0,0,7,5,141,134,134,134,0,0,0,0,7,0.950354609929078,0.0,0.14285714285714285,1.0,0.0,0.0
new_on_prevention,19,49,0,0,0,116,0,0,25,22,141,116,116,116,0,0,0,0,25,0.8226950354609929,0.0,0.72,1.0,0.0,0.0
new_on_delayed,0,49,2,2,2,74,9,4,151,128,225,65,67,65,0,2,0,0,160,0.3288888888888889,0.05625,5.443708609271523,1.0,0.0,0.0
new_on_delayed,1,49,2,0,0,83,1,0,122,104,205,82,82,82,0,0,0,0,123,0.40487804878048783,0.008130081300813009,4.565573770491803,1.0,0.0,0.0
new_on_delayed,2,49,0,0,0,77,2,0,149,124,226,75,75,75,0,0,0,0,151,0.3407079646017699,0.013245033112582781,5.10738255033557,1.0,0.0,0.0
new_on_delayed,3,49,4,1,1,64,2,0,142,118,206,62,63,62,0,1,0,0,144,0.3106796116504854,0.013888888888888888,5.295774647887324,1.0,0.0,0.0
new_on_delayed,4,49,2,5,5,83,24,4,148,120,231,59,64,59,0,5,0,0,172,0.3593073593073593,0.13953488372093023,5.54054054054054,1.0,0.0,0.0
new_on_delayed,5,49,1,0,0,82,1,0,130,117,212,81,81,81,0,0,0,0,131,0.3867924528301887,0.007633587786259542,5.661538461538462,1.0,0.0,0.0
new_on_delayed,6,49,2,9,9,68,57,6,145,135,213,11,20,11,0,9,0,0,202,0.3192488262910798,0.28217821782178215,5.317241379310345,1.0,0.0,0.0
new_on_delayed,7,49,0,6,6,70,19,1,164,131,234,51,57,51,0,6,0,0,183,0.29914529914529914,0.10382513661202186,5.445121951219512,1.0,0.0,0.0
new_on_delayed,8,49,1,1,1,86,13,0,125,112,211,73,74,73,0,1,0,0,138,0.4075829383886256,0.09420289855072464,5.384,1.0,0.0,0.0
new_on_delayed,9,49,5,2,2,91,6,1,145,122,236,85,87,85,0,2,0,0,151,0.3855932203389831,0.039735099337748346,5.310344827586207,1.0,0.0,0.0
new_on_delayed,10,49,1,0,0,79,0,0,120,108,199,79,79,79,0,0,0,0,120,0.3969849246231156,0.0,6.141666666666667,1.0,0.0,0.0
new_on_delayed,11,49,2,2,2,48,9,2,174,129,222,39,41,39,0,2,0,0,183,0.21621621621621623,0.04918032786885246,5.4655172413793105,1.0,0.0,0.0
new_on_delayed,12,49,1,5,5,87,17,2,132,120,219,70,75,70,0,5,0,0,149,0.3972602739726027,0.11409395973154363,5.78030303030303,1.0,0.0,0.0
new_on_delayed,13,49,1,1,1,89,4,0,133,114,222,85,86,85,0,1,0,0,137,0.4009009009009009,0.029197080291970802,5.2556390977443606,1.0,0.0,0.0
new_on_delayed,14,49,5,1,1,71,4,1,153,121,224,67,68,67,0,1,0,0,157,0.3169642857142857,0.025477707006369428,5.555555555555555,1.0,0.0,0.0
new_on_delayed,15,49,3,2,2,30,26,7,136,137,166,4,6,4,0,2,0,0,162,0.18072289156626506,0.16049382716049382,5.676470588235294,1.0,0.0,0.0
new_on_delayed,16,49,2,1,1,56,10,2,169,124,225,46,47,46,0,1,0,0,179,0.24888888888888888,0.055865921787709494,5.017751479289941,1.0,0.0,0.0
new_on_delayed,17,49,4,4,4,66,20,1,156,132,222,46,50,46,0,4,0,0,176,0.2972972972972973,0.11363636363636363,5.423076923076923,1.0,0.0,0.0
new_on_delayed,18,49,4,0,0,85,0,0,121,100,206,85,85,85,0,0,0,0,121,0.41262135922330095,0.0,5.363636363636363,1.0,0.0,0.0
new_on_delayed,19,49,1,0,0,82,0,0,145,118,227,82,82,82,0,0,0,0,145,0.36123348017621143,0.0,5.4206896551724135,1.0,0.0,0.0
ws_none,0,49,0,0,0,101,75,0,0,75,101,26,26,26,0,0,0,0,75,1.0,1.0,,1.0,0.0,0.0
ws_none,1,49,0,0,0,84,32,0,0,32,84,52,52,52,0,0,0,0,32,1.0,1.0,,1.0,0.0,0.0
ws_none,2,49,0,0,0,92,75,0,0,75,92,17,17,17,0,0,0,0,75,1.0,1.0,,1.0,0.0,0.0
ws_none,3,49,0,0,0,89,30,0,0,30,89,59,59,59,0,0,0,0,30,1.0,1.0,,1.0,0.0,0.0
ws_none,4,49,0,0,0,102,95,0,0,95,102,7,7,7,0,0,0,0,95,1.0,1.0,,1.0,0.0,0.0
ws_none,5,49,0,0,0,96,56,0,0,56,96,40,40,40,0,0,0,0,56,1.0,1.0,,1.0,0.0,0.0
ws_none,6,49,0,0,0,94,92,0,0,92,94,2,2,2,0,0,0,0,92,1.0,1.0,,1.0,0.0,0.0
ws_none,7,49,0,0,0,93,63,0,0,63,93,30,30,30,0,0,0,0,63,1.0,1.0,,1.0,0.0,0.0
ws_none,8,49,0,0,0,99,86,0,0,86,99,13,13,13,0,0,0,0,86,1.0,1.0,,1.0,0.0,0.0
ws_none,9,49,0,0,0,102,93,0,0,93,102,9,9,9,0,0,0,0,93,1.0,1.0,,1.0,0.0,0.0
ws_none,10,49,0,0,0,97,86,0,0,86,97,11,11,11,0,0,0,0,86,1.0,1.0,,1.0,0.0,0.0
ws_none,11,49,0,0,0,85,57,0,0,57,85,28,28,28,0,0,0,0,57,1.0,1.0,,1.0,0.0,0.0
ws_none,12,49,0,0,0,102,96,0,0,96,102,6,6,6,0,0,0,0,96,1.0,1.0,,1.0,0.0,0.0
ws_none,13,49,0,0,0,96,89,0,0,89,96,7,7,7,0,0,0,0,89,1.0,1.0,,1.0,0.0,0.0
ws_none,14,49,0,0,0,93,63,0,0,63,93,30,30,30,0,0,0,0,63,1.0,1.0,,1.0,0.0,0.0
ws_none,15,49,0,0,0,97,78,0,0,78,97,19,19,19,0,0,0,0,78,1.0,1.0,,1.0,0.0,0.0
ws_none,16,49,0,0,0,85,48,0,0,48,85,37,37,37,0,0,0,0,48,1.0,1.0,,1.0,0.0,0.0
ws_none,17,49,0,0,0,96,76,0,0,76,96,20,20,20,0,0,0,0,76,1.0,1.0,,1.0,0.0,0.0
ws_none,18,49,0,0,0,87,4,0,0,4,87,83,83,83,0,0,0,0,4,1.0,1.0,,1.0,0.0,0.0
ws_none,19,49,0,0,0,102,93,0,0,93,102,9,9,9,0,0,0,0,93,1.0,1.0,,1.0,0.0,0.0
ws_immediate,0,49,0,0,0,94,0,0,7,7,101,94,94,94,0,0,0,0,7,0.9306930693069307,0.0,0.0,1.0,0.0,0.0
ws_immediate,1,49,0,0,0,71,0,0,13,13,84,71,71,71,0,0,0,0,13,0.8452380952380952,0.0,0.8461538461538461,1.0,0.0,0.0
ws_immediate,2,49,0,0,0,79,0,0,13,13,92,79,79,79,0,0,0,0,13,0.8586956521739131,0.0,0.38461538461538464,1.0,0.0,0.0
ws_immediate,3,49,0,0,0,74,0,0,15,15,89,74,74,74,0,0,0,0,15,0.8314606741573034,0.0,1.2,1.0,0.0,0.0
ws_immediate,4,49,0,0,0,90,0,0,12,12,102,90,90,90,0,0,0,0,12,0.8823529411764706,0.0,0.6666666666666666,1.0,0.0,0.0
ws_immediate,5,49,0,0,0,88,0,0,8,8,96,88,88,88,0,0,0,0,8,0.9166666666666666,0.0,0.5,1.0,0.0,0.0
ws_immediate,6,49,0,0,0,71,0,0,23,23,94,71,71,71,0,0,0,0,23,0.7553191489361702,0.0,1.1304347826086956,1.0,0.0,0.0
ws_immediate,7,49,0,0,0,66,0,0,27,27,93,66,66,66,0,0,0,0,27,0.7096774193548387,0.0,0.7037037037037037,1.0,0.0,0.0
ws_immediate,8,49,0,0,0,80,0,0,19,19,99,80,80,80,0,0,0,0,19,0.8080808080808081,0.0,0.6842105263157895,1.0,0.0,0.0
ws_immediate,9,49,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,13,0.8725490196078431,0.0,0.8461538461538461,1.0,0.0,0.0
ws_immediate,10,49,0,0,0,86,0,0,11,11,97,86,86,86,0,0,0,0,11,0.8865979381443299,0.0,0.8181818181818182,1.0,0.0,0.0
ws_immediate,11,49,0,0,0,67,0,0,18,18,85,67,67,67,0,0,0,0,18,0.788235294117647,0.0,0.9444444444444444,1.0,0.0,0.0
ws_immediate,12,49,0,0,0,75,0,0,27,27,102,75,75,75,0,0,0,0,27,0.7352941176470589,0.0,0.9259259259259259,1.0,0.0,0.0
ws_immediate,13,49,0,0,0,74,0,0,22,22,96,74,74,74,0,0,0,0,22,0.7708333333333334,0.0,1.0454545454545454,1.0,0.0,0.0
ws_immediate,14,49,0,0,0,71,0,0,22,22,93,71,71,71,0,0,0,0,22,0.7634408602150538,0.0,0.8636363636363636,1.0,0.0,0.0
ws_immediate,15,49,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,3,0.9690721649484536,0.0,0.0,1.0,0.0,0.0
ws_immediate,16,49,0,0,0,66,0,0,19,19,85,66,66,66,0,0,0,0,19,0.7764705882352941,0.0,1.105263157894737,1.0,0.0,0.0
ws_immediate,17,49,0,0,0,73,0,0,23,23,96,73,73,73,0,0,0,0,23,0.7604166666666666,0.0,0.6086956521739131,1.0,0.0,0.0
ws_immediate,18,49,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,2,0.9770114942528736,0.0,0.0,1.0,0.0,0.0
ws_immediate,19,49,0,0,0,86,0,0,16,16,102,86,86,86,0,0,0,0,16,0.8431372549019608,0.0,0.6875,1.0,0.0,0.0
ws_delayed,0,49,0,0,0,27,0,0,74,74,101,27,27,27,0,0,0,0,74,0.26732673267326734,0.0,5.013513513513513,1.0,0.0,0.0
ws_delayed,1,49,0,0,0,52,0,0,32,32,84,52,52,52,0,0,0,0,32,0.6190476190476191,0.0,4.8125,1.0,0.0,0.0
ws_delayed,2,49,0,0,0,17,0,0,75,75,92,17,17,17,0,0,0,0,75,0.18478260869565216,0.0,5.293333333333333,1.0,0.0,0.0
ws_delayed,3,49,0,0,0,62,0,0,27,27,89,62,62,62,0,0,0,0,27,0.6966292134831461,0.0,4.62962962962963,1.0,0.0,0.0
ws_delayed,4,49,0,0,0,7,0,0,95,95,102,7,7,7,0,0,0,0,95,0.06862745098039216,0.0,5.3052631578947365,1.0,0.0,0.0
ws_delayed,5,49,0,0,0,40,0,0,56,56,96,40,40,40,0,0,0,0,56,0.4166666666666667,0.0,5.107142857142857,1.0,0.0,0.0
ws_delayed,6,49,0,0,0,20,0,0,74,74,94,20,20,20,0,0,0,0,74,0.2127659574468085,0.0,4.972972972972973,1.0,0.0,0.0
ws_delayed,7,49,0,0,0,34,0,0,59,59,93,34,34,34,0,0,0,0,59,0.3655913978494624,0.0,4.8474576271186445,1.0,0.0,0.0
ws_delayed,8,49,0,0,0,14,0,0,85,85,99,14,14,14,0,0,0,0,85,0.1414141414141414,0.0,4.658823529411765,1.0,0.0,0.0
ws_delayed,9,49,0,0,0,14,0,0,88,88,102,14,14,14,0,0,0,0,88,0.13725490196078433,0.0,4.8522727272727275,1.0,0.0,0.0
ws_delayed,10,49,0,0,0,14,0,0,83,83,97,14,14,14,0,0,0,0,83,0.14432989690721648,0.0,5.493975903614458,1.0,0.0,0.0
ws_delayed,11,49,0,0,0,30,0,0,55,55,85,30,30,30,0,0,0,0,55,0.35294117647058826,0.0,4.909090909090909,1.0,0.0,0.0
ws_delayed,12,49,0,0,0,7,0,0,95,95,102,7,7,7,0,0,0,0,95,0.06862745098039216,0.0,5.221052631578948,1.0,0.0,0.0
ws_delayed,13,49,0,0,0,7,0,0,89,89,96,7,7,7,0,0,0,0,89,0.07291666666666667,0.0,5.213483146067416,1.0,0.0,0.0
ws_delayed,14,49,0,0,0,30,0,0,63,63,93,30,30,30,0,0,0,0,63,0.3225806451612903,0.0,5.222222222222222,1.0,0.0,0.0
ws_delayed,15,49,0,0,0,19,0,0,78,78,97,19,19,19,0,0,0,0,78,0.1958762886597938,0.0,5.3076923076923075,1.0,0.0,0.0
ws_delayed,16,49,0,0,0,42,0,0,43,43,85,42,42,42,0,0,0,0,43,0.49411764705882355,0.0,4.813953488372093,1.0,0.0,0.0
ws_delayed,17,49,0,0,0,28,0,0,68,68,96,28,28,28,0,0,0,0,68,0.2916666666666667,0.0,4.985294117647059,1.0,0.0,0.0
ws_delayed,18,49,0,0,0,83,0,0,4,4,87,83,83,83,0,0,0,0,4,0.9540229885057471,0.0,4.0,1.0,0.0,0.0
ws_delayed,19,49,0,0,0,10,0,0,92,92,102,10,10,10,0,0,0,0,92,0.09803921568627451,0.0,4.934782608695652,1.0,0.0,0.0
ba_none,0,49,0,0,0,101,97,0,0,97,101,4,4,4,0,0,0,0,97,1.0,1.0,,1.0,0.0,0.0
ba_none,1,49,0,0,0,84,80,0,0,80,84,4,4,4,0,0,0,0,80,1.0,1.0,,1.0,0.0,0.0
ba_none,2,49,0,0,0,92,87,0,0,87,92,5,5,5,0,0,0,0,87,1.0,1.0,,1.0,0.0,0.0
ba_none,3,49,0,0,0,89,49,0,0,49,89,40,40,40,0,0,0,0,49,1.0,1.0,,1.0,0.0,0.0
ba_none,4,49,0,0,0,102,101,0,0,101,102,1,1,1,0,0,0,0,101,1.0,1.0,,1.0,0.0,0.0
ba_none,5,49,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,94,1.0,1.0,,1.0,0.0,0.0
ba_none,6,49,0,0,0,94,94,0,0,94,94,0,0,0,0,0,0,0,94,1.0,1.0,,1.0,0.0,0.0
ba_none,7,49,0,0,0,93,90,0,0,90,93,3,3,3,0,0,0,0,90,1.0,1.0,,1.0,0.0,0.0
ba_none,8,49,0,0,0,99,95,0,0,95,99,4,4,4,0,0,0,0,95,1.0,1.0,,1.0,0.0,0.0
ba_none,9,49,0,0,0,102,96,0,0,96,102,6,6,6,0,0,0,0,96,1.0,1.0,,1.0,0.0,0.0
ba_none,10,49,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,91,1.0,1.0,,1.0,0.0,0.0
ba_none,11,49,0,0,0,85,82,0,0,82,85,3,3,3,0,0,0,0,82,1.0,1.0,,1.0,0.0,0.0
ba_none,12,49,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,99,1.0,1.0,,1.0,0.0,0.0
ba_none,13,49,0,0,0,96,96,0,0,96,96,0,0,0,0,0,0,0,96,1.0,1.0,,1.0,0.0,0.0
ba_none,14,49,0,0,0,93,91,0,0,91,93,2,2,2,0,0,0,0,91,1.0,1.0,,1.0,0.0,0.0
ba_none,15,49,0,0,0,97,97,0,0,97,97,0,0,0,0,0,0,0,97,1.0,1.0,,1.0,0.0,0.0
ba_none,16,49,0,0,0,85,82,0,0,82,85,3,3,3,0,0,0,0,82,1.0,1.0,,1.0,0.0,0.0
ba_none,17,49,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,95,1.0,1.0,,1.0,0.0,0.0
ba_none,18,49,0,0,0,87,5,0,0,5,87,82,82,82,0,0,0,0,5,1.0,1.0,,1.0,0.0,0.0
ba_none,19,49,0,0,0,102,94,0,0,94,102,8,8,8,0,0,0,0,94,1.0,1.0,,1.0,0.0,0.0
ba_immediate,0,49,0,0,0,94,0,0,7,7,101,94,94,94,0,0,0,0,7,0.9306930693069307,0.0,0.0,1.0,0.0,0.0
ba_immediate,1,49,0,0,0,67,0,0,17,17,84,67,67,67,0,0,0,0,17,0.7976190476190477,0.0,0.7647058823529411,1.0,0.0,0.0
ba_immediate,2,49,0,0,0,81,0,0,11,11,92,81,81,81,0,0,0,0,11,0.8804347826086957,0.0,0.45454545454545453,1.0,0.0,0.0
ba_immediate,3,49,0,0,0,81,0,0,8,8,89,81,81,81,0,0,0,0,8,0.9101123595505618,0.0,1.75,1.0,0.0,0.0
ba_immediate,4,49,0,0,0,95,0,0,7,7,102,95,95,95,0,0,0,0,7,0.9313725490196079,0.0,0.2857142857142857,1.0,0.0,0.0
ba_immediate,5,49,0,0,0,80,0,0,16,16,96,80,80,80,0,0,0,0,16,0.8333333333333334,0.0,0.5625,1.0,0.0,0.0
ba_immediate,6,49,0,0,0,59,0,0,35,35,94,59,59,59,0,0,0,0,35,0.6276595744680851,0.0,1.3142857142857143,1.0,0.0,0.0
ba_immediate,7,49,0,0,0,76,0,0,17,17,93,76,76,76,0,0,0,0,17,0.8172043010752689,0.0,0.8235294117647058,1.0,0.0,0.0
ba_immediate,8,49,0,0,0,55,0,0,44,44,99,55,55,55,0,0,0,0,44,0.5555555555555556,0.0,1.2045454545454546,1.0,0.0,0.0
ba_immediate,9,49,0,0,0,82,0,0,20,20,102,82,82,82,0,0,0,0,20,0.803921568627451,0.0,0.4,1.0,0.0,0.0
ba_immediate,10,49,0,0,0,87,0,0,10,10,97,87,87,87,0,0,0,0,10,0.8969072164948454,0.0,0.4,1.0,0.0,0.0
ba_immediate,11,49,0,0,0,71,0,0,14,14,85,71,71,71,0,0,0,0,14,0.8352941176470589,0.0,0.7857142857142857,1.0,0.0,0.0
ba_immediate,12,49,0,0,0,81,0,0,21,21,102,81,81,81,0,0,0,0,21,0.7941176470588235,0.0,0.8095238095238095,1.0,0.0,0.0
ba_immediate,13,49,0,0,0,79,0,0,17,17,96,79,79,79,0,0,0,0,17,0.8229166666666666,0.0,1.0588235294117647,1.0,0.0,0.0
ba_immediate,14,49,0,0,0,81,0,0,12,12,93,81,81,81,0,0,0,0,12,0.8709677419354839,0.0,0.6666666666666666,1.0,0.0,0.0
ba_immediate,15,49,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,3,0.9690721649484536,0.0,0.0,1.0,0.0,0.0
ba_immediate,16,49,0,0,0,66,0,0,19,19,85,66,66,66,0,0,0,0,19,0.7764705882352941,0.0,0.9473684210526315,1.0,0.0,0.0
ba_immediate,17,49,0,0,0,64,0,0,32,32,96,64,64,64,0,0,0,0,32,0.6666666666666666,0.0,0.84375,1.0,0.0,0.0
ba_immediate,18,49,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,2,0.9770114942528736,0.0,0.0,1.0,0.0,0.0
ba_immediate,19,49,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,13,0.8725490196078431,0.0,0.6923076923076923,1.0,0.0,0.0
ba_delayed,0,49,0,0,0,4,0,0,97,97,101,4,4,4,0,0,0,0,97,0.039603960396039604,0.0,5.072164948453608,1.0,0.0,0.0
ba_delayed,1,49,0,0,0,4,0,0,80,80,84,4,4,4,0,0,0,0,80,0.047619047619047616,0.0,5.075,1.0,0.0,0.0
ba_delayed,2,49,0,0,0,5,0,0,87,87,92,5,5,5,0,0,0,0,87,0.05434782608695652,0.0,5.32183908045977,1.0,0.0,0.0
ba_delayed,3,49,0,0,0,44,0,0,45,45,89,44,44,44,0,0,0,0,45,0.4943820224719101,0.0,4.5777777777777775,1.0,0.0,0.0
ba_delayed,4,49,0,0,0,1,0,0,101,101,102,1,1,1,0,0,0,0,101,0.00980392156862745,0.0,5.376237623762377,1.0,0.0,0.0
ba_delayed,5,49,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,94,0.020833333333333332,0.0,5.819148936170213,1.0,0.0,0.0
ba_delayed,6,49,0,0,0,0,0,0,94,94,94,0,0,0,0,0,0,0,94,0.0,0.0,6.053191489361702,1.0,0.0,0.0
ba_delayed,7,49,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,89,0.043010752688172046,0.0,5.550561797752809,1.0,0.0,0.0
