time,new_disputes,new_complaints,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,scenario,seed
47,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,no_response,6
48,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,no_response,6
49,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,no_response,6
0,93,9,9,93,9,0,0,9,93,84,93,84,0,9,0,0,no_response,7
1,0,17,17,93,26,0,0,26,93,67,84,67,0,17,0,0,no_response,7
2,0,20,20,93,46,0,0,46,93,47,67,47,0,20,0,0,no_response,7
3,0,18,18,93,64,0,0,64,93,29,47,29,0,18,0,0,no_response,7
4,0,13,13,93,77,0,0,77,93,16,29,16,0,13,0,0,no_response,7
5,0,6,6,93,83,0,0,83,93,10,16,10,0,6,0,0,no_response,7
6,0,2,2,93,85,0,0,85,93,8,10,8,0,2,0,0,no_response,7
7,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
8,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
9,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
10,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
11,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
12,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
13,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
14,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
15,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
16,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
17,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
18,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
19,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
20,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
21,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
22,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
23,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
24,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
25,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
26,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
27,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
28,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
29,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
30,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
31,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
32,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
33,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
34,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
35,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
36,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
37,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
38,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
39,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
40,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
41,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
42,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
43,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
44,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
45,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
46,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
47,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
48,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
49,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,no_response,7
0,99,6,6,99,6,0,0,6,99,93,99,93,0,6,0,0,no_response,8
1,0,7,7,99,13,0,0,13,99,86,93,86,0,7,0,0,no_response,8
2,0,10,10,99,23,0,0,23,99,76,86,76,0,10,0,0,no_response,8
3,0,13,13,99,36,0,0,36,99,63,76,63,0,13,0,0,no_response,8
4,0,17,17,99,53,0,0,53,99,46,63,46,0,17,0,0,no_response,8
5,0,19,19,99,72,0,0,72,99,27,46,27,0,19,0,0,no_response,8
6,0,16,16,99,88,0,0,88,99,11,27,11,0,16,0,0,no_response,8
7,0,7,7,99,95,0,0,95,99,4,11,4,0,7,0,0,no_response,8
8,0,1,1,99,96,0,0,96,99,3,4,3,0,1,0,0,no_response,8
9,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
10,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
11,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
12,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
13,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
14,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
15,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
16,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
17,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
18,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
19,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
20,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
21,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
22,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
23,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
24,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
25,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
26,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
27,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
28,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
29,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
30,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
31,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
32,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
33,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
34,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
35,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
36,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
37,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
38,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
39,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
40,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
41,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
42,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
43,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
44,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
45,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
46,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
47,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
48,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
49,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,no_response,8
0,102,5,5,102,5,0,0,5,102,97,102,97,0,5,0,0,no_response,9
1,0,6,6,102,11,0,0,11,102,91,97,91,0,6,0,0,no_response,9
2,0,8,8,102,19,0,0,19,102,83,91,83,0,8,0,0,no_response,9
3,0,12,12,102,31,0,0,31,102,71,83,71,0,12,0,0,no_response,9
4,0,17,17,102,48,0,0,48,102,54,71,54,0,17,0,0,no_response,9
5,0,23,23,102,71,0,0,71,102,31,54,31,0,23,0,0,no_response,9
6,0,20,20,102,91,0,0,91,102,11,31,11,0,20,0,0,no_response,9
7,0,7,7,102,98,0,0,98,102,4,11,4,0,7,0,0,no_response,9
8,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
9,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
10,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
11,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
12,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
13,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
14,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
15,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
16,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
17,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
18,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
19,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
20,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
21,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
22,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
23,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
24,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
25,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
26,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
27,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
28,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
29,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
30,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
31,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
32,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
33,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
34,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
35,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
36,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
37,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
38,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
39,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
40,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
41,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
42,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
43,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
44,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
45,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
46,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
47,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
48,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
49,0,0,0,102,98,0,0,98,102,4,4,4,0,0,0,0,no_response,9
0,97,6,6,97,6,0,0,6,97,91,97,91,0,6,0,0,no_response,10
1,0,9,9,97,15,0,0,15,97,82,91,82,0,9,0,0,no_response,10
2,0,13,13,97,28,0,0,28,97,69,82,69,0,13,0,0,no_response,10
3,0,12,12,97,40,0,0,40,97,57,69,57,0,12,0,0,no_response,10
4,0,15,15,97,55,0,0,55,97,42,57,42,0,15,0,0,no_response,10
5,0,16,16,97,71,0,0,71,97,26,42,26,0,16,0,0,no_response,10
6,0,11,11,97,82,0,0,82,97,15,26,15,0,11,0,0,no_response,10
7,0,8,8,97,90,0,0,90,97,7,15,7,0,8,0,0,no_response,10
8,0,1,1,97,91,0,0,91,97,6,7,6,0,1,0,0,no_response,10
9,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
10,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
11,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
12,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
13,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
14,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
15,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
16,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
17,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
18,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
19,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
20,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
21,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
22,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
23,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
24,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
25,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
26,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
27,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
28,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
29,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
30,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
31,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
32,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
33,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
34,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
35,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
36,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
37,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
38,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
39,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
40,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
41,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
42,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
43,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
44,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
45,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
46,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
47,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
48,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
49,0,0,0,97,91,0,0,91,97,6,6,6,0,0,0,0,no_response,10
0,85,10,10,85,10,0,0,10,85,75,85,75,0,10,0,0,no_response,11
1,0,10,10,85,20,0,0,20,85,65,75,65,0,10,0,0,no_response,11
2,0,11,11,85,31,0,0,31,85,54,65,54,0,11,0,0,no_response,11
3,0,16,16,85,47,0,0,47,85,38,54,38,0,16,0,0,no_response,11
4,0,12,12,85,59,0,0,59,85,26,38,26,0,12,0,0,no_response,11
5,0,8,8,85,67,0,0,67,85,18,26,18,0,8,0,0,no_response,11
6,0,8,8,85,75,0,0,75,85,10,18,10,0,8,0,0,no_response,11
7,0,2,2,85,77,0,0,77,85,8,10,8,0,2,0,0,no_response,11
8,0,2,2,85,79,0,0,79,85,6,8,6,0,2,0,0,no_response,11
9,0,3,3,85,82,0,0,82,85,3,6,3,0,3,0,0,no_response,11
10,0,1,1,85,83,0,0,83,85,2,3,2,0,1,0,0,no_response,11
11,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
12,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
13,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
14,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
15,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
16,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
17,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
18,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
19,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
20,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
21,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
22,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
23,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
24,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
25,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
26,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
27,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
28,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
29,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
30,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
31,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
32,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
33,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
34,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
35,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
36,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
37,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
38,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
39,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
40,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
41,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
42,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
43,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
44,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
45,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
46,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
47,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
48,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
49,0,0,0,85,83,0,0,83,85,2,2,2,0,0,0,0,no_response,11
0,102,11,11,102,11,0,0,11,102,91,102,91,0,11,0,0,no_response,12
1,0,21,21,102,32,0,0,32,102,70,91,70,0,21,0,0,no_response,12
2,0,22,22,102,54,0,0,54,102,48,70,48,0,22,0,0,no_response,12
3,0,22,22,102,76,0,0,76,102,26,48,26,0,22,0,0,no_response,12
4,0,17,17,102,93,0,0,93,102,9,26,9,0,17,0,0,no_response,12
5,0,4,4,102,97,0,0,97,102,5,9,5,0,4,0,0,no_response,12
6,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
7,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
8,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
9,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
10,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
11,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
12,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
13,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
14,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
15,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
16,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
17,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
18,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
19,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
20,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
21,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
22,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
23,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
24,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
25,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
26,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
27,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
28,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
29,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
30,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
31,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
32,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
33,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
34,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
35,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
36,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
37,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
38,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
39,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
40,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
41,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
42,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
43,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
44,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
45,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
46,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
47,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
48,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
49,0,0,0,102,97,0,0,97,102,5,5,5,0,0,0,0,no_response,12
0,96,9,9,96,9,0,0,9,96,87,96,87,0,9,0,0,no_response,13
1,0,13,13,96,22,0,0,22,96,74,87,74,0,13,0,0,no_response,13
2,0,12,12,96,34,0,0,34,96,62,74,62,0,12,0,0,no_response,13
3,0,24,24,96,58,0,0,58,96,38,62,38,0,24,0,0,no_response,13
4,0,23,23,96,81,0,0,81,96,15,38,15,0,23,0,0,no_response,13
5,0,9,9,96,90,0,0,90,96,6,15,6,0,9,0,0,no_response,13
6,0,4,4,96,94,0,0,94,96,2,6,2,0,4,0,0,no_response,13
7,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
8,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
9,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
10,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
11,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
12,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
13,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
14,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
15,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
16,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
17,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
18,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
19,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
20,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
21,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
22,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
23,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
24,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
25,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
26,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
27,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
28,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
29,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
30,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
31,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
32,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
33,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
34,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
35,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
36,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
37,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
38,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
39,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
40,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
41,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
42,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
43,0,0,0,96,94,0,0,94,96,2,2,2,0,0,0,0,no_response,13
