time,firm,pressure,prevention,suppression,dependence
0,0,0.0,0.0,0.0,0.47042565019858995
0,1,0.0,0.0,0.0,0.5994915417836008
0,2,0.0,0.0,0.0,0.6
0,3,0.0,0.0,0.0,0.40760183202748823
0,4,0.0,0.0,0.0,0.4162920712285151
0,5,0.0,0.0,0.0,0.506188904761806
1,0,0.0,0.0,0.0,0.47042565019858995
1,1,0.0,0.0,0.0,0.5994915417836008
1,2,0.0,0.0,0.0,0.6
1,3,0.0,0.0,0.0,0.40760183202748823
1,4,0.0,0.0,0.0,0.4162920712285151
1,5,0.0,0.0,0.0,0.506188904761806
2,0,0.0,0.0,0.0,0.47042565019858995
2,1,0.0,0.0,0.0,0.5994915417836008
2,2,0.0,0.0,0.0,0.6
2,3,0.0,0.0,0.0,0.40760183202748823
2,4,0.0,0.0,0.0,0.4162920712285151
2,5,0.0,0.0,0.0,0.506188904761806
3,0,1.0,0.0,0.0,0.47042565019858995
3,1,0.0,0.0,0.0,0.5994915417836008
3,2,0.0,0.0,0.0,0.6
3,3,0.0,0.0,0.0,0.40760183202748823
3,4,0.0,0.0,0.0,0.4162920712285151
3,5,0.0,0.0,0.0,0.506188904761806
4,0,2.0,0.0,0.0,0.47042565019858995
4,1,0.0,0.0,0.0,0.5994915417836008
4,2,1.0,0.0,0.0,0.6
4,3,0.0,0.0,0.0,0.40760183202748823
4,4,0.0,0.0,0.0,0.4162920712285151
4,5,0.0,0.0,0.0,0.506188904761806
5,0,2.0,0.0,0.0,0.47042565019858995
5,1,0.0,0.0,0.0,0.5994915417836008
5,2,1.0,0.0,0.0,0.6
5,3,0.0,0.0,0.0,0.40760183202748823
5,4,0.0,0.0,0.0,0.4162920712285151
5,5,0.0,0.0,0.0,0.506188904761806
6,0,2.0,0.0,0.0,0.47042565019858995
6,1,0.0,0.0,0.0,0.5994915417836008
6,2,2.0,0.0,0.0,0.6
6,3,0.0,0.0,0.0,0.40760183202748823
6,4,0.0,0.0,0.0,0.4162920712285151
6,5,0.0,0.0,0.0,0.506188904761806
7,0,3.0,0.0,0.0,0.47042565019858995
7,1,0.0,0.0,0.0,0.5994915417836008
7,2,2.0,0.0,0.0,0.6
7,3,0.0,0.0,0.0,0.40760183202748823
7,4,0.0,0.0,0.0,0.4162920712285151
7,5,0.0,0.0,0.0,0.506188904761806
8,0,3.0,0.0,0.0,0.47042565019858995
8,1,0.0,0.0,0.0,0.5994915417836008
8,2,2.0,0.0,0.0,0.6
8,3,0.0,0.0,0.0,0.40760183202748823
8,4,1.0,0.0,0.0,0.4162920712285151
8,5,1.0,0.0,0.0,0.506188904761806
9,0,3.0,0.0,0.0,0.47042565019858995
9,1,0.0,0.0,0.0,0.5994915417836008
9,2,3.0,0.0,0.0,0.6
9,3,0.0,0.0,0.0,0.40760183202748823
9,4,1.0,0.0,0.0,0.4162920712285151
9,5,2.0,0.0,0.0,0.506188904761806
10,0,3.0,0.0,0.0,0.47042565019858995
10,1,0.0,0.0,0.0,0.5994915417836008
10,2,3.0,0.0,0.0,0.6
10,3,1.0,0.0,0.0,0.40760183202748823
10,4,1.0,0.0,0.0,0.4162920712285151
10,5,2.0,0.0,0.0,0.506188904761806
11,0,3.0,0.0,0.0,0.47042565019858995
11,1,0.0,0.0,0.0,0.5994915417836008
11,2,3.0,0.0,0.0,0.6
11,3,1.0,0.0,0.0,0.40760183202748823
11,4,2.0,0.0,0.0,0.4162920712285151
11,5,2.0,0.0,0.0,0.506188904761806
12,0,3.0,0.0,0.0,0.47042565019858995
12,1,0.0,0.0,0.0,0.5994915417836008
12,2,3.0,0.0,0.0,0.6
12,3,1.0,0.0,0.0,0.40760183202748823
12,4,2.0,0.0,0.0,0.4162920712285151
12,5,2.0,0.0,0.0,0.506188904761806
13,0,3.0,0.0,0.0,0.47042565019858995
13,1,0.0,0.0,0.0,0.5994915417836008
13,2,3.0,0.0,0.0,0.6
13,3,1.0,0.0,0.0,0.40760183202748823
13,4,3.0,0.0,0.0,0.4162920712285151
13,5,2.0,0.0,0.0,0.506188904761806
14,0,3.0,0.0,0.0,0.47042565019858995
14,1,0.0,0.0,0.0,0.5994915417836008
14,2,3.0,0.0,0.0,0.6
14,3,1.0,0.0,0.0,0.40760183202748823
14,4,3.0,0.0,0.0,0.4162920712285151
14,5,2.0,0.0,0.0,0.506188904761806
15,0,3.0,0.0,0.0,0.47042565019858995
15,1,0.0,0.0,0.0,0.5994915417836008
15,2,3.0,0.0,0.0,0.6
15,3,1.0,0.0,0.0,0.40760183202748823
15,4,3.0,0.0,0.0,0.4162920712285151
15,5,2.0,0.0,0.0,0.506188904761806
16,0,3.0,0.0,0.0,0.47042565019858995
16,1,0.0,0.0,0.0,0.5994915417836008
16,2,3.0,0.0,0.0,0.6
16,3,1.0,0.0,0.0,0.40760183202748823
16,4,3.0,0.0,0.0,0.4162920712285151
16,5,2.0,0.0,0.0,0.506188904761806
17,0,3.0,0.0,0.0,0.47042565019858995
17,1,0.0,0.0,0.0,0.5994915417836008
17,2,3.0,0.0,0.0,0.6
17,3,1.0,0.0,0.0,0.40760183202748823
17,4,4.0,0.0,0.0,0.4162920712285151
17,5,2.0,0.0,0.0,0.506188904761806
18,0,3.0,0.0,0.0,0.47042565019858995
18,1,1.0,0.0,0.0,0.5994915417836008
18,2,3.0,0.0,0.0,0.6
18,3,1.0,0.0,0.0,0.40760183202748823
18,4,4.0,0.0,0.0,0.4162920712285151
18,5,2.0,0.0,0.0,0.506188904761806
19,0,3.0,0.0,0.0,0.47042565019858995
19,1,1.0,0.0,0.0,0.5994915417836008
19,2,3.0,0.0,0.0,0.6
19,3,2.0,0.0,0.0,0.40760183202748823
19,4,4.0,0.0,0.0,0.4162920712285151
19,5,2.0,0.0,0.0,0.506188904761806
20,0,3.0,0.0,0.0,0.47042565019858995
20,1,1.0,0.0,0.0,0.5994915417836008
20,2,4.0,0.0,0.0,0.6
20,3,2.0,0.0,0.0,0.40760183202748823
20,4,4.0,0.0,0.0,0.4162920712285151
20,5,2.0,0.0,0.0,0.506188904761806
21,0,3.0,0.0,0.0,0.47042565019858995
21,1,1.0,0.0,0.0,0.5994915417836008
21,2,4.0,0.0,0.0,0.6
21,3,2.0,0.0,0.0,0.40760183202748823
21,4,4.0,0.0,0.0,0.4162920712285151
21,5,2.0,0.0,0.0,0.506188904761806
22,0,3.0,0.0,0.0,0.47042565019858995
22,1,2.0,0.0,0.0,0.5994915417836008
22,2,4.0,0.0,0.0,0.6
22,3,2.0,0.0,0.0,0.40760183202748823
22,4,4.0,0.0,0.0,0.4162920712285151
22,5,2.0,0.0,0.0,0.506188904761806
23,0,3.0,0.0,0.0,0.47042565019858995
23,1,2.0,0.0,0.0,0.5994915417836008
23,2,4.0,0.0,0.0,0.6
23,3,2.0,0.0,0.0,0.40760183202748823
23,4,4.0,0.0,0.0,0.4162920712285151
23,5,2.0,0.0,0.0,0.506188904761806
24,0,3.0,0.0,0.0,0.47042565019858995
24,1,2.0,0.0,0.0,0.5994915417836008
24,2,4.0,0.0,0.0,0.6
24,3,2.0,0.0,0.0,0.40760183202748823
24,4,4.0,0.0,0.0,0.4162920712285151
24,5,2.0,0.0,0.0,0.506188904761806
25,0,3.0,0.0,0.0,0.47042565019858995
25,1,2.0,0.0,0.0,0.5994915417836008
25,2,4.0,0.0,0.0,0.6
25,3,2.0,0.0,0.0,0.40760183202748823
25,4,4.0,0.0,0.0,0.4162920712285151
25,5,2.0,0.0,0.0,0.506188904761806
26,0,3.0,0.0,0.0,0.47042565019858995
26,1,2.0,0.0,0.0,0.5994915417836008
26,2,4.0,0.0,0.0,0.6
26,3,2.0,0.0,0.0,0.40760183202748823
26,4,4.0,0.0,0.0,0.4162920712285151
26,5,2.0,0.0,0.0,0.506188904761806
27,0,2.0,0.0,0.0,0.47042565019858995
27,1,2.0,0.0,0.0,0.5994915417836008
27,2,4.0,0.0,0.0,0.6
27,3,2.0,0.0,0.0,0.40760183202748823
27,4,5.0,0.0,0.0,0.4162920712285151
27,5,2.0,0.0,0.0,0.506188904761806
28,0,1.0,0.0,0.0,0.47042565019858995
28,1,2.0,0.0,0.0,0.5994915417836008
28,2,3.0,0.0,0.0,0.6
28,3,2.0,0.0,0.0,0.40760183202748823
28,4,5.0,0.0,0.0,0.4162920712285151
28,5,2.0,0.0,0.0,0.506188904761806
29,0,1.0,0.0,0.0,0.47042565019858995
29,1,2.0,0.0,0.0,0.5994915417836008
29,2,3.0,0.0,0.0,0.6
29,3,2.0,0.0,0.0,0.40760183202748823
29,4,5.0,0.0,0.0,0.4162920712285151
29,5,2.0,0.0,0.0,0.506188904761806
30,0,1.0,0.0,0.0,0.47042565019858995
30,1,2.0,0.0,0.0,0.5994915417836008
30,2,2.0,0.0,0.0,0.6
30,3,2.0,0.0,0.0,0.40760183202748823
30,4,6.0,0.0,0.0,0.4162920712285151
30,5,2.0,0.0,0.0,0.506188904761806
31,0,0.0,0.0,0.0,0.47042565019858995
31,1,2.0,0.0,0.0,0.5994915417836008
31,2,2.0,0.0,0.0,0.6
31,3,3.0,0.0,0.0,0.40760183202748823
31,4,6.0,0.0,0.0,0.4162920712285151
31,5,2.0,0.0,0.0,0.506188904761806
32,0,0.0,0.0,0.0,0.47042565019858995
32,1,2.0,0.0,0.0,0.5994915417836008
32,2,2.0,0.0,0.0,0.6
32,3,3.0,0.0,0.0,0.40760183202748823
32,4,5.0,0.0,0.0,0.4162920712285151
32,5,1.0,0.0,0.0,0.506188904761806
33,0,0.0,0.0,0.0,0.47042565019858995
33,1,2.0,0.0,0.0,0.5994915417836008
33,2,1.0,0.0,0.0,0.6
33,3,3.0,0.0,0.0,0.40760183202748823
33,4,5.0,0.0,0.0,0.4162920712285151
33,5,0.0,0.0,0.0,0.506188904761806
34,0,0.0,0.0,0.0,0.47042565019858995
34,1,2.0,0.0,0.0,0.5994915417836008
34,2,1.0,0.0,0.0,0.6
34,3,2.0,0.0,0.0,0.40760183202748823
34,4,5.0,0.0,0.0,0.4162920712285151
34,5,0.0,0.0,0.0,0.506188904761806
35,0,1.0,0.0,0.0,0.47042565019858995
35,1,2.0,0.0,0.0,0.5994915417836008
35,2,1.0,0.0,0.0,0.6
35,3,2.0,0.0,0.0,0.40760183202748823
35,4,4.0,0.0,0.0,0.4162920712285151
35,5,0.0,0.0,0.0,0.506188904761806
36,0,1.0,0.0,0.0,0.47042565019858995
36,1,2.0,0.0,0.0,0.5994915417836008
36,2,1.0,0.0,0.0,0.6
36,3,2.0,0.0,0.0,0.40760183202748823
36,4,4.0,0.0,0.0,0.4162920712285151
36,5,0.0,0.0,0.0,0.506188904761806
37,0,1.0,0.0,0.0,0.47042565019858995
37,1,2.0,0.0,0.0,0.5994915417836008
37,2,1.0,0.0,0.0,0.6
37,3,2.0,0.0,0.0,0.40760183202748823
37,4,3.0,0.0,0.0,0.4162920712285151
37,5,0.0,0.0,0.0,0.506188904761806
38,0,1.0,0.0,0.0,0.47042565019858995
38,1,2.0,0.0,0.0,0.5994915417836008
38,2,1.0,0.0,0.0,0.6
38,3,2.0,0.0,0.0,0.40760183202748823
38,4,3.0,0.0,0.0,0.4162920712285151
38,5,0.0,0.0,0.0,0.506188904761806
39,0,1.0,0.0,0.0,0.47042565019858995
39,1,2.0,0.0,0.0,0.5994915417836008
39,2,1.0,0.0,0.0,0.6
39,3,2.0,0.0,0.0,0.40760183202748823
39,4,3.0,0.0,0.0,0.4162920712285151
39,5,0.0,0.0,0.0,0.506188904761806
40,0,1.0,0.0,0.0,0.47042565019858995
40,1,2.0,0.0,0.0,0.5994915417836008
40,2,1.0,0.0,0.0,0.6
40,3,2.0,0.0,0.0,0.40760183202748823
40,4,3.0,0.0,0.0,0.4162920712285151
40,5,0.0,0.0,0.0,0.506188904761806
41,0,1.0,0.0,0.0,0.47042565019858995
41,1,3.0,0.0,0.0,0.5994915417836008
41,2,1.0,0.0,0.0,0.6
41,3,2.0,0.0,0.0,0.40760183202748823
41,4,2.0,0.0,0.0,0.4162920712285151
41,5,0.0,0.0,0.0,0.506188904761806
42,0,1.0,0.0,0.0,0.47042565019858995
42,1,2.0,0.0,0.0,0.5994915417836008
42,2,1.0,0.0,0.0,0.6
42,3,2.0,0.0,0.0,0.40760183202748823
42,4,2.0,0.0,0.0,0.4162920712285151
42,5,0.0,0.0,0.0,0.506188904761806
43,0,1.0,0.0,0.0,0.47042565019858995
43,1,2.0,0.0,0.0,0.5994915417836008
43,2,1.0,0.0,0.0,0.6
43,3,1.0,0.0,0.0,0.40760183202748823
43,4,3.0,0.0,0.0,0.4162920712285151
43,5,0.0,0.0,0.0,0.506188904761806
44,0,2.0,0.0,0.0,0.47042565019858995
44,1,2.0,0.0,0.0,0.5994915417836008
44,2,0.0,0.0,0.0,0.6
44,3,1.0,0.0,0.0,0.40760183202748823
44,4,3.0,0.0,0.0,0.4162920712285151
44,5,0.0,0.0,0.0,0.506188904761806
45,0,2.0,0.0,0.0,0.47042565019858995
45,1,3.0,0.0,0.0,0.5994915417836008
45,2,0.0,0.0,0.0,0.6
45,3,1.0,0.0,0.0,0.40760183202748823
45,4,3.0,0.0,0.0,0.4162920712285151
45,5,0.0,0.0,0.0,0.506188904761806
46,0,2.0,0.0,0.0,0.47042565019858995
46,1,2.0,0.0,0.0,0.5994915417836008
46,2,0.0,0.0,0.0,0.6
46,3,2.0,0.0,0.0,0.40760183202748823
46,4,3.0,0.0,0.0,0.4162920712285151
46,5,0.0,0.0,0.0,0.506188904761806
47,0,2.0,0.0,0.0,0.47042565019858995
47,1,2.0,0.0,0.0,0.5994915417836008
47,2,0.0,0.0,0.0,0.6
47,3,2.0,0.0,0.0,0.40760183202748823
47,4,3.0,0.0,0.0,0.4162920712285151
47,5,0.0,0.0,0.0,0.506188904761806
48,0,2.0,0.0,0.0,0.47042565019858995
48,1,2.0,0.0,0.0,0.5994915417836008
48,2,1.0,0.0,0.0,0.6
48,3,2.0,0.0,0.0,0.40760183202748823
48,4,3.0,0.0,0.0,0.4162920712285151
48,5,0.0,0.0,0.0,0.506188904761806
49,0,2.0,0.0,0.0,0.47042565019858995
49,1,2.0,0.0,0.0,0.5994915417836008
49,2,1.0,0.0,0.0,0.6
49,3,2.0,0.0,0.0,0.40760183202748823
49,4,3.0,0.0,0.0,0.4162920712285151
49,5,0.0,0.0,0.0,0.506188904761806
50,0,3.0,0.0,0.0,0.47042565019858995
50,1,2.0,0.0,0.0,0.5994915417836008
50,2,1.0,0.0,0.0,0.6
50,3,2.0,0.0,0.0,0.40760183202748823
50,4,3.0,0.0,0.0,0.4162920712285151
50,5,0.0,0.0,0.0,0.506188904761806
51,0,3.0,0.0,0.0,0.47042565019858995
51,1,3.0,0.0,0.0,0.5994915417836008
51,2,1.0,0.0,0.0,0.6
51,3,3.0,0.0,0.0,0.40760183202748823
51,4,2.0,0.0,0.0,0.4162920712285151
51,5,0.0,0.0,0.0,0.506188904761806
52,0,3.0,0.0,0.0,0.47042565019858995
52,1,3.0,0.0,0.0,0.5994915417836008
52,2,2.0,0.0,0.0,0.6
52,3,3.0,0.0,0.0,0.40760183202748823
52,4,2.0,0.0,0.0,0.4162920712285151
52,5,0.0,0.0,0.0,0.506188904761806
53,0,3.0,0.0,0.0,0.47042565019858995
53,1,3.0,0.0,0.0,0.5994915417836008
53,2,2.0,0.0,0.0,0.6
53,3,3.0,0.0,0.0,0.40760183202748823
53,4,2.0,0.0,0.0,0.4162920712285151
53,5,0.0,0.0,0.0,0.506188904761806
54,0,3.0,0.0,0.0,0.47042565019858995
54,1,4.0,0.0,0.0,0.5994915417836008
54,2,3.0,0.0,0.0,0.6
54,3,3.0,0.0,0.0,0.40760183202748823
54,4,1.0,0.0,0.0,0.4162920712285151
54,5,0.0,0.0,0.0,0.506188904761806
55,0,3.0,0.0,0.0,0.47042565019858995
55,1,4.0,0.0,0.0,0.5994915417836008
55,2,3.0,0.0,0.0,0.6
55,3,2.0,0.0,0.0,0.40760183202748823
55,4,1.0,0.0,0.0,0.4162920712285151
55,5,0.0,0.0,0.0,0.506188904761806
56,0,3.0,0.0,0.0,0.47042565019858995
56,1,4.0,0.0,0.0,0.5994915417836008
56,2,3.0,0.0,0.0,0.6
56,3,2.0,0.0,0.0,0.40760183202748823
56,4,2.0,0.0,0.0,0.4162920712285151
56,5,0.0,0.0,0.0,0.506188904761806
57,0,3.0,0.0,0.0,0.47042565019858995
57,1,4.0,0.0,0.0,0.5994915417836008
57,2,3.0,0.0,0.0,0.6
57,3,3.0,0.0,0.0,0.40760183202748823
57,4,2.0,0.0,0.0,0.4162920712285151
57,5,0.0,0.0,0.0,0.506188904761806
58,0,3.0,0.0,0.0,0.47042565019858995
58,1,4.0,0.0,0.0,0.5994915417836008
58,2,3.0,0.0,0.0,0.6
58,3,3.0,0.0,0.0,0.40760183202748823
58,4,2.0,0.0,0.0,0.4162920712285151
58,5,0.0,0.0,0.0,0.506188904761806
59,0,3.0,0.0,0.0,0.47042565019858995
59,1,4.0,0.0,0.0,0.5994915417836008
59,2,4.0,0.0,0.0,0.6
59,3,3.0,0.0,0.0,0.40760183202748823
59,4,2.0,0.0,0.0,0.4162920712285151
59,5,0.0,0.0,0.0,0.506188904761806
60,0,3.0,0.0,0.0,0.47042565019858995
60,1,4.0,0.0,0.0,0.5994915417836008
60,2,4.0,0.0,0.0,0.6
60,3,3.0,0.0,0.0,0.40760183202748823
60,4,2.0,0.0,0.0,0.4162920712285151
60,5,0.0,0.0,0.0,0.506188904761806
61,0,3.0,0.0,0.0,0.47042565019858995
61,1,4.0,0.0,0.0,0.5994915417836008
61,2,4.0,0.0,0.0,0.6
61,3,3.0,0.0,0.0,0.40760183202748823
61,4,2.0,0.0,0.0,0.4162920712285151
61,5,0.0,0.0,0.0,0.506188904761806
62,0,3.0,0.0,0.0,0.47042565019858995
62,1,4.0,0.0,0.0,0.5994915417836008
62,2,4.0,0.0,0.0,0.6
62,3,3.0,0.0,0.0,0.40760183202748823
62,4,2.0,0.0,0.0,0.4162920712285151
62,5,1.0,0.0,0.0,0.506188904761806
63,0,3.0,0.0,0.0,0.47042565019858995
63,1,4.0,0.0,0.0,0.5994915417836008
63,2,4.0,0.0,0.0,0.6
63,3,4.0,0.0,0.0,0.40760183202748823
63,4,2.0,0.0,0.0,0.4162920712285151
63,5,2.0,0.0,0.0,0.506188904761806
64,0,3.0,0.0,0.0,0.47042565019858995
64,1,4.0,0.0,0.0,0.5994915417836008
64,2,4.0,0.0,0.0,0.6
64,3,4.0,0.0,0.0,0.40760183202748823
64,4,2.0,0.0,0.0,0.4162920712285151
64,5,2.0,0.0,0.0,0.506188904761806
65,0,4.0,0.0,0.0,0.47042565019858995
65,1,3.0,0.0,0.0,0.5994915417836008
65,2,4.0,0.0,0.0,0.6
65,3,4.0,0.0,0.0,0.40760183202748823
65,4,2.0,0.0,0.0,0.4162920712285151
65,5,2.0,0.0,0.0,0.506188904761806
66,0,4.0,0.0,0.0,0.47042565019858995
66,1,3.0,0.0,0.0,0.5994915417836008
66,2,4.0,0.0,0.0,0.6
66,3,4.0,0.0,0.0,0.40760183202748823
66,4,2.0,0.0,0.0,0.4162920712285151
66,5,2.0,0.0,0.0,0.506188904761806
67,0,4.0,0.0,0.0,0.47042565019858995
67,1,3.0,0.0,0.0,0.5994915417836008
67,2,4.0,0.0,0.0,0.6
67,3,4.0,0.0,0.0,0.40760183202748823
67,4,1.0,0.0,0.0,0.4162920712285151
67,5,2.0,0.0,0.0,0.506188904761806
68,0,3.0,0.0,0.0,0.47042565019858995
68,1,3.0,0.0,0.0,0.5994915417836008
68,2,4.0,0.0,0.0,0.6
68,3,4.0,0.0,0.0,0.40760183202748823
68,4,1.0,0.0,0.0,0.4162920712285151
68,5,2.0,0.0,0.0,0.506188904761806
