time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,unique_submitted_cases,unique_domestic_cases,unique_customer_cases,multi_cases,customer_share_all_cases,customer_share_submitted,domestic_share_submitted,first_domestic_share,first_customer_share,first_both_share,no_submission_share,domestic_then_customer_share,mean_escalation_time,external_path_trigger_rate,external_user_case_resolution_rate,customer_intervention_rate,material_at_customer_review_share,external_user_mean_merit,external_user_mean_dependence,unresolved_fraction,submitted_unresolved_fraction,external_user_unresolved_fraction,mean_processing_time,median_processing_time,unresolved_case_rounds,pending_case_rounds
44,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,38,69,69,0,0,69,69,43,43,0.6231884057971014,0.6231884057971014,1.0,0.8115942028985508,0.08695652173913043,0.10144927536231885,0.0,0.5357142857142857,4.966666666666667,0.2558139534883721,0.46511627906976744,0.6486486486486487,0.32432432432432434,0.5594232167008301,0.4938362507242593,0.4492753623188406,0.4492753623188406,0.5348837209302325,5.815789473684211,6.0,1616,388
