time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,unique_submitted_cases,unique_domestic_cases,unique_customer_cases,multi_cases,customer_share_all_cases,customer_share_submitted,domestic_share_submitted,first_domestic_share,first_customer_share,first_both_share,no_submission_share,domestic_then_customer_share,mean_escalation_time,external_path_trigger_rate,external_user_case_resolution_rate,customer_intervention_rate,material_at_customer_review_share,external_user_mean_merit,external_user_mean_dependence,unresolved_fraction,submitted_unresolved_fraction,external_user_unresolved_fraction,mean_processing_time,median_processing_time,unresolved_case_rounds,pending_case_rounds
44,0,0,0,0,0,0,32,0,0,32,0,0,0,37,69,69,0,0,69,69,47,47,0.6811594202898551,0.6811594202898551,1.0,0.8115942028985508,0.08695652173913043,0.10144927536231885,0.0,0.6071428571428571,5.4411764705882355,0.14893617021276595,0.5106382978723404,0.45714285714285713,0.14285714285714285,0.5848064327000303,0.4975211884268693,0.463768115942029,0.463768115942029,0.48936170212765956,5.297297297297297,5.0,1636,415
