variant,dependence_mean,group,period,metric,n,mean,low,high
limited_access,0.3,all,early,resolved,20,0.3686106542121418,0.3397535501068739,0.39566421362326215
limited_access,0.3,all,early,customer_success,20,0.20018265557971437,0.15323652101574894,0.24792898051703194
limited_access,0.3,all,early,first_customer,20,0.29695380379800473,0.2596846435214985,0.3357258173145604
limited_access,0.3,all,early,both_use,20,0.3260677506506783,0.29045373084389686,0.3612535318115895
limited_access,0.3,all,early,d_to_e,20,0.1532457058139781,0.12766074564381827,0.1834693595357736
limited_access,0.3,all,early,firm_equal_resolved,20,0.3677050264550264,0.3354941302910053,0.39726909722222215
limited_access,0.3,all,late,domestic_use,20,0.8119030020806299,0.7860310235318305,0.8380747081653218
limited_access,0.3,all,late,customer_use,20,0.4680681230367023,0.4301005596396154,0.5049047369197336
limited_access,0.3,all,late,resolved,20,0.3555427158098293,0.30900515400659817,0.40462886661142466
limited_access,0.3,all,late,customer_success,20,0.18651279641411217,0.14407137681397547,0.2313920098541809
limited_access,0.3,all,late,first_customer,20,0.2876882276421041,0.2559335906788038,0.3188474115025419
limited_access,0.3,all,late,both_use,20,0.32885369223745603,0.30173498368950014,0.3559662675783009
limited_access,0.3,all,late,d_to_e,20,0.17659805707787615,0.14721762828225532,0.20605982223384994
limited_access,0.3,all,late,firm_equal_resolved,20,0.354996693121693,0.30812739748677237,0.403501488095238
limited_access,0.3,high,early,domestic_use,20,0.8332633048365314,0.7916048026749185,0.8718008781836013
limited_access,0.3,high,early,customer_use,20,0.4778692469810891,0.3905637156750572,0.5591713789682541
limited_access,0.3,high,early,resolved,20,0.3494381519510238,0.30222972038132223,0.39516000872776474
limited_access,0.3,high,early,customer_success,20,0.20295607170607172,0.13212388306138306,0.2727143516206016
limited_access,0.3,high,early,first_customer,20,0.2898947735775539,0.2347924655078902,0.34747496324391347
limited_access,0.3,high,early,both_use,20,0.35719197119940826,0.2863071636601384,0.42477956037574166
limited_access,0.3,high,early,d_to_e,20,0.17781354737304395,0.13102140159770306,0.22475391573053186
limited_access,0.3,high,early,firm_equal_resolved,20,0.3497354497354497,0.30087996031746017,0.395042328042328
limited_access,0.3,high,late,domestic_use,20,0.7885726465712837,0.7490859813540041,0.8296205105239167
limited_access,0.3,high,late,customer_use,20,0.46215328595553046,0.3876314739217404,0.5354568835153157
limited_access,0.3,high,late,resolved,20,0.3423227059355744,0.29247594690049933,0.3962969436786572
limited_access,0.3,high,late,customer_success,20,0.1800094962227315,0.12002548462566845,0.25592204476487557
limited_access,0.3,high,late,first_customer,20,0.29299972289380355,0.24070865826177565,0.3456533375381219
limited_access,0.3,high,late,both_use,20,0.3079590953814436,0.2538385139694008,0.3640607945786489
limited_access,0.3,high,late,d_to_e,20,0.169153563061727,0.12155276591341757,0.21953491433065142
limited_access,0.3,high,late,firm_equal_resolved,20,0.3470634920634921,0.2976464947089947,0.3989670965608465
limited_access,0.3,high_tail,early,domestic_use,20,0.8591422956128838,0.8070832562045798,0.9095198200492318
limited_access,0.3,high_tail,early,customer_use,20,0.515335236658766,0.4231565664727429,0.5881838439338439
limited_access,0.3,high_tail,early,resolved,20,0.3560428786899375,0.29546280680104203,0.42069977734683606
limited_access,0.3,high_tail,early,customer_success,19,0.19724310776942355,0.12336988304093567,0.27305816624895574
limited_access,0.3,high_tail,early,first_customer,20,0.2991479109126168,0.2364259351759352,0.3597282664231192
limited_access,0.3,high_tail,early,both_use,20,0.41338806618218377,0.3231888295528001,0.49048068883730633
limited_access,0.3,high_tail,early,d_to_e,20,0.20678561634443984,0.1454811801760331,0.268787962037962
limited_access,0.3,high_tail,early,firm_equal_resolved,20,0.35511904761904756,0.2920138888888889,0.4218660714285713
limited_access,0.3,high_tail,late,domestic_use,20,0.7819800420168067,0.7292084646358543,0.8367183560924368
limited_access,0.3,high_tail,late,customer_use,20,0.4863212849242261,0.39755313375350143,0.5648028442146089
limited_access,0.3,high_tail,late,resolved,20,0.35832870968900377,0.2957509045284781,0.42125207278424187
limited_access,0.3,high_tail,late,customer_success,19,0.21462368041315405,0.14427802460697195,0.2932816890711627
limited_access,0.3,high_tail,late,first_customer,20,0.29176708503914384,0.22135209724915603,0.3684055059523809
limited_access,0.3,high_tail,late,both_use,20,0.33067235868706457,0.2606369047619047,0.40084142246642246
limited_access,0.3,high_tail,late,d_to_e,20,0.1945541998850822,0.13791586538461534,0.2546079463836816
limited_access,0.3,high_tail,late,firm_equal_resolved,20,0.3643353174603174,0.3038583829365079,0.4248315972222222
limited_access,0.3,low,early,domestic_use,20,0.7953603743869089,0.7626125997829962,0.8263410730893147
limited_access,0.3,low,early,customer_use,20,0.45483312297250905,0.3968760628757431,0.5141167523333444
limited_access,0.3,low,early,resolved,20,0.37748618815114976,0.327356288958271,0.4230886006576544
