variant,dependence_mean,grouping,period,metric,n,mean,low,high
main,0.1,tails,late,domestic_use,20,-0.06728683897801549,-0.13770216344113403,0.005239242579316033
main,0.1,tails,late,customer_use,20,0.13030880067644773,0.060469121666731955,0.2065053050503418
main,0.1,tails,late,resolved,20,0.025727169072757305,-0.035947654673757636,0.09693396044315157
main,0.1,tails,late,customer_success,20,0.029449855699855688,-0.0405508207070707,0.10417992424242417
main,0.1,tails,late,first_customer,20,0.10532143510084686,0.04084054640212728,0.18006531193479705
main,0.1,tails,late,both_use,20,0.03418985018249724,-0.034424794670199085,0.1020308254857887
main,0.1,tails,late,d_to_e,20,0.017011175099410393,-0.04110908270650919,0.07482041916416915
main,0.1,tails,late,firm_equal_resolved,20,0.03951388888888889,-0.02629290674603174,0.11277356150793626
main,0.3,halves,early,domestic_use,20,0.04855857152860451,-0.007293263814956667,0.09864814429472984
main,0.3,halves,early,customer_use,20,0.05781302948334176,-1.3287767780251204e-06,0.11832911313925748
main,0.3,halves,early,resolved,20,-0.04854816250402804,-0.12006817288925832,0.024408109856521486
main,0.3,halves,early,customer_success,20,-0.006186689127865614,-0.073157377752966,0.05625788712921063
main,0.3,halves,early,first_customer,20,-0.014665798224150631,-0.08693240256195399,0.06548387926264744
main,0.3,halves,early,both_use,20,0.09771481411717313,0.0291228834141659,0.16153044850316522
main,0.3,halves,early,d_to_e,20,0.06984201936096539,0.012915723733498658,0.12382904556229946
main,0.3,halves,early,firm_equal_resolved,20,-0.05702380952380953,-0.13104497354497358,0.017528108465608427
main,0.3,halves,late,domestic_use,20,-0.05809254424327113,-0.10347500588847634,-0.005930554244442452
main,0.3,halves,late,customer_use,20,0.03127795135459359,-0.02865085661154067,0.10209806565646855
main,0.3,halves,late,resolved,20,-0.01010286811833118,-0.09062863169546648,0.06379531758875784
main,0.3,halves,late,customer_success,20,-0.016766028089557496,-0.08108077767820414,0.04152617419345362
main,0.3,halves,late,first_customer,20,0.057912507402933425,0.008240868512563464,0.10749765316205527
main,0.3,halves,late,both_use,20,-0.04010104057225139,-0.11027819999870833,0.035399782105738055
main,0.3,halves,late,d_to_e,20,-0.04492264723655222,-0.11899906667559194,0.030201745162647925
main,0.3,halves,late,firm_equal_resolved,20,-0.01140873015873017,-0.09568237433862435,0.06479745370370343
main,0.3,tails,early,domestic_use,20,0.054653802080272686,-0.039910403322168005,0.1385009677822178
main,0.3,tails,early,customer_use,20,0.11228503522621174,0.03793533386548091,0.19206143121584293
main,0.3,tails,early,resolved,20,-0.04041108401402519,-0.12546599866636626,0.05161730038752096
main,0.3,tails,early,customer_success,20,0.01807720057720059,-0.04986354617604618,0.086881764069264
main,0.3,tails,early,first_customer,20,0.0009819918643448084,-0.11511073689382519,0.11954033242084695
main,0.3,tails,early,both_use,20,0.16129219228483938,0.08099420667159642,0.24179781595038946
main,0.3,tails,early,d_to_e,20,0.10388546094428446,0.021976769758019755,0.18585819919459626
main,0.3,tails,early,firm_equal_resolved,20,-0.04750992063492061,-0.13690674603174605,0.05160863095238096
main,0.3,tails,late,domestic_use,20,-0.05547632922632926,-0.10511897630555725,-0.0018573272111875611
main,0.3,tails,late,customer_use,20,-0.005469012196953366,-0.09976865556828791,0.09338970129135571
main,0.3,tails,late,resolved,20,0.022774170274170273,-0.05201451428473488,0.10170482846401961
main,0.3,tails,late,customer_success,20,0.01055472305472304,-0.07015238233988233,0.09041732572982568
main,0.3,tails,late,first_customer,20,0.03427893593334769,-0.05138398866248131,0.12262770358726242
main,0.3,tails,late,both_use,20,-0.06989632099926217,-0.16115140496758149,0.02859141593700413
main,0.3,tails,late,d_to_e,20,-0.052998863881216815,-0.14748165406897026,0.03730128939687764
main,0.3,tails,late,firm_equal_resolved,20,0.027757936507936516,-0.050078373015873014,0.10830977182539674
main,0.5,halves,early,domestic_use,20,0.05520690191338999,-0.0009297660317334189,0.10967889353144344
main,0.5,halves,early,customer_use,20,0.052138160322724204,-2.5354084928477653e-05,0.1038682332599498
main,0.5,halves,early,resolved,20,-0.054437371353090146,-0.12688177578733803,0.013760026825982439
main,0.5,halves,early,customer_success,20,-0.01992247948130303,-0.09765397592603477,0.05740908478776121
main,0.5,halves,early,first_customer,20,-0.002867148107422721,-0.07177307231400987,0.0753265961449242
main,0.5,halves,early,both_use,20,0.1102907496644036,0.038680532562515316,0.17648947966737832
main,0.5,halves,early,d_to_e,20,0.05306035653634591,-0.009373992952790958,0.10745749698881003
