variant,dependence_mean,seed,min_objective,max_objective,objective_at_boundary
limited_access,0.3,2,0.33,0.4397005762685643,0
limited_access,0.5,2,0.46,0.5697005762685643,0
limited_access,0.7,2,0.5900000000000001,0.6997005762685642,0
limited_access,0.9,2,0.72,0.8297005762685643,0
main,0.1,3,0.2,0.31335090610760746,0
main,0.3,3,0.33,0.4433509061076074,0
main,0.5,3,0.46,0.5733509061076074,0
main,0.7,3,0.5900000000000001,0.7033509061076075,0
main,0.9,3,0.72,0.8333509061076074,0
no_perceived,0.1,3,0.2,0.31335090610760746,0
no_perceived,0.3,3,0.33,0.4433509061076074,0
no_perceived,0.5,3,0.46,0.5733509061076074,0
no_perceived,0.7,3,0.5900000000000001,0.7033509061076075,0
no_perceived,0.9,3,0.72,0.8333509061076074,0
no_objective,0.1,3,0.525,0.525,0
no_objective,0.3,3,0.525,0.525,0
no_objective,0.5,3,0.525,0.525,0
no_objective,0.7,3,0.525,0.525,0
no_objective,0.9,3,0.525,0.525,0
narrow,0.1,3,0.2325,0.28917545305380377,0
narrow,0.3,3,0.36250000000000004,0.4191754530538037,0
narrow,0.5,3,0.49250000000000005,0.5491754530538038,0
narrow,0.7,3,0.6224999999999999,0.6791754530538037,0
narrow,0.9,3,0.7525,0.8091754530538038,0
limited_access,0.1,3,0.2,0.31335090610760746,0
limited_access,0.3,3,0.33,0.4433509061076074,0
limited_access,0.5,3,0.46,0.5733509061076074,0
limited_access,0.7,3,0.5900000000000001,0.7033509061076075,0
limited_access,0.9,3,0.72,0.8333509061076074,0
main,0.1,4,0.2,0.305829588357985,0
main,0.3,4,0.33,0.435829588357985,0
main,0.5,4,0.46,0.565829588357985,0
main,0.7,4,0.5900000000000001,0.695829588357985,0
main,0.9,4,0.72,0.8258295883579851,0
no_perceived,0.1,4,0.2,0.305829588357985,0
no_perceived,0.3,4,0.33,0.435829588357985,0
no_perceived,0.5,4,0.46,0.565829588357985,0
no_perceived,0.7,4,0.5900000000000001,0.695829588357985,0
no_perceived,0.9,4,0.72,0.8258295883579851,0
no_objective,0.1,4,0.525,0.525,0
no_objective,0.3,4,0.525,0.525,0
no_objective,0.5,4,0.525,0.525,0
no_objective,0.7,4,0.525,0.525,0
no_objective,0.9,4,0.525,0.525,0
narrow,0.1,4,0.2325,0.2854147941789925,0
narrow,0.3,4,0.36250000000000004,0.4154147941789925,0
narrow,0.5,4,0.49250000000000005,0.5454147941789924,0
narrow,0.7,4,0.6224999999999999,0.6754147941789925,0
narrow,0.9,4,0.7525,0.8054147941789924,0
limited_access,0.1,4,0.2,0.305829588357985,0
limited_access,0.3,4,0.33,0.435829588357985,0
limited_access,0.5,4,0.46,0.565829588357985,0
limited_access,0.7,4,0.5900000000000001,0.695829588357985,0
limited_access,0.9,4,0.72,0.8258295883579851,0
main,0.1,5,0.2,0.3164092780279406,0
main,0.3,5,0.33,0.44640927802794056,0
main,0.5,5,0.46,0.5764092780279406,0
main,0.7,5,0.5900000000000001,0.7064092780279405,0
main,0.9,5,0.72,0.8364092780279406,0
no_perceived,0.1,5,0.2,0.3164092780279406,0
no_perceived,0.3,5,0.33,0.44640927802794056,0
no_perceived,0.5,5,0.46,0.5764092780279406,0
no_perceived,0.7,5,0.5900000000000001,0.7064092780279405,0
no_perceived,0.9,5,0.72,0.8364092780279406,0
no_objective,0.1,5,0.525,0.525,0
no_objective,0.3,5,0.525,0.525,0
no_objective,0.5,5,0.525,0.525,0
no_objective,0.7,5,0.525,0.525,0
no_objective,0.9,5,0.525,0.525,0
narrow,0.1,5,0.2325,0.29070463901397026,0
narrow,0.3,5,0.36250000000000004,0.42070463901397026,0
narrow,0.5,5,0.49250000000000005,0.5507046390139703,0
narrow,0.7,5,0.6224999999999999,0.6807046390139703,0
narrow,0.9,5,0.7525,0.8107046390139703,0
limited_access,0.1,5,0.2,0.3164092780279406,0
limited_access,0.3,5,0.33,0.44640927802794056,0
limited_access,0.5,5,0.46,0.5764092780279406,0
limited_access,0.7,5,0.5900000000000001,0.7064092780279405,0
limited_access,0.9,5,0.72,0.8364092780279406,0
main,0.1,6,0.2,0.311264678280651,0
main,0.3,6,0.33,0.44126467828065097,0
main,0.5,6,0.46,0.571264678280651,0
main,0.7,6,0.5900000000000001,0.7012646782806511,0
main,0.9,6,0.72,0.831264678280651,0
no_perceived,0.1,6,0.2,0.311264678280651,0
no_perceived,0.3,6,0.33,0.44126467828065097,0
no_perceived,0.5,6,0.46,0.571264678280651,0
no_perceived,0.7,6,0.5900000000000001,0.7012646782806511,0
no_perceived,0.9,6,0.72,0.831264678280651,0
no_objective,0.1,6,0.525,0.525,0
no_objective,0.3,6,0.525,0.525,0
no_objective,0.5,6,0.525,0.525,0
no_objective,0.7,6,0.525,0.525,0
no_objective,0.9,6,0.525,0.525,0
narrow,0.1,6,0.2325,0.2881323391403255,0
narrow,0.3,6,0.36250000000000004,0.4181323391403255,0
narrow,0.5,6,0.49250000000000005,0.5481323391403256,0
narrow,0.7,6,0.6224999999999999,0.6781323391403256,0
narrow,0.9,6,0.7525,0.8081323391403257,0
limited_access,0.1,6,0.2,0.311264678280651,0
limited_access,0.3,6,0.33,0.44126467828065097,0
limited_access,0.5,6,0.46,0.571264678280651,0
limited_access,0.7,6,0.5900000000000001,0.7012646782806511,0
limited_access,0.9,6,0.72,0.831264678280651,0
main,0.1,7,0.20938549333042708,0.33,0
main,0.3,7,0.3393854933304271,0.46,0
main,0.5,7,0.4693854933304271,0.5900000000000001,0
main,0.7,7,0.599385493330427,0.72,0
main,0.9,7,0.7293854933304271,0.8500000000000001,0
no_perceived,0.1,7,0.20938549333042708,0.33,0
no_perceived,0.3,7,0.3393854933304271,0.46,0
no_perceived,0.5,7,0.4693854933304271,0.5900000000000001,0
no_perceived,0.7,7,0.599385493330427,0.72,0
no_perceived,0.9,7,0.7293854933304271,0.8500000000000001,0
no_objective,0.1,7,0.525,0.525,0
no_objective,0.3,7,0.525,0.525,0
no_objective,0.5,7,0.525,0.525,0
no_objective,0.7,7,0.525,0.525,0
no_objective,0.9,7,0.525,0.525,0
narrow,0.1,7,0.23719274666521356,0.29750000000000004,0
narrow,0.3,7,0.36719274666521357,0.4275,0
narrow,0.5,7,0.49719274666521357,0.5575000000000001,0
narrow,0.7,7,0.6271927466652135,0.6875,0
narrow,0.9,7,0.7571927466652135,0.8175000000000001,0
limited_access,0.1,7,0.20938549333042708,0.33,0
limited_access,0.3,7,0.3393854933304271,0.46,0
limited_access,0.5,7,0.4693854933304271,0.5900000000000001,0
limited_access,0.7,7,0.599385493330427,0.72,0
limited_access,0.9,7,0.7293854933304271,0.8500000000000001,0
main,0.1,8,0.20302123450459242,0.33,0
main,0.3,8,0.3330212345045924,0.46,0
main,0.5,8,0.4630212345045924,0.5900000000000001,0
main,0.7,8,0.5930212345045924,0.72,0
main,0.9,8,0.7230212345045925,0.8500000000000001,0
no_perceived,0.1,8,0.20302123450459242,0.33,0
no_perceived,0.3,8,0.3330212345045924,0.46,0
no_perceived,0.5,8,0.4630212345045924,0.5900000000000001,0
no_perceived,0.7,8,0.5930212345045924,0.72,0
no_perceived,0.9,8,0.7230212345045925,0.8500000000000001,0
no_objective,0.1,8,0.525,0.525,0
no_objective,0.3,8,0.525,0.525,0
no_objective,0.5,8,0.525,0.525,0
no_objective,0.7,8,0.525,0.525,0
no_objective,0.9,8,0.525,0.525,0
narrow,0.1,8,0.23401061725229622,0.29750000000000004,0
narrow,0.3,8,0.3640106172522962,0.4275,0
narrow,0.5,8,0.4940106172522962,0.5575000000000001,0
narrow,0.7,8,0.6240106172522961,0.6875,0
narrow,0.9,8,0.7540106172522962,0.8175000000000001,0
limited_access,0.1,8,0.20302123450459242,0.33,0
limited_access,0.3,8,0.3330212345045924,0.46,0
limited_access,0.5,8,0.4630212345045924,0.5900000000000001,0
limited_access,0.7,8,0.5930212345045924,0.72,0
limited_access,0.9,8,0.7230212345045925,0.8500000000000001,0
main,0.1,9,0.21764259790297463,0.33,0
main,0.3,9,0.34764259790297464,0.46,0
main,0.5,9,0.47764259790297464,0.5900000000000001,0
main,0.7,9,0.6076425979029746,0.72,0
main,0.9,9,0.7376425979029746,0.8500000000000001,0
no_perceived,0.1,9,0.21764259790297463,0.33,0
no_perceived,0.3,9,0.34764259790297464,0.46,0
no_perceived,0.5,9,0.47764259790297464,0.5900000000000001,0
no_perceived,0.7,9,0.6076425979029746,0.72,0
no_perceived,0.9,9,0.7376425979029746,0.8500000000000001,0
no_objective,0.1,9,0.525,0.525,0
no_objective,0.3,9,0.525,0.525,0
no_objective,0.5,9,0.525,0.525,0
no_objective,0.7,9,0.525,0.525,0
no_objective,0.9,9,0.525,0.525,0
narrow,0.1,9,0.24132129895148732,0.29750000000000004,0
narrow,0.3,9,0.3713212989514873,0.4275,0
narrow,0.5,9,0.5013212989514872,0.5575000000000001,0
narrow,0.7,9,0.6313212989514874,0.6875,0
narrow,0.9,9,0.7613212989514875,0.8175000000000001,0
limited_access,0.1,9,0.21764259790297463,0.33,0
limited_access,0.3,9,0.34764259790297464,0.46,0
limited_access,0.5,9,0.47764259790297464,0.5900000000000001,0
limited_access,0.7,9,0.6076425979029746,0.72,0
limited_access,0.9,9,0.7376425979029746,0.8500000000000001,0
main,0.1,10,0.2278386981892332,0.33,0
main,0.3,10,0.3578386981892332,0.46,0
main,0.5,10,0.4878386981892332,0.5900000000000001,0
main,0.7,10,0.6178386981892332,0.72,0
main,0.9,10,0.7478386981892331,0.8500000000000001,0
no_perceived,0.1,10,0.2278386981892332,0.33,0
no_perceived,0.3,10,0.3578386981892332,0.46,0
no_perceived,0.5,10,0.4878386981892332,0.5900000000000001,0
no_perceived,0.7,10,0.6178386981892332,0.72,0
no_perceived,0.9,10,0.7478386981892331,0.8500000000000001,0
no_objective,0.1,10,0.525,0.525,0
no_objective,0.3,10,0.525,0.525,0
no_objective,0.5,10,0.525,0.525,0
no_objective,0.7,10,0.525,0.525,0
no_objective,0.9,10,0.525,0.525,0
narrow,0.1,10,0.2464193490946166,0.29750000000000004,0
narrow,0.3,10,0.3764193490946166,0.4275,0
narrow,0.5,10,0.5064193490946166,0.5575000000000001,0
narrow,0.7,10,0.6364193490946166,0.6875,0
narrow,0.9,10,0.7664193490946167,0.8175000000000001,0
limited_access,0.1,10,0.2278386981892332,0.33,0
limited_access,0.3,10,0.3578386981892332,0.46,0
limited_access,0.5,10,0.4878386981892332,0.5900000000000001,0
limited_access,0.7,10,0.6178386981892332,0.72,0
limited_access,0.9,10,0.7478386981892331,0.8500000000000001,0
main,0.1,11,0.2,0.30840003901895713,0
main,0.3,11,0.33,0.4384000390189572,0
main,0.5,11,0.46,0.5684000390189572,0
main,0.7,11,0.5900000000000001,0.6984000390189571,0
main,0.9,11,0.72,0.8284000390189572,0
no_perceived,0.1,11,0.2,0.30840003901895713,0
no_perceived,0.3,11,0.33,0.4384000390189572,0
no_perceived,0.5,11,0.46,0.5684000390189572,0
no_perceived,0.7,11,0.5900000000000001,0.6984000390189571,0
no_perceived,0.9,11,0.72,0.8284000390189572,0
no_objective,0.1,11,0.525,0.525,0
no_objective,0.3,11,0.525,0.525,0
no_objective,0.5,11,0.525,0.525,0
no_objective,0.7,11,0.525,0.525,0
no_objective,0.9,11,0.525,0.525,0
narrow,0.1,11,0.2325,0.2867000195094786,0
narrow,0.3,11,0.36250000000000004,0.41670001950947855,0
narrow,0.5,11,0.49250000000000005,0.5467000195094787,0
narrow,0.7,11,0.6224999999999999,0.6767000195094786,0
narrow,0.9,11,0.7525,0.8067000195094787,0
limited_access,0.1,11,0.2,0.30840003901895713,0
limited_access,0.3,11,0.33,0.4384000390189572,0
limited_access,0.5,11,0.46,0.5684000390189572,0
limited_access,0.7,11,0.5900000000000001,0.6984000390189571,0
limited_access,0.9,11,0.72,0.8284000390189572,0
main,0.1,12,0.2140989628472314,0.33,0
main,0.3,12,0.3440989628472314,0.46,0
main,0.5,12,0.4740989628472314,0.5900000000000001,0
main,0.7,12,0.6040989628472314,0.72,0
main,0.9,12,0.7340989628472314,0.8500000000000001,0
no_perceived,0.1,12,0.2140989628472314,0.33,0
no_perceived,0.3,12,0.3440989628472314,0.46,0
no_perceived,0.5,12,0.4740989628472314,0.5900000000000001,0
no_perceived,0.7,12,0.6040989628472314,0.72,0
no_perceived,0.9,12,0.7340989628472314,0.8500000000000001,0
no_objective,0.1,12,0.525,0.525,0
no_objective,0.3,12,0.525,0.525,0
no_objective,0.5,12,0.525,0.525,0
no_objective,0.7,12,0.525,0.525,0
no_objective,0.9,12,0.525,0.525,0
narrow,0.1,12,0.2395494814236157,0.29750000000000004,0
narrow,0.3,12,0.3695494814236157,0.4275,0
narrow,0.5,12,0.4995494814236157,0.5575000000000001,0
narrow,0.7,12,0.6295494814236157,0.6875,0
narrow,0.9,12,0.7595494814236157,0.8175000000000001,0
limited_access,0.1,12,0.2140989628472314,0.33,0
limited_access,0.3,12,0.3440989628472314,0.46,0
limited_access,0.5,12,0.4740989628472314,0.5900000000000001,0
limited_access,0.7,12,0.6040989628472314,0.72,0
limited_access,0.9,12,0.7340989628472314,0.8500000000000001,0
main,0.1,13,0.22225300369156115,0.33,0
main,0.3,13,0.35225300369156115,0.46,0
main,0.5,13,0.48225300369156116,0.5900000000000001,0
main,0.7,13,0.6122530036915612,0.72,0
main,0.9,13,0.7422530036915611,0.8500000000000001,0
no_perceived,0.1,13,0.22225300369156115,0.33,0
no_perceived,0.3,13,0.35225300369156115,0.46,0
no_perceived,0.5,13,0.48225300369156116,0.5900000000000001,0
no_perceived,0.7,13,0.6122530036915612,0.72,0
no_perceived,0.9,13,0.7422530036915611,0.8500000000000001,0
no_objective,0.1,13,0.525,0.525,0
no_objective,0.3,13,0.525,0.525,0
no_objective,0.5,13,0.525,0.525,0
no_objective,0.7,13,0.525,0.525,0
no_objective,0.9,13,0.525,0.525,0
narrow,0.1,13,0.24362650184578058,0.29750000000000004,0
narrow,0.3,13,0.3736265018457806,0.4275,0
narrow,0.5,13,0.5036265018457806,0.5575000000000001,0
narrow,0.7,13,0.6336265018457805,0.6875,0
narrow,0.9,13,0.7636265018457806,0.8175000000000001,0
limited_access,0.1,13,0.22225300369156115,0.33,0
limited_access,0.3,13,0.35225300369156115,0.46,0
limited_access,0.5,13,0.48225300369156116,0.5900000000000001,0
limited_access,0.7,13,0.6122530036915612,0.72,0
limited_access,0.9,13,0.7422530036915611,0.8500000000000001,0
main,0.1,14,0.2001697562378542,0.33,0
main,0.3,14,0.3301697562378542,0.46,0
main,0.5,14,0.4601697562378542,0.5900000000000001,0
main,0.7,14,0.5901697562378542,0.72,0
main,0.9,14,0.7201697562378542,0.8500000000000001,0
no_perceived,0.1,14,0.2001697562378542,0.33,0
no_perceived,0.3,14,0.3301697562378542,0.46,0
no_perceived,0.5,14,0.4601697562378542,0.5900000000000001,0
no_perceived,0.7,14,0.5901697562378542,0.72,0
no_perceived,0.9,14,0.7201697562378542,0.8500000000000001,0
no_objective,0.1,14,0.525,0.525,0
no_objective,0.3,14,0.525,0.525,0
no_objective,0.5,14,0.525,0.525,0
no_objective,0.7,14,0.525,0.525,0
no_objective,0.9,14,0.525,0.525,0
narrow,0.1,14,0.2325848781189271,0.29750000000000004,0
narrow,0.3,14,0.36258487811892715,0.4275,0
narrow,0.5,14,0.4925848781189271,0.5575000000000001,0
narrow,0.7,14,0.6225848781189272,0.6875,0
narrow,0.9,14,0.752584878118927,0.8175000000000001,0
limited_access,0.1,14,0.2001697562378542,0.33,0
limited_access,0.3,14,0.3301697562378542,0.46,0
limited_access,0.5,14,0.4601697562378542,0.5900000000000001,0
limited_access,0.7,14,0.5901697562378542,0.72,0
limited_access,0.9,14,0.7201697562378542,0.8500000000000001,0
main,0.1,15,0.22947461816630516,0.33,0
main,0.3,15,0.35947461816630516,0.46,0
main,0.5,15,0.48947461816630516,0.5900000000000001,0
main,0.7,15,0.6194746181663051,0.72,0
main,0.9,15,0.7494746181663052,0.8500000000000001,0
no_perceived,0.1,15,0.22947461816630516,0.33,0
no_perceived,0.3,15,0.35947461816630516,0.46,0
no_perceived,0.5,15,0.48947461816630516,0.5900000000000001,0
no_perceived,0.7,15,0.6194746181663051,0.72,0
no_perceived,0.9,15,0.7494746181663052,0.8500000000000001,0
no_objective,0.1,15,0.525,0.525,0
no_objective,0.3,15,0.525,0.525,0
no_objective,0.5,15,0.525,0.525,0
no_objective,0.7,15,0.525,0.525,0
no_objective,0.9,15,0.525,0.525,0
narrow,0.1,15,0.24723730908315258,0.29750000000000004,0
narrow,0.3,15,0.37723730908315256,0.4275,0
narrow,0.5,15,0.5072373090831526,0.5575000000000001,0
narrow,0.7,15,0.6372373090831525,0.6875,0
narrow,0.9,15,0.7672373090831526,0.8175000000000001,0
limited_access,0.1,15,0.22947461816630516,0.33,0
limited_access,0.3,15,0.35947461816630516,0.46,0
limited_access,0.5,15,0.48947461816630516,0.5900000000000001,0
limited_access,0.7,15,0.6194746181663051,0.72,0
limited_access,0.9,15,0.7494746181663052,0.8500000000000001,0
main,0.1,16,0.22805412206360196,0.33,0
main,0.3,16,0.35805412206360193,0.46,0
main,0.5,16,0.48805412206360194,0.5900000000000001,0
main,0.7,16,0.6180541220636019,0.72,0
main,0.9,16,0.7480541220636021,0.8500000000000001,0
no_perceived,0.1,16,0.22805412206360196,0.33,0
no_perceived,0.3,16,0.35805412206360193,0.46,0
no_perceived,0.5,16,0.48805412206360194,0.5900000000000001,0
no_perceived,0.7,16,0.6180541220636019,0.72,0
no_perceived,0.9,16,0.7480541220636021,0.8500000000000001,0
no_objective,0.1,16,0.525,0.525,0
no_objective,0.3,16,0.525,0.525,0
no_objective,0.5,16,0.525,0.525,0
no_objective,0.7,16,0.525,0.525,0
no_objective,0.9,16,0.525,0.525,0
narrow,0.1,16,0.24652706103180097,0.29750000000000004,0
narrow,0.3,16,0.376527061031801,0.4275,0
narrow,0.5,16,0.5065270610318009,0.5575000000000001,0
narrow,0.7,16,0.636527061031801,0.6875,0
narrow,0.9,16,0.7665270610318009,0.8175000000000001,0
limited_access,0.1,16,0.22805412206360196,0.33,0
limited_access,0.3,16,0.35805412206360193,0.46,0
limited_access,0.5,16,0.48805412206360194,0.5900000000000001,0
limited_access,0.7,16,0.6180541220636019,0.72,0
limited_access,0.9,16,0.7480541220636021,0.8500000000000001,0
main,0.1,17,0.21564726987571878,0.33,0
main,0.3,17,0.3456472698757188,0.46,0
main,0.5,17,0.47564726987571876,0.5900000000000001,0
main,0.7,17,0.6056472698757187,0.72,0
main,0.9,17,0.7356472698757188,0.8500000000000001,0
no_perceived,0.1,17,0.21564726987571878,0.33,0
no_perceived,0.3,17,0.3456472698757188,0.46,0
no_perceived,0.5,17,0.47564726987571876,0.5900000000000001,0
no_perceived,0.7,17,0.6056472698757187,0.72,0
no_perceived,0.9,17,0.7356472698757188,0.8500000000000001,0
no_objective,0.1,17,0.525,0.525,0
no_objective,0.3,17,0.525,0.525,0
no_objective,0.5,17,0.525,0.525,0
no_objective,0.7,17,0.525,0.525,0
no_objective,0.9,17,0.525,0.525,0
narrow,0.1,17,0.2403236349378594,0.29750000000000004,0
narrow,0.3,17,0.37032363493785936,0.4275,0
narrow,0.5,17,0.5003236349378595,0.5575000000000001,0
narrow,0.7,17,0.6303236349378594,0.6875,0
narrow,0.9,17,0.7603236349378595,0.8175000000000001,0
limited_access,0.1,17,0.21564726987571878,0.33,0
limited_access,0.3,17,0.3456472698757188,0.46,0
limited_access,0.5,17,0.47564726987571876,0.5900000000000001,0
limited_access,0.7,17,0.6056472698757187,0.72,0
limited_access,0.9,17,0.7356472698757188,0.8500000000000001,0
main,0.1,18,0.20109932274662215,0.33,0
main,0.3,18,0.3310993227466221,0.46,0
main,0.5,18,0.46109932274662213,0.5900000000000001,0
main,0.7,18,0.5910993227466221,0.72,0
main,0.9,18,0.7210993227466223,0.8500000000000001,0
no_perceived,0.1,18,0.20109932274662215,0.33,0
no_perceived,0.3,18,0.3310993227466221,0.46,0
no_perceived,0.5,18,0.46109932274662213,0.5900000000000001,0
no_perceived,0.7,18,0.5910993227466221,0.72,0
no_perceived,0.9,18,0.7210993227466223,0.8500000000000001,0
no_objective,0.1,18,0.525,0.525,0
no_objective,0.3,18,0.525,0.525,0
no_objective,0.5,18,0.525,0.525,0
no_objective,0.7,18,0.525,0.525,0
no_objective,0.9,18,0.525,0.525,0
narrow,0.1,18,0.23304966137331107,0.29750000000000004,0
narrow,0.3,18,0.36304966137331107,0.4275,0
narrow,0.5,18,0.4930496613733111,0.5575000000000001,0
narrow,0.7,18,0.6230496613733111,0.6875,0
narrow,0.9,18,0.7530496613733111,0.8175000000000001,0
limited_access,0.1,18,0.20109932274662215,0.33,0
limited_access,0.3,18,0.3310993227466221,0.46,0
limited_access,0.5,18,0.46109932274662213,0.5900000000000001,0
limited_access,0.7,18,0.5910993227466221,0.72,0
limited_access,0.9,18,0.7210993227466223,0.8500000000000001,0
main,0.1,19,0.2243376856375622,0.33,0
main,0.3,19,0.3543376856375622,0.46,0
main,0.5,19,0.48433768563756224,0.5900000000000001,0
main,0.7,19,0.6143376856375622,0.72,0
main,0.9,19,0.7443376856375623,0.8500000000000001,0
no_perceived,0.1,19,0.2243376856375622,0.33,0
no_perceived,0.3,19,0.3543376856375622,0.46,0
no_perceived,0.5,19,0.48433768563756224,0.5900000000000001,0
no_perceived,0.7,19,0.6143376856375622,0.72,0
no_perceived,0.9,19,0.7443376856375623,0.8500000000000001,0
no_objective,0.1,19,0.525,0.525,0
no_objective,0.3,19,0.525,0.525,0
no_objective,0.5,19,0.525,0.525,0
no_objective,0.7,19,0.525,0.525,0
no_objective,0.9,19,0.525,0.525,0
narrow,0.1,19,0.24466884281878112,0.29750000000000004,0
narrow,0.3,19,0.3746688428187811,0.4275,0
narrow,0.5,19,0.5046688428187811,0.5575000000000001,0
narrow,0.7,19,0.6346688428187811,0.6875,0
narrow,0.9,19,0.7646688428187811,0.8175000000000001,0
limited_access,0.1,19,0.2243376856375622,0.33,0
limited_access,0.3,19,0.3543376856375622,0.46,0
limited_access,0.5,19,0.48433768563756224,0.5900000000000001,0
limited_access,0.7,19,0.6143376856375622,0.72,0
limited_access,0.9,19,0.7443376856375623,0.8500000000000001,0
