case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,customer,cohort
154:72,154,3,72,74.0,74.0,,76.0,,,,77.0,,successful,unused,77.0,d,1.0,d,resolved,0.9115791961118416,True,0.40760183202748823,77.0,,remedy_supported,77.0,3.0,3.0,5.0,1,6
166:72,166,2,72,75.0,75.0,,77.0,,,,78.0,,successful,unused,78.0,d,1.0,d,resolved,0.8984992614696814,True,0.6,78.0,,remedy_supported,78.0,3.0,3.0,6.0,0,6
182:72,182,1,72,72.0,,72.0,,74.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.30173714716498445,True,0.5994915417836008,,74.0,,,,35.0,35.0,0,6
193:72,193,3,72,75.0,75.0,,77.0,,,,78.0,,successful,unused,78.0,d,1.0,d,resolved,0.548728616687532,True,0.40760183202748823,78.0,,remedy_supported,78.0,3.0,3.0,6.0,1,6
204:72,204,0,72,75.0,75.0,78.0,77.0,80.0,,80.0,,81.0,closed_unresolved,successful,81.0,e,1.0,d,resolved,0.9027344384797658,True,0.47042565019858995,77.0,81.0,no_remedy,,6.0,6.0,9.0,2,6
205:72,205,4,72,75.0,87.0,75.0,89.0,77.0,,77.0,,78.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.28022178000567055,True,0.4162920712285151,89.0,78.0,no_remedy,,,32.0,35.0,1,6
223:72,223,2,72,75.0,,75.0,,77.0,,77.0,,78.0,unused,successful,78.0,e,1.0,e,resolved,0.6797820032694308,True,0.6,,78.0,,,3.0,3.0,6.0,0,6
224:72,224,5,72,74.0,,74.0,,76.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.9697861452879653,True,0.506188904761806,,76.0,,,,33.0,35.0,2,6
231:72,231,2,72,75.0,75.0,,78.0,,,,79.0,,successful,unused,79.0,d,1.0,d,resolved,0.90859355260051,True,0.6,79.0,,remedy_supported,79.0,4.0,4.0,7.0,0,6
233:72,233,4,72,73.0,,73.0,,75.0,,75.0,,76.0,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.9428233412253924,True,0.4162920712285151,,76.0,,,,34.0,35.0,1,6
4:84,4,3,84,87.0,106.0,87.0,,89.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.5470459784598544,True,0.40760183202748823,,89.0,,,,20.0,23.0,1,7
8:84,8,4,84,84.0,,84.0,,86.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.8381198283931675,True,0.4162920712285151,,86.0,,,,23.0,23.0,1,7
20:84,20,4,84,86.0,,86.0,,88.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.5576863481854355,True,0.4162920712285151,,88.0,,,,21.0,23.0,1,7
61:84,61,3,84,84.0,84.0,,86.0,,,,87.0,,successful,unused,87.0,d,1.0,d,resolved,0.6937211515675494,True,0.40760183202748823,87.0,,remedy_supported,87.0,3.0,3.0,3.0,1,7
77:84,77,0,84,84.0,87.0,84.0,89.0,86.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3232596540277535,True,0.47042565019858995,89.0,86.0,no_remedy,,,23.0,23.0,2,7
78:84,78,4,84,87.0,87.0,,89.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.35891540141045275,False,0.4162920712285151,89.0,,no_remedy,,,20.0,23.0,1,7
92:84,92,1,84,85.0,90.0,85.0,92.0,87.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.42494295992882947,True,0.5994915417836008,92.0,87.0,no_remedy,,,22.0,23.0,0,7
100:84,100,0,84,86.0,86.0,,88.0,,,,89.0,,successful,unused,89.0,d,1.0,d,resolved,0.27749433880172836,False,0.47042565019858995,89.0,,remedy_supported,89.0,3.0,3.0,5.0,2,7
112:84,112,3,84,85.0,85.0,,87.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3914871717849809,False,0.40760183202748823,87.0,,no_remedy,,,22.0,23.0,1,7
114:84,114,2,84,85.0,107.0,85.0,,87.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.3349625170012798,True,0.6,,87.0,,,,22.0,23.0,0,7
118:84,118,1,84,84.0,84.0,88.0,86.0,90.0,,90.0,,91.0,closed_unresolved,successful,91.0,e,1.0,d,resolved,0.9005845274844224,True,0.5994915417836008,86.0,91.0,no_remedy,,7.0,7.0,7.0,0,7
120:84,120,0,84,87.0,87.0,,89.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6690268801565683,False,0.47042565019858995,89.0,,no_remedy,,,20.0,23.0,2,7
126:84,126,1,84,86.0,89.0,86.0,91.0,88.0,,,92.0,,successful,closed_unresolved,92.0,d,1.0,e,resolved,0.5789140871485761,True,0.5994915417836008,92.0,88.0,remedy_supported,92.0,6.0,6.0,8.0,0,7
143:84,143,3,84,87.0,87.0,105.0,89.0,107.0,,107.0,90.0,108.0,closed_unresolved,forwarded,,,0.0,d,pending,0.7597066295311998,True,0.40760183202748823,90.0,,remedy_supported,90.0,,20.0,23.0,1,7
151:84,151,5,84,87.0,87.0,,89.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7754225842934206,False,0.506188904761806,89.0,,no_remedy,,,20.0,23.0,2,7
158:84,158,2,84,86.0,,86.0,,88.0,,88.0,,89.0,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.8108014288775767,True,0.6,,89.0,,,,21.0,23.0,0,7
169:84,169,1,84,85.0,85.0,,87.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4013048735450636,True,0.5994915417836008,87.0,,no_remedy,,,22.0,23.0,0,7
183:84,183,0,84,84.0,84.0,87.0,86.0,89.0,,89.0,,90.0,closed_unresolved,successful,90.0,e,1.0,d,resolved,0.6051412981554674,True,0.47042565019858995,86.0,90.0,no_remedy,,6.0,6.0,6.0,2,7
190:84,190,3,84,85.0,85.0,,87.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.46740227315491234,True,0.40760183202748823,87.0,,no_remedy,,,22.0,23.0,1,7
192:84,192,1,84,86.0,86.0,,88.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.32570717100213553,False,0.5994915417836008,88.0,,no_remedy,,,21.0,23.0,0,7
235:84,235,4,84,85.0,85.0,,87.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.28722537146198673,True,0.4162920712285151,87.0,,no_remedy,,,22.0,23.0,1,7
237:84,237,0,84,85.0,,85.0,,87.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.3661977171387589,True,0.47042565019858995,,87.0,,,,22.0,23.0,2,7
238:84,238,2,84,84.0,,84.0,,86.0,,86.0,,87.0,unused,successful,87.0,e,1.0,e,resolved,0.4141424715535795,True,0.6,,87.0,,,3.0,3.0,3.0,0,7
