comparison,policy,domestic_capacity,active_customers,metric,n,difference,low,high
topology_1_minus_6,pooled,12,1,d_eligible_rounds,20,0.0,0.0,0.0
topology_1_minus_6,pooled,12,1,e_eligible_rounds,20,0.0,0.0,0.0
topology_3_minus_6,pooled,12,3,domestic_use,20,0.0,0.0,0.0
topology_3_minus_6,pooled,12,3,customer_use,20,0.0,0.0,0.0
topology_3_minus_6,pooled,12,3,resolved_share,20,0.0,0.0,0.0
topology_3_minus_6,pooled,12,3,d_to_e_all,20,0.0,0.0,0.0
topology_3_minus_6,pooled,12,3,e_to_d_all,20,0.0,0.0,0.0
topology_3_minus_6,pooled,12,3,d_eligible_rounds,20,0.0,0.0,0.0
topology_3_minus_6,pooled,12,3,e_eligible_rounds,20,0.0,0.0,0.0
domestic_2_minus_12,degree,2,1,domestic_use,20,0.0026868613057871304,0.0,0.006234762679775463
domestic_2_minus_12,degree,2,1,customer_use,20,0.10721883812895587,0.08688722470169889,0.1279335639666756
domestic_2_minus_12,degree,2,1,resolved_share,20,-0.021983275700504814,-0.05024008043040672,0.003728082906455444
domestic_2_minus_12,degree,2,1,d_to_e_all,20,0.1072188381289559,0.08606158062328365,0.1274244841188756
domestic_2_minus_12,degree,2,1,e_to_d_all,20,0.002686861305787136,0.0,0.006114059853190274
domestic_2_minus_12,degree,2,1,d_eligible_rounds,20,972.95,894.15,1053.0549999999998
domestic_2_minus_12,degree,2,1,e_eligible_rounds,20,0.0,-0.15,0.15
domestic_6_minus_12,degree,6,1,domestic_use,20,0.0026868613057871304,0.0,0.00617517520842327
domestic_6_minus_12,degree,6,1,customer_use,20,0.03450733376815633,0.014677305045276434,0.0529469622025696
domestic_6_minus_12,degree,6,1,resolved_share,20,-0.014018347772117185,-0.041526611985949695,0.013104866507542636
domestic_6_minus_12,degree,6,1,d_to_e_all,20,0.034507333768156324,0.015952920095107126,0.0529483890114238
domestic_6_minus_12,degree,6,1,e_to_d_all,20,0.002686861305787136,0.0,0.0061736473245424615
domestic_6_minus_12,degree,6,1,d_eligible_rounds,20,220.4,203.59625,238.3025
domestic_6_minus_12,degree,6,1,e_eligible_rounds,20,0.0,-0.15,0.15
domestic_2_minus_12,degree,2,3,domestic_use,20,0.001983744428071038,0.0,0.004157657471549292
domestic_2_minus_12,degree,2,3,customer_use,20,0.10527196722754813,0.08377372092447205,0.12661568626800745
domestic_2_minus_12,degree,2,3,resolved_share,20,-0.01574666676974739,-0.04187909961887855,0.008734517729967722
domestic_2_minus_12,degree,2,3,d_to_e_all,20,0.10527196722754817,0.08410885699935271,0.12765261293928248
domestic_2_minus_12,degree,2,3,e_to_d_all,20,0.0019837444280710504,0.0,0.004537650401913411
domestic_2_minus_12,degree,2,3,d_eligible_rounds,20,971.15,897.98625,1041.9225
domestic_2_minus_12,degree,2,3,e_eligible_rounds,20,-0.1,-0.6,0.4
domestic_6_minus_12,degree,6,3,domestic_use,20,0.0007787502352719688,-0.0011904761904761973,0.003246753246753248
domestic_6_minus_12,degree,6,3,customer_use,20,0.031722025245006655,0.010732202211724043,0.052065276277161614
domestic_6_minus_12,degree,6,3,resolved_share,20,-0.014836795511784132,-0.04017159598914192,0.010892177522352695
domestic_6_minus_12,degree,6,3,d_to_e_all,20,0.031722025245006655,0.011716948182594273,0.05123540130706974
domestic_6_minus_12,degree,6,3,e_to_d_all,20,0.0007787502352719748,-0.0011904761904761904,0.00296001552795027
domestic_6_minus_12,degree,6,3,d_eligible_rounds,20,220.2,203.74875,235.90125
domestic_6_minus_12,degree,6,3,e_eligible_rounds,20,-0.3,-0.7,0.1
domestic_2_minus_12,degree,2,6,domestic_use,20,0.0033750487758971437,0.0006097560975609817,0.0069233830503183744
domestic_2_minus_12,degree,2,6,customer_use,20,0.10407069259575752,0.08334988280477938,0.1263843102115276
domestic_2_minus_12,degree,2,6,resolved_share,20,-0.015950477440660794,-0.04428453246185936,0.01530436682761739
domestic_2_minus_12,degree,2,6,d_to_e_all,20,0.10407069259575756,0.08370088042108466,0.12423130650002809
domestic_2_minus_12,degree,2,6,e_to_d_all,20,0.0033750487758971307,0.0006097560975609747,0.006826877929422992
domestic_2_minus_12,degree,2,6,d_eligible_rounds,20,981.55,904.1975,1056.95625
