comparison,policy,domestic_capacity,active_customers,metric,n,difference,low,high
topology_effect_degree_minus_equal,degree,6,1,d_to_e_all,2,0.01556629092860981,-0.012345679012345678,0.0434782608695653
topology_effect_degree_minus_equal,degree,6,1,e_to_d_all,2,0.00107353730542135,-0.012345679012345701,0.0144927536231884
topology_effect_degree_minus_equal,degree,6,1,d_eligible_rounds,2,-13.5,-36.0,9.0
topology_effect_degree_minus_equal,degree,6,1,e_eligible_rounds,2,-302.5,-384.0,-221.0
topology_effect_degree_minus_equal,degree,12,1,domestic_use,2,-0.005099302200751499,-0.024691358024691357,0.01449275362318836
topology_effect_degree_minus_equal,degree,12,1,customer_use,2,-0.03918411164787977,-0.04938271604938271,-0.02898550724637683
topology_effect_degree_minus_equal,degree,12,1,resolved_share,2,-0.02898550724637683,-0.05797101449275366,0.0
topology_effect_degree_minus_equal,degree,12,1,d_to_e_all,2,-0.03918411164787983,-0.04938271604938277,-0.028985507246376885
topology_effect_degree_minus_equal,degree,12,1,e_to_d_all,2,-0.005099302200751499,-0.0246913580246914,0.0144927536231884
topology_effect_degree_minus_equal,degree,12,1,d_eligible_rounds,2,-2.0,-10.0,6.0
topology_effect_degree_minus_equal,degree,12,1,e_eligible_rounds,2,-330.0,-431.0,-229.0
