variant,dependence_mean,group,period,metric,n,mean,low,high
limited_access,0.3,all,early,d_to_e,2,0.15650406504065034,0.1463414634146341,0.1666666666666666
limited_access,0.3,all,early,firm_equal_resolved,2,0.40922619047619047,0.3928571428571428,0.4255952380952381
limited_access,0.3,all,late,domestic_use,2,0.7551495016611296,0.7428571428571429,0.7674418604651163
limited_access,0.3,all,late,customer_use,2,0.5558139534883721,0.5116279069767442,0.6
limited_access,0.3,all,late,resolved,2,0.3431893687707641,0.3142857142857143,0.3720930232558139
limited_access,0.3,all,late,customer_success,2,0.11580086580086575,0.0952380952380952,0.1363636363636363
limited_access,0.3,all,late,first_customer,2,0.37707641196013286,0.3255813953488372,0.4285714285714285
limited_access,0.3,all,late,both_use,2,0.38870431893687707,0.3488372093023256,0.4285714285714285
limited_access,0.3,all,late,d_to_e,2,0.17873754152823915,0.1714285714285714,0.1860465116279069
limited_access,0.3,all,late,firm_equal_resolved,2,0.34229497354497346,0.3156746031746031,0.3689153439153438
limited_access,0.3,high,early,domestic_use,2,0.9296536796536796,0.9047619047619048,0.9545454545454546
limited_access,0.3,high,early,customer_use,2,0.5800865800865801,0.5238095238095238,0.6363636363636364
limited_access,0.3,high,early,resolved,2,0.39610389610389607,0.3636363636363636,0.4285714285714285
limited_access,0.3,high,early,customer_success,2,0.0909090909090909,0.0,0.1818181818181818
limited_access,0.3,high,early,first_customer,2,0.37229437229437223,0.3636363636363636,0.3809523809523809
limited_access,0.3,high,early,both_use,2,0.5097402597402597,0.4285714285714285,0.5909090909090909
limited_access,0.3,high,early,d_to_e,2,0.185064935064935,0.1428571428571428,0.2272727272727272
limited_access,0.3,high,early,firm_equal_resolved,2,0.40178571428571425,0.369047619047619,0.4345238095238095
limited_access,0.3,high,late,domestic_use,2,0.6985294117647058,0.6470588235294118,0.75
limited_access,0.3,high,late,customer_use,2,0.5735294117647058,0.5,0.6470588235294118
limited_access,0.3,high,late,resolved,2,0.31323529411764706,0.1764705882352941,0.45
limited_access,0.3,high,late,customer_success,2,0.09545454545454546,0.0909090909090909,0.1
limited_access,0.3,high,late,first_customer,2,0.4647058823529412,0.4,0.5294117647058824
limited_access,0.3,high,late,both_use,2,0.32647058823529407,0.3,0.3529411764705882
limited_access,0.3,high,late,d_to_e,2,0.10882352941176471,0.1,0.1176470588235294
limited_access,0.3,high,late,firm_equal_resolved,2,0.3142857142857143,0.1916666666666666,0.4369047619047619
limited_access,0.3,high_tail,early,domestic_use,2,0.9666666666666666,0.9333333333333332,1.0
limited_access,0.3,high_tail,early,customer_use,2,0.6076923076923078,0.6,0.6153846153846154
limited_access,0.3,high_tail,early,resolved,2,0.36410256410256403,0.2666666666666666,0.4615384615384615
limited_access,0.3,high_tail,early,customer_success,2,0.0625,0.0,0.125
limited_access,0.3,high_tail,early,first_customer,2,0.3589743589743589,0.3333333333333333,0.3846153846153846
limited_access,0.3,high_tail,early,both_use,2,0.5743589743589743,0.5333333333333333,0.6153846153846154
limited_access,0.3,high_tail,early,d_to_e,2,0.24871794871794867,0.2307692307692307,0.2666666666666666
limited_access,0.3,high_tail,early,firm_equal_resolved,2,0.36607142857142855,0.2678571428571428,0.4642857142857143
limited_access,0.3,high_tail,late,domestic_use,2,0.7,0.6666666666666666,0.7333333333333333
limited_access,0.3,high_tail,late,customer_use,2,0.45555555555555555,0.4444444444444444,0.4666666666666667
limited_access,0.3,high_tail,late,resolved,2,0.34444444444444444,0.2222222222222222,0.4666666666666667
limited_access,0.3,high_tail,late,customer_success,2,0.1964285714285714,0.1428571428571428,0.25
limited_access,0.3,high_tail,late,first_customer,2,0.3111111111111111,0.2222222222222222,0.4
limited_access,0.3,high_tail,late,both_use,2,0.2444444444444444,0.2222222222222222,0.2666666666666666
limited_access,0.3,high_tail,late,d_to_e,2,0.1444444444444444,0.0666666666666666,0.2222222222222222
limited_access,0.3,high_tail,late,firm_equal_resolved,2,0.3401785714285714,0.225,0.4553571428571428
limited_access,0.3,low,early,domestic_use,2,0.85,0.85,0.85
limited_access,0.3,low,early,customer_use,2,0.425,0.35,0.5
limited_access,0.3,low,early,resolved,2,0.4,0.4,0.4
limited_access,0.3,low,early,customer_success,2,0.19285714285714284,0.1,0.2857142857142857
limited_access,0.3,low,early,first_customer,2,0.3,0.25,0.35
limited_access,0.3,low,early,both_use,2,0.275,0.2,0.35
limited_access,0.3,low,early,d_to_e,2,0.125,0.1,0.15
limited_access,0.3,low,early,firm_equal_resolved,2,0.4166666666666667,0.4166666666666667,0.4166666666666667
limited_access,0.3,low,late,domestic_use,2,0.8079710144927537,0.782608695652174,0.8333333333333334
limited_access,0.3,low,late,customer_use,2,0.538647342995169,0.5217391304347826,0.5555555555555556
limited_access,0.3,low,late,resolved,2,0.3743961352657005,0.3043478260869565,0.4444444444444444
limited_access,0.3,low,late,customer_success,2,0.1333333333333333,0.1,0.1666666666666666
limited_access,0.3,low,late,first_customer,2,0.2971014492753623,0.2608695652173913,0.3333333333333333
limited_access,0.3,low,late,both_use,2,0.44565217391304346,0.391304347826087,0.5
limited_access,0.3,low,late,d_to_e,2,0.24154589371980675,0.2222222222222222,0.2608695652173913
limited_access,0.3,low,late,firm_equal_resolved,2,0.37030423280423275,0.3009259259259259,0.4396825396825397
limited_access,0.3,low_tail,early,domestic_use,2,0.7857142857142857,0.7857142857142857,0.7857142857142857
limited_access,0.3,low_tail,early,customer_use,2,0.5714285714285714,0.5,0.6428571428571429
