cohort,onset,followup,population,cases,domestic_users,customer_users,first_d,first_e,first_both,no_submission,domestic_use,customer_use,both_use,d_to_e,e_to_d,resolved,unresolved,customer_minus_domestic,scenario,seed
6,36,24,all,17,14,9,0.5294117647058824,0.35294117647058826,0.0,0.11764705882352941,0.8235294117647058,0.5294117647058824,0.47058823529411764,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.9411764705882353,-0.2941176470588235,domestic_tight,1
6,36,24,both_reachable,13,10,9,0.38461538461538464,0.46153846153846156,0.0,0.15384615384615385,0.7692307692307693,0.6923076923076923,0.6153846153846154,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.9230769230769231,-0.07692307692307698,domestic_tight,1
7,42,24,all,18,15,12,0.3333333333333333,0.6666666666666666,0.0,0.0,0.8333333333333334,0.6666666666666666,0.5,0.0,0.5,0.1111111111111111,0.8888888888888888,-0.16666666666666674,domestic_tight,1
7,42,24,both_reachable,14,11,12,0.14285714285714285,0.8571428571428571,0.0,0.0,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.0,0.6428571428571429,0.14285714285714285,0.8571428571428571,0.0714285714285714,domestic_tight,1
0,0,24,all,24,21,12,0.75,0.25,0.0,0.0,0.875,0.5,0.375,0.25,0.125,0.375,0.625,-0.375,customer_tight,1
0,0,24,both_reachable,18,15,12,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3888888888888889,0.6111111111111112,-0.16666666666666674,customer_tight,1
1,6,24,all,18,16,11,0.5,0.5,0.0,0.0,0.8888888888888888,0.6111111111111112,0.5,0.1111111111111111,0.3888888888888889,0.4444444444444444,0.5555555555555556,-0.2777777777777777,customer_tight,1
1,6,24,both_reachable,14,12,11,0.35714285714285715,0.6428571428571429,0.0,0.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.14285714285714285,0.5,0.42857142857142855,0.5714285714285714,-0.0714285714285714,customer_tight,1
2,12,24,all,20,18,10,0.7,0.25,0.0,0.05,0.9,0.5,0.45,0.25,0.2,0.3,0.7,-0.4,customer_tight,1
2,12,24,both_reachable,13,11,10,0.5384615384615384,0.38461538461538464,0.0,0.07692307692307693,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.7692307692307693,-0.07692307692307687,customer_tight,1
3,18,24,all,18,13,10,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.5555555555555556,0.4444444444444444,-0.16666666666666663,customer_tight,1
3,18,24,both_reachable,14,9,10,0.5,0.5,0.0,0.0,0.6428571428571429,0.7142857142857143,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.35714285714285715,0.0714285714285714,customer_tight,1
4,24,24,all,14,13,10,0.5714285714285714,0.42857142857142855,0.0,0.0,0.9285714285714286,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5714285714285714,-0.2142857142857143,customer_tight,1
4,24,24,both_reachable,11,10,10,0.45454545454545453,0.5454545454545454,0.0,0.0,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.0,customer_tight,1
5,30,24,all,17,13,10,0.5294117647058824,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.7647058823529411,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.17647058823529413,0.47058823529411764,0.5294117647058824,-0.17647058823529405,customer_tight,1
5,30,24,both_reachable,14,12,10,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.5,0.5,-0.1428571428571428,customer_tight,1
6,36,24,all,17,14,10,0.6470588235294118,0.35294117647058826,0.0,0.0,0.8235294117647058,0.5882352941176471,0.4117647058823529,0.23529411764705882,0.17647058823529413,0.29411764705882354,0.7058823529411765,-0.23529411764705876,customer_tight,1
6,36,24,both_reachable,13,10,10,0.5384615384615384,0.46153846153846156,0.0,0.0,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.3076923076923077,0.6923076923076923,0.0,customer_tight,1
7,42,24,all,18,13,12,0.5,0.4444444444444444,0.0,0.05555555555555555,0.7222222222222222,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5555555555555556,-0.05555555555555558,customer_tight,1
7,42,24,both_reachable,14,9,12,0.35714285714285715,0.5714285714285714,0.0,0.07142857142857142,0.6428571428571429,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.6428571428571429,0.2142857142857142,customer_tight,1
0,0,24,all,24,23,12,0.75,0.16666666666666666,0.08333333333333333,0.0,0.9583333333333334,0.5,0.4583333333333333,0.25,0.125,0.4166666666666667,0.5833333333333334,-0.45833333333333337,cost_low,1
0,0,24,both_reachable,18,17,12,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.9444444444444444,0.6666666666666666,0.6111111111111112,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.5555555555555556,-0.2777777777777778,cost_low,1
1,6,24,all,18,17,12,0.5,0.5,0.0,0.0,0.9444444444444444,0.6666666666666666,0.6111111111111112,0.16666666666666666,0.4444444444444444,0.3888888888888889,0.6111111111111112,-0.2777777777777778,cost_low,1
1,6,24,both_reachable,14,13,12,0.35714285714285715,0.6428571428571429,0.0,0.0,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.21428571428571427,0.5714285714285714,0.35714285714285715,0.6428571428571429,-0.07142857142857151,cost_low,1
2,12,24,all,20,19,11,0.75,0.25,0.0,0.0,0.95,0.55,0.5,0.3,0.2,0.35,0.65,-0.3999999999999999,cost_low,1
2,12,24,both_reachable,13,12,11,0.6153846153846154,0.38461538461538464,0.0,0.0,0.9230769230769231,0.8461538461538461,0.7692307692307693,0.46153846153846156,0.3076923076923077,0.38461538461538464,0.6153846153846154,-0.07692307692307698,cost_low,1
3,18,24,all,18,14,11,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.0,0.7777777777777778,0.6111111111111112,0.3888888888888889,0.16666666666666666,0.16666666666666666,0.6111111111111112,0.3888888888888889,-0.16666666666666663,cost_low,1
3,18,24,both_reachable,14,10,11,0.42857142857142855,0.5,0.07142857142857142,0.0,0.7142857142857143,0.7857142857142857,0.5,0.21428571428571427,0.21428571428571427,0.6428571428571429,0.35714285714285715,0.0714285714285714,cost_low,1
4,24,24,all,14,13,9,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0,0.9285714285714286,0.6428571428571429,0.5714285714285714,0.21428571428571427,0.2857142857142857,0.42857142857142855,0.5714285714285714,-0.2857142857142857,cost_low,1
4,24,24,both_reachable,11,10,9,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.6363636363636364,-0.09090909090909083,cost_low,1
5,30,24,all,17,15,11,0.47058823529411764,0.47058823529411764,0.058823529411764705,0.0,0.8823529411764706,0.6470588235294118,0.5294117647058824,0.11764705882352941,0.35294117647058826,0.4117647058823529,0.5882352941176471,-0.23529411764705876,cost_low,1
5,30,24,both_reachable,14,12,11,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,-0.0714285714285714,cost_low,1
6,36,24,all,17,15,10,0.6470588235294118,0.35294117647058826,0.0,0.0,0.8823529411764706,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.23529411764705882,0.4117647058823529,0.5882352941176471,-0.2941176470588235,cost_low,1
6,36,24,both_reachable,13,11,10,0.5384615384615384,0.46153846153846156,0.0,0.0,0.8461538461538461,0.7692307692307693,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.6153846153846154,-0.07692307692307687,cost_low,1
7,42,24,all,18,16,13,0.5,0.5,0.0,0.0,0.8888888888888888,0.7222222222222222,0.6111111111111112,0.2222222222222222,0.3888888888888889,0.6666666666666666,0.3333333333333333,-0.16666666666666663,cost_low,1
7,42,24,both_reachable,14,12,13,0.35714285714285715,0.6428571428571429,0.0,0.0,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.2857142857142857,0.5,0.6428571428571429,0.35714285714285715,0.07142857142857151,cost_low,1
0,0,24,all,24,19,12,0.7083333333333334,0.2916666666666667,0.0,0.0,0.7916666666666666,0.5,0.2916666666666667,0.20833333333333334,0.08333333333333333,0.375,0.625,-0.29166666666666663,cost_high,1
0,0,24,both_reachable,18,13,12,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.6666666666666666,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.3888888888888889,0.6111111111111112,-0.05555555555555558,cost_high,1
1,6,24,all,18,13,11,0.4444444444444444,0.5,0.0,0.05555555555555555,0.7222222222222222,0.6111111111111112,0.3888888888888889,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.6666666666666666,-0.11111111111111105,cost_high,1
1,6,24,both_reachable,14,10,11,0.35714285714285715,0.6428571428571429,0.0,0.0,0.7142857142857143,0.7857142857142857,0.5,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.7142857142857143,0.0714285714285714,cost_high,1
2,12,24,all,20,13,10,0.55,0.2,0.0,0.25,0.65,0.5,0.4,0.3,0.1,0.1,0.9,-0.15000000000000002,cost_high,1
2,12,24,both_reachable,13,9,10,0.5384615384615384,0.3076923076923077,0.0,0.15384615384615385,0.6923076923076923,0.7692307692307693,0.6153846153846154,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.9230769230769231,0.07692307692307698,cost_high,1
3,18,24,all,18,10,10,0.5,0.4444444444444444,0.0,0.05555555555555555,0.5555555555555556,0.5555555555555556,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.4444444444444444,0.5555555555555556,0.0,cost_high,1
3,18,24,both_reachable,14,7,10,0.42857142857142855,0.5714285714285714,0.0,0.0,0.5,0.7142857142857143,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.5,0.5,0.2142857142857143,cost_high,1
4,24,24,all,14,11,9,0.42857142857142855,0.5,0.0,0.07142857142857142,0.7857142857142857,0.6428571428571429,0.5,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.7142857142857143,-0.1428571428571428,cost_high,1
4,24,24,both_reachable,11,8,9,0.2727272727272727,0.6363636363636364,0.0,0.09090909090909091,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.7272727272727273,0.09090909090909094,cost_high,1
5,30,24,all,17,15,9,0.5882352941176471,0.35294117647058826,0.0,0.058823529411764705,0.8823529411764706,0.5294117647058824,0.47058823529411764,0.17647058823529413,0.29411764705882354,0.29411764705882354,0.7058823529411765,-0.3529411764705882,cost_high,1
5,30,24,both_reachable,14,13,9,0.5714285714285714,0.42857142857142855,0.0,0.0,0.9285714285714286,0.6428571428571429,0.5714285714285714,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.6428571428571429,-0.2857142857142857,cost_high,1
6,36,24,all,17,15,7,0.6470588235294118,0.35294117647058826,0.0,0.0,0.8823529411764706,0.4117647058823529,0.29411764705882354,0.058823529411764705,0.23529411764705882,0.47058823529411764,0.5294117647058824,-0.47058823529411764,cost_high,1
6,36,24,both_reachable,13,11,7,0.5384615384615384,0.46153846153846156,0.0,0.0,0.8461538461538461,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.5384615384615384,0.46153846153846156,-0.3076923076923077,cost_high,1
7,42,24,all,18,14,11,0.4444444444444444,0.5,0.0,0.05555555555555555,0.7777777777777778,0.6111111111111112,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.5555555555555556,-0.16666666666666663,cost_high,1
7,42,24,both_reachable,14,10,11,0.2857142857142857,0.6428571428571429,0.0,0.07142857142857142,0.7142857142857143,0.7857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.35714285714285715,0.6428571428571429,0.0714285714285714,cost_high,1
0,0,24,all,21,15,10,0.5714285714285714,0.3333333333333333,0.0,0.09523809523809523,0.7142857142857143,0.47619047619047616,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.47619047619047616,0.5238095238095238,-0.23809523809523814,base,2
0,0,24,both_reachable,18,13,10,0.5555555555555556,0.3888888888888889,0.0,0.05555555555555555,0.7222222222222222,0.5555555555555556,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.5,-0.16666666666666663,base,2
1,6,24,all,21,14,11,0.5238095238095238,0.38095238095238093,0.0,0.09523809523809523,0.6666666666666666,0.5238095238095238,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.23809523809523808,0.7619047619047619,-0.1428571428571428,base,2
1,6,24,both_reachable,14,8,11,0.35714285714285715,0.5714285714285714,0.0,0.07142857142857142,0.5714285714285714,0.7857142857142857,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.7142857142857143,0.2142857142857143,base,2
2,12,24,all,21,17,14,0.42857142857142855,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.8095238095238095,0.6666666666666666,0.5238095238095238,0.14285714285714285,0.3333333333333333,0.5238095238095238,0.47619047619047616,-0.1428571428571429,base,2
2,12,24,both_reachable,17,14,14,0.35294117647058826,0.5882352941176471,0.058823529411764705,0.0,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.17647058823529413,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.0,base,2
3,18,24,all,17,13,8,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.0,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.17647058823529413,0.0,0.5882352941176471,0.4117647058823529,-0.2941176470588235,base,2
3,18,24,both_reachable,11,7,8,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.2727272727272727,0.0,0.7272727272727273,0.2727272727272727,0.09090909090909094,base,2
4,24,24,all,20,16,12,0.45,0.45,0.05,0.05,0.8,0.6,0.45,0.1,0.3,0.5,0.5,-0.20000000000000007,base,2
4,24,24,both_reachable,15,12,12,0.3333333333333333,0.6,0.06666666666666667,0.0,0.8,0.8,0.6,0.13333333333333333,0.4,0.4666666666666667,0.5333333333333333,0.0,base,2
5,30,24,all,21,16,10,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.7619047619047619,0.47619047619047616,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.6666666666666666,-0.2857142857142857,base,2
5,30,24,both_reachable,16,12,10,0.5625,0.4375,0.0,0.0,0.75,0.625,0.375,0.1875,0.1875,0.3125,0.6875,-0.125,base,2
6,36,24,all,19,18,10,0.5789473684210527,0.42105263157894735,0.0,0.0,0.9473684210526315,0.5263157894736842,0.47368421052631576,0.10526315789473684,0.3684210526315789,0.631578947368421,0.3684210526315789,-0.42105263157894735,base,2
6,36,24,both_reachable,16,15,10,0.5,0.5,0.0,0.0,0.9375,0.625,0.5625,0.125,0.4375,0.5625,0.4375,-0.3125,base,2
7,42,24,all,16,14,6,0.6875,0.25,0.0,0.0625,0.875,0.375,0.3125,0.125,0.1875,0.3125,0.6875,-0.5,base,2
7,42,24,both_reachable,13,12,6,0.6923076923076923,0.3076923076923077,0.0,0.0,0.9230769230769231,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.6923076923076923,-0.46153846153846156,base,2
0,0,24,all,21,14,10,0.5238095238095238,0.3333333333333333,0.0,0.14285714285714285,0.6666666666666666,0.47619047619047616,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.47619047619047616,0.5238095238095238,-0.19047619047619047,no_social,2
0,0,24,both_reachable,18,13,10,0.5555555555555556,0.3888888888888889,0.0,0.05555555555555555,0.7222222222222222,0.5555555555555556,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.5,-0.16666666666666663,no_social,2
1,6,24,all,21,13,11,0.5238095238095238,0.38095238095238093,0.0,0.09523809523809523,0.6190476190476191,0.5238095238095238,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.3333333333333333,0.6666666666666666,-0.09523809523809523,no_social,2
1,6,24,both_reachable,14,8,11,0.42857142857142855,0.5714285714285714,0.0,0.0,0.5714285714285714,0.7857142857142857,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.2142857142857143,no_social,2
2,12,24,all,21,14,12,0.47619047619047616,0.42857142857142855,0.0,0.09523809523809523,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.42857142857142855,0.5714285714285714,-0.09523809523809523,no_social,2
2,12,24,both_reachable,17,12,12,0.47058823529411764,0.5294117647058824,0.0,0.0,0.7058823529411765,0.7058823529411765,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.47058823529411764,0.5294117647058824,0.0,no_social,2
3,18,24,all,17,12,7,0.5882352941176471,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.7058823529411765,0.4117647058823529,0.29411764705882354,0.17647058823529413,0.0,0.4117647058823529,0.5882352941176471,-0.2941176470588236,no_social,2
3,18,24,both_reachable,11,8,7,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.6363636363636364,0.45454545454545453,0.2727272727272727,0.0,0.45454545454545453,0.5454545454545454,-0.09090909090909094,no_social,2
4,24,24,all,20,14,12,0.5,0.35,0.1,0.05,0.7,0.6,0.35,0.15,0.1,0.55,0.45,-0.09999999999999998,no_social,2
4,24,24,both_reachable,15,9,12,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.6,0.8,0.4666666666666667,0.2,0.13333333333333333,0.5333333333333333,0.4666666666666667,0.20000000000000007,no_social,2
5,30,24,all,21,11,9,0.42857142857142855,0.3333333333333333,0.0,0.23809523809523808,0.5238095238095238,0.42857142857142855,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.7619047619047619,-0.09523809523809529,no_social,2
5,30,24,both_reachable,16,9,9,0.4375,0.4375,0.0,0.125,0.5625,0.5625,0.25,0.125,0.125,0.25,0.75,0.0,no_social,2
6,36,24,all,19,11,10,0.3684210526315789,0.47368421052631576,0.0,0.15789473684210525,0.5789473684210527,0.5263157894736842,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.5263157894736842,0.47368421052631576,-0.052631578947368474,no_social,2
6,36,24,both_reachable,16,9,10,0.3125,0.5625,0.0,0.125,0.5625,0.625,0.3125,0.0625,0.25,0.5,0.5,0.0625,no_social,2
7,42,24,all,16,13,6,0.6875,0.25,0.0,0.0625,0.8125,0.375,0.25,0.125,0.125,0.375,0.625,-0.4375,no_social,2
7,42,24,both_reachable,13,11,6,0.6923076923076923,0.3076923076923077,0.0,0.0,0.8461538461538461,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.6153846153846154,-0.3846153846153846,no_social,2
0,0,24,all,21,15,10,0.5714285714285714,0.3333333333333333,0.0,0.09523809523809523,0.7142857142857143,0.47619047619047616,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.47619047619047616,0.5238095238095238,-0.23809523809523814,no_outcomes,2
0,0,24,both_reachable,18,13,10,0.5555555555555556,0.3888888888888889,0.0,0.05555555555555555,0.7222222222222222,0.5555555555555556,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.5,-0.16666666666666663,no_outcomes,2
1,6,24,all,21,13,11,0.5238095238095238,0.38095238095238093,0.0,0.09523809523809523,0.6190476190476191,0.5238095238095238,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.3333333333333333,0.6666666666666666,-0.09523809523809523,no_outcomes,2
1,6,24,both_reachable,14,8,11,0.42857142857142855,0.5714285714285714,0.0,0.0,0.5714285714285714,0.7857142857142857,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.2142857142857143,no_outcomes,2
2,12,24,all,21,14,12,0.47619047619047616,0.42857142857142855,0.0,0.09523809523809523,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.42857142857142855,0.5714285714285714,-0.09523809523809523,no_outcomes,2
2,12,24,both_reachable,17,12,12,0.47058823529411764,0.5294117647058824,0.0,0.0,0.7058823529411765,0.7058823529411765,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.47058823529411764,0.5294117647058824,0.0,no_outcomes,2
3,18,24,all,17,12,7,0.5882352941176471,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.7058823529411765,0.4117647058823529,0.29411764705882354,0.17647058823529413,0.0,0.4117647058823529,0.5882352941176471,-0.2941176470588236,no_outcomes,2
3,18,24,both_reachable,11,8,7,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.6363636363636364,0.45454545454545453,0.2727272727272727,0.0,0.45454545454545453,0.5454545454545454,-0.09090909090909094,no_outcomes,2
4,24,24,all,20,14,13,0.5,0.4,0.1,0.0,0.7,0.65,0.35,0.15,0.1,0.55,0.45,-0.04999999999999993,no_outcomes,2
4,24,24,both_reachable,15,9,13,0.3333333333333333,0.5333333333333333,0.13333333333333333,0.0,0.6,0.8666666666666667,0.4666666666666667,0.2,0.13333333333333333,0.5333333333333333,0.4666666666666667,0.2666666666666667,no_outcomes,2
5,30,24,all,21,11,10,0.42857142857142855,0.38095238095238093,0.0,0.19047619047619047,0.5238095238095238,0.47619047619047616,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.7619047619047619,-0.04761904761904767,no_outcomes,2
5,30,24,both_reachable,16,9,10,0.4375,0.5,0.0,0.0625,0.5625,0.625,0.25,0.125,0.125,0.25,0.75,0.0625,no_outcomes,2
6,36,24,all,19,11,10,0.3684210526315789,0.47368421052631576,0.0,0.15789473684210525,0.5789473684210527,0.5263157894736842,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.5263157894736842,0.47368421052631576,-0.052631578947368474,no_outcomes,2
6,36,24,both_reachable,16,9,10,0.3125,0.5625,0.0,0.125,0.5625,0.625,0.3125,0.0625,0.25,0.5,0.5,0.0625,no_outcomes,2
7,42,24,all,16,13,6,0.6875,0.25,0.0,0.0625,0.8125,0.375,0.25,0.125,0.125,0.375,0.625,-0.4375,no_outcomes,2
7,42,24,both_reachable,13,11,6,0.6923076923076923,0.3076923076923077,0.0,0.0,0.8461538461538461,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.6153846153846154,-0.3846153846153846,no_outcomes,2
0,0,24,all,21,16,10,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.7619047619047619,0.47619047619047616,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.47619047619047616,0.5238095238095238,-0.2857142857142857,no_actions,2
0,0,24,both_reachable,18,14,10,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.5,-0.2222222222222222,no_actions,2
1,6,24,all,21,14,10,0.5714285714285714,0.3333333333333333,0.0,0.09523809523809523,0.6666666666666666,0.47619047619047616,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.2857142857142857,0.7142857142857143,-0.19047619047619047,no_actions,2
1,6,24,both_reachable,14,8,10,0.42857142857142855,0.5,0.0,0.07142857142857142,0.5714285714285714,0.7142857142857143,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.6428571428571429,0.1428571428571429,no_actions,2
2,12,24,all,21,17,14,0.42857142857142855,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.8095238095238095,0.6666666666666666,0.5238095238095238,0.14285714285714285,0.3333333333333333,0.47619047619047616,0.5238095238095238,-0.1428571428571429,no_actions,2
2,12,24,both_reachable,17,14,14,0.35294117647058826,0.5882352941176471,0.058823529411764705,0.0,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.17647058823529413,0.4117647058823529,0.5294117647058824,0.47058823529411764,0.0,no_actions,2
3,18,24,all,17,13,8,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.0,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.17647058823529413,0.0,0.6470588235294118,0.35294117647058826,-0.2941176470588235,no_actions,2
3,18,24,both_reachable,11,7,8,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.2727272727272727,0.0,0.7272727272727273,0.2727272727272727,0.09090909090909094,no_actions,2
4,24,24,all,20,15,12,0.5,0.45,0.0,0.05,0.75,0.6,0.4,0.15,0.25,0.5,0.5,-0.15000000000000002,no_actions,2
4,24,24,both_reachable,15,11,12,0.4,0.6,0.0,0.0,0.7333333333333333,0.8,0.5333333333333333,0.2,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.06666666666666676,no_actions,2
5,30,24,all,21,17,10,0.6190476190476191,0.38095238095238093,0.0,0.0,0.8095238095238095,0.47619047619047616,0.2857142857142857,0.09523809523809523,0.19047619047619047,0.5238095238095238,0.47619047619047616,-0.33333333333333337,no_actions,2
5,30,24,both_reachable,16,12,10,0.5,0.5,0.0,0.0,0.75,0.625,0.375,0.125,0.25,0.4375,0.5625,-0.125,no_actions,2
6,36,24,all,19,18,10,0.631578947368421,0.3684210526315789,0.0,0.0,0.9473684210526315,0.5263157894736842,0.47368421052631576,0.15789473684210525,0.3157894736842105,0.5789473684210527,0.42105263157894735,-0.42105263157894735,no_actions,2
6,36,24,both_reachable,16,15,10,0.5625,0.4375,0.0,0.0,0.9375,0.625,0.5625,0.1875,0.375,0.5,0.5,-0.3125,no_actions,2
7,42,24,all,16,15,6,0.75,0.25,0.0,0.0,0.9375,0.375,0.3125,0.125,0.1875,0.375,0.625,-0.5625,no_actions,2
7,42,24,both_reachable,13,12,6,0.6923076923076923,0.3076923076923077,0.0,0.0,0.9230769230769231,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.6923076923076923,-0.46153846153846156,no_actions,2
0,0,24,all,21,15,11,0.5714285714285714,0.3333333333333333,0.0,0.09523809523809523,0.7142857142857143,0.5238095238095238,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.5238095238095238,0.47619047619047616,-0.19047619047619047,network_ws,2
0,0,24,both_reachable,18,13,11,0.5555555555555556,0.3888888888888889,0.0,0.05555555555555555,0.7222222222222222,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.16666666666666666,0.5,0.5,-0.11111111111111105,network_ws,2
1,6,24,all,21,14,11,0.5238095238095238,0.38095238095238093,0.0,0.09523809523809523,0.6666666666666666,0.5238095238095238,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.38095238095238093,0.6190476190476191,-0.1428571428571428,network_ws,2
1,6,24,both_reachable,14,9,11,0.42857142857142855,0.5714285714285714,0.0,0.0,0.6428571428571429,0.7857142857142857,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.5,0.5,0.1428571428571428,network_ws,2
2,12,24,all,21,17,13,0.6190476190476191,0.38095238095238093,0.0,0.0,0.8095238095238095,0.6190476190476191,0.42857142857142855,0.23809523809523808,0.19047619047619047,0.5238095238095238,0.47619047619047616,-0.19047619047619047,network_ws,2
2,12,24,both_reachable,17,13,13,0.5294117647058824,0.47058823529411764,0.0,0.0,0.7647058823529411,0.7647058823529411,0.5294117647058824,0.29411764705882354,0.23529411764705882,0.5882352941176471,0.4117647058823529,0.0,network_ws,2
