cohort,onset,followup,population,cases,domestic_users,customer_users,first_d,first_e,first_both,no_submission,domestic_use,customer_use,both_use,d_to_e,e_to_d,resolved,unresolved,customer_minus_domestic,scenario,seed
0,0,24,all,21,16,8,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.7619047619047619,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.2857142857142857,0.7142857142857143,-0.38095238095238093,no_actions,8
0,0,24,both_reachable,12,8,8,0.4166666666666667,0.5833333333333334,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.25,0.5,0.5,0.0,no_actions,8
1,6,24,all,18,13,8,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.5,0.5,-0.2777777777777778,no_actions,8
1,6,24,both_reachable,11,6,8,0.36363636363636365,0.6363636363636364,0.0,0.0,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.36363636363636365,0.18181818181818188,no_actions,8
2,12,24,all,22,16,12,0.5,0.45454545454545453,0.0,0.045454545454545456,0.7272727272727273,0.5454545454545454,0.3181818181818182,0.09090909090909091,0.22727272727272727,0.5454545454545454,0.45454545454545453,-0.18181818181818188,no_actions,8
2,12,24,both_reachable,14,9,12,0.2857142857142857,0.7142857142857143,0.0,0.0,0.6428571428571429,0.8571428571428571,0.5,0.14285714285714285,0.35714285714285715,0.7142857142857143,0.2857142857142857,0.2142857142857142,no_actions,8
3,18,24,all,21,16,11,0.5238095238095238,0.42857142857142855,0.0,0.047619047619047616,0.7619047619047619,0.5238095238095238,0.3333333333333333,0.09523809523809523,0.23809523809523808,0.23809523809523808,0.7619047619047619,-0.23809523809523803,no_actions,8
3,18,24,both_reachable,13,9,11,0.3076923076923077,0.6923076923076923,0.0,0.0,0.6923076923076923,0.8461538461538461,0.5384615384615384,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.7692307692307693,0.15384615384615385,no_actions,8
4,24,24,all,19,15,10,0.6842105263157895,0.2631578947368421,0.0,0.05263157894736842,0.7894736842105263,0.5263157894736842,0.3684210526315789,0.2631578947368421,0.10526315789473684,0.6842105263157895,0.3157894736842105,-0.26315789473684215,no_actions,8
4,24,24,both_reachable,14,11,10,0.6428571428571429,0.35714285714285715,0.0,0.0,0.7857142857142857,0.7142857142857143,0.5,0.35714285714285715,0.14285714285714285,0.7142857142857143,0.2857142857142857,-0.0714285714285714,no_actions,8
5,30,24,all,18,15,6,0.7222222222222222,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.8333333333333334,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.4444444444444444,0.5555555555555556,-0.5,no_actions,8
5,30,24,both_reachable,9,7,6,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.3333333333333333,-0.11111111111111116,no_actions,8
6,36,24,all,23,20,7,0.6956521739130435,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.8695652173913043,0.30434782608695654,0.30434782608695654,0.13043478260869565,0.13043478260869565,0.2608695652173913,0.7391304347826086,-0.5652173913043478,no_actions,8
6,36,24,both_reachable,13,12,7,0.6153846153846154,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.5384615384615384,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.6923076923076923,-0.3846153846153847,no_actions,8
7,42,24,all,20,16,8,0.65,0.25,0.05,0.05,0.8,0.4,0.25,0.1,0.1,0.25,0.75,-0.4,no_actions,8
7,42,24,both_reachable,9,6,8,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.2222222222222222,no_actions,8
0,0,24,all,21,16,10,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.7619047619047619,0.47619047619047616,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.6666666666666666,-0.2857142857142857,network_ws,8
0,0,24,both_reachable,12,8,10,0.4166666666666667,0.5833333333333334,0.0,0.0,0.6666666666666666,0.8333333333333334,0.5,0.25,0.25,0.5833333333333334,0.4166666666666667,0.16666666666666674,network_ws,8
1,6,24,all,18,13,8,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.6111111111111112,0.3888888888888889,-0.2777777777777778,network_ws,8
1,6,24,both_reachable,11,6,8,0.36363636363636365,0.6363636363636364,0.0,0.0,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.2727272727272727,0.18181818181818188,network_ws,8
2,12,24,all,22,16,12,0.5,0.45454545454545453,0.0,0.045454545454545456,0.7272727272727273,0.5454545454545454,0.3181818181818182,0.09090909090909091,0.22727272727272727,0.5,0.5,-0.18181818181818188,network_ws,8
2,12,24,both_reachable,14,9,12,0.2857142857142857,0.7142857142857143,0.0,0.0,0.6428571428571429,0.8571428571428571,0.5,0.14285714285714285,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.2142857142857142,network_ws,8
3,18,24,all,21,17,9,0.6190476190476191,0.38095238095238093,0.0,0.0,0.8095238095238095,0.42857142857142855,0.23809523809523808,0.047619047619047616,0.19047619047619047,0.38095238095238093,0.6190476190476191,-0.380952380952381,network_ws,8
3,18,24,both_reachable,13,9,9,0.38461538461538464,0.6153846153846154,0.0,0.0,0.6923076923076923,0.6923076923076923,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.7692307692307693,0.0,network_ws,8
4,24,24,all,19,16,9,0.7894736842105263,0.21052631578947367,0.0,0.0,0.8421052631578947,0.47368421052631576,0.3157894736842105,0.2631578947368421,0.05263157894736842,0.631578947368421,0.3684210526315789,-0.3684210526315789,network_ws,8
4,24,24,both_reachable,14,11,9,0.7142857142857143,0.2857142857142857,0.0,0.0,0.7857142857142857,0.6428571428571429,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.6428571428571429,0.35714285714285715,-0.1428571428571428,network_ws,8
5,30,24,all,18,15,5,0.7777777777777778,0.2222222222222222,0.0,0.0,0.8333333333333334,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,0.5,-0.5555555555555556,network_ws,8
5,30,24,both_reachable,9,6,5,0.5555555555555556,0.4444444444444444,0.0,0.0,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.4444444444444444,-0.11111111111111105,network_ws,8
6,36,24,all,23,19,12,0.6956521739130435,0.2608695652173913,0.0,0.043478260869565216,0.8260869565217391,0.5217391304347826,0.391304347826087,0.2608695652173913,0.13043478260869565,0.13043478260869565,0.8695652173913043,-0.30434782608695654,network_ws,8
6,36,24,both_reachable,13,9,12,0.46153846153846156,0.46153846153846156,0.0,0.07692307692307693,0.6923076923076923,0.9230769230769231,0.6923076923076923,0.46153846153846156,0.23076923076923078,0.07692307692307693,0.9230769230769231,0.23076923076923084,network_ws,8
7,42,24,all,20,15,8,0.6,0.3,0.0,0.1,0.75,0.4,0.25,0.1,0.15,0.15,0.85,-0.35,network_ws,8
7,42,24,both_reachable,9,6,8,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.2222222222222222,network_ws,8
0,0,24,all,21,16,10,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.7619047619047619,0.47619047619047616,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.6666666666666666,-0.2857142857142857,network_ba,8
0,0,24,both_reachable,12,8,10,0.4166666666666667,0.5833333333333334,0.0,0.0,0.6666666666666666,0.8333333333333334,0.5,0.25,0.25,0.5833333333333334,0.4166666666666667,0.16666666666666674,network_ba,8
1,6,24,all,18,13,8,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.6111111111111112,0.3888888888888889,-0.2777777777777778,network_ba,8
1,6,24,both_reachable,11,6,8,0.36363636363636365,0.6363636363636364,0.0,0.0,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.2727272727272727,0.18181818181818188,network_ba,8
2,12,24,all,22,15,10,0.45454545454545453,0.4090909090909091,0.0,0.13636363636363635,0.6818181818181818,0.45454545454545453,0.2727272727272727,0.045454545454545456,0.22727272727272727,0.5,0.5,-0.22727272727272724,network_ba,8
2,12,24,both_reachable,14,9,10,0.2857142857142857,0.6428571428571429,0.0,0.07142857142857142,0.6428571428571429,0.7142857142857143,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.0714285714285714,network_ba,8
3,18,24,all,21,19,10,0.7142857142857143,0.2857142857142857,0.0,0.0,0.9047619047619048,0.47619047619047616,0.38095238095238093,0.19047619047619047,0.19047619047619047,0.2857142857142857,0.7142857142857143,-0.4285714285714286,network_ba,8
3,18,24,both_reachable,13,11,10,0.5384615384615384,0.46153846153846156,0.0,0.0,0.8461538461538461,0.7692307692307693,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.7692307692307693,-0.07692307692307687,network_ba,8
4,24,24,all,19,14,8,0.5789473684210527,0.3157894736842105,0.0,0.10526315789473684,0.7368421052631579,0.42105263157894735,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.5263157894736842,0.47368421052631576,-0.3157894736842105,network_ba,8
4,24,24,both_reachable,14,10,8,0.5,0.42857142857142855,0.0,0.07142857142857142,0.7142857142857143,0.5714285714285714,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.5,0.5,-0.1428571428571429,network_ba,8
5,30,24,all,18,16,5,0.8333333333333334,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.8888888888888888,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.0,0.4444444444444444,0.5555555555555556,-0.611111111111111,network_ba,8
5,30,24,both_reachable,9,8,5,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-0.33333333333333326,network_ba,8
6,36,24,all,23,20,8,0.782608695652174,0.21739130434782608,0.0,0.0,0.8695652173913043,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.8695652173913043,-0.5217391304347826,network_ba,8
6,36,24,both_reachable,13,10,8,0.6153846153846154,0.38461538461538464,0.0,0.0,0.7692307692307693,0.6153846153846154,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.8461538461538461,-0.15384615384615385,network_ba,8
7,42,24,all,20,15,8,0.6,0.25,0.05,0.1,0.75,0.4,0.25,0.1,0.1,0.2,0.8,-0.35,network_ba,8
7,42,24,both_reachable,9,6,8,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.2222222222222222,network_ba,8
0,0,24,all,21,17,9,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8095238095238095,0.42857142857142855,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.42857142857142855,0.5714285714285714,-0.380952380952381,domestic_tight,8
0,0,24,both_reachable,12,8,9,0.4166666666666667,0.5833333333333334,0.0,0.0,0.6666666666666666,0.75,0.4166666666666667,0.16666666666666666,0.25,0.5,0.5,0.08333333333333337,domestic_tight,8
1,6,24,all,18,12,10,0.6111111111111112,0.3888888888888889,0.0,0.0,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.2777777777777778,0.7222222222222222,-0.11111111111111105,domestic_tight,8
1,6,24,both_reachable,11,5,10,0.36363636363636365,0.6363636363636364,0.0,0.0,0.45454545454545453,0.9090909090909091,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.6363636363636364,0.45454545454545453,domestic_tight,8
2,12,24,all,22,13,12,0.5,0.45454545454545453,0.0,0.045454545454545456,0.5909090909090909,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.7272727272727273,-0.045454545454545525,domestic_tight,8
2,12,24,both_reachable,14,6,12,0.2857142857142857,0.7142857142857143,0.0,0.0,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.42857142857142855,domestic_tight,8
3,18,24,all,21,17,9,0.5714285714285714,0.38095238095238093,0.0,0.047619047619047616,0.8095238095238095,0.42857142857142855,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.14285714285714285,0.8571428571428571,-0.380952380952381,domestic_tight,8
3,18,24,both_reachable,13,9,9,0.3076923076923077,0.6153846153846154,0.0,0.07692307692307693,0.6923076923076923,0.6923076923076923,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.8461538461538461,0.0,domestic_tight,8
4,24,24,all,19,12,11,0.5263157894736842,0.3684210526315789,0.0,0.10526315789473684,0.631578947368421,0.5789473684210527,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.8421052631578947,-0.05263157894736836,domestic_tight,8
4,24,24,both_reachable,14,8,11,0.42857142857142855,0.5,0.0,0.07142857142857142,0.5714285714285714,0.7857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.7857142857142857,0.2142857142857143,domestic_tight,8
5,30,24,all,18,14,6,0.5555555555555556,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.7777777777777778,0.3333333333333333,0.2777777777777778,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.9444444444444444,-0.4444444444444445,domestic_tight,8
5,30,24,both_reachable,9,6,6,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.8888888888888888,0.0,domestic_tight,8
6,36,24,all,23,18,5,0.6521739130434783,0.17391304347826086,0.043478260869565216,0.13043478260869565,0.782608695652174,0.21739130434782608,0.13043478260869565,0.0,0.08695652173913043,0.0,1.0,-0.5652173913043479,domestic_tight,8
6,36,24,both_reachable,13,9,5,0.46153846153846156,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.6923076923076923,0.38461538461538464,0.23076923076923078,0.0,0.15384615384615385,0.0,1.0,-0.30769230769230765,domestic_tight,8
7,42,24,all,20,15,7,0.55,0.25,0.05,0.15,0.75,0.35,0.25,0.05,0.15,0.1,0.9,-0.4,domestic_tight,8
7,42,24,both_reachable,9,7,7,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,domestic_tight,8
0,0,24,all,21,16,8,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.7619047619047619,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.2857142857142857,0.7142857142857143,-0.38095238095238093,customer_tight,8
0,0,24,both_reachable,12,8,8,0.4166666666666667,0.5833333333333334,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.25,0.5,0.5,0.0,customer_tight,8
1,6,24,all,18,13,8,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.5,0.5,-0.2777777777777778,customer_tight,8
1,6,24,both_reachable,11,6,8,0.36363636363636365,0.6363636363636364,0.0,0.0,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.36363636363636365,0.18181818181818188,customer_tight,8
2,12,24,all,22,17,13,0.5,0.45454545454545453,0.0,0.045454545454545456,0.7727272727272727,0.5909090909090909,0.4090909090909091,0.13636363636363635,0.2727272727272727,0.5,0.5,-0.18181818181818177,customer_tight,8
2,12,24,both_reachable,14,10,13,0.2857142857142857,0.7142857142857143,0.0,0.0,0.7142857142857143,0.9285714285714286,0.6428571428571429,0.21428571428571427,0.42857142857142855,0.6428571428571429,0.35714285714285715,0.2142857142857143,customer_tight,8
3,18,24,all,21,16,10,0.5238095238095238,0.38095238095238093,0.0,0.09523809523809523,0.7619047619047619,0.47619047619047616,0.3333333333333333,0.09523809523809523,0.23809523809523808,0.23809523809523808,0.7619047619047619,-0.2857142857142857,customer_tight,8
3,18,24,both_reachable,13,9,10,0.3076923076923077,0.6153846153846154,0.0,0.07692307692307693,0.6923076923076923,0.7692307692307693,0.5384615384615384,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.7692307692307693,0.07692307692307698,customer_tight,8
4,24,24,all,19,14,11,0.631578947368421,0.3157894736842105,0.0,0.05263157894736842,0.7368421052631579,0.5789473684210527,0.3684210526315789,0.2631578947368421,0.10526315789473684,0.6842105263157895,0.3157894736842105,-0.1578947368421052,customer_tight,8
4,24,24,both_reachable,14,10,11,0.5714285714285714,0.42857142857142855,0.0,0.0,0.7142857142857143,0.7857142857142857,0.5,0.35714285714285715,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0714285714285714,customer_tight,8
5,30,24,all,18,16,6,0.7222222222222222,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.8888888888888888,0.3333333333333333,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.6111111111111112,-0.5555555555555556,customer_tight,8
5,30,24,both_reachable,9,8,6,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.8888888888888888,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.4444444444444444,-0.2222222222222222,customer_tight,8
6,36,24,all,23,21,6,0.8260869565217391,0.17391304347826086,0.0,0.0,0.9130434782608695,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.34782608695652173,0.6521739130434783,-0.6521739130434783,customer_tight,8
6,36,24,both_reachable,13,11,6,0.6923076923076923,0.3076923076923077,0.0,0.0,0.8461538461538461,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.6153846153846154,-0.3846153846153846,customer_tight,8
7,42,24,all,20,17,9,0.6,0.3,0.05,0.05,0.85,0.45,0.35,0.1,0.2,0.3,0.7,-0.39999999999999997,customer_tight,8
7,42,24,both_reachable,9,7,9,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,0.7777777777777778,1.0,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.2222222222222222,customer_tight,8
0,0,24,all,21,17,10,0.6190476190476191,0.2857142857142857,0.047619047619047616,0.047619047619047616,0.8095238095238095,0.47619047619047616,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,-0.33333333333333337,cost_low,8
0,0,24,both_reachable,12,9,10,0.4166666666666667,0.5,0.08333333333333333,0.0,0.75,0.8333333333333334,0.5833333333333334,0.25,0.25,0.5,0.5,0.08333333333333337,cost_low,8
1,6,24,all,18,14,8,0.5555555555555556,0.4444444444444444,0.0,0.0,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,0.3333333333333333,-0.33333333333333337,cost_low,8
1,6,24,both_reachable,11,7,8,0.2727272727272727,0.7272727272727273,0.0,0.0,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.0,0.36363636363636365,0.7272727272727273,0.2727272727272727,0.09090909090909094,cost_low,8
2,12,24,all,22,16,12,0.5,0.36363636363636365,0.09090909090909091,0.045454545454545456,0.7272727272727273,0.5454545454545454,0.3181818181818182,0.09090909090909091,0.13636363636363635,0.45454545454545453,0.5454545454545454,-0.18181818181818188,cost_low,8
2,12,24,both_reachable,14,9,12,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.6428571428571429,0.8571428571428571,0.5,0.14285714285714285,0.21428571428571427,0.5714285714285714,0.42857142857142855,0.2142857142857142,cost_low,8
3,18,24,all,21,17,12,0.5714285714285714,0.38095238095238093,0.047619047619047616,0.0,0.8095238095238095,0.5714285714285714,0.38095238095238093,0.14285714285714285,0.19047619047619047,0.23809523809523808,0.7619047619047619,-0.23809523809523814,cost_low,8
3,18,24,both_reachable,13,9,12,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.0,0.6923076923076923,0.9230769230769231,0.6153846153846154,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.7692307692307693,0.23076923076923084,cost_low,8
4,24,24,all,19,15,11,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.0,0.7894736842105263,0.5789473684210527,0.3684210526315789,0.3157894736842105,0.0,0.631578947368421,0.3684210526315789,-0.21052631578947367,cost_low,8
4,24,24,both_reachable,14,10,11,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.0,0.7142857142857143,0.7857142857142857,0.5,0.42857142857142855,0.0,0.6428571428571429,0.35714285714285715,0.0714285714285714,cost_low,8
5,30,24,all,18,17,7,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.0,0.9444444444444444,0.3888888888888889,0.3333333333333333,0.2222222222222222,0.05555555555555555,0.4444444444444444,0.5555555555555556,-0.5555555555555556,cost_low,8
5,30,24,both_reachable,9,8,7,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.4444444444444444,-0.11111111111111105,cost_low,8
6,36,24,all,23,22,9,0.7391304347826086,0.17391304347826086,0.08695652173913043,0.0,0.9565217391304348,0.391304347826087,0.34782608695652173,0.13043478260869565,0.13043478260869565,0.34782608695652173,0.6521739130434783,-0.5652173913043479,cost_low,8
6,36,24,both_reachable,13,12,9,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.0,0.9230769230769231,0.6923076923076923,0.6153846153846154,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.5384615384615384,-0.23076923076923084,cost_low,8
7,42,24,all,20,17,9,0.55,0.25,0.15,0.05,0.85,0.45,0.35,0.05,0.15,0.25,0.75,-0.39999999999999997,cost_low,8
7,42,24,both_reachable,9,7,9,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.0,0.7777777777777778,1.0,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.2222222222222222,cost_low,8
0,0,24,all,21,16,8,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.7619047619047619,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.23809523809523808,0.7619047619047619,-0.38095238095238093,cost_high,8
0,0,24,both_reachable,12,8,8,0.4166666666666667,0.5833333333333334,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.25,0.4166666666666667,0.5833333333333334,0.0,cost_high,8
1,6,24,all,18,11,8,0.5,0.3888888888888889,0.0,0.1111111111111111,0.6111111111111112,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.5,0.5,-0.16666666666666674,cost_high,8
1,6,24,both_reachable,11,6,8,0.36363636363636365,0.6363636363636364,0.0,0.0,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.36363636363636365,0.18181818181818188,cost_high,8
2,12,24,all,22,14,10,0.45454545454545453,0.4090909090909091,0.0,0.13636363636363635,0.6363636363636364,0.45454545454545453,0.22727272727272727,0.045454545454545456,0.18181818181818182,0.4090909090909091,0.5909090909090909,-0.18181818181818182,cost_high,8
2,12,24,both_reachable,14,8,10,0.2857142857142857,0.6428571428571429,0.0,0.07142857142857142,0.5714285714285714,0.7142857142857143,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.5,0.5,0.1428571428571429,cost_high,8
3,18,24,all,21,15,8,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.7142857142857143,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,0.7142857142857143,-0.33333333333333337,cost_high,8
3,18,24,both_reachable,13,7,8,0.38461538461538464,0.5384615384615384,0.0,0.07692307692307693,0.5384615384615384,0.6153846153846154,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.7692307692307693,0.07692307692307698,cost_high,8
4,24,24,all,19,14,9,0.631578947368421,0.3157894736842105,0.0,0.05263157894736842,0.7368421052631579,0.47368421052631576,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.47368421052631576,0.5263157894736842,-0.2631578947368421,cost_high,8
4,24,24,both_reachable,14,10,9,0.5714285714285714,0.42857142857142855,0.0,0.0,0.7142857142857143,0.6428571428571429,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.5714285714285714,-0.0714285714285714,cost_high,8
5,30,24,all,18,12,6,0.5,0.2777777777777778,0.0,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.2777777777777778,0.7222222222222222,-0.3333333333333333,cost_high,8
5,30,24,both_reachable,9,6,6,0.3333333333333333,0.5555555555555556,0.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,cost_high,8
6,36,24,all,23,19,7,0.6956521739130435,0.21739130434782608,0.0,0.08695652173913043,0.8260869565217391,0.30434782608695654,0.21739130434782608,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.8260869565217391,-0.5217391304347826,cost_high,8
6,36,24,both_reachable,13,10,7,0.5384615384615384,0.38461538461538464,0.0,0.07692307692307693,0.7692307692307693,0.5384615384615384,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.8461538461538461,-0.23076923076923084,cost_high,8
7,42,24,all,20,11,7,0.45,0.3,0.0,0.25,0.55,0.35,0.15,0.05,0.1,0.2,0.8,-0.20000000000000007,cost_high,8
7,42,24,both_reachable,9,5,7,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.2222222222222222,cost_high,8
0,0,24,all,18,13,9,0.6666666666666666,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.7222222222222222,0.5,0.2777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,-0.2222222222222222,base,9
0,0,24,both_reachable,13,9,9,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.0,0.6923076923076923,0.6923076923076923,0.38461538461538464,0.3076923076923077,0.0,0.3076923076923077,0.6923076923076923,0.0,base,9
1,6,24,all,20,18,9,0.6,0.3,0.05,0.05,0.9,0.45,0.4,0.1,0.25,0.4,0.6,-0.45,base,9
1,6,24,both_reachable,13,11,9,0.38461538461538464,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.6923076923076923,0.6153846153846154,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.6923076923076923,-0.15384615384615385,base,9
2,12,24,all,19,16,11,0.42105263157894735,0.5263157894736842,0.0,0.05263157894736842,0.8421052631578947,0.5789473684210527,0.47368421052631576,0.05263157894736842,0.42105263157894735,0.5789473684210527,0.42105263157894735,-0.26315789473684204,base,9
