scenario,population,metric,comparison,n,mean,low,high
domestic_tight,all,no_submission,late_level,20,0.054268359352126164,0.04065738233572151,0.06892308194470255
domestic_tight,all,no_submission,late_minus_early,20,0.0026671715607728694,-0.021465588879977023,0.026463121499731432
domestic_tight,all,d_to_e,early_level,20,0.17166580621662322,0.15038738230729334,0.1925549044310771
domestic_tight,all,d_to_e,late_level,20,0.23156494340891448,0.1872273631908347,0.27309097264654564
domestic_tight,all,d_to_e,late_minus_early,20,0.05989913719229127,0.020281200228323915,0.09895928184294793
domestic_tight,all,e_to_d,early_level,20,0.15818921513728612,0.13114690866678477,0.18518413319094898
domestic_tight,all,e_to_d,late_level,20,0.14074556907808763,0.11578258787383622,0.1737658904178895
domestic_tight,all,e_to_d,late_minus_early,20,-0.01744364605919848,-0.05292064004168256,0.021821420355499006
domestic_tight,all,resolved,early_level,20,0.3556657161531965,0.3291133923312873,0.3793552889658084
domestic_tight,all,resolved,late_level,20,0.11764305571954388,0.09795617729542641,0.14192079063284033
