time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,first_submissions,first_d_count,first_e_count,first_both_count,first_d_share,first_e_share,first_both_share,rolling_domestic_users,rolling_customer_users,scenario,seed
26,0,6,6,4,2,0,73,13,15,45,8,6,2,2,1,5,1,29,87,102,7,5,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,17.0,9.0,customer_tight,7
27,0,7,7,6,2,1,71,15,8,48,10,10,0,0,2,5,2,31,94,102,10,6,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,18.0,9.0,customer_tight,7
28,0,1,1,2,1,2,71,15,7,49,11,8,3,3,0,4,0,31,95,102,12,5,1,1,0,0,1.0,0.0,0.0,19.0,10.0,customer_tight,7
29,0,0,0,1,0,1,67,8,7,52,6,3,3,3,3,2,4,35,95,102,12,5,0,0,0,0,,,,19.0,9.0,customer_tight,7
30,19,5,5,6,1,2,83,10,21,52,8,7,1,1,3,2,3,38,100,121,9,3,5,5,0,0,1.0,0.0,0.0,21.0,7.0,customer_tight,7
31,0,4,4,3,1,0,81,11,17,53,9,9,0,0,1,2,2,40,104,121,9,2,4,3,1,0,0.75,0.25,0.0,22.0,7.0,customer_tight,7
32,0,3,3,0,3,0,81,9,14,58,5,3,2,2,0,4,0,40,107,121,10,2,3,0,3,0,0.0,1.0,0.0,18.0,8.0,customer_tight,7
33,0,5,5,5,3,3,79,13,9,57,6,5,1,1,2,7,2,42,112,121,9,5,5,4,1,0,0.8,0.2,0.0,17.0,9.0,customer_tight,7
34,0,1,1,1,1,1,78,12,8,58,6,6,0,0,1,6,1,43,113,121,8,7,1,1,0,0,1.0,0.0,0.0,16.0,9.0,customer_tight,7
35,0,0,0,1,0,1,78,6,8,64,3,2,1,1,0,3,0,43,113,121,6,7,0,0,0,0,,,,16.0,9.0,customer_tight,7
36,20,3,3,4,1,2,97,7,25,65,5,5,0,0,1,2,1,44,116,141,7,4,3,3,0,0,1.0,0.0,0.0,14.0,9.0,customer_tight,7
37,0,8,8,6,2,0,97,13,17,67,10,10,0,0,0,3,0,44,124,141,6,3,8,6,2,0,0.75,0.25,0.0,17.0,10.0,customer_tight,7
38,0,3,3,2,1,0,97,13,14,70,9,8,1,1,0,4,0,44,127,141,11,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,19.0,8.0,customer_tight,7
39,0,3,3,2,1,0,96,9,11,76,6,4,2,2,1,3,1,45,130,141,12,4,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,16.0,6.0,customer_tight,7
40,0,0,0,1,1,2,94,6,11,77,4,3,1,1,2,2,2,47,130,141,10,4,0,0,0,0,,,,16.0,6.0,customer_tight,7
41,0,0,0,1,1,2,93,6,11,76,3,2,1,1,1,3,1,48,130,141,5,3,0,0,0,0,,,,16.0,7.0,customer_tight,7
42,23,3,3,3,0,0,114,6,31,77,4,4,0,0,1,2,2,50,133,164,4,3,3,3,0,0,1.0,0.0,0.0,15.0,6.0,customer_tight,7
43,0,4,4,3,3,2,113,10,27,76,6,6,0,0,0,4,1,51,137,164,5,2,4,2,2,0,0.5,0.5,0.0,12.0,7.0,customer_tight,7
44,0,4,4,4,0,0,113,13,23,77,10,7,3,3,0,3,0,51,141,164,7,4,4,4,0,0,1.0,0.0,0.0,14.0,6.0,customer_tight,7
45,0,7,7,5,2,0,111,11,16,84,9,9,0,0,2,2,2,53,148,164,10,3,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,17.0,7.0,customer_tight,7
46,0,2,2,2,3,3,111,14,14,83,9,7,2,2,0,5,0,53,150,164,12,5,2,2,0,0,1.0,0.0,0.0,18.0,9.0,customer_tight,7
47,0,0,0,1,0,1,109,10,14,85,6,3,3,3,2,4,2,55,150,164,11,5,0,0,0,0,,,,18.0,8.0,customer_tight,7
48,0,1,1,0,2,1,107,5,13,89,2,1,1,1,2,3,2,57,151,164,8,5,1,0,1,0,0.0,1.0,0.0,15.0,10.0,customer_tight,7
49,0,0,0,1,0,1,106,4,13,89,2,1,1,1,1,2,1,58,151,164,3,5,0,0,0,0,,,,13.0,7.0,customer_tight,7
50,0,0,0,0,0,0,105,1,13,91,1,1,0,0,1,0,1,59,151,164,2,2,0,0,0,0,,,,9.0,7.0,customer_tight,7
51,0,0,0,1,0,1,105,2,13,90,2,1,1,1,0,0,0,59,151,164,1,2,0,0,0,0,,,,5.0,5.0,customer_tight,7
52,0,1,1,2,0,1,104,3,12,89,3,3,0,0,1,0,1,60,152,164,2,0,1,1,0,0,1.0,0.0,0.0,5.0,2.0,customer_tight,7
53,0,0,0,0,1,1,104,3,12,89,2,2,0,0,0,1,0,60,152,164,3,0,0,0,0,0,,,,4.0,3.0,customer_tight,7
54,0,0,0,0,0,0,104,3,12,89,2,0,2,2,0,1,0,60,152,164,3,1,0,0,0,0,,,,4.0,1.0,customer_tight,7
55,0,1,1,1,0,0,102,1,11,90,1,1,0,0,2,0,2,62,153,164,2,1,1,1,0,0,1.0,0.0,0.0,4.0,1.0,customer_tight,7
56,0,1,1,1,1,1,102,3,10,89,2,2,0,0,0,1,0,62,154,164,1,1,1,1,0,0,1.0,0.0,0.0,5.0,2.0,customer_tight,7
57,0,2,2,2,0,0,102,5,8,89,4,3,1,1,0,1,0,62,156,164,2,1,2,2,0,0,1.0,0.0,0.0,6.0,2.0,customer_tight,7
58,0,0,0,0,0,0,101,3,8,90,2,2,0,0,1,1,1,63,156,164,4,1,0,0,0,0,,,,4.0,2.0,customer_tight,7
59,0,1,1,1,0,0,100,1,7,92,1,1,0,0,0,0,1,64,157,164,3,1,1,1,0,0,1.0,0.0,0.0,5.0,1.0,customer_tight,7
60,0,1,1,1,0,0,100,2,6,92,2,2,0,0,0,0,0,64,158,164,3,0,1,1,0,0,1.0,0.0,0.0,6.0,1.0,customer_tight,7
61,0,0,0,0,0,0,100,1,6,93,1,1,0,0,0,0,0,64,158,164,2,0,0,0,0,0,,,,5.0,1.0,customer_tight,7
62,0,0,0,0,0,0,100,1,6,93,1,0,1,1,0,0,0,64,158,164,2,0,0,0,0,0,,,,4.0,0.0,customer_tight,7
63,0,0,0,0,1,1,99,1,6,92,0,0,0,0,1,1,1,65,158,164,1,0,0,0,0,0,,,,2.0,1.0,customer_tight,7
64,0,1,1,2,0,1,99,3,5,91,2,2,0,0,0,1,0,65,159,164,0,1,1,1,0,0,1.0,0.0,0.0,4.0,1.0,customer_tight,7
65,0,0,0,0,0,0,99,3,5,91,2,2,0,0,0,1,0,65,159,164,2,1,0,0,0,0,,,,3.0,1.0,customer_tight,7
0,22,1,1,1,0,0,22,1,21,0,1,1,0,0,0,0,0,0,1,22,0,0,1,1,0,0,1.0,0.0,0.0,1.0,0.0,cost_low,7
1,0,6,6,6,0,0,22,7,15,0,7,7,0,0,0,0,0,0,7,22,1,0,6,6,0,0,1.0,0.0,0.0,7.0,0.0,cost_low,7
2,0,9,9,5,4,0,22,15,6,1,11,11,0,0,0,4,0,0,16,22,7,0,9,5,4,0,0.5555555555555556,0.4444444444444444,0.0,12.0,4.0,cost_low,7
3,0,5,5,2,4,1,22,18,1,3,10,7,3,3,0,8,0,0,21,22,12,4,5,2,3,0,0.4,0.6,0.0,14.0,8.0,cost_low,7
4,0,0,0,0,1,1,19,10,1,8,5,2,3,3,3,5,3,3,21,22,13,8,0,0,0,0,,,,14.0,9.0,cost_low,7
5,0,0,0,3,1,4,17,5,1,11,3,3,0,0,2,2,2,5,21,22,7,9,0,0,0,0,,,,17.0,10.0,cost_low,7
6,19,4,4,3,2,1,36,10,16,10,6,6,0,0,0,4,0,5,25,41,5,6,4,2,2,0,0.5,0.5,0.0,19.0,12.0,cost_low,7
7,0,3,3,3,1,1,36,12,13,11,8,6,2,2,0,4,0,5,28,41,6,4,3,3,0,0,1.0,0.0,0.0,16.0,13.0,cost_low,7
8,0,6,6,4,2,0,34,12,7,15,8,7,1,1,2,4,2,7,34,41,9,4,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,15.0,11.0,cost_low,7
9,0,6,6,6,2,2,32,14,1,17,10,10,0,0,1,4,2,9,40,41,10,5,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,19.0,9.0,cost_low,7
10,0,0,0,0,0,0,32,12,1,19,9,6,3,3,0,3,0,9,40,41,13,5,0,0,0,0,,,,19.0,8.0,cost_low,7
11,0,0,0,1,1,2,29,7,1,21,4,1,3,3,3,3,3,12,40,41,10,4,0,0,0,0,,,,17.0,8.0,cost_low,7
12,20,4,4,6,0,2,46,7,17,22,6,6,0,0,2,1,3,15,44,61,7,3,4,4,0,0,1.0,0.0,0.0,20.0,6.0,cost_low,7
13,0,4,4,3,1,0,46,10,13,23,9,8,1,1,0,1,0,15,48,61,7,1,4,3,1,0,0.75,0.25,0.0,20.0,6.0,cost_low,7
14,0,4,4,2,2,0,46,8,9,29,5,5,0,0,0,3,0,15,52,61,10,2,4,2,2,0,0.5,0.5,0.0,18.0,6.0,cost_low,7
15,0,5,5,4,3,1,46,11,4,31,7,6,1,1,0,5,0,15,57,61,11,3,5,3,1,1,0.6,0.2,0.2,16.0,7.0,cost_low,7
16,0,0,0,1,0,1,45,8,4,33,6,5,1,1,1,3,1,16,57,61,9,6,0,0,0,0,,,,17.0,7.0,cost_low,7
17,0,0,0,2,0,2,44,6,4,34,5,3,2,2,1,2,1,17,57,61,7,5,0,0,0,0,,,,18.0,6.0,cost_low,7
18,19,3,3,2,2,1,61,7,20,34,5,4,1,1,2,2,2,19,60,80,7,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,14.0,8.0,cost_low,7
19,0,3,3,4,2,3,60,11,17,32,7,6,1,1,1,4,1,20,63,80,5,2,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,15.0,9.0,cost_low,7
20,0,3,3,3,0,0,59,9,14,36,7,7,0,0,1,2,1,21,66,80,8,4,3,3,0,0,1.0,0.0,0.0,16.0,7.0,cost_low,7
21,0,7,7,7,1,1,59,14,7,38,13,10,3,3,0,1,0,21,73,80,9,4,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,19.0,5.0,cost_low,7
22,0,0,0,0,0,0,56,10,7,39,9,7,2,2,3,1,3,24,73,80,14,3,0,0,0,0,,,,18.0,5.0,cost_low,7
23,0,2,2,2,0,0,54,7,5,42,6,3,3,3,2,1,2,26,75,80,10,1,2,2,0,0,1.0,0.0,0.0,18.0,5.0,cost_low,7
24,22,4,4,4,2,2,73,8,23,42,6,6,0,0,2,2,3,29,79,102,9,1,4,4,0,0,1.0,0.0,0.0,20.0,5.0,cost_low,7
25,0,4,4,3,1,0,73,12,19,42,9,7,2,2,0,3,0,29,83,102,6,2,4,3,1,0,0.75,0.25,0.0,19.0,4.0,cost_low,7
26,0,6,6,3,4,0,71,14,13,44,9,6,3,3,2,6,2,31,89,102,9,3,6,2,3,1,0.3333333333333333,0.5,0.16666666666666666,19.0,8.0,cost_low,7
27,0,7,7,5,3,1,68,15,6,47,9,8,1,1,3,7,3,34,96,102,10,7,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,17.0,10.0,cost_low,7
28,0,1,1,2,1,2,68,15,5,48,10,7,3,3,0,6,0,34,97,102,11,8,1,1,0,0,1.0,0.0,0.0,19.0,11.0,cost_low,7
29,0,2,2,4,0,2,64,12,3,49,9,6,3,3,3,3,4,38,99,102,10,8,2,2,0,0,1.0,0.0,0.0,21.0,11.0,cost_low,7
30,19,5,5,5,2,2,79,13,17,49,10,9,1,1,3,3,4,42,104,121,11,4,5,4,1,0,0.8,0.2,0.0,22.0,11.0,cost_low,7
31,0,4,4,5,2,2,77,15,13,49,12,10,2,2,1,4,2,44,108,121,11,3,4,2,1,1,0.5,0.25,0.25,24.0,12.0,cost_low,7
32,0,3,3,2,1,0,75,12,10,53,9,7,2,2,2,4,2,46,111,121,14,4,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,23.0,9.0,cost_low,7
33,0,7,7,6,2,1,73,15,3,55,11,8,3,3,2,4,2,48,118,121,12,5,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,24.0,8.0,cost_low,7
34,0,0,0,0,0,0,70,10,3,57,7,6,1,1,3,3,3,51,118,121,13,5,0,0,0,0,,,,22.0,7.0,cost_low,7
35,0,0,0,0,1,1,69,3,3,63,2,0,2,2,1,1,1,52,118,121,8,3,0,0,0,0,,,,18.0,8.0,cost_low,7
36,20,5,5,6,2,3,87,9,18,60,6,6,0,0,2,3,2,54,123,141,6,3,5,5,0,0,1.0,0.0,0.0,19.0,8.0,cost_low,7
37,0,8,8,6,4,1,87,18,10,59,12,12,0,0,0,7,0,54,131,141,6,3,8,5,2,1,0.625,0.25,0.125,20.0,10.0,cost_low,7
38,0,4,4,3,1,0,86,17,6,63,11,9,2,2,0,7,1,55,135,141,12,7,4,3,1,0,0.75,0.25,0.0,21.0,10.0,cost_low,7
39,0,4,4,3,3,1,83,12,2,69,8,6,2,2,2,6,3,58,139,141,15,7,4,2,1,1,0.5,0.25,0.25,18.0,11.0,cost_low,7
40,0,0,0,2,2,4,81,10,2,69,6,5,1,1,2,5,2,60,139,141,12,8,0,0,0,0,,,,20.0,13.0,cost_low,7
41,0,0,0,1,1,2,80,9,2,69,5,3,2,2,1,5,1,61,139,141,8,6,0,0,0,0,,,,21.0,13.0,cost_low,7
42,23,2,2,3,0,1,100,6,23,71,4,4,0,0,1,2,3,64,141,164,6,6,2,2,0,0,1.0,0.0,0.0,18.0,11.0,cost_low,7
43,0,7,7,6,4,3,99,14,16,69,9,9,0,0,0,5,1,65,148,164,6,3,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,18.0,11.0,cost_low,7
44,0,5,5,4,1,0,99,18,11,70,13,10,3,3,0,5,0,65,153,164,10,5,5,4,1,0,0.8,0.2,0.0,19.0,11.0,cost_low,7
45,0,7,7,5,3,0,97,15,4,78,11,9,2,2,2,5,2,67,160,164,13,5,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285,21.0,11.0,cost_low,7
46,0,0,0,1,3,4,95,14,4,77,9,6,3,3,1,6,2,69,160,164,15,8,0,0,0,0,,,,20.0,12.0,cost_low,7
47,0,0,0,2,0,2,92,10,4,78,6,3,3,3,3,4,3,72,160,164,10,7,0,0,0,0,,,,21.0,11.0,cost_low,7
48,0,0,0,0,1,1,90,4,4,82,2,2,0,0,2,2,2,74,160,164,8,6,0,0,0,0,,,,18.0,12.0,cost_low,7
49,0,1,1,2,0,1,89,3,3,83,2,2,0,0,0,1,1,75,161,164,3,4,1,1,0,0,1.0,0.0,0.0,14.0,8.0,cost_low,7
50,0,0,0,0,0,0,89,2,3,84,2,2,0,0,0,0,0,75,161,164,4,1,0,0,0,0,,,,10.0,7.0,cost_low,7
51,0,0,0,0,0,0,89,0,3,86,0,0,0,0,0,0,0,75,161,164,2,1,0,0,0,0,,,,5.0,4.0,cost_low,7
52,0,0,0,0,0,0,89,0,3,86,0,0,0,0,0,0,0,75,161,164,2,0,0,0,0,0,,,,4.0,1.0,cost_low,7
53,0,0,0,0,0,0,89,0,3,86,0,0,0,0,0,0,0,75,161,164,0,0,0,0,0,0,,,,2.0,1.0,cost_low,7
54,0,0,0,0,1,1,89,1,3,85,0,0,0,0,0,1,0,75,161,164,0,0,0,0,0,0,,,,2.0,1.0,cost_low,7
55,0,0,0,0,0,0,89,1,3,85,0,0,0,0,0,1,0,75,161,164,0,1,0,0,0,0,,,,0.0,1.0,cost_low,7
56,0,0,0,0,0,0,89,1,3,85,0,0,0,0,0,1,0,75,161,164,0,1,0,0,0,0,,,,0.0,1.0,cost_low,7
57,0,0,0,0,0,0,89,0,3,86,0,0,0,0,0,0,0,75,161,164,0,1,0,0,0,0,,,,0.0,1.0,cost_low,7
58,0,0,0,1,0,1,89,1,3,85,1,1,0,0,0,0,0,75,161,164,0,0,0,0,0,0,,,,1.0,1.0,cost_low,7
59,0,0,0,1,0,1,89,2,3,84,2,2,0,0,0,0,0,75,161,164,1,0,0,0,0,0,,,,2.0,1.0,cost_low,7
60,0,0,0,0,0,0,89,1,3,85,1,1,0,0,0,0,0,75,161,164,2,0,0,0,0,0,,,,2.0,0.0,cost_low,7
61,0,0,0,0,1,1,89,1,3,85,0,0,0,0,0,1,0,75,161,164,2,0,0,0,0,0,,,,2.0,1.0,cost_low,7
62,0,0,0,0,0,0,89,1,3,85,0,0,0,0,0,1,0,75,161,164,1,1,0,0,0,0,,,,2.0,1.0,cost_low,7
63,0,0,0,0,0,0,89,0,3,86,0,0,0,0,0,0,0,75,161,164,0,1,0,0,0,0,,,,2.0,1.0,cost_low,7
64,0,0,0,0,0,0,89,0,3,86,0,0,0,0,0,0,0,75,161,164,0,1,0,0,0,0,,,,1.0,1.0,cost_low,7
65,0,0,0,0,0,0,89,0,3,86,0,0,0,0,0,0,0,75,161,164,0,0,0,0,0,0,,,,0.0,1.0,cost_low,7
0,22,1,1,1,0,0,22,1,21,0,1,1,0,0,0,0,0,0,1,22,0,0,1,1,0,0,1.0,0.0,0.0,1.0,0.0,cost_high,7
1,0,3,3,3,0,0,22,4,18,0,4,4,0,0,0,0,0,0,4,22,1,0,3,3,0,0,1.0,0.0,0.0,4.0,0.0,cost_high,7
2,0,7,7,4,3,0,22,10,11,1,7,7,0,0,0,3,0,0,11,22,4,0,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,8.0,3.0,cost_high,7
3,0,4,4,1,4,1,22,14,7,1,7,5,2,2,0,7,0,0,15,22,8,3,4,1,3,0,0.25,0.75,0.0,9.0,7.0,cost_high,7
4,0,0,0,0,1,1,20,8,7,5,3,1,2,2,2,5,2,2,15,22,8,7,0,0,0,0,,,,9.0,8.0,cost_high,7
5,0,0,0,0,0,0,18,1,7,10,0,0,0,0,2,1,2,4,15,22,5,8,0,0,0,0,,,,9.0,8.0,cost_high,7
6,19,4,4,3,1,0,37,5,22,10,3,3,0,0,0,2,0,4,19,41,1,5,4,3,1,0,0.75,0.25,0.0,11.0,9.0,cost_high,7
7,0,2,2,2,0,0,37,6,20,11,5,5,0,0,0,1,0,4,21,41,3,2,2,2,0,0,1.0,0.0,0.0,10.0,9.0,cost_high,7
8,0,5,5,3,2,0,37,10,15,12,7,5,2,2,0,3,0,4,26,41,5,1,5,3,2,0,0.6,0.4,0.0,9.0,8.0,cost_high,7
9,0,4,4,3,2,1,34,10,11,13,6,6,0,0,2,4,3,7,30,41,8,3,4,3,1,0,0.75,0.25,0.0,11.0,6.0,cost_high,7
10,0,0,0,0,0,0,34,9,11,14,6,3,3,3,0,3,0,7,30,41,8,4,0,0,0,0,,,,11.0,5.0,cost_high,7
11,0,0,0,0,0,0,31,4,11,16,2,0,2,2,3,2,3,10,30,41,6,4,0,0,0,0,,,,11.0,5.0,cost_high,7
12,20,4,4,4,0,0,49,4,27,18,4,4,0,0,1,0,2,12,34,61,3,2,4,4,0,0,1.0,0.0,0.0,12.0,4.0,cost_high,7
13,0,7,7,6,1,0,49,11,20,18,10,10,0,0,0,1,0,12,41,61,4,0,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,16.0,5.0,cost_high,7
14,0,3,3,2,1,0,49,10,17,22,8,8,0,0,0,2,0,12,44,61,10,1,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,15.0,4.0,cost_high,7
15,0,4,4,2,3,1,49,9,13,27,5,4,1,1,0,4,0,12,48,61,12,2,4,2,2,0,0.5,0.5,0.0,14.0,5.0,cost_high,7
16,0,0,0,0,0,0,49,7,13,29,4,2,2,2,0,3,0,12,48,61,10,5,0,0,0,0,,,,14.0,5.0,cost_high,7
17,0,0,0,1,1,2,47,5,13,29,2,1,1,1,2,3,2,14,48,61,4,4,0,0,0,0,,,,15.0,6.0,cost_high,7
18,19,3,3,4,0,1,64,6,29,29,5,5,0,0,1,1,2,16,51,80,3,4,3,3,0,0,1.0,0.0,0.0,15.0,6.0,cost_high,7
19,0,4,4,1,4,1,64,9,25,30,5,5,0,0,0,4,0,16,55,80,5,1,4,1,3,0,0.25,0.75,0.0,10.0,9.0,cost_high,7
20,0,2,2,2,0,0,64,9,23,32,5,3,2,2,0,4,0,16,57,80,6,5,2,2,0,0,1.0,0.0,0.0,10.0,8.0,cost_high,7
21,0,5,5,3,2,0,62,9,18,35,6,5,1,1,2,3,2,18,62,80,7,4,5,3,2,0,0.6,0.4,0.0,11.0,7.0,cost_high,7
22,0,2,2,2,0,0,60,8,16,36,6,5,1,1,1,2,2,20,64,80,6,6,2,2,0,0,1.0,0.0,0.0,13.0,7.0,cost_high,7
23,0,0,0,2,1,3,59,7,16,36,5,4,1,1,1,2,1,21,64,80,7,2,0,0,0,0,,,,14.0,7.0,cost_high,7
24,22,3,3,3,1,1,79,7,35,37,5,5,0,0,1,2,2,23,67,102,7,3,3,3,0,0,1.0,0.0,0.0,13.0,8.0,cost_high,7
25,0,2,2,1,1,0,79,8,33,38,6,4,2,2,0,2,0,23,69,102,7,2,2,1,1,0,0.5,0.5,0.0,13.0,5.0,cost_high,7
26,0,6,6,2,5,1,77,12,27,38,5,3,2,2,2,7,2,25,75,102,6,3,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,13.0,10.0,cost_high,7
27,0,8,8,7,3,2,75,17,19,39,9,9,0,0,2,8,2,27,83,102,6,7,8,6,2,0,0.75,0.25,0.0,17.0,11.0,cost_high,7
28,0,2,2,3,0,1,75,17,17,41,12,10,2,2,0,5,0,27,85,102,10,9,2,2,0,0,1.0,0.0,0.0,18.0,11.0,cost_high,7
29,0,0,0,1,0,1,71,9,17,45,7,5,2,2,2,2,4,31,85,102,12,8,0,0,0,0,,,,17.0,10.0,cost_high,7
30,19,5,5,4,2,1,88,9,31,48,7,5,2,2,1,2,2,33,90,121,11,3,5,3,2,0,0.6,0.4,0.0,18.0,11.0,cost_high,7
31,0,2,2,1,1,0,86,8,29,49,5,5,0,0,2,3,2,35,92,121,9,2,2,1,1,0,0.5,0.5,0.0,18.0,11.0,cost_high,7
32,0,5,5,4,1,0,86,10,24,52,7,5,2,2,0,3,0,35,97,121,6,3,5,4,1,0,0.8,0.2,0.0,20.0,7.0,cost_high,7
33,0,7,7,5,2,0,84,13,17,54,10,9,1,1,2,3,2,37,104,121,9,4,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,18.0,6.0,cost_high,7
34,0,1,1,2,0,1,83,12,16,55,9,7,2,2,1,3,1,38,105,121,10,4,1,1,0,0,1.0,0.0,0.0,17.0,6.0,cost_high,7
35,0,1,1,0,2,1,81,5,15,61,3,2,1,1,2,2,2,40,106,121,11,3,1,0,1,0,0.0,1.0,0.0,16.0,8.0,cost_high,7
36,20,6,6,7,0,1,100,11,29,60,9,7,2,2,1,2,1,41,112,141,7,4,6,6,0,0,1.0,0.0,0.0,19.0,6.0,cost_high,7
37,0,8,8,5,3,0,99,17,21,61,12,12,0,0,1,5,1,42,120,141,9,2,8,5,3,0,0.625,0.375,0.0,23.0,8.0,cost_high,7
38,0,3,3,3,1,1,97,14,18,65,10,9,1,1,0,4,2,44,123,141,12,5,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,22.0,8.0,cost_high,7
39,0,3,3,1,2,0,96,11,15,70,6,4,2,2,1,5,1,45,126,141,15,4,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,18.0,8.0,cost_high,7
40,0,1,1,1,0,0,94,5,14,75,3,2,1,1,2,2,2,47,127,141,9,6,1,1,0,0,1.0,0.0,0.0,17.0,8.0,cost_high,7
41,0,0,0,2,2,4,93,6,14,73,3,3,0,0,1,3,1,48,127,141,5,3,0,0,0,0,,,,19.0,8.0,cost_high,7
42,23,3,3,5,0,2,115,10,34,71,8,7,1,1,0,2,1,49,130,164,4,4,3,3,0,0,1.0,0.0,0.0,17.0,8.0,cost_high,7
43,0,5,5,4,2,1,114,14,29,71,10,9,1,1,1,4,1,50,135,164,8,2,5,4,1,0,0.8,0.2,0.0,16.0,7.0,cost_high,7
44,0,4,4,4,0,0,112,15,25,72,13,8,5,5,1,2,2,52,139,164,11,4,4,4,0,0,1.0,0.0,0.0,17.0,6.0,cost_high,7
45,0,7,7,6,3,2,109,14,18,77,11,10,1,1,3,3,3,55,146,164,13,2,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,22.0,7.0,cost_high,7
46,0,0,0,2,2,4,108,15,18,75,10,8,2,2,1,5,1,56,146,164,14,5,0,0,0,0,,,,23.0,9.0,cost_high,7
47,0,0,0,1,0,1,106,10,18,78,7,3,4,4,2,3,2,58,146,164,12,5,0,0,0,0,,,,22.0,7.0,cost_high,7
48,0,1,1,1,2,2,104,4,17,83,2,2,0,0,2,2,2,60,147,164,9,5,1,0,1,0,0.0,1.0,0.0,18.0,9.0,cost_high,7
49,0,1,1,1,1,1,104,5,16,83,2,2,0,0,0,3,0,60,148,164,4,4,1,0,1,0,0.0,1.0,0.0,15.0,8.0,cost_high,7
50,0,0,0,0,0,0,104,3,16,85,1,1,0,0,0,2,0,60,148,164,3,3,0,0,0,0,,,,11.0,8.0,cost_high,7
51,0,0,0,1,0,1,104,2,16,86,1,1,0,0,0,1,0,60,148,164,2,3,0,0,0,0,,,,6.0,5.0,cost_high,7
52,0,0,0,0,0,0,103,1,16,86,1,1,0,0,0,0,1,61,148,164,2,1,0,0,0,0,,,,4.0,3.0,cost_high,7
53,0,0,0,0,0,0,103,1,16,86,1,0,1,1,0,0,0,61,148,164,1,0,0,0,0,0,,,,3.0,3.0,cost_high,7
54,0,2,2,2,0,0,102,2,14,86,2,2,0,0,1,0,1,62,150,164,1,0,2,2,0,0,1.0,0.0,0.0,4.0,1.0,cost_high,7
55,0,0,0,0,0,0,102,2,14,86,2,2,0,0,0,0,0,62,150,164,2,0,0,0,0,0,,,,3.0,0.0,cost_high,7
56,0,0,0,0,0,0,102,1,14,87,1,0,1,1,0,0,0,62,150,164,2,0,0,0,0,0,,,,3.0,0.0,cost_high,7
57,0,0,0,0,0,0,101,0,14,87,0,0,0,0,1,0,1,63,150,164,2,0,0,0,0,0,,,,2.0,0.0,cost_high,7
58,0,0,0,0,0,0,101,0,14,87,0,0,0,0,0,0,0,63,150,164,0,0,0,0,0,0,,,,2.0,0.0,cost_high,7
59,0,1,1,0,1,0,101,1,13,87,0,0,0,0,0,1,0,63,151,164,0,0,1,0,1,0,0.0,1.0,0.0,2.0,1.0,cost_high,7
60,0,0,0,0,0,0,101,1,13,87,0,0,0,0,0,1,0,63,151,164,0,1,0,0,0,0,,,,0.0,1.0,cost_high,7
61,0,0,0,0,0,0,101,1,13,87,0,0,0,0,0,1,0,63,151,164,0,1,0,0,0,0,,,,0.0,1.0,cost_high,7
62,0,0,0,0,0,0,100,0,13,87,0,0,0,0,0,0,1,64,151,164,0,1,0,0,0,0,,,,0.0,1.0,cost_high,7
63,0,0,0,0,1,1,100,1,13,86,0,0,0,0,0,1,0,64,151,164,0,0,0,0,0,0,,,,0.0,2.0,cost_high,7
64,0,1,1,1,0,0,100,2,12,86,1,1,0,0,0,1,0,64,152,164,0,1,1,1,0,0,1.0,0.0,0.0,1.0,2.0,cost_high,7
65,0,0,0,0,0,0,100,2,12,86,1,1,0,0,0,1,0,64,152,164,1,1,0,0,0,0,,,,1.0,1.0,cost_high,7
0,21,6,6,3,3,0,21,6,15,0,3,3,0,0,0,3,0,0,6,21,0,0,6,3,3,0,0.5,0.5,0.0,3.0,3.0,base,8
1,0,3,3,2,1,0,21,9,12,0,5,5,0,0,0,4,0,0,9,21,3,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,5.0,4.0,base,8
