scenario,contrast,metric,n,mean,low,high
none_r0.6_f0,late_minus_early_after,d_to_e,2,0.002603433717984757,-0.0402476780185759,0.045454545454545414
none_r0.6_f0,late_minus_before,resolved,2,0.001977501781533164,-0.03695408734602468,0.040909090909091006
none_r0.6_f0,late_minus_early_after,resolved,2,0.052127310254245274,0.022727272727272818,0.08152734778121773
none_r0.6_f0,late_minus_before,unresolved,2,-0.0019775017815331086,-0.040909090909090895,0.03695408734602468
none_r0.6_f0,late_minus_early_after,unresolved,2,-0.05212731025424522,-0.08152734778121773,-0.022727272727272707
none_r0.6_f0,late_minus_before,potential,2,6.5,-8.0,21.0
none_r0.6_f0,late_minus_early_after,potential,2,2.5,0.0,5.0
none_r0.6_f0,late_minus_before,blocked,2,7.0,3.0,11.0
none_r0.6_f0,late_minus_early_after,blocked,2,-0.5,-6.0,5.0
none_r0.6_f0,late_minus_before,prevented,2,0.0,0.0,0.0
none_r0.6_f0,late_minus_early_after,prevented,2,0.0,0.0,0.0
none_r0.6_f0,late_minus_before,mean_prevention,2,0.0,0.0,0.0
none_r0.6_f0,late_minus_early_after,mean_prevention,2,0.0,0.0,0.0
none_r0.6_f0,late_minus_before,knowledge_share,2,0.0,0.0,0.0
none_r0.6_f0,late_minus_early_after,knowledge_share,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,cases,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,customer_users,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,customer_employees,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,domestic_use,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,customer_use,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,both_use,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,first_customer,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,d_to_e,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,resolved,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,unresolved,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,potential,2,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,blocked,2,0.0,0.0,0.0
