time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,potential,blocked,prevented,knowledge_share,mean_prevention,occupied,archived_this_round,scenario,seed
0,4,4,4,4,0,0,4,4,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0.10833333333333334,0.0,0,0,none_r0.0_f0,0
1,6,6,6,6,0,0,10,10,0,0,10,10,0,0,0,0,0,0,10,10,4,0,6,0,0,0.10833333333333334,0.0,4,0,none_r0.0_f0,0
2,1,1,1,1,0,0,11,8,0,3,8,8,0,0,0,0,0,0,11,11,10,0,2,1,0,0.10833333333333334,0.0,10,0,none_r0.0_f0,0
3,1,0,0,0,0,0,12,8,1,3,8,5,3,3,0,0,0,0,11,12,11,0,1,0,0,0.10833333333333334,0.0,11,0,none_r0.0_f0,0
4,1,1,1,1,0,0,10,6,1,3,6,3,3,3,3,0,3,3,12,13,8,0,1,0,0,0.10833333333333334,0.0,12,0,none_r0.0_f0,0
5,2,1,1,1,0,0,9,2,2,5,2,2,0,0,3,0,3,6,13,15,6,0,2,0,0,0.10833333333333334,0.0,10,0,none_r0.0_f0,0
6,3,3,3,2,1,0,12,4,2,6,3,3,0,0,0,1,0,6,16,18,2,0,3,0,0,0.10833333333333334,0.0,9,0,none_r0.0_f0,0
7,2,2,2,2,0,0,14,5,2,7,4,4,0,0,0,1,0,6,18,20,4,1,2,0,0,0.10833333333333334,0.0,12,0,none_r0.0_f0,0
8,0,0,0,0,0,0,14,3,2,9,2,2,0,0,0,1,0,6,18,20,5,1,1,1,0,0.10833333333333334,0.0,14,0,none_r0.0_f0,0
9,1,0,0,0,0,0,15,0,3,12,0,0,0,0,0,0,0,6,18,21,4,1,2,1,0,0.10833333333333334,0.0,14,0,none_r0.0_f0,0
10,1,0,0,1,0,1,16,1,4,11,1,1,0,0,0,0,0,6,18,22,2,0,1,0,0,0.10833333333333334,0.0,15,0,none_r0.0_f0,0
11,2,1,1,1,0,0,18,2,5,11,2,2,0,0,0,0,0,6,19,24,1,0,2,0,0,0.10833333333333334,0.0,16,0,none_r0.0_f0,0
12,1,1,1,1,0,0,19,3,5,11,3,2,1,1,0,0,0,6,20,25,2,0,1,0,0,0.10833333333333334,0.0,18,0,none_r0.0_f0,0
13,1,1,1,1,0,0,19,2,5,12,2,2,0,0,1,0,1,7,21,26,3,0,1,0,0,0.10833333333333334,0.0,19,0,none_r0.0_f0,0
14,2,2,2,2,0,0,21,4,5,12,4,3,1,1,0,0,0,7,23,28,3,0,2,0,0,0.10833333333333334,0.0,19,0,none_r0.0_f0,0
15,2,2,2,2,0,0,22,5,5,12,5,4,1,1,1,0,1,8,25,30,4,0,2,0,0,0.10833333333333334,0.0,21,0,none_r0.0_f0,0
16,5,5,5,4,1,0,26,7,5,14,6,6,0,0,1,1,1,9,30,35,5,0,5,0,0,0.10833333333333334,0.0,22,0,none_r0.0_f0,0
17,0,0,0,0,0,0,26,6,5,15,5,4,1,1,0,1,0,9,30,35,8,1,1,1,0,0.10833333333333334,0.0,26,0,none_r0.0_f0,0
18,2,2,2,2,0,0,27,5,5,17,5,3,2,2,1,0,1,10,32,37,6,1,2,0,0,0.10833333333333334,0.0,26,0,none_r0.0_f0,0
19,3,3,3,3,0,0,28,5,5,18,5,5,0,0,2,0,2,12,34,40,6,1,4,1,0,0.10833333333333334,0.0,27,0,none_r0.0_f0,0
20,3,2,2,2,0,0,31,6,6,19,6,5,1,1,0,0,0,12,36,43,5,0,3,0,0,0.10833333333333334,0.0,28,0,none_r0.0_f0,0
21,0,0,0,0,0,0,30,4,6,20,4,2,2,2,1,0,1,13,36,43,7,0,0,0,0,0.10833333333333334,0.0,31,0,none_r0.0_f0,0
22,1,1,1,1,0,0,29,1,6,22,1,1,0,0,2,0,2,15,37,44,5,0,1,0,0,0.10833333333333334,0.0,30,0,none_r0.0_f0,0
23,0,0,0,0,0,0,29,1,6,22,1,1,0,0,0,0,0,15,37,44,3,0,0,0,0,0.10833333333333334,0.0,29,0,none_r0.0_f0,0
24,3,2,2,2,0,0,32,2,7,23,2,2,0,0,0,0,0,15,39,47,1,0,3,0,0,0.10833333333333334,0.0,29,0,none_r0.0_f0,0
25,1,1,1,1,0,0,33,3,7,23,3,3,0,0,0,0,0,15,40,48,3,0,2,1,0,0.10833333333333334,0.0,32,0,none_r0.0_f0,0
26,1,0,0,0,0,0,34,2,8,24,2,1,1,1,0,0,0,15,40,49,3,0,3,2,0,0.10833333333333334,0.0,33,0,none_r0.0_f0,0
27,2,2,2,2,0,0,36,2,8,26,2,2,0,0,0,0,0,15,42,51,3,0,2,0,0,0.10833333333333334,0.0,34,0,none_r0.0_f0,0
28,2,2,2,2,0,0,38,4,8,26,4,4,0,0,0,0,0,15,43,53,3,0,3,1,0,0.10833333333333334,0.0,36,0,none_r0.0_f0,0
29,2,1,1,1,0,0,40,3,9,28,3,3,0,0,0,0,0,15,43,55,4,0,2,0,0,0.10833333333333334,0.0,38,0,none_r0.0_f0,0
30,1,1,1,1,0,0,41,4,9,28,4,2,2,2,0,0,0,15,44,56,5,0,1,0,0,0.10833333333333334,0.0,40,0,none_r0.0_f0,0
31,2,2,2,2,0,0,42,3,9,30,3,3,0,0,1,0,1,16,46,58,4,0,3,1,0,0.10833333333333334,0.0,41,0,none_r0.0_f0,0
32,1,1,1,1,0,0,43,4,9,30,4,3,1,1,0,0,0,16,47,59,4,0,2,1,0,0.10833333333333334,0.0,42,0,none_r0.0_f0,0
33,0,0,0,0,0,0,42,2,9,31,2,1,1,1,1,0,1,17,47,59,4,0,1,1,0,0.10833333333333334,0.0,43,0,none_r0.0_f0,0
34,1,1,1,1,0,0,42,1,9,32,1,1,0,0,1,0,1,18,48,60,3,0,1,0,0,0.10833333333333334,0.0,42,0,none_r0.0_f0,0
35,0,0,0,0,0,0,42,1,9,32,1,1,0,0,0,0,0,18,48,60,2,0,1,1,0,0.10833333333333334,0.0,42,0,none_r0.0_f0,0
36,3,3,3,2,1,0,45,3,9,33,2,2,0,0,0,1,0,18,50,63,1,0,4,1,0,0.10833333333333334,0.0,42,0,none_r0.0_f0,0
37,0,0,0,0,1,1,45,4,9,32,2,2,0,0,0,2,0,18,50,63,3,1,1,1,0,0.10833333333333334,0.0,45,0,none_r0.0_f0,0
38,1,1,1,1,0,0,46,2,9,35,1,1,0,0,0,1,0,18,51,64,2,2,1,0,0,0.10833333333333334,0.0,45,0,none_r0.0_f0,0
39,1,1,1,1,0,0,47,3,9,35,2,2,0,0,0,1,0,18,52,65,3,2,2,1,0,0.10833333333333334,0.0,46,0,none_r0.0_f0,0
40,0,0,0,0,0,0,46,2,9,35,2,1,1,1,0,0,1,19,52,65,2,1,1,1,0,0.10833333333333334,0.0,47,0,none_r0.0_f0,0
41,0,0,0,0,0,0,45,0,9,36,0,0,0,0,1,0,1,20,52,65,2,0,0,0,0,0.10833333333333334,0.0,46,0,none_r0.0_f0,0
42,2,2,2,2,0,0,47,2,9,36,2,2,0,0,0,0,0,20,53,67,1,0,3,1,0,0.10833333333333334,0.0,45,0,none_r0.0_f0,0
43,2,2,2,2,0,0,49,4,9,36,4,4,0,0,0,0,0,20,55,69,2,0,4,2,0,0.10833333333333334,0.0,47,0,none_r0.0_f0,0
44,1,1,1,1,0,0,50,5,9,36,5,3,2,2,0,0,0,20,55,70,4,0,1,0,0,0.10833333333333334,0.0,49,0,none_r0.0_f0,0
45,1,1,1,1,0,0,49,4,9,36,4,2,2,2,2,0,2,22,56,71,5,0,4,3,0,0.10833333333333334,0.0,50,0,none_r0.0_f0,0
46,2,2,2,2,0,0,50,3,9,38,3,3,0,0,1,0,1,23,58,73,4,0,4,2,0,0.10833333333333334,0.0,49,0,none_r0.0_f0,0
47,1,1,1,0,1,0,51,3,9,39,2,2,0,0,0,1,0,23,59,74,4,0,2,1,0,0.10833333333333334,0.0,50,0,none_r0.0_f0,0
48,4,4,4,4,0,0,55,6,9,37,5,4,1,1,0,1,0,23,61,78,3,1,4,0,0,0.10833333333333334,0.0,48,3,none_r0.0_f0,0
49,0,0,0,0,0,0,54,4,9,37,4,4,0,0,1,0,1,24,61,78,6,1,1,1,0,0.10833333333333334,0.0,51,1,none_r0.0_f0,0
50,0,0,0,0,0,0,54,2,9,38,2,1,1,1,0,0,0,24,61,78,4,1,1,1,0,0.10833333333333334,0.0,49,1,none_r0.0_f0,0
51,5,4,4,4,0,0,59,5,9,39,5,4,1,1,0,0,0,24,64,83,4,0,5,0,0,0.10833333333333334,0.0,48,1,none_r0.0_f0,0
52,1,1,1,0,1,0,59,5,9,38,4,4,0,0,1,1,1,25,65,84,5,0,3,2,0,0.10833333333333334,0.0,52,1,none_r0.0_f0,0
53,2,1,1,1,0,0,61,5,9,38,4,2,2,2,0,1,0,25,66,86,4,1,3,1,0,0.10833333333333334,0.0,50,2,none_r0.0_f0,0
54,1,1,1,1,0,0,61,3,9,38,2,2,0,0,1,1,1,26,67,87,5,1,2,1,0,0.10833333333333334,0.0,50,2,none_r0.0_f0,0
55,0,0,0,0,0,0,61,2,9,37,2,1,1,1,0,0,0,26,67,87,2,1,0,0,0,0.10833333333333334,0.0,48,2,none_r0.0_f0,0
56,4,4,4,4,1,1,64,6,9,36,5,4,1,1,1,1,1,27,69,91,2,0,4,0,0,0.10833333333333334,0.0,48,0,none_r0.0_f0,0
57,2,2,2,2,0,0,65,7,8,36,6,6,0,0,1,1,1,28,71,93,5,1,2,0,0,0.10833333333333334,0.0,50,1,none_r0.0_f0,0
58,1,1,1,1,0,0,66,7,7,37,6,4,2,2,0,1,0,28,71,94,6,1,1,0,0,0.10833333333333334,0.0,50,1,none_r0.0_f0,0
59,3,1,1,1,0,0,66,3,8,38,3,2,1,1,2,0,3,31,71,97,7,1,4,1,0,0.10833333333333334,0.0,49,2,none_r0.0_f0,0
60,1,1,1,1,0,0,66,2,8,39,2,2,0,0,1,0,1,32,72,98,4,0,2,1,0,0.10833333333333334,0.0,49,0,none_r0.0_f0,0
61,2,2,2,2,0,0,68,3,8,40,3,3,0,0,0,0,0,32,73,100,3,0,2,0,0,0.10833333333333334,0.0,49,0,none_r0.0_f0,0
62,2,2,2,1,2,1,70,5,8,38,3,3,0,0,0,2,0,32,75,102,4,0,3,1,0,0.10833333333333334,0.0,49,2,none_r0.0_f0,0
63,0,0,0,0,0,0,70,4,8,38,2,1,1,1,0,2,0,32,75,102,4,2,1,1,0,0.10833333333333334,0.0,50,1,none_r0.0_f0,0
64,2,2,2,2,0,0,71,2,8,38,2,2,0,0,1,0,1,33,75,104,3,2,4,2,0,0.10833333333333334,0.0,47,3,none_r0.0_f0,0
65,2,2,2,2,0,0,73,4,8,38,4,4,0,0,0,0,0,33,75,106,3,2,2,0,0,0.10833333333333334,0.0,48,0,none_r0.0_f0,0
66,1,1,1,0,1,0,74,4,8,38,3,2,1,1,0,1,0,33,75,107,4,0,6,5,0,0.10833333333333334,0.0,49,1,none_r0.0_f0,0
67,5,4,4,3,1,0,79,6,9,39,4,3,1,1,0,2,0,33,76,112,4,1,5,0,0,0.10833333333333334,0.0,49,1,none_r0.0_f0,0
68,2,0,0,0,0,0,80,5,10,37,3,3,0,0,1,2,1,34,76,114,5,2,2,0,0,0.10833333333333334,0.0,51,3,none_r0.0_f0,0
69,1,1,1,1,0,0,81,3,10,40,3,1,2,2,0,0,0,34,76,115,3,2,2,1,0,0.10833333333333334,0.0,52,0,none_r0.0_f0,0
70,2,2,2,3,0,1,81,4,10,38,4,4,0,0,2,0,2,36,78,117,4,1,3,1,0,0.10833333333333334,0.0,52,1,none_r0.0_f0,0
71,0,0,0,0,0,0,81,3,10,39,3,3,0,0,0,0,0,36,78,117,4,0,1,1,0,0.10833333333333334,0.0,52,0,none_r0.0_f0,0
72,2,1,1,1,0,0,83,4,10,37,4,1,3,3,0,0,0,36,79,119,4,0,4,2,0,0.10833333333333334,0.0,49,3,none_r0.0_f0,0
73,1,1,1,1,0,0,81,2,10,36,2,2,0,0,3,0,3,39,79,120,4,0,2,1,0,0.10833333333333334,0.0,50,1,none_r0.0_f0,0
74,2,1,1,1,0,0,83,2,10,37,2,2,0,0,0,0,0,39,79,122,2,0,2,0,0,0.10833333333333334,0.0,47,1,none_r0.0_f0,0
75,0,0,0,0,0,0,83,1,10,36,1,1,0,0,0,0,0,39,79,122,3,0,1,1,0,0.10833333333333334,0.0,47,2,none_r0.0_f0,0
76,0,0,0,0,0,0,83,0,10,36,0,0,0,0,0,0,0,39,79,122,2,0,1,1,0,0.10833333333333334,0.0,46,1,none_r0.0_f0,0
77,0,0,0,0,0,0,83,0,9,35,0,0,0,0,0,0,0,39,79,122,1,0,1,1,0,0.10833333333333334,0.0,44,2,none_r0.0_f0,0
78,3,2,2,2,0,0,86,2,10,35,2,2,0,0,0,0,0,39,79,125,0,0,4,1,0,0.10833333333333334,0.0,44,0,none_r0.0_f0,0
79,2,2,2,2,0,0,88,4,10,34,4,4,0,0,0,0,0,39,79,127,2,0,2,0,0,0.10833333333333334,0.0,46,1,none_r0.0_f0,0
80,6,5,5,5,0,0,94,7,11,35,7,7,0,0,0,0,0,39,80,133,4,0,7,1,0,0.10833333333333334,0.0,47,1,none_r0.0_f0,0
81,2,2,2,2,0,0,96,8,11,36,8,7,1,1,0,0,0,39,81,135,9,0,2,0,0,0.10833333333333334,0.0,53,0,none_r0.0_f0,0
82,1,1,1,1,1,1,96,7,11,37,6,5,1,1,1,1,1,40,82,136,9,0,4,3,0,0.10833333333333334,0.0,55,0,none_r0.0_f0,0
83,0,0,0,0,0,0,96,4,11,40,3,2,1,1,0,1,0,40,82,136,8,1,0,0,0,0.10833333333333334,0.0,55,0,none_r0.0_f0,0
84,2,1,1,1,0,0,97,2,12,39,2,1,1,1,1,0,1,41,82,138,4,1,6,4,0,0.10833333333333334,0.0,52,3,none_r0.0_f0,0
85,2,1,1,0,1,0,99,2,13,40,1,1,0,0,0,1,0,41,82,140,3,1,3,1,0,0.10833333333333334,0.0,53,0,none_r0.0_f0,0
86,0,0,0,0,0,0,99,2,13,40,1,0,1,1,0,1,0,41,82,140,1,1,1,1,0,0.10833333333333334,0.0,55,0,none_r0.0_f0,0
87,2,2,2,2,0,0,100,2,13,40,2,2,0,0,1,0,1,42,83,142,1,1,2,0,0,0.10833333333333334,0.0,54,1,none_r0.0_f0,0
88,2,2,2,3,0,1,102,5,13,39,5,5,0,0,0,0,0,42,83,144,2,1,2,0,0,0.10833333333333334,0.0,55,0,none_r0.0_f0,0
89,1,1,1,1,0,0,103,4,13,41,4,4,0,0,0,0,0,42,83,145,5,0,1,0,0,0.10833333333333334,0.0,57,0,none_r0.0_f0,0
90,1,1,1,1,0,0,104,3,13,43,3,2,1,1,0,0,0,42,83,146,6,0,2,1,0,0.10833333333333334,0.0,58,0,none_r0.0_f0,0
91,0,0,0,0,0,0,103,1,13,43,1,1,0,0,1,0,1,43,83,146,5,0,0,0,0,0.10833333333333334,0.0,58,1,none_r0.0_f0,0
92,1,1,1,1,0,0,104,1,13,43,1,1,0,0,0,0,0,43,84,147,2,0,3,2,0,0.10833333333333334,0.0,56,1,none_r0.0_f0,0
93,1,1,1,1,0,0,105,2,13,42,2,2,0,0,0,0,0,43,85,148,2,0,3,2,0,0.10833333333333334,0.0,56,1,none_r0.0_f0,0
94,2,2,2,2,0,0,107,3,13,42,3,3,0,0,0,0,0,43,86,150,2,0,4,2,0,0.10833333333333334,0.0,56,1,none_r0.0_f0,0
95,0,0,0,0,0,0,107,3,13,41,3,2,1,1,0,0,0,43,86,150,4,0,1,1,0,0.10833333333333334,0.0,57,1,none_r0.0_f0,0
96,0,0,0,0,0,0,106,0,13,40,0,0,0,0,1,0,1,44,86,150,3,0,0,0,0,0.10833333333333334,0.0,54,3,none_r0.0_f0,0
97,1,1,1,1,0,0,107,1,13,40,1,1,0,0,0,0,0,44,87,151,2,0,2,1,0,0.10833333333333334,0.0,53,0,none_r0.0_f0,0
98,1,1,1,1,0,0,108,2,13,40,2,2,0,0,0,0,0,44,87,152,1,0,3,2,0,0.10833333333333334,0.0,54,0,none_r0.0_f0,0
99,4,3,3,3,0,0,112,5,13,37,5,4,1,1,0,0,0,44,87,156,2,0,5,1,0,0.10833333333333334,0.0,51,4,none_r0.0_f0,0
100,1,1,1,1,0,0,112,4,13,37,4,4,0,0,1,0,1,45,88,157,5,0,3,2,0,0.10833333333333334,0.0,54,1,none_r0.0_f0,0
101,2,2,2,2,0,0,114,6,12,37,6,3,3,3,0,0,0,45,90,159,5,0,3,1,0,0.10833333333333334,0.0,53,1,none_r0.0_f0,0
102,1,1,1,1,0,0,112,3,12,38,3,3,0,0,3,0,3,48,90,160,6,0,2,1,0,0.10833333333333334,0.0,55,0,none_r0.0_f0,0
103,2,2,2,2,0,0,114,4,12,39,4,3,1,1,0,0,0,48,90,162,4,0,6,4,0,0.10833333333333334,0.0,53,0,none_r0.0_f0,0
104,1,1,1,1,0,0,114,3,12,39,3,3,0,0,1,0,1,49,90,163,5,0,2,1,0,0.10833333333333334,0.0,54,1,none_r0.0_f0,0
105,2,1,1,1,0,0,116,3,13,39,3,2,1,1,0,0,0,49,90,165,4,0,5,3,0,0.10833333333333334,0.0,53,1,none_r0.0_f0,0
106,2,2,2,2,0,0,117,3,13,39,3,3,0,0,1,0,1,50,90,167,4,0,5,3,0,0.10833333333333334,0.0,54,1,none_r0.0_f0,0
107,2,1,1,1,0,0,119,3,12,39,3,3,0,0,0,0,0,50,91,169,4,0,4,2,0,0.10833333333333334,0.0,52,3,none_r0.0_f0,0
108,1,0,0,0,0,0,120,3,13,38,3,1,2,2,0,0,0,50,91,170,4,0,2,1,0,0.10833333333333334,0.0,53,1,none_r0.0_f0,0
109,6,5,5,5,0,0,124,5,14,38,5,5,0,0,2,0,2,52,92,176,3,0,6,0,0,0.10833333333333334,0.0,53,1,none_r0.0_f0,0
110,3,3,3,3,1,1,127,9,14,35,8,8,0,0,0,1,0,52,93,179,6,0,3,0,0,0.10833333333333334,0.0,55,2,none_r0.0_f0,0
111,2,2,2,1,1,0,129,9,14,37,7,6,1,1,0,2,0,52,93,181,8,1,2,0,0,0.10833333333333334,0.0,58,0,none_r0.0_f0,0
112,3,3,3,3,0,0,131,8,14,38,7,6,1,1,1,1,1,53,93,184,9,2,4,1,0,0.10833333333333334,0.0,58,2,none_r0.0_f0,0
113,2,2,2,2,0,0,132,7,14,39,7,5,2,2,1,0,1,54,93,186,8,2,3,1,0,0.10833333333333334,0.0,59,1,none_r0.0_f0,0
114,0,0,0,0,0,0,131,3,14,41,3,2,1,1,1,0,1,55,93,186,8,1,2,2,0,0.10833333333333334,0.0,59,1,none_r0.0_f0,0
115,2,2,2,2,0,0,132,2,13,42,2,2,0,0,1,0,1,56,93,188,5,0,6,4,0,0.10833333333333334,0.0,56,2,none_r0.0_f0,0
116,1,1,1,1,0,0,133,3,11,42,3,3,0,0,0,0,0,56,93,189,4,0,1,0,0,0.10833333333333334,0.0,55,2,none_r0.0_f0,0
117,3,3,3,2,1,0,136,4,11,43,3,3,0,0,0,1,0,56,93,192,3,0,4,1,0,0.10833333333333334,0.0,55,1,none_r0.0_f0,0
118,3,2,2,2,0,0,139,6,12,43,5,4,1,1,0,1,0,56,93,195,5,1,4,1,0,0.10833333333333334,0.0,58,0,none_r0.0_f0,0
119,1,1,1,1,0,0,139,4,12,45,4,3,1,1,1,0,1,57,93,196,5,1,1,0,0,0.10833333333333334,0.0,61,0,none_r0.0_f0,0
120,0,0,0,0,0,0,138,1,11,46,1,1,0,0,1,0,1,58,93,196,5,1,1,1,0,0.10833333333333334,0.0,59,2,none_r0.0_f0,0
121,1,1,1,1,0,0,139,2,11,45,2,1,1,1,0,0,0,58,93,197,3,0,1,0,0,0.10833333333333334,0.0,57,1,none_r0.0_f0,0
122,1,1,1,1,0,0,139,2,10,44,2,2,0,0,1,0,1,59,93,198,2,0,2,1,0,0.10833333333333334,0.0,56,2,none_r0.0_f0,0
123,3,2,2,2,0,0,142,4,11,44,4,3,1,1,0,0,0,59,93,201,2,0,4,1,0,0.10833333333333334,0.0,56,0,none_r0.0_f0,0
124,0,0,0,0,0,0,141,3,11,44,3,2,1,1,1,0,1,60,93,201,4,0,2,2,0,0.10833333333333334,0.0,59,0,none_r0.0_f0,0
125,2,2,2,2,0,0,143,4,11,45,4,2,2,2,0,0,0,60,93,203,3,0,2,0,0,0.10833333333333334,0.0,58,0,none_r0.0_f0,0
126,2,0,0,0,0,0,143,2,12,43,2,2,0,0,2,0,2,62,93,205,4,0,3,1,0,0.10833333333333334,0.0,57,3,none_r0.0_f0,0
127,2,2,2,2,0,0,145,3,12,43,3,2,1,1,0,0,0,62,93,207,2,0,6,4,0,0.10833333333333334,0.0,56,1,none_r0.0_f0,0
128,2,1,1,1,0,0,147,3,12,40,3,3,0,0,0,0,0,62,93,209,4,0,3,1,0,0.10833333333333334,0.0,53,5,none_r0.0_f0,0
129,2,2,2,2,0,0,149,5,12,38,5,3,2,2,0,0,0,62,93,211,3,0,2,0,0,0.10833333333333334,0.0,53,2,none_r0.0_f0,0
130,2,1,1,1,0,0,150,3,13,39,3,3,0,0,1,0,1,63,93,213,5,0,3,1,0,0.10833333333333334,0.0,54,1,none_r0.0_f0,0
131,1,1,1,1,0,0,151,3,13,40,3,2,1,1,0,0,0,63,93,214,4,0,2,1,0,0.10833333333333334,0.0,55,0,none_r0.0_f0,0
132,1,1,1,1,0,0,152,2,12,42,2,2,0,0,0,0,0,63,93,215,4,0,2,1,0,0.10833333333333334,0.0,55,1,none_r0.0_f0,0
133,0,0,0,0,1,1,152,3,11,40,2,1,1,1,0,1,0,63,93,215,3,0,0,0,0,0.10833333333333334,0.0,54,2,none_r0.0_f0,0
134,3,2,2,2,0,0,154,3,12,41,2,2,0,0,1,1,1,64,93,218,2,1,5,2,0,0.10833333333333334,0.0,54,0,none_r0.0_f0,0
135,3,3,3,2,1,0,157,5,12,40,4,4,0,0,0,1,0,64,93,221,3,1,3,0,0,0.10833333333333334,0.0,54,2,none_r0.0_f0,0
136,1,1,1,1,0,0,158,4,12,41,3,3,0,0,0,1,0,64,93,222,4,2,1,0,0,0.10833333333333334,0.0,56,1,none_r0.0_f0,0
137,2,2,2,2,0,0,160,4,12,42,4,3,1,1,0,0,0,64,93,224,5,1,3,1,0,0.10833333333333334,0.0,56,1,none_r0.0_f0,0
138,2,1,1,1,1,1,161,4,13,41,3,3,0,0,1,1,1,65,93,226,5,1,2,0,0,0.10833333333333334,0.0,57,1,none_r0.0_f0,0
139,1,1,1,1,0,0,162,4,13,42,3,2,1,1,0,1,0,65,93,227,4,1,1,0,0,0.10833333333333334,0.0,58,0,none_r0.0_f0,0
140,1,1,1,1,0,0,162,2,13,43,2,2,0,0,1,0,1,66,93,228,4,1,4,3,0,0.10833333333333334,0.0,58,1,none_r0.0_f0,0
141,1,1,1,1,0,0,163,2,13,44,2,2,0,0,0,0,0,66,93,229,3,1,4,3,0,0.10833333333333334,0.0,58,0,none_r0.0_f0,0
142,2,2,2,2,0,0,165,4,13,42,4,3,1,1,0,0,0,66,94,231,3,0,3,1,0,0.10833333333333334,0.0,57,2,none_r0.0_f0,0
143,1,1,1,1,0,0,165,4,13,42,4,3,1,1,1,0,1,67,95,232,4,0,2,1,0,0.10833333333333334,0.0,59,0,none_r0.0_f0,0
144,1,1,1,1,0,0,165,3,13,43,3,2,1,1,1,0,1,68,95,233,4,0,2,1,0,0.10833333333333334,0.0,59,0,none_r0.0_f0,0
145,1,1,1,1,0,0,165,2,13,44,2,2,0,0,1,0,1,69,95,234,4,0,2,1,0,0.10833333333333334,0.0,59,0,none_r0.0_f0,0
146,2,1,1,1,0,0,167,3,14,43,3,2,1,1,0,0,0,69,95,236,3,0,4,2,0,0.10833333333333334,0.0,58,1,none_r0.0_f0,0
147,1,1,1,1,0,0,167,2,13,44,2,2,0,0,1,0,1,70,95,237,3,0,2,1,0,0.10833333333333334,0.0,59,1,none_r0.0_f0,0
148,0,0,0,0,0,0,167,2,13,43,2,1,1,1,0,0,0,70,95,237,3,0,1,1,0,0.10833333333333334,0.0,58,1,none_r0.0_f0,0
149,0,0,0,0,0,0,166,0,13,43,0,0,0,0,1,0,1,71,95,237,2,0,0,0,0,0.10833333333333334,0.0,57,1,none_r0.0_f0,0
150,1,1,1,1,0,0,167,1,13,42,1,1,0,0,0,0,0,71,95,238,1,0,4,3,0,0.10833333333333334,0.0,55,1,none_r0.0_f0,0
151,1,1,1,1,0,0,168,2,13,41,2,2,0,0,0,0,0,71,96,239,1,0,3,2,0,0.10833333333333334,0.0,55,1,none_r0.0_f0,0
152,2,2,2,1,1,0,170,4,13,40,3,2,1,1,0,1,0,71,96,241,2,0,5,3,0,0.10833333333333334,0.0,55,1,none_r0.0_f0,0
153,1,1,1,1,0,0,170,4,12,39,3,2,1,1,1,1,1,72,96,242,3,1,1,0,0,0.10833333333333334,0.0,55,2,none_r0.0_f0,0
154,1,1,1,1,0,0,170,2,12,41,2,2,0,0,1,0,1,73,96,243,3,1,1,0,0,0.10833333333333334,0.0,55,0,none_r0.0_f0,0
155,1,0,0,1,0,1,171,2,12,40,2,2,0,0,0,0,0,73,96,244,3,1,1,0,0,0.10833333333333334,0.0,53,2,none_r0.0_f0,0
156,2,2,2,2,0,0,173,3,11,41,3,3,0,0,0,0,0,73,96,246,3,0,2,0,0,0.10833333333333334,0.0,53,1,none_r0.0_f0,0
157,3,3,3,3,0,0,176,6,10,38,6,5,1,1,0,0,0,73,96,249,4,0,4,1,0,0.10833333333333334,0.0,51,4,none_r0.0_f0,0
158,0,0,0,0,0,0,175,3,10,38,3,3,0,0,1,0,1,74,96,249,6,0,0,0,0,0.10833333333333334,0.0,52,2,none_r0.0_f0,0
159,4,2,2,2,0,0,179,2,12,39,2,2,0,0,0,0,0,74,96,253,5,0,4,0,0,0.10833333333333334,0.0,49,2,none_r0.0_f0,0
160,0,0,0,0,1,1,179,3,12,36,2,2,0,0,0,1,0,74,96,253,5,0,1,1,0,0.10833333333333334,0.0,51,2,none_r0.0_f0,0
161,1,0,0,0,0,0,180,3,13,34,2,0,2,2,0,1,0,74,96,254,2,1,1,0,0,0.10833333333333334,0.0,49,2,none_r0.0_f0,0
162,1,1,1,0,1,0,179,1,13,35,0,0,0,0,2,1,2,76,96,255,2,1,2,1,0,0.10833333333333334,0.0,50,0,none_r0.0_f0,0
163,2,2,2,2,0,0,181,3,13,33,2,2,0,0,0,1,0,76,96,257,0,2,3,1,0,0.10833333333333334,0.0,47,2,none_r0.0_f0,0
0,4,4,4,4,0,0,4,4,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0.10833333333333334,0.0,0,0,none_r0.0_f1,0
1,6,6,6,6,0,0,10,10,0,0,10,10,0,0,0,0,0,0,10,10,4,0,6,0,0,0.10833333333333334,0.0,4,0,none_r0.0_f1,0
2,1,1,1,1,0,0,11,8,0,3,8,8,0,0,0,0,0,0,11,11,10,0,2,1,0,0.10833333333333334,0.0,10,0,none_r0.0_f1,0
3,1,0,0,0,0,0,12,8,1,3,8,5,3,3,0,0,0,0,11,12,11,0,1,0,0,0.10833333333333334,0.0,11,0,none_r0.0_f1,0
4,1,1,1,1,0,0,10,6,1,3,6,3,3,3,3,0,3,3,12,13,8,0,1,0,0,0.10833333333333334,0.0,12,0,none_r0.0_f1,0
5,2,1,1,1,0,0,9,2,2,5,2,2,0,0,3,0,3,6,13,15,6,0,2,0,0,0.10833333333333334,0.0,10,0,none_r0.0_f1,0
