time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,potential,blocked,prevented,knowledge_share,mean_prevention,occupied,archived_this_round,scenario,seed
35,0,0,0,0,0,0,24,0,2,22,0,0,0,0,0,0,0,17,37,41,0,1,1,0,1,1.0,0.6102444573176918,24,0,information_r0.6_f1,0
36,1,1,1,2,0,1,25,2,2,21,2,2,0,0,0,0,0,17,38,42,0,0,4,1,2,1.0,0.5787964819283561,24,0,information_r0.6_f1,0
37,0,0,0,0,0,0,25,2,2,21,2,2,0,0,0,0,0,17,38,42,2,0,1,0,1,1.0,0.5536381016168875,25,0,information_r0.6_f1,0
38,0,0,0,0,0,0,25,0,2,23,0,0,0,0,0,0,0,17,38,42,2,0,1,0,1,1.0,0.5335113973677126,25,0,information_r0.6_f1,0
39,2,3,3,2,2,1,27,4,1,22,2,2,0,0,0,2,0,17,40,44,2,0,2,0,0,1.0,0.5174100339683727,25,0,information_r0.6_f1,0
40,0,0,0,0,0,0,27,4,1,22,2,2,0,0,0,2,0,17,40,44,2,2,1,0,1,1.0,0.5045289432489009,27,0,information_r0.6_f1,0
41,0,0,0,0,0,0,27,2,1,24,1,0,1,1,0,1,0,17,40,44,2,2,0,0,0,1.0,0.48597687542189094,27,0,information_r0.6_f1,0
42,1,1,1,0,1,0,27,1,1,25,0,0,0,0,0,1,1,18,41,45,2,2,3,1,1,1.0,0.4633654678045021,27,0,information_r0.6_f1,0
43,3,3,3,3,1,0,30,4,1,25,3,3,0,0,0,2,0,18,43,48,0,1,4,1,0,1.0,0.4343562806430081,27,0,information_r0.6_f1,0
44,1,1,1,0,1,0,31,5,1,25,3,3,0,0,0,3,0,18,43,49,3,2,1,0,0,1.0,0.41114893091381294,30,0,information_r0.6_f1,0
45,2,2,2,1,1,0,33,6,1,26,4,1,3,3,0,3,0,18,44,51,3,3,4,1,1,1.0,0.40991638446379003,31,0,information_r0.6_f1,0
46,3,4,4,3,1,0,34,6,0,28,4,4,0,0,2,2,2,20,47,54,4,3,4,1,0,1.0,0.40253402364523466,33,0,information_r0.6_f1,0
47,1,1,1,3,1,3,35,9,0,26,6,6,0,0,0,3,0,20,48,55,4,3,2,1,0,1.0,0.3966281349903904,34,0,information_r0.6_f1,0
48,3,3,3,1,2,0,38,8,0,27,5,4,1,1,0,3,0,20,50,58,7,3,4,0,1,1.0,0.40790342406651486,32,3,information_r0.6_f1,0
49,0,0,0,1,1,2,37,6,0,26,3,2,1,1,1,3,1,21,50,58,7,4,1,1,0,1.0,0.41692365532741454,33,2,information_r0.6_f1,0
50,0,0,0,0,0,0,36,5,0,25,2,1,1,1,1,3,1,22,50,58,5,4,1,1,0,1.0,0.4241398403361342,31,1,information_r0.6_f1,0
51,3,3,3,1,4,1,39,4,0,29,1,1,0,0,0,4,0,22,53,61,2,3,5,0,2,1.0,0.4525687055520473,30,0,information_r0.6_f1,0
52,1,1,1,1,1,1,40,6,0,27,2,2,0,0,0,5,0,22,54,62,2,5,3,2,0,1.0,0.4753117977247778,32,1,information_r0.6_f1,0
53,1,1,1,1,0,0,41,6,0,27,3,2,1,1,0,3,0,22,55,63,2,5,3,1,1,1.0,0.4935062714629623,32,1,information_r0.6_f1,0
54,1,1,1,0,1,0,40,3,0,27,1,1,0,0,1,2,2,24,56,64,3,5,2,1,0,1.0,0.5102023966864392,31,2,information_r0.6_f1,0
55,0,0,0,0,1,1,40,3,0,25,1,0,1,1,0,2,0,24,56,64,2,2,0,0,0,1.0,0.5235592968652207,28,2,information_r0.6_f1,0
56,1,1,1,1,0,0,40,2,0,26,1,1,0,0,1,1,1,25,56,65,1,2,4,0,3,1.0,0.534244817008246,28,0,information_r0.6_f1,0
57,0,0,0,2,0,2,40,3,0,24,3,3,0,0,0,0,0,25,56,65,1,2,2,0,2,1.0,0.5427932331226663,27,1,information_r0.6_f1,0
58,1,1,1,1,0,0,41,4,0,24,4,3,1,1,0,0,0,25,56,66,3,1,1,0,0,1.0,0.5496319660142023,27,0,information_r0.6_f1,0
59,2,1,1,1,0,0,42,3,1,23,3,2,1,1,1,0,1,26,57,68,4,0,4,1,1,1.0,0.5420887639874783,26,2,information_r0.6_f1,0
60,1,1,1,2,0,1,42,3,1,23,3,3,0,0,1,0,1,27,58,69,4,0,2,0,1,1.0,0.536054202366099,27,0,information_r0.6_f1,0
61,0,0,0,1,0,1,42,3,1,23,3,3,0,0,0,0,0,27,58,69,4,0,2,0,2,1.0,0.5312265530689956,27,0,information_r0.6_f1,0
62,2,1,1,1,1,1,44,4,2,22,3,2,1,1,0,1,0,27,59,71,4,0,3,0,1,1.0,0.527364433631313,26,1,information_r0.6_f1,0
63,0,0,0,0,1,1,43,4,2,21,2,1,1,1,1,2,1,28,59,71,4,1,1,1,0,1.0,0.5242747380811666,28,0,information_r0.6_f1,0
64,3,2,2,2,0,0,45,3,3,22,2,2,0,0,1,1,1,29,61,74,2,2,4,1,0,1.0,0.5218029816410498,26,1,information_r0.6_f1,0
65,1,3,3,2,2,1,46,6,1,22,4,4,0,0,0,2,0,29,62,75,3,2,2,1,0,1.0,0.5198255764889562,28,0,information_r0.6_f1,0
66,1,1,1,0,1,0,47,7,1,21,4,2,2,2,0,3,0,29,62,76,4,3,6,4,1,1.0,0.5070339166596641,28,1,information_r0.6_f1,0
67,1,1,1,0,1,0,47,4,1,24,1,0,1,1,1,3,1,30,63,77,4,3,5,0,4,1.0,0.4968005887962306,29,0,information_r0.6_f1,0
68,1,1,1,2,2,3,46,6,1,19,2,2,0,0,1,4,2,32,64,78,2,4,2,1,0,1.0,0.5016281148454368,27,2,information_r0.6_f1,0
69,0,0,0,0,1,1,46,6,1,19,2,2,0,0,0,4,0,32,64,78,2,4,2,1,1,1.0,0.519696432510195,26,0,information_r0.6_f1,0
70,2,1,1,1,0,0,48,3,2,23,2,1,1,1,0,1,0,32,65,80,2,4,3,0,1,1.0,0.5317740946153694,26,0,information_r0.6_f1,0
71,1,1,1,1,0,0,48,2,2,24,2,2,0,0,1,0,1,33,66,81,3,3,1,0,0,1.0,0.5414362242995089,28,0,information_r0.6_f1,0
72,1,1,1,1,1,1,49,4,2,23,3,2,1,1,0,1,0,33,66,82,2,1,4,1,2,1.0,0.5331659280468205,28,0,information_r0.6_f1,0
73,1,1,1,1,0,0,49,4,2,22,3,2,1,1,1,1,1,34,66,83,3,1,2,1,0,1.0,0.5265496910446698,28,1,information_r0.6_f1,0
74,2,2,2,1,1,0,50,4,2,22,3,2,1,1,1,1,1,35,67,85,3,1,2,0,0,1.0,0.5212567014429491,27,1,information_r0.6_f1,0
75,0,0,0,0,0,0,49,2,2,23,1,1,0,0,1,1,1,36,67,85,3,2,1,0,1,1.0,0.49008530008677637,28,0,information_r0.6_f1,0
76,0,0,0,0,1,1,49,1,2,24,0,0,0,0,0,1,0,36,67,85,2,1,1,0,1,1.0,0.46514817900183814,27,0,information_r0.6_f1,0
77,0,0,0,1,0,1,49,2,2,23,1,1,0,0,0,1,0,36,67,85,1,2,1,1,0,1.0,0.44519848213388763,27,0,information_r0.6_f1,0
78,2,2,2,1,1,0,51,4,2,23,2,2,0,0,0,2,0,36,68,87,1,1,4,0,2,1.0,0.41192233991340715,27,0,information_r0.6_f1,0
79,2,2,2,2,0,0,53,4,2,25,3,3,0,0,0,1,0,36,70,89,2,2,2,0,0,1.0,0.3818444951779733,29,0,information_r0.6_f1,0
80,3,5,5,3,2,0,56,8,0,25,5,5,0,0,0,3,0,36,72,92,4,1,7,3,1,1.0,0.3577822193896261,30,1,information_r0.6_f1,0
81,2,2,2,1,1,0,58,8,0,27,5,4,1,1,0,3,0,36,73,94,6,3,2,0,0,1.0,0.35584878348506854,33,0,information_r0.6_f1,0
82,1,1,1,1,1,1,58,5,0,30,2,2,0,0,1,3,1,37,74,95,6,3,4,3,0,1.0,0.35430203476142236,35,0,information_r0.6_f1,0
83,0,0,0,3,1,4,58,7,0,28,4,4,0,0,0,3,0,37,74,95,5,4,0,0,0,1.0,0.3687454907891252,35,0,information_r0.6_f1,0
84,1,1,1,1,1,1,59,6,0,29,4,4,0,0,0,2,0,37,75,96,5,3,6,3,2,1.0,0.3912203166788703,34,1,information_r0.6_f1,0
85,3,2,2,0,2,0,62,6,1,31,3,1,2,2,0,3,0,37,76,99,5,3,3,0,0,1.0,0.40920017739066644,35,0,information_r0.6_f1,0
86,1,1,1,1,1,1,61,5,1,31,2,1,1,1,2,3,2,39,76,100,4,4,1,0,0,1.0,0.4235840659601034,38,0,information_r0.6_f1,0
87,1,1,1,2,1,2,61,5,1,30,3,3,0,0,1,2,1,40,76,101,2,4,2,0,1,1.0,0.43509117681565285,36,1,information_r0.6_f1,0
88,1,1,1,0,1,0,62,5,1,31,3,2,1,1,0,2,0,40,77,102,3,4,2,0,1,1.0,0.44429686550009245,36,0,information_r0.6_f1,0
89,1,1,1,1,0,0,62,3,1,33,2,1,1,1,1,1,1,41,77,103,3,3,1,0,0,1.0,0.4516614164476442,37,0,information_r0.6_f1,0
90,1,1,1,1,1,1,62,3,1,32,2,2,0,0,1,1,1,42,77,104,3,2,2,0,1,1.0,0.4575530572056856,36,1,information_r0.6_f1,0
91,0,0,0,0,0,0,62,2,1,32,1,1,0,0,0,1,0,42,77,104,2,2,0,0,0,1.0,0.4622663698121186,35,1,information_r0.6_f1,0
92,1,1,1,1,0,0,63,2,1,32,1,1,0,0,0,1,0,42,78,105,2,1,3,2,0,1.0,0.4503561648906454,34,1,information_r0.6_f1,0
93,2,2,2,1,1,0,64,3,1,30,2,2,0,0,0,1,1,43,79,107,2,1,3,1,0,1.0,0.44395503746140674,33,2,information_r0.6_f1,0
94,2,1,1,0,1,0,66,3,2,29,1,1,0,0,0,2,0,43,79,109,2,1,4,2,0,1.0,0.42495773314373175,32,2,information_r0.6_f1,0
95,0,0,0,1,0,1,66,4,2,27,2,1,1,1,0,2,0,43,79,109,2,2,1,1,0,1.0,0.4097598896895919,33,1,information_r0.6_f1,0
96,0,0,0,0,0,0,64,2,2,25,1,1,0,0,1,1,2,45,79,109,2,2,0,0,0,1.0,0.41360161492628006,31,2,information_r0.6_f1,0
97,0,1,1,0,1,0,63,2,1,25,1,0,1,1,0,1,1,46,79,109,1,1,2,1,1,1.0,0.4308812919410241,29,0,information_r0.6_f1,0
98,3,3,3,2,3,2,66,6,1,24,2,2,0,0,0,4,0,46,80,112,1,1,3,0,0,1.0,0.44470503355281926,28,0,information_r0.6_f1,0
99,3,2,2,0,2,0,69,8,2,24,2,2,0,0,0,6,0,46,82,115,2,4,5,0,2,1.0,0.45576402684225553,31,0,information_r0.6_f1,0
100,0,0,0,0,0,0,68,4,2,27,1,0,1,1,0,3,1,47,82,115,2,6,3,1,2,1.0,0.478197949208054,34,0,information_r0.6_f1,0
101,2,2,2,2,0,0,68,3,2,28,2,2,0,0,1,1,2,49,84,117,2,5,3,1,0,1.0,0.49614508710069277,33,0,information_r0.6_f1,0
102,1,1,1,3,2,4,68,6,2,25,4,4,0,0,0,2,1,50,84,118,2,2,2,1,0,1.0,0.5243791997890878,33,0,information_r0.6_f1,0
103,3,3,3,2,2,1,71,9,2,25,5,4,1,1,0,4,0,50,85,121,5,2,6,3,0,1.0,0.5330900875655198,33,0,information_r0.6_f1,0
104,1,1,1,0,1,0,71,7,2,27,3,2,1,1,1,4,1,51,85,122,7,4,2,1,0,1.0,0.5400587977866654,36,0,information_r0.6_f1,0
105,3,4,4,2,2,0,73,7,1,30,2,2,0,0,1,5,1,52,86,125,5,5,5,1,1,1.0,0.5371439257689629,36,0,information_r0.6_f1,0
106,2,2,2,0,6,4,73,10,1,26,2,2,0,0,0,8,2,54,87,127,4,5,5,3,0,1.0,0.5516849916468608,37,1,information_r0.6_f1,0
107,3,2,2,1,1,0,76,9,2,28,2,1,1,1,0,7,0,54,88,130,2,9,4,1,0,1.0,0.5503036560092264,36,1,information_r0.6_f1,0
108,1,1,1,0,1,0,76,8,2,28,1,1,0,0,1,7,1,55,89,131,3,9,2,1,0,1.0,0.5403720429676179,38,1,information_r0.6_f1,0
109,3,3,3,2,2,1,77,6,2,31,2,2,0,0,0,4,2,57,91,134,1,8,6,1,2,1.0,0.5715838701319048,38,0,information_r0.6_f1,0
110,1,1,1,1,1,1,78,6,2,31,3,3,0,0,0,3,0,57,92,135,3,4,3,1,1,1.0,0.5965533318633344,38,1,information_r0.6_f1,0
111,1,1,1,1,0,0,79,5,2,33,3,2,1,1,0,2,0,57,93,136,3,4,2,0,1,1.0,0.6165289012484783,39,0,information_r0.6_f1,0
112,3,2,2,3,0,1,81,5,3,32,5,4,1,1,1,0,1,58,93,139,4,3,4,0,1,1.0,0.6325093567565933,38,2,information_r0.6_f1,0
113,1,1,1,3,1,3,81,7,3,30,6,6,0,0,1,1,1,59,93,140,5,1,3,0,2,1.0,0.6452937211630853,40,0,information_r0.6_f1,0
114,0,0,0,0,0,0,81,4,3,33,3,3,0,0,0,1,0,59,93,140,7,1,2,1,1,1.0,0.6555212126882788,40,0,information_r0.6_f1,0
115,1,1,1,1,0,0,82,4,3,34,3,1,2,2,0,1,0,59,94,141,6,1,6,4,1,1.0,0.6637032059084337,40,0,information_r0.6_f1,0
116,0,0,0,0,0,0,80,1,3,34,1,1,0,0,2,0,2,61,94,141,4,1,1,0,1,1.0,0.6859296554911772,40,1,information_r0.6_f1,0
117,0,0,0,2,0,2,80,2,3,33,2,2,0,0,0,0,0,61,94,141,1,0,4,2,2,1.0,0.703710815157372,38,0,information_r0.6_f1,0
118,2,2,2,0,2,0,82,4,3,32,2,2,0,0,0,2,0,61,94,143,3,0,4,0,2,1.0,0.7179357428903278,37,1,information_r0.6_f1,0
119,0,0,0,1,0,1,82,5,3,31,3,1,2,2,0,2,0,61,94,143,2,2,1,0,1,1.0,0.7293156850766925,39,0,information_r0.6_f1,0
120,0,0,0,0,0,0,81,2,3,32,1,1,0,0,1,1,1,62,94,143,3,2,1,0,1,1.0,0.7384196388257843,38,1,information_r0.6_f1,0
121,0,1,1,1,0,0,80,2,2,31,2,1,1,1,0,0,1,63,94,143,1,2,1,0,1,1.0,0.744846786940211,36,1,information_r0.6_f1,0
122,2,2,2,2,0,0,81,3,2,29,3,3,0,0,1,0,1,64,95,145,2,0,2,0,0,1.0,0.7499885054317522,33,2,information_r0.6_f1,0
123,2,1,1,0,1,0,83,4,3,29,3,2,1,1,0,1,0,64,95,147,3,0,4,1,1,1.0,0.7541018802249851,34,0,information_r0.6_f1,0
124,1,1,1,1,1,1,83,4,3,29,2,1,1,1,1,2,1,65,95,148,3,1,2,1,0,1.0,0.7573925800595717,36,0,information_r0.6_f1,0
125,0,0,0,0,0,0,83,3,3,30,1,1,0,0,0,2,0,65,95,148,3,2,2,0,2,1.0,0.7440251399272406,36,0,information_r0.6_f1,0
126,1,1,1,0,1,0,84,1,3,32,0,0,0,0,0,1,0,65,95,149,1,2,3,0,2,1.0,0.733331187821376,35,1,information_r0.6_f1,0
127,0,0,0,0,0,0,84,1,3,31,0,0,0,0,0,1,0,65,95,149,1,2,6,2,4,1.0,0.7247760261366841,35,1,information_r0.6_f1,0
128,2,2,2,2,1,1,86,4,3,29,2,2,0,0,0,2,0,65,96,151,0,1,3,1,0,1.0,0.7179318967889307,34,1,information_r0.6_f1,0
129,0,0,0,0,0,0,85,3,3,28,2,2,0,0,0,1,1,66,96,151,2,2,2,0,2,1.0,0.7175064511535111,35,1,information_r0.6_f1,0
130,1,1,1,1,0,0,86,1,3,30,1,1,0,0,0,0,0,66,96,152,2,1,3,0,2,1.0,0.6856264644864484,33,1,information_r0.6_f1,0
131,1,1,1,1,1,1,87,3,3,29,2,2,0,0,0,1,0,66,96,153,3,1,2,0,1,1.0,0.6601224751527983,34,0,information_r0.6_f1,0
132,1,2,2,2,1,1,88,6,2,27,4,3,1,1,0,2,0,66,97,154,2,1,2,1,0,1.0,0.6397192836858782,34,1,information_r0.6_f1,0
133,0,0,0,0,0,0,87,4,2,26,2,2,0,0,1,2,1,67,97,154,4,2,0,0,0,1.0,0.5781121991642596,33,2,information_r0.6_f1,0
134,3,3,3,0,4,1,90,6,2,26,1,0,1,1,0,5,0,67,99,157,3,2,5,1,1,1.0,0.5424132592812142,31,1,information_r0.6_f1,0
135,1,1,1,0,1,0,89,5,2,25,0,0,0,0,1,5,2,69,99,158,2,5,3,1,1,1.0,0.5311874407081113,33,1,information_r0.6_f1,0
136,0,1,1,1,1,1,89,6,1,24,1,1,0,0,0,5,0,69,100,158,0,5,1,0,1,1.0,0.5086200581153794,31,1,information_r0.6_f1,0
137,0,0,0,1,0,1,89,3,1,26,2,2,0,0,0,1,0,69,100,158,1,6,3,1,2,1.0,0.52989260761008,30,1,information_r0.6_f1,0
138,2,2,2,0,2,0,91,3,1,28,1,1,0,0,0,2,0,69,100,160,2,2,2,0,0,1.0,0.5469106472058403,30,0,information_r0.6_f1,0
139,1,1,1,0,1,0,92,3,1,29,0,0,0,0,0,3,0,69,100,161,2,3,1,0,0,1.0,0.5605250788824487,32,0,information_r0.6_f1,0
140,1,1,1,1,0,0,93,3,1,30,1,1,0,0,0,2,0,69,100,162,1,3,4,3,0,1.0,0.5584024358837824,33,0,information_r0.6_f1,0
141,2,2,2,1,1,0,95,4,1,31,2,2,0,0,0,2,0,69,100,164,1,3,4,1,1,1.0,0.5727043214848493,34,0,information_r0.6_f1,0
142,1,1,1,1,0,0,96,4,1,32,3,2,1,1,0,1,0,69,100,165,2,2,3,1,1,1.0,0.5977325576999525,36,0,information_r0.6_f1,0
143,0,0,0,1,0,1,95,4,1,31,3,2,1,1,1,1,1,70,100,165,3,1,2,1,1,1.0,0.617755146672035,37,0,information_r0.6_f1,0
144,1,1,1,2,0,1,94,3,1,31,3,3,0,0,1,0,2,72,100,166,3,1,2,0,1,1.0,0.633773217849701,36,0,information_r0.6_f1,0
145,1,1,1,1,1,1,95,5,1,30,4,3,1,1,0,1,0,72,100,167,4,0,2,0,1,1.0,0.6292712900657138,35,0,information_r0.6_f1,0
146,1,1,1,1,0,0,95,4,1,30,3,2,1,1,1,1,1,73,101,168,4,1,4,0,3,1.0,0.6256697478385239,35,1,information_r0.6_f1,0
147,2,2,2,3,0,1,96,5,1,28,4,4,0,0,1,1,1,74,101,170,4,1,2,0,0,1.0,0.6227885140567722,33,2,information_r0.6_f1,0
148,0,0,0,0,1,1,96,4,1,29,3,3,0,0,0,1,0,74,101,170,5,1,1,1,0,1.0,0.6204835270313707,34,0,information_r0.6_f1,0
149,0,0,0,1,0,1,96,3,1,29,2,1,1,1,0,1,0,74,101,170,4,1,0,0,0,1.0,0.6186395374110495,33,1,information_r0.6_f1,0
150,3,2,2,2,1,1,98,4,2,28,3,3,0,0,1,1,1,75,101,173,4,1,4,1,0,1.0,0.6171643457147925,32,1,information_r0.6_f1,0
151,0,1,1,1,0,0,98,4,1,27,3,3,0,0,0,1,0,75,102,173,3,2,3,1,2,1.0,0.615984192357787,32,2,information_r0.6_f1,0
152,0,0,0,0,0,0,98,2,1,29,2,1,1,1,0,0,0,75,102,173,4,1,5,1,4,1.0,0.6150400696721826,32,0,information_r0.6_f1,0
153,1,1,1,1,1,1,98,2,1,28,1,1,0,0,1,1,1,76,103,174,3,1,1,0,0,1.0,0.6060375762722668,31,1,information_r0.6_f1,0
154,0,0,0,0,0,0,98,2,1,28,1,1,0,0,0,1,0,76,103,174,2,1,1,0,1,1.0,0.5988355815523341,31,0,information_r0.6_f1,0
155,1,1,1,1,0,0,99,1,1,27,1,1,0,0,0,0,0,76,103,175,1,1,1,0,0,1.0,0.5930739857763879,28,3,information_r0.6_f1,0
156,1,2,2,0,2,0,100,3,0,26,1,1,0,0,0,2,0,76,103,176,2,1,2,0,1,1.0,0.5884647091556311,28,1,information_r0.6_f1,0
157,2,2,2,2,1,0,102,4,0,25,2,2,0,0,0,3,0,76,103,178,1,2,4,0,2,1.0,0.5847772878590254,27,2,information_r0.6_f1,0
158,0,0,0,0,0,0,102,4,0,25,2,2,0,0,0,3,0,76,103,178,3,3,0,0,0,1.0,0.5682406230874913,29,0,information_r0.6_f1,0
159,1,1,1,0,1,0,101,2,0,25,1,0,1,1,0,2,2,78,104,179,2,3,4,0,3,1.0,0.5702795526260968,28,1,information_r0.6_f1,0
160,0,0,0,0,1,1,100,2,0,22,0,0,0,0,1,2,1,79,104,179,2,2,1,1,0,1.0,0.5875915512636006,25,2,information_r0.6_f1,0
161,0,0,0,1,0,1,100,2,0,22,1,1,0,0,0,1,0,79,104,179,0,2,1,0,1,1.0,0.5684377112913802,24,0,information_r0.6_f1,0
162,0,0,0,1,0,1,100,2,0,22,2,2,0,0,0,0,0,79,104,179,1,2,2,1,1,1.0,0.5531146393136038,24,0,information_r0.6_f1,0
163,3,3,3,3,0,0,103,5,0,21,5,4,1,1,0,0,0,79,105,182,2,1,3,0,0,1.0,0.5408561817313827,23,1,information_r0.6_f1,0
0,4,4,4,3,1,0,4,4,0,0,3,3,0,0,0,1,0,0,4,4,0,0,4,0,0,0.675,0.0,0,0,objective_r0.6_f0_h96,0
1,6,6,6,3,3,0,10,10,0,0,6,6,0,0,0,4,0,0,10,10,3,1,6,0,0,1.0,0.0,4,0,objective_r0.6_f0_h96,0
2,1,1,1,1,0,0,11,9,0,2,5,4,1,1,0,4,0,0,11,11,6,4,2,1,0,1.0,0.0,10,0,objective_r0.6_f0_h96,0
3,1,1,1,0,2,1,11,7,0,4,3,1,2,2,1,4,1,1,12,12,7,4,1,0,0,1.0,0.0,11,0,objective_r0.6_f0_h96,0
4,1,1,1,2,2,3,8,6,0,2,2,2,0,0,2,4,4,5,13,13,4,5,1,0,0,1.0,0.0,11,0,objective_r0.6_f0_h96,0
5,2,2,2,1,2,1,10,8,0,2,3,3,0,0,0,5,0,5,15,15,3,4,2,0,0,1.0,0.0,8,0,objective_r0.6_f0_h96,0
6,3,3,3,1,2,0,12,7,0,5,2,2,0,0,0,5,1,6,18,18,3,6,3,0,0,1.0,0.0,10,0,objective_r0.6_f0_h96,0
7,2,2,2,2,1,1,14,8,0,6,3,3,0,0,0,5,0,6,20,20,4,6,2,0,0,1.0,0.0,12,0,objective_r0.6_f0_h96,0
8,0,0,0,0,1,1,13,6,0,7,2,2,0,0,0,4,1,7,20,20,4,5,1,1,0,1.0,0.0,14,0,objective_r0.6_f0_h96,0
9,1,1,1,0,1,0,14,3,0,11,0,0,0,0,0,3,0,7,21,21,3,4,2,1,0,1.0,0.0,13,0,objective_r0.6_f0_h96,0
10,1,1,1,0,1,0,15,3,0,12,0,0,0,0,0,3,0,7,22,22,2,3,1,0,0,1.0,0.0,14,0,objective_r0.6_f0_h96,0
11,2,1,1,2,0,1,17,3,1,13,2,2,0,0,0,1,0,7,23,24,0,3,2,0,0,1.0,0.0,15,0,objective_r0.6_f0_h96,0
12,1,1,1,1,0,0,18,4,1,13,3,3,0,0,0,1,0,7,24,25,2,2,1,0,0,1.0,0.0,17,0,objective_r0.6_f0_h96,0
13,1,1,1,1,0,0,18,2,1,15,2,2,0,0,0,0,1,8,25,26,3,1,1,0,0,1.0,0.0,18,0,objective_r0.6_f0_h96,0
14,2,2,2,2,2,2,20,6,1,13,4,3,1,1,0,2,0,8,27,28,4,0,2,0,0,1.0,0.0,18,0,objective_r0.6_f0_h96,0
15,2,1,1,0,1,0,21,6,2,13,3,2,1,1,1,3,1,9,28,30,4,2,2,0,0,1.0,0.0,20,0,objective_r0.6_f0_h96,0
16,5,4,4,1,3,0,25,6,3,16,1,1,0,0,1,5,1,10,32,35,3,3,5,0,0,1.0,0.0,21,0,objective_r0.6_f0_h96,0
17,0,0,0,0,1,1,25,6,3,16,1,1,0,0,0,5,0,10,32,35,3,6,1,1,0,1.0,0.0,25,0,objective_r0.6_f0_h96,0
18,2,1,1,1,0,0,26,4,4,18,2,1,1,1,0,2,1,11,33,37,1,5,2,0,0,1.0,0.0,25,0,objective_r0.6_f0_h96,0
19,3,3,3,0,3,0,28,5,4,19,1,1,0,0,1,4,1,12,35,40,2,4,4,1,0,1.0,0.0,26,0,objective_r0.6_f0_h96,0
20,3,3,3,3,1,1,30,7,4,19,3,3,0,0,0,4,1,13,38,43,1,4,3,0,0,1.0,0.0,28,0,objective_r0.6_f0_h96,0
21,0,0,0,0,1,1,30,6,4,20,3,3,0,0,0,3,0,13,38,43,4,4,0,0,0,1.0,0.0,30,0,objective_r0.6_f0_h96,0
22,1,1,1,1,1,1,30,4,4,22,2,1,1,1,0,2,1,14,39,44,3,5,1,0,0,1.0,0.0,30,0,objective_r0.6_f0_h96,0
23,0,0,0,0,2,2,29,4,4,21,1,1,0,0,1,3,1,15,39,44,4,3,0,0,0,1.0,0.0,30,0,objective_r0.6_f0_h96,0
24,3,4,4,3,1,0,32,7,3,22,4,3,1,1,0,3,0,15,43,47,1,4,3,0,0,1.0,0.0,29,0,objective_r0.6_f0_h96,0
25,2,2,2,4,0,2,34,8,3,23,7,7,0,0,0,1,0,15,44,49,4,4,2,0,0,1.0,0.0,32,0,objective_r0.6_f0_h96,0
26,3,4,4,2,4,1,37,12,2,23,8,6,2,2,0,5,0,15,46,52,7,3,3,0,0,1.0,0.0,34,0,objective_r0.6_f0_h96,0
27,2,2,2,4,0,2,38,12,2,24,9,7,2,2,1,4,1,16,48,54,9,5,2,0,0,1.0,0.0,37,0,objective_r0.6_f0_h96,0
28,2,2,2,3,3,4,39,13,2,24,9,7,2,2,1,5,1,17,49,56,10,4,3,1,0,1.0,0.0,38,0,objective_r0.6_f0_h96,0
29,2,2,2,2,2,2,39,13,2,24,7,6,1,1,2,6,2,19,50,58,9,7,2,0,0,1.0,0.0,39,0,objective_r0.6_f0_h96,0
30,1,1,1,1,0,0,39,7,2,30,4,4,0,0,1,3,1,20,51,59,9,6,1,0,0,1.0,0.0,39,0,objective_r0.6_f0_h96,0
31,2,2,2,2,0,0,40,4,2,34,4,3,1,1,0,0,1,21,53,61,6,5,3,1,0,1.0,0.0,39,0,objective_r0.6_f0_h96,0
32,1,2,2,0,2,0,40,5,1,34,3,2,1,1,1,2,1,22,55,62,5,2,2,1,0,1.0,0.0,40,0,objective_r0.6_f0_h96,0
33,0,1,1,2,0,1,39,5,0,34,3,2,1,1,1,2,1,23,56,62,3,2,1,1,0,1.0,0.0,40,0,objective_r0.6_f0_h96,0
34,1,1,1,1,1,1,39,5,0,34,3,3,0,0,1,2,1,24,57,63,4,2,1,0,0,1.0,0.0,39,0,objective_r0.6_f0_h96,0
35,0,0,0,0,0,0,39,4,0,35,3,1,2,2,0,1,0,24,57,63,3,3,1,1,0,1.0,0.0,39,0,objective_r0.6_f0_h96,0
36,3,3,3,4,0,1,40,4,0,36,4,4,0,0,2,0,2,26,59,66,3,1,4,1,0,1.0,0.0,39,0,objective_r0.6_f0_h96,0
37,0,0,0,0,0,0,40,4,0,36,4,4,0,0,0,0,0,26,59,66,5,1,1,1,0,1.0,0.0,40,0,objective_r0.6_f0_h96,0
38,1,1,1,0,1,0,41,3,0,38,2,1,1,1,0,1,0,26,60,67,4,0,1,0,0,1.0,0.0,40,0,objective_r0.6_f0_h96,0
39,1,0,0,0,0,0,41,2,1,38,1,0,1,1,1,1,1,27,60,68,4,1,2,1,0,1.0,0.0,41,0,objective_r0.6_f0_h96,0
40,1,1,1,0,1,0,41,2,1,38,0,0,0,0,1,2,1,28,60,69,1,1,1,0,0,1.0,0.0,41,0,objective_r0.6_f0_h96,0
41,0,1,1,2,1,2,40,4,0,36,2,2,0,0,0,2,1,29,61,69,0,2,0,0,0,1.0,0.0,41,0,objective_r0.6_f0_h96,0
