time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,mean_belief_d,mean_belief_e,informed_share,disputed_share,block,arm,seed
0,32,32,32,23,11,0,32,32,0,0,23,23,0,0,0,11,0,0,32,32,0,0,0.42381040890994137,0.45942174663856256,0.0,0.26666666666666666,main,unchanged,0
1,3,3,3,1,3,0,35,35,0,0,24,24,0,0,0,14,0,0,35,35,23,11,0.42381040890994137,0.45942174663856256,0.0,0.2916666666666667,main,unchanged,0
2,4,4,4,2,2,0,39,28,0,11,17,14,3,3,0,13,0,0,39,39,24,14,0.42381040890994137,0.45942174663856256,0.0,0.325,main,unchanged,0
3,0,0,0,1,5,6,33,15,0,18,6,3,3,3,2,9,6,6,39,39,26,16,0.4015099979371512,0.4543317209395658,0.0,0.325,main,unchanged,0
4,3,3,3,3,7,7,33,17,0,16,4,4,0,0,3,13,3,9,42,42,7,10,0.39055738855976796,0.4532910999358409,0.0,0.3,main,unchanged,0
5,3,3,3,4,1,2,35,18,0,17,8,7,1,1,0,10,1,10,45,45,6,14,0.3952602809921379,0.44669934325864896,0.0,0.3,main,unchanged,0
6,2,2,2,4,0,2,36,16,0,20,9,8,1,1,1,7,1,11,47,47,8,13,0.4128612639620941,0.44492671311576515,0.0,0.30833333333333335,main,unchanged,0
7,7,7,7,5,3,0,41,13,0,28,10,9,1,1,0,4,2,13,53,54,11,8,0.42693145097924046,0.43808958042747276,0.0,0.35833333333333334,main,unchanged,0
8,4,4,4,5,3,3,44,16,0,28,12,10,2,2,1,6,1,14,57,58,13,4,0.4124732618762389,0.4393932515890302,0.0,0.375,main,unchanged,0
9,1,1,1,0,3,2,43,13,0,30,6,5,1,1,2,9,2,16,58,59,14,6,0.4115047948991101,0.44411249389701923,0.0,0.375,main,unchanged,0
10,1,1,1,0,5,4,43,12,0,31,3,0,3,3,1,9,1,17,59,60,10,9,0.4099499184644854,0.4501936345187432,0.0,0.36666666666666664,main,unchanged,0
11,3,3,3,5,2,4,44,15,0,29,5,5,0,0,2,10,2,19,61,63,5,11,0.4177512750682173,0.4486379454349004,0.0,0.38333333333333336,main,unchanged,0
12,1,1,1,1,0,0,42,11,0,31,6,6,0,0,0,5,3,22,62,64,5,10,0.422613061600799,0.4484108286618477,0.0,0.375,main,unchanged,0
13,3,3,3,3,2,1,43,7,0,36,4,4,0,0,0,4,2,24,65,67,6,7,0.4265091900307351,0.45052530695073717,0.0,0.375,main,unchanged,0
14,5,5,5,3,3,0,48,9,0,39,6,6,0,0,0,5,0,24,68,72,9,4,0.4210362633954297,0.4623601215236592,0.0,0.4,main,unchanged,0
15,1,1,1,1,0,0,49,8,0,41,5,4,1,1,0,5,0,24,69,73,7,5,0.4154328498755338,0.46065762022111983,0.0,0.4083333333333333,main,unchanged,0
16,0,0,0,0,1,1,49,4,0,45,2,1,1,1,0,2,0,24,69,73,7,5,0.4122023159283293,0.4586767704242845,0.0,0.4083333333333333,main,unchanged,0
17,4,4,4,4,2,1,51,6,0,45,4,4,0,0,1,3,2,26,70,77,4,4,0.41108458936391756,0.4449529646404449,0.0,0.44166666666666665,main,unchanged,0
18,1,1,1,1,1,1,52,8,0,44,5,5,0,0,0,4,0,26,71,78,5,3,0.4126078445040804,0.45105168350841807,0.0,0.43333333333333335,main,unchanged,0
19,0,0,0,0,0,0,51,3,0,48,1,1,0,0,0,2,1,27,71,78,5,4,0.4153165683689005,0.45105168350841807,0.0,0.43333333333333335,main,unchanged,0
20,1,1,1,1,1,1,52,3,0,49,2,1,1,1,0,1,0,27,72,79,5,3,0.419524522393181,0.46316036349878636,0.0,0.43333333333333335,main,unchanged,0
21,1,1,1,1,1,1,52,4,0,48,2,2,0,0,1,2,1,28,73,80,2,2,0.41921476310243705,0.45834504121565806,0.0,0.44166666666666665,main,unchanged,0
22,2,2,2,2,1,0,54,4,0,50,3,3,0,0,0,2,0,28,75,82,2,2,0.4222102258583355,0.45834504121565806,0.0,0.45,main,unchanged,0
23,2,2,2,1,1,0,56,4,0,52,3,3,0,0,0,2,0,28,75,84,4,3,0.42571737754010947,0.4543256787923065,0.0,0.4666666666666667,main,unchanged,0
24,4,4,4,3,2,0,60,7,0,53,5,4,1,1,0,4,0,28,78,88,4,3,0.42448665475273606,0.45439070246462127,0.0,0.5,main,unchanged,0
25,2,2,2,2,2,2,61,9,0,52,5,5,0,0,0,5,1,29,80,90,6,4,0.41894907408222387,0.45439070246462127,0.0,0.5166666666666667,main,unchanged,0
26,1,1,1,1,1,1,62,7,0,55,4,3,1,1,0,4,0,29,80,91,6,5,0.41739540295047156,0.45900088255060567,0.0,0.5166666666666667,main,unchanged,0
27,1,1,1,2,0,1,62,5,0,57,4,3,1,1,1,1,1,30,80,92,6,5,0.4150109227970546,0.45719170670756915,0.0,0.525,main,unchanged,0
28,5,5,5,4,3,1,66,9,0,57,7,6,1,1,1,3,1,31,85,97,5,3,0.41819313354195464,0.4494318627128304,0.0,0.5583333333333333,main,unchanged,0
29,2,2,2,2,0,0,67,9,0,58,7,6,1,1,1,3,1,32,87,99,7,4,0.42181930208410495,0.4456837132252342,0.0,0.5666666666666667,main,unchanged,0
30,0,0,0,0,1,1,67,5,0,62,3,2,1,1,0,3,0,32,87,99,8,3,0.4265371095722233,0.4496757197461965,0.0,0.5583333333333333,main,unchanged,0
31,2,2,2,2,3,2,67,5,0,62,2,2,0,0,1,4,2,34,88,101,6,4,0.4203415884236163,0.4558427257455199,0.0,0.575,main,unchanged,0
32,0,0,0,0,1,1,67,6,0,61,2,2,0,0,0,5,0,34,88,101,4,4,0.4172160606609397,0.4654240715705641,0.0,0.5583333333333333,main,unchanged,0
33,1,1,1,1,1,0,67,4,0,63,1,1,0,0,0,4,1,35,89,102,2,5,0.4159808202001509,0.4654240715705641,0.0,0.5666666666666667,main,unchanged,0
34,1,1,1,1,0,0,67,2,0,65,2,2,0,0,0,1,1,36,90,103,3,5,0.41805002573704453,0.46656739936369274,0.0,0.5666666666666667,main,unchanged,0
35,2,2,2,2,0,0,69,4,0,65,3,3,0,0,0,1,0,36,91,105,2,2,0.4205322686998833,0.4573193613264895,0.0,0.575,main,unchanged,0
36,0,0,0,0,0,0,69,3,0,66,3,2,1,1,0,0,0,36,91,105,4,1,0.41881356085143817,0.4573193613264895,0.0,0.575,main,unchanged,0
37,1,1,1,0,2,1,69,1,0,68,0,0,0,0,1,1,1,37,92,106,3,0,0.42195690096387717,0.4554064121335831,0.0,0.5833333333333334,main,unchanged,0
38,0,0,0,0,2,2,69,3,0,66,0,0,0,0,0,3,0,37,92,106,2,2,0.42026287815537705,0.4569558993931351,0.0,0.575,main,unchanged,0
39,2,2,2,1,1,0,71,5,0,66,1,1,0,0,0,4,0,37,94,108,0,4,0.4221163861014413,0.4569558993931351,0.0,0.5916666666666667,main,unchanged,0
40,1,1,1,0,1,0,71,4,0,67,1,1,0,0,0,3,1,38,94,109,1,5,0.4221163861014413,0.45942174663856256,0.0,0.6,main,unchanged,0
41,1,1,1,1,0,0,71,3,0,68,1,1,0,0,0,2,1,39,95,110,1,4,0.42381040890994137,0.45937270773394207,0.0,0.6,main,unchanged,0
42,0,0,0,1,1,2,71,3,0,68,2,2,0,0,0,1,0,39,95,110,2,2,0.4213731765024726,0.4628791546483865,0.0,0.5916666666666667,main,unchanged,0
43,2,2,2,3,1,1,73,6,0,67,5,4,1,1,0,2,0,39,96,112,2,2,0.4213731765024726,0.4593091301629983,0.0,0.6083333333333333,main,unchanged,0
44,1,1,1,1,1,0,73,5,0,68,4,4,0,0,1,3,1,40,97,113,5,2,0.4213731765024726,0.45935816906761884,0.0,0.6166666666666667,main,unchanged,0
45,2,2,2,1,1,0,75,4,0,71,3,2,1,1,0,2,0,40,98,115,5,3,0.42293975848144355,0.4558517221531744,0.0,0.625,main,unchanged,0
46,2,2,2,1,2,1,77,5,0,72,2,2,0,0,0,3,0,40,98,117,5,3,0.41999787202464034,0.4546828799990035,0.0,0.6416666666666667,main,unchanged,0
47,0,0,0,0,0,0,77,3,0,74,1,1,0,0,0,2,0,40,98,117,3,4,0.41425344695777094,0.4507804216433758,0.0,0.6416666666666667,main,unchanged,0
48,2,2,2,3,1,2,79,7,0,72,4,3,1,1,0,3,0,40,99,119,2,3,0.41326888394620115,0.4493291182719164,0.0,0.6583333333333333,main,unchanged,0
49,1,1,1,1,1,0,79,5,0,74,4,4,0,0,1,2,1,41,99,120,4,3,0.4160098498581547,0.45384581796230183,0.0,0.6666666666666666,main,unchanged,0
0,43,42,42,32,14,0,43,42,1,0,32,32,0,0,0,14,0,0,42,43,0,0,0.4058064740457306,0.4622021704120288,0.0,0.35833333333333334,main,unchanged,1
1,2,3,3,2,2,0,45,45,0,0,34,34,0,0,0,16,0,0,45,45,32,14,0.4058064740457306,0.4622021704120288,0.0,0.375,main,unchanged,1
2,4,4,4,3,1,0,49,33,0,16,28,25,3,3,0,9,0,0,49,49,34,16,0.4058064740457306,0.4622021704120288,0.0,0.4083333333333333,main,unchanged,1
3,2,2,2,9,6,13,46,30,0,16,23,21,2,2,2,8,5,5,51,51,37,17,0.38873195597828136,0.4450756332369877,0.0,0.425,main,unchanged,1
4,2,2,2,3,4,5,45,26,0,19,15,12,3,3,2,11,3,8,53,53,23,9,0.38175787129402317,0.44537478280343623,0.0,0.4,main,unchanged,1
5,2,2,2,2,3,3,44,18,0,26,8,5,3,3,3,10,3,11,55,55,18,11,0.37675723988344745,0.44768808838114266,0.0,0.39166666666666666,main,unchanged,1
6,1,1,1,2,0,1,41,10,0,31,5,4,1,1,2,5,4,15,56,56,14,13,0.3888522528747884,0.4576965506721297,0.0,0.375,main,unchanged,1
7,1,1,1,2,0,1,39,6,0,33,4,4,0,0,1,2,3,18,56,57,7,7,0.3950400534720554,0.45362391173245353,0.0,0.35,main,unchanged,1
8,2,2,2,2,1,1,40,5,0,35,4,4,0,0,0,1,1,19,56,59,6,3,0.3989292791939666,0.45302467576359895,0.0,0.3416666666666667,main,unchanged,1
9,3,3,3,1,3,1,43,8,0,35,4,3,1,1,0,4,0,19,59,62,6,1,0.3951110626630572,0.4595039936867242,0.0,0.35833333333333334,main,unchanged,1
10,0,0,0,0,0,0,42,6,0,36,3,1,2,2,1,3,1,20,59,62,5,4,0.3944939654358821,0.46472597832484625,0.0,0.35833333333333334,main,unchanged,1
11,2,2,2,2,0,0,42,3,0,39,2,2,0,0,2,1,2,22,61,64,3,4,0.4014639025580451,0.4606952097858212,0.0,0.36666666666666664,main,unchanged,1
12,0,0,0,2,0,2,41,4,0,37,4,4,0,0,0,0,1,23,61,64,3,3,0.41156065405425674,0.4534751093460538,0.0,0.35,main,unchanged,1
13,2,2,2,1,1,0,43,5,0,38,4,3,1,1,0,1,0,23,63,66,4,0,0.4137604333254682,0.45554967470510993,0.0,0.35833333333333334,main,unchanged,1
14,0,0,0,0,0,0,42,3,0,39,2,1,1,1,1,1,1,24,63,66,5,1,0.40827788767322476,0.45744391144703206,0.0,0.35833333333333334,main,unchanged,1
15,3,3,3,3,0,0,45,4,0,41,4,3,1,1,0,0,0,24,66,69,3,1,0.4016001397389915,0.4642783078848677,0.0,0.375,main,unchanged,1
16,3,3,3,4,1,1,47,7,0,40,7,7,0,0,1,1,1,25,67,72,4,1,0.39971672082883053,0.4603197835182576,0.0,0.4,main,unchanged,1
17,2,2,2,2,1,0,49,6,0,43,6,6,0,0,0,2,0,25,69,74,7,1,0.4044898543402082,0.4603197835182576,0.0,0.4083333333333333,main,unchanged,1
18,3,3,3,3,2,2,52,9,0,43,6,5,1,1,0,4,0,25,71,77,9,2,0.4001178764391787,0.4603197835182576,0.0,0.43333333333333335,main,unchanged,1
19,2,2,2,2,1,1,53,8,0,45,5,5,0,0,1,3,1,26,73,79,9,4,0.39814923190241,0.4622021704120288,0.0,0.45,main,unchanged,1
20,3,3,3,3,0,0,56,7,0,49,6,5,1,1,0,1,0,26,75,82,7,4,0.3937314293444526,0.4558876185140951,0.0,0.4666666666666667,main,unchanged,1
21,2,2,2,2,1,0,57,6,0,51,5,5,0,0,1,2,1,27,76,84,8,3,0.3943888572755881,0.451629195244416,0.0,0.48333333333333334,main,unchanged,1
22,2,2,2,2,1,1,59,6,0,53,5,4,1,1,0,2,0,27,78,86,7,2,0.3993758221270889,0.451629195244416,0.0,0.49166666666666664,main,unchanged,1
23,0,0,0,0,1,1,59,4,0,55,2,2,0,0,0,2,0,27,78,86,7,2,0.3982356069561757,0.4559317826168446,0.0,0.49166666666666664,main,unchanged,1
24,6,6,6,5,2,1,65,9,0,56,5,5,0,0,0,4,0,27,82,92,4,3,0.3972558850701981,0.4578637187732222,0.0,0.5416666666666666,main,unchanged,1
25,2,2,2,1,2,1,67,10,0,57,6,6,0,0,0,4,0,27,84,94,7,4,0.3919757186777098,0.4578637187732222,0.0,0.5583333333333333,main,unchanged,1
26,2,2,2,1,2,0,69,8,0,61,3,2,1,1,0,6,0,27,86,96,6,5,0.3954457406809196,0.4568083715825935,0.0,0.575,main,unchanged,1
27,1,1,1,0,5,4,68,8,0,60,1,1,0,0,1,8,2,29,87,97,7,6,0.3946070443316786,0.4595529703603802,0.0,0.5833333333333334,main,unchanged,1
28,2,2,2,1,3,1,69,10,0,59,2,1,1,1,0,10,1,30,89,99,2,9,0.39994655585847627,0.4576144972769596,0.0,0.5833333333333334,main,unchanged,1
29,3,3,3,3,0,0,70,10,0,60,4,4,0,0,1,7,2,32,91,102,2,10,0.39994655585847627,0.46527822849347966,0.0,0.6,main,unchanged,1
30,3,3,3,4,0,1,71,9,0,62,8,7,1,1,0,1,2,34,93,105,4,8,0.40987513147948373,0.46841308355741984,0.0,0.6083333333333333,main,unchanged,1
31,3,3,3,0,3,0,72,7,0,65,4,4,0,0,1,3,2,36,96,108,8,3,0.41033664210469417,0.4687390262057912,0.0,0.6166666666666667,main,unchanged,1
32,1,1,1,1,2,2,73,7,0,66,2,1,1,1,0,5,0,36,96,109,7,3,0.4065192626600321,0.46740059120016714,0.0,0.6083333333333333,main,unchanged,1
33,1,1,1,0,2,1,73,7,0,66,1,1,0,0,1,6,1,37,96,110,5,5,0.3955960538712657,0.4641582715228169,0.0,0.6166666666666667,main,unchanged,1
34,1,1,1,1,0,0,72,5,0,67,2,1,1,1,0,3,2,39,96,111,1,7,0.39754387021119014,0.46367982538532615,0.0,0.6166666666666667,main,unchanged,1
35,2,2,2,1,1,0,74,4,0,70,2,2,0,0,0,2,0,39,96,113,2,4,0.4009020027621084,0.4668245662290577,0.0,0.6166666666666667,main,unchanged,1
36,1,1,1,2,1,2,75,5,0,70,3,3,0,0,0,2,0,39,97,114,2,3,0.40713986826887566,0.46223556873837673,0.0,0.625,main,unchanged,1
37,1,1,1,1,1,1,76,5,0,71,3,3,0,0,0,2,0,39,97,115,4,2,0.40331592325088744,0.4626886154748557,0.0,0.6333333333333333,main,unchanged,1
38,0,0,0,1,0,1,76,3,0,73,2,2,0,0,0,1,0,39,97,115,4,3,0.40141693824681085,0.45230257290569165,0.0,0.6333333333333333,main,unchanged,1
39,0,0,0,0,0,0,76,3,0,73,2,1,1,1,0,1,0,39,97,115,4,2,0.398491503288589,0.45574047560405945,0.0,0.6333333333333333,main,unchanged,1
40,0,0,0,0,0,0,76,0,0,76,0,0,0,0,0,0,0,39,97,115,2,1,0.40027757879310566,0.457370516753932,0.0,0.6333333333333333,main,unchanged,1
41,0,0,0,0,0,0,76,0,0,76,0,0,0,0,0,0,0,39,97,115,1,0,0.39744399297972866,0.4590482824940426,0.0,0.6333333333333333,main,unchanged,1
42,1,1,1,1,1,0,77,1,0,76,1,1,0,0,0,1,0,39,98,116,0,0,0.4009017279887402,0.45974209288675355,0.0,0.6416666666666667,main,unchanged,1
43,2,2,2,1,2,0,79,3,0,76,2,2,0,0,0,3,0,39,98,118,1,1,0.4009017279887402,0.45974209288675355,0.0,0.6583333333333333,main,unchanged,1
44,1,1,1,1,0,0,80,4,0,76,2,2,0,0,0,3,0,39,98,119,2,3,0.4058064740457306,0.4622021704120288,0.0,0.6666666666666666,main,unchanged,1
45,2,2,2,1,2,0,82,5,0,77,2,2,0,0,0,4,0,39,98,121,3,3,0.4038110759435651,0.4622021704120288,0.0,0.6833333333333333,main,unchanged,1
46,0,0,0,0,0,0,82,3,0,79,2,1,1,1,0,2,0,39,98,121,3,4,0.40220890062239695,0.46009770767243613,0.0,0.6833333333333333,main,unchanged,1
47,3,3,3,4,0,1,85,5,0,80,4,4,0,0,0,1,0,39,101,124,2,2,0.40220890062239695,0.45583784979876985,0.0,0.7083333333333334,main,unchanged,1
48,1,1,1,2,2,2,86,7,0,79,6,6,0,0,0,2,0,39,101,125,5,2,0.39933387368277096,0.45464678360426497,0.0,0.7166666666666667,main,unchanged,1
49,1,1,1,0,1,0,87,5,0,82,3,2,1,1,0,3,0,39,101,126,6,2,0.4008024365042279,0.45394323742294795,0.0,0.725,main,unchanged,1
0,34,33,33,26,8,0,34,33,1,0,26,26,0,0,0,8,0,0,33,34,0,0,0.39185315214912947,0.47129259284839237,0.0,0.2833333333333333,main,unchanged,2
1,1,1,1,1,0,0,35,34,1,0,27,27,0,0,0,8,0,0,34,35,26,8,0.39185315214912947,0.47129259284839237,0.0,0.2916666666666667,main,unchanged,2
2,0,0,0,0,0,0,35,20,1,14,18,15,3,3,0,2,0,0,34,35,27,8,0.39185315214912947,0.47129259284839237,0.0,0.2916666666666667,main,unchanged,2
3,2,2,2,7,7,11,33,19,1,13,13,10,3,3,3,7,4,4,36,37,27,8,0.37384998906599115,0.4599240865929137,0.0,0.30833333333333335,main,unchanged,2
4,3,3,3,2,9,8,33,23,1,9,9,9,0,0,3,15,3,7,39,40,13,7,0.3655512428265327,0.45893971581751875,0.0,0.3,main,unchanged,2
5,2,2,2,2,0,0,35,20,1,14,7,4,3,3,0,13,0,7,40,42,9,16,0.37123905998722756,0.45893971581751875,0.0,0.2916666666666667,main,unchanged,2
6,2,2,2,2,0,0,31,10,1,20,5,4,1,1,3,5,6,13,41,44,11,16,0.37835978677805565,0.4666168929008771,0.0,0.30833333333333335,main,unchanged,2
7,0,0,0,1,0,1,29,5,1,23,4,3,1,1,1,1,2,15,41,44,6,9,0.3966295263886515,0.4664155807009372,0.0,0.25833333333333336,main,unchanged,2
8,1,1,1,1,1,1,29,3,1,25,2,2,0,0,1,1,1,16,42,45,5,1,0.3925617284796546,0.46152800179988557,0.0,0.25,main,unchanged,2
9,3,3,3,3,2,2,32,7,1,24,4,4,0,0,0,3,0,16,45,48,4,1,0.3968251700741907,0.4619703272369635,0.0,0.26666666666666666,main,unchanged,2
10,5,5,5,4,1,0,37,12,1,24,8,7,1,1,0,4,0,16,50,53,5,3,0.38927025892783307,0.4625542747624684,0.0,0.30833333333333335,main,unchanged,2
11,1,1,1,1,1,0,36,8,1,27,6,5,1,1,1,3,2,18,51,54,8,4,0.3875373540670109,0.4680980483159312,0.0,0.31666666666666665,main,unchanged,2
12,0,0,0,0,3,3,36,6,1,29,3,1,2,2,0,4,0,18,51,54,8,4,0.38666883251214107,0.47277829178556463,0.0,0.3,main,unchanged,2
13,1,1,1,2,3,4,35,9,1,25,3,2,1,1,2,7,2,20,52,55,5,5,0.38332385815307835,0.46663490919836825,0.0,0.30833333333333335,main,unchanged,2
14,3,3,3,3,0,0,37,8,1,28,5,5,0,0,0,3,1,21,55,58,3,7,0.38913056150262987,0.46663490919836825,0.0,0.31666666666666665,main,unchanged,2
15,4,4,4,3,2,0,41,9,1,31,7,6,1,1,0,3,0,21,58,62,5,6,0.38978242327019913,0.4606368134147299,0.0,0.3416666666666667,main,unchanged,2
16,11,11,11,5,6,0,51,16,1,34,9,8,1,1,1,8,1,22,66,73,8,5,0.3940158830118116,0.4612649712247022,0.0,0.43333333333333335,main,unchanged,2
17,4,4,4,3,4,2,54,18,1,35,9,8,1,1,1,10,1,23,69,77,11,8,0.3857342836344955,0.4584867988559696,0.0,0.4583333333333333,main,unchanged,2
18,0,0,0,1,2,3,53,14,1,38,7,4,3,3,1,8,1,24,69,77,11,12,0.38765062554223256,0.46112378189814407,0.0,0.45,main,unchanged,2
19,1,1,1,3,0,2,49,6,1,42,5,4,1,1,3,1,5,29,69,78,9,12,0.3887249783138004,0.4592074570725194,0.0,0.45,main,unchanged,2
20,0,0,0,2,0,2,48,6,1,41,5,5,0,0,1,1,1,30,69,78,7,6,0.3975027562150328,0.4536528990805037,0.0,0.4083333333333333,main,unchanged,2
21,2,2,2,3,2,1,49,5,1,43,5,5,0,0,0,2,1,31,71,80,6,2,0.3990595506751907,0.4553413977269385,0.0,0.4166666666666667,main,unchanged,2
22,1,1,1,1,0,0,50,4,1,45,4,4,0,0,0,2,0,31,72,81,8,2,0.3953610090590753,0.4661535651209009,0.0,0.4166666666666667,main,unchanged,2
23,3,3,3,2,1,0,53,6,1,46,4,3,1,1,0,2,0,31,73,84,6,2,0.3856009947707715,0.47436101304693956,0.0,0.44166666666666665,main,unchanged,2
24,1,1,1,0,1,0,53,4,1,48,2,2,0,0,0,2,1,32,73,85,6,3,0.3804822652034828,0.47393867505419496,0.0,0.45,main,unchanged,2
25,2,2,2,1,1,0,55,4,1,50,2,1,1,1,0,2,0,32,75,87,3,2,0.3795628853769017,0.4746978679107868,0.0,0.4583333333333333,main,unchanged,2
26,3,3,3,2,2,1,57,6,1,50,3,3,0,0,1,3,1,33,77,90,3,3,0.38017768967506727,0.4716522766027171,0.0,0.48333333333333334,main,unchanged,2
27,1,1,1,1,0,0,58,4,1,53,3,3,0,0,0,1,0,33,78,91,3,4,0.3866538320540751,0.47207461459546174,0.0,0.48333333333333334,main,unchanged,2
28,4,4,4,5,2,2,62,7,1,54,6,6,0,0,0,2,0,33,80,95,4,3,0.3897026026064747,0.46501990977776236,0.0,0.5166666666666667,main,unchanged,2
29,2,2,2,3,1,2,64,10,1,53,8,8,0,0,0,3,0,33,81,97,8,4,0.3884451510738181,0.4678513111733349,0.0,0.5333333333333333,main,unchanged,2
30,1,1,1,0,1,0,65,8,1,56,6,3,3,3,0,2,0,33,82,98,9,3,0.3824600888800226,0.4678513111733349,0.0,0.5416666666666666,main,unchanged,2
31,2,2,2,3,1,2,65,8,1,56,5,3,2,2,2,3,2,35,83,100,8,4,0.38101514735376557,0.46704651953397985,0.0,0.5583333333333333,main,unchanged,2
32,3,3,3,2,2,1,65,7,1,57,5,5,0,0,2,2,3,38,86,103,6,3,0.38725868528481583,0.46726070944647696,0.0,0.5666666666666667,main,unchanged,2
33,0,0,0,1,0,1,65,6,1,58,4,3,1,1,0,2,0,38,86,103,5,4,0.3972937164263718,0.4677366220907485,0.0,0.5416666666666666,main,unchanged,2
34,2,2,2,2,0,0,66,5,1,60,4,3,1,1,0,1,1,39,88,105,6,3,0.39794266794205047,0.4715204455699332,0.0,0.5583333333333333,main,unchanged,2
35,2,2,2,2,2,2,66,6,1,59,4,4,0,0,1,2,2,41,88,107,5,2,0.39024136138608484,0.4747276523954704,0.0,0.5666666666666667,main,unchanged,2
36,2,2,2,2,1,0,68,6,1,61,4,4,0,0,0,3,0,41,90,109,5,2,0.38207619706955165,0.47688593960617437,0.0,0.5666666666666667,main,unchanged,2
37,3,3,3,1,3,1,71,8,1,62,4,3,1,1,0,5,0,41,92,112,6,3,0.3796563178971493,0.47688593960617437,0.0,0.5916666666666667,main,unchanged,2
38,2,2,2,2,2,2,71,7,1,63,3,3,0,0,1,4,2,43,93,114,5,6,0.3824224567388379,0.46968302787010513,0.0,0.6083333333333333,main,unchanged,2
39,3,3,3,2,2,1,74,9,1,64,4,4,0,0,0,5,0,43,94,117,5,6,0.38228187119286966,0.4685606982532581,0.0,0.6166666666666667,main,unchanged,2
40,1,0,0,0,1,1,74,6,2,66,3,2,1,1,0,3,1,44,94,118,5,7,0.38508349387208146,0.46496079228214154,0.0,0.625,main,unchanged,2
41,1,1,1,2,1,2,74,6,2,66,3,2,1,1,1,3,1,45,95,119,4,5,0.3869238299152189,0.4661434602981301,0.0,0.625,main,unchanged,2
42,1,1,1,2,0,1,73,5,2,66,4,4,0,0,1,1,2,47,96,120,4,4,0.39043005685227017,0.4636339799599713,0.0,0.625,main,unchanged,2
43,4,4,4,4,0,0,77,7,2,68,6,6,0,0,0,1,0,47,99,124,4,2,0.39623654398478464,0.46684103267315685,0.0,0.6416666666666667,main,unchanged,2
44,1,1,1,1,1,1,78,7,2,69,6,5,1,1,0,1,0,47,100,125,8,1,0.3934391692594,0.4691299990713811,0.0,0.65,main,unchanged,2
45,0,0,0,0,0,0,77,2,2,73,1,1,0,0,1,1,1,48,100,125,7,1,0.3906631818223084,0.4702536028194156,0.0,0.65,main,unchanged,2
46,1,1,1,1,2,2,78,4,2,72,1,1,0,0,0,3,0,48,100,126,5,1,0.3832340073005588,0.4707337411383966,0.0,0.65,main,unchanged,2
47,0,0,0,0,1,1,78,4,2,72,1,1,0,0,0,3,0,48,100,126,2,3,0.3857231869026028,0.4707337411383966,0.0,0.65,main,unchanged,2
48,1,1,1,1,0,0,79,3,2,74,1,1,0,0,0,2,0,48,100,127,1,3,0.3868147199264102,0.46916073626126903,0.0,0.6583333333333333,main,unchanged,2
49,2,2,2,2,2,1,80,5,2,73,3,3,0,0,0,3,1,49,100,129,2,3,0.388193457765549,0.4664620897416593,0.0,0.675,main,unchanged,2
0,42,39,39,32,10,0,42,39,3,0,32,32,0,0,0,10,0,0,39,42,0,0,0.4041663183441414,0.4474515856916411,0.0,0.35,main,unchanged,3
1,1,2,2,1,1,0,43,41,2,0,33,33,0,0,0,11,0,0,41,43,32,10,0.4041663183441414,0.4474515856916411,0.0,0.35833333333333334,main,unchanged,3
2,2,2,2,1,1,0,45,33,2,10,27,22,5,5,0,6,0,0,43,45,33,11,0.4041663183441414,0.4474515856916411,0.0,0.375,main,unchanged,3
3,2,2,2,3,7,7,40,22,2,16,16,13,3,3,5,7,7,7,45,47,34,12,0.38994052184064754,0.4358677118903306,0.0,0.39166666666666666,main,unchanged,3
4,2,2,2,3,7,8,38,18,2,18,7,6,1,1,3,12,4,11,47,49,16,9,0.3920792033463141,0.43474782514730065,0.0,0.35,main,unchanged,3
5,1,2,2,3,4,5,38,22,1,15,9,6,3,3,1,14,1,12,49,50,8,15,0.3918090425283115,0.4357502200227134,0.0,0.325,main,unchanged,3
6,4,4,4,4,1,1,37,18,1,18,8,7,1,1,3,10,5,17,52,54,9,18,0.4038826234822445,0.44216350813866395,0.0,0.35,main,unchanged,3
7,5,5,5,5,2,1,38,16,1,21,11,9,2,2,1,6,4,21,56,59,10,12,0.40764426298707285,0.4447414043233771,0.0,0.35,main,unchanged,3
8,2,2,2,2,2,1,38,11,1,26,9,7,2,2,2,4,2,23,57,61,12,7,0.41006007867948197,0.4475410384556769,0.0,0.3333333333333333,main,unchanged,3
9,3,3,3,3,2,2,40,10,1,29,6,5,1,1,1,5,1,24,60,64,11,5,0.40921768142014064,0.4470567824309835,0.0,0.3416666666666667,main,unchanged,3
10,1,1,1,1,2,2,40,10,1,29,5,4,1,1,1,5,1,25,60,65,10,6,0.39933363353163226,0.44331715146164524,0.0,0.3416666666666667,main,unchanged,3
11,1,1,1,1,1,1,40,7,1,32,2,2,0,0,1,5,1,26,61,66,6,6,0.40189240448678665,0.4346769991068435,0.0,0.3416666666666667,main,unchanged,3
12,4,4,4,3,3,2,43,10,1,32,4,4,0,0,0,6,1,27,65,70,5,5,0.39364451767048186,0.4371583108084243,0.0,0.36666666666666664,main,unchanged,3
