scenario,population,metric,contrast,n,mean,low,high
grid_r0.4_c0.5,all,domestic_use,change,2,-0.04688707019960564,-0.07619047619047614,-0.01758366420873514
grid_r0.4_c0.5,all,domestic_use,late_minus_base,2,0.07242524916943521,0.02857142857142858,0.11627906976744184
grid_r0.4_c0.5,all,customer_use,late,2,0.4083056478405315,0.3023255813953488,0.5142857142857142
grid_r0.4_c0.5,all,customer_use,change,2,0.059583232044945006,0.009642654566080544,0.10952380952380947
grid_r0.4_c0.5,all,customer_use,late_minus_base,2,-0.19667774086378742,-0.2790697674418605,-0.11428571428571432
grid_r0.4_c0.5,all,customer_minus_domestic,late,2,-0.43621262458471755,-0.5581395348837209,-0.3142857142857142
grid_r0.4_c0.5,all,customer_minus_domestic,change,2,0.1064703022445507,0.027226318774815628,0.18571428571428578
grid_r0.4_c0.5,all,customer_minus_domestic,late_minus_base,2,-0.2691029900332226,-0.39534883720930236,-0.14285714285714285
grid_r0.4_c0.5,all,first_d,late,2,0.6059800664451827,0.5142857142857142,0.6976744186046512
grid_r0.4_c0.5,all,first_d,change,2,-0.05662155957107745,-0.1523809523809524,0.03913783323879749
grid_r0.4_c0.5,all,first_d,late_minus_base,2,0.052823920265780755,-0.05714285714285716,0.16279069767441867
grid_r0.4_c0.5,all,first_e,late,2,0.2956810631229235,0.16279069767441856,0.42857142857142855
grid_r0.4_c0.5,all,first_e,change,2,0.018387218755908458,-0.12989222915484971,0.16666666666666663
grid_r0.4_c0.5,all,first_e,late_minus_base,2,-0.11362126245847182,-0.25581395348837216,0.028571428571428525
grid_r0.4_c0.5,all,first_both,late,2,0.04916943521594684,0.028571428571428567,0.06976744186046512
grid_r0.4_c0.5,all,first_both,change,2,0.025359911406423033,-0.01904761904761905,0.06976744186046512
grid_r0.4_c0.5,all,first_both,late_minus_base,2,0.037541528239202655,0.028571428571428567,0.046511627906976744
grid_r0.4_c0.5,all,domestic_only,late,2,0.5425249169435216,0.45714285714285713,0.627906976744186
grid_r0.4_c0.5,all,domestic_only,change,2,-0.07245766145369095,-0.11428571428571427,-0.030629608621667637
grid_r0.4_c0.5,all,domestic_only,late_minus_base,2,0.173421926910299,0.11428571428571427,0.23255813953488375
