cohort,onset,followup,population,cases,domestic_users,customer_users,first_d,first_e,first_both,no_submission,domestic_use,customer_use,both_use,domestic_only,customer_only,d_to_e,e_to_d,resolved,unresolved,customer_minus_domestic,scenario,seed
7,42,24,all,23,20,5,0.7391304347826086,0.17391304347826086,0.0,0.08695652173913043,0.8695652173913043,0.21739130434782608,0.17391304347826086,0.6956521739130435,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.391304347826087,0.6086956521739131,-0.6521739130434783,grid_r0.4_c1.0,0
7,42,24,both_reachable,6,5,5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.5,0.0,grid_r0.4_c1.0,0
0,0,24,all,24,22,3,0.875,0.08333333333333333,0.0,0.041666666666666664,0.9166666666666666,0.125,0.08333333333333333,0.8333333333333334,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.3333333333333333,0.6666666666666666,-0.7916666666666666,grid_r0.4_c1.5,0
0,0,24,both_reachable,6,5,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8333333333333334,0.5,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,-0.33333333333333337,grid_r0.4_c1.5,0
1,6,24,all,17,14,5,0.7058823529411765,0.23529411764705882,0.0,0.058823529411764705,0.8235294117647058,0.29411764705882354,0.17647058823529413,0.6470588235294118,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.4117647058823529,0.5882352941176471,-0.5294117647058822,grid_r0.4_c1.5,0
1,6,24,both_reachable,7,5,5,0.42857142857142855,0.5714285714285714,0.0,0.0,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,grid_r0.4_c1.5,0
2,12,24,all,19,19,2,0.8947368421052632,0.10526315789473684,0.0,0.0,1.0,0.10526315789473684,0.10526315789473684,0.8947368421052632,0.0,0.0,0.10526315789473684,0.631578947368421,0.3684210526315789,-0.8947368421052632,grid_r0.4_c1.5,0
2,12,24,both_reachable,7,7,2,0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.0,0.2857142857142857,0.8571428571428571,0.14285714285714285,-0.7142857142857143,grid_r0.4_c1.5,0
3,18,24,all,18,15,2,0.8333333333333334,0.1111111111111111,0.0,0.05555555555555555,0.8333333333333334,0.1111111111111111,0.0,0.8333333333333334,0.1111111111111111,0.0,0.0,0.5555555555555556,0.4444444444444444,-0.7222222222222223,grid_r0.4_c1.5,0
3,18,24,both_reachable,4,2,2,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,grid_r0.4_c1.5,0
4,24,24,all,19,19,1,1.0,0.0,0.0,0.0,1.0,0.05263157894736842,0.05263157894736842,0.9473684210526315,0.0,0.05263157894736842,0.0,0.3684210526315789,0.631578947368421,-0.9473684210526316,grid_r0.4_c1.5,0
4,24,24,both_reachable,7,7,1,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.0,0.42857142857142855,0.5714285714285714,-0.8571428571428572,grid_r0.4_c1.5,0
5,30,24,all,14,13,0,0.9285714285714286,0.0,0.0,0.07142857142857142,0.9285714285714286,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,-0.9285714285714286,grid_r0.4_c1.5,0
5,30,24,both_reachable,5,5,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.6,-1.0,grid_r0.4_c1.5,0
6,36,24,all,20,18,5,0.8,0.1,0.0,0.1,0.9,0.25,0.25,0.65,0.0,0.15,0.1,0.35,0.65,-0.65,grid_r0.4_c1.5,0
6,36,24,both_reachable,7,7,5,0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.7142857142857143,-0.2857142857142857,grid_r0.4_c1.5,0
7,42,24,all,23,21,4,0.8260869565217391,0.13043478260869565,0.0,0.043478260869565216,0.9130434782608695,0.17391304347826086,0.13043478260869565,0.782608695652174,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.4782608695652174,0.5217391304347826,-0.7391304347826086,grid_r0.4_c1.5,0
7,42,24,both_reachable,6,5,4,0.5,0.5,0.0,0.0,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,-0.16666666666666674,grid_r0.4_c1.5,0
0,0,24,all,24,19,11,0.5833333333333334,0.375,0.0,0.041666666666666664,0.7916666666666666,0.4583333333333333,0.2916666666666667,0.5,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.4583333333333333,0.5416666666666666,-0.3333333333333333,grid_r0.7_c0.5,0
0,0,24,both_reachable,14,10,11,0.35714285714285715,0.6428571428571429,0.0,0.0,0.7142857142857143,0.7857142857142857,0.5,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.5,0.5,0.0714285714285714,grid_r0.7_c0.5,0
1,6,24,all,17,13,11,0.35294117647058826,0.6470588235294118,0.0,0.0,0.7647058823529411,0.6470588235294118,0.4117647058823529,0.35294117647058826,0.23529411764705882,0.0,0.4117647058823529,0.47058823529411764,0.5294117647058824,-0.11764705882352933,grid_r0.7_c0.5,0
1,6,24,both_reachable,12,8,11,0.08333333333333333,0.9166666666666666,0.0,0.0,0.6666666666666666,0.9166666666666666,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.0,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.25,grid_r0.7_c0.5,0
2,12,24,all,19,17,10,0.631578947368421,0.3157894736842105,0.05263157894736842,0.0,0.8947368421052632,0.5263157894736842,0.42105263157894735,0.47368421052631576,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.631578947368421,0.3684210526315789,-0.368421052631579,grid_r0.7_c0.5,0
2,12,24,both_reachable,15,13,10,0.5333333333333333,0.4,0.06666666666666667,0.0,0.8666666666666667,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.2,0.26666666666666666,0.6666666666666666,0.3333333333333333,-0.20000000000000007,grid_r0.7_c0.5,0
3,18,24,all,18,13,7,0.6111111111111112,0.3333333333333333,0.0,0.05555555555555555,0.7222222222222222,0.3888888888888889,0.16666666666666666,0.5555555555555556,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.6666666666666666,0.3333333333333333,-0.3333333333333333,grid_r0.7_c0.5,0
3,18,24,both_reachable,9,5,7,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.2222222222222222,grid_r0.7_c0.5,0
4,24,24,all,19,14,12,0.42105263157894735,0.42105263157894735,0.10526315789473684,0.05263157894736842,0.7368421052631579,0.631578947368421,0.42105263157894735,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.47368421052631576,0.5263157894736842,-0.10526315789473684,grid_r0.7_c0.5,0
4,24,24,both_reachable,13,9,12,0.23076923076923078,0.6153846153846154,0.15384615384615385,0.0,0.6923076923076923,0.9230769230769231,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.5384615384615384,0.46153846153846156,0.23076923076923084,grid_r0.7_c0.5,0
5,30,24,all,14,12,9,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.8571428571428571,0.6428571428571429,0.5,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.6428571428571429,-0.2142857142857142,grid_r0.7_c0.5,0
5,30,24,both_reachable,10,8,9,0.2,0.6,0.2,0.0,0.8,0.9,0.7,0.1,0.2,0.1,0.4,0.4,0.6,0.09999999999999998,grid_r0.7_c0.5,0
6,36,24,all,20,15,15,0.55,0.35,0.1,0.0,0.75,0.75,0.5,0.25,0.25,0.3,0.1,0.4,0.6,0.0,grid_r0.7_c0.5,0
6,36,24,both_reachable,17,12,15,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.0,0.7058823529411765,0.8823529411764706,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.35294117647058826,0.11764705882352941,0.4117647058823529,0.5882352941176471,0.17647058823529405,grid_r0.7_c0.5,0
7,42,24,all,23,16,11,0.5652173913043478,0.43478260869565216,0.0,0.0,0.6956521739130435,0.4782608695652174,0.17391304347826086,0.5217391304347826,0.30434782608695654,0.043478260869565216,0.13043478260869565,0.4782608695652174,0.5217391304347826,-0.21739130434782605,grid_r0.7_c0.5,0
7,42,24,both_reachable,13,6,11,0.23076923076923078,0.7692307692307693,0.0,0.0,0.46153846153846156,0.8461538461538461,0.3076923076923077,0.15384615384615385,0.5384615384615384,0.07692307692307693,0.23076923076923078,0.5384615384615384,0.46153846153846156,0.3846153846153846,grid_r0.7_c0.5,0
0,0,24,all,24,20,9,0.7083333333333334,0.25,0.0,0.041666666666666664,0.8333333333333334,0.375,0.25,0.5833333333333334,0.125,0.125,0.125,0.4166666666666667,0.5833333333333334,-0.45833333333333337,grid_r0.7_c1.0,0
0,0,24,both_reachable,14,11,9,0.5714285714285714,0.42857142857142855,0.0,0.0,0.7857142857142857,0.6428571428571429,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.5714285714285714,-0.1428571428571428,grid_r0.7_c1.0,0
1,6,24,all,17,14,11,0.5882352941176471,0.4117647058823529,0.0,0.0,0.8235294117647058,0.6470588235294118,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.47058823529411764,0.5294117647058824,-0.17647058823529405,grid_r0.7_c1.0,0
1,6,24,both_reachable,12,9,11,0.4166666666666667,0.5833333333333334,0.0,0.0,0.75,0.9166666666666666,0.6666666666666666,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5833333333333334,0.16666666666666663,grid_r0.7_c1.0,0
2,12,24,all,19,18,7,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.0,0.9473684210526315,0.3684210526315789,0.3157894736842105,0.631578947368421,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.631578947368421,0.3684210526315789,-0.5789473684210527,grid_r0.7_c1.0,0
2,12,24,both_reachable,15,14,7,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.0,0.9333333333333333,0.4666666666666667,0.4,0.5333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.6666666666666666,0.3333333333333333,-0.4666666666666667,grid_r0.7_c1.0,0
3,18,24,all,18,14,4,0.7222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.7777777777777778,0.2222222222222222,0.05555555555555555,0.7222222222222222,0.16666666666666666,0.0,0.05555555555555555,0.6666666666666666,0.3333333333333333,-0.5555555555555556,grid_r0.7_c1.0,0
3,18,24,both_reachable,9,6,4,0.5555555555555556,0.4444444444444444,0.0,0.0,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.6666666666666666,0.3333333333333333,-0.2222222222222222,grid_r0.7_c1.0,0
4,24,24,all,19,15,11,0.631578947368421,0.3157894736842105,0.05263157894736842,0.0,0.7894736842105263,0.5789473684210527,0.3684210526315789,0.42105263157894735,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.3684210526315789,0.631578947368421,-0.21052631578947367,grid_r0.7_c1.0,0
4,24,24,both_reachable,13,9,11,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.0,0.6923076923076923,0.8461538461538461,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.6153846153846154,0.15384615384615385,grid_r0.7_c1.0,0
5,30,24,all,14,11,6,0.6428571428571429,0.2857142857142857,0.0,0.07142857142857142,0.7857142857142857,0.42857142857142855,0.2857142857142857,0.5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5,0.5,-0.35714285714285715,grid_r0.7_c1.0,0
5,30,24,both_reachable,10,7,6,0.5,0.4,0.0,0.1,0.7,0.6,0.4,0.3,0.2,0.2,0.2,0.6,0.4,-0.09999999999999998,grid_r0.7_c1.0,0
6,36,24,all,20,15,13,0.55,0.4,0.0,0.05,0.75,0.65,0.45,0.3,0.2,0.25,0.2,0.4,0.6,-0.09999999999999998,grid_r0.7_c1.0,0
6,36,24,both_reachable,17,13,13,0.5294117647058824,0.47058823529411764,0.0,0.0,0.7647058823529411,0.7647058823529411,0.5294117647058824,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.4117647058823529,0.5882352941176471,0.0,grid_r0.7_c1.0,0
7,42,24,all,23,19,7,0.6956521739130435,0.30434782608695654,0.0,0.0,0.8260869565217391,0.30434782608695654,0.13043478260869565,0.6956521739130435,0.17391304347826086,0.0,0.13043478260869565,0.4782608695652174,0.5217391304347826,-0.5217391304347826,grid_r0.7_c1.0,0
7,42,24,both_reachable,13,9,7,0.46153846153846156,0.5384615384615384,0.0,0.0,0.6923076923076923,0.5384615384615384,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.0,0.23076923076923078,0.46153846153846156,0.5384615384615384,-0.15384615384615385,grid_r0.7_c1.0,0
0,0,24,all,24,20,6,0.75,0.20833333333333334,0.0,0.041666666666666664,0.8333333333333334,0.25,0.125,0.7083333333333334,0.125,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.5833333333333334,-0.5833333333333334,grid_r0.7_c1.5,0
0,0,24,both_reachable,14,11,6,0.6428571428571429,0.35714285714285715,0.0,0.0,0.7857142857142857,0.42857142857142855,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.5714285714285714,-0.35714285714285715,grid_r0.7_c1.5,0
1,6,24,all,17,14,8,0.6470588235294118,0.35294117647058826,0.0,0.0,0.8235294117647058,0.47058823529411764,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.47058823529411764,0.5294117647058824,-0.3529411764705882,grid_r0.7_c1.5,0
1,6,24,both_reachable,12,9,8,0.5,0.5,0.0,0.0,0.75,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.25,0.16666666666666666,0.25,0.4166666666666667,0.5833333333333334,-0.08333333333333337,grid_r0.7_c1.5,0
2,12,24,all,19,18,4,0.8421052631578947,0.15789473684210525,0.0,0.0,0.9473684210526315,0.21052631578947367,0.15789473684210525,0.7894736842105263,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.6842105263157895,0.3157894736842105,-0.7368421052631579,grid_r0.7_c1.5,0
2,12,24,both_reachable,15,14,4,0.8,0.2,0.0,0.0,0.9333333333333333,0.26666666666666666,0.2,0.7333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.7333333333333333,0.26666666666666666,-0.6666666666666667,grid_r0.7_c1.5,0
3,18,24,all,18,15,3,0.8333333333333334,0.1111111111111111,0.0,0.05555555555555555,0.8333333333333334,0.16666666666666666,0.05555555555555555,0.7777777777777778,0.1111111111111111,0.05555555555555555,0.0,0.5555555555555556,0.4444444444444444,-0.6666666666666667,grid_r0.7_c1.5,0
3,18,24,both_reachable,9,7,3,0.7777777777777778,0.2222222222222222,0.0,0.0,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,0.5555555555555556,-0.4444444444444445,grid_r0.7_c1.5,0
4,24,24,all,19,19,5,0.9473684210526315,0.05263157894736842,0.0,0.0,1.0,0.2631578947368421,0.2631578947368421,0.7368421052631579,0.0,0.21052631578947367,0.05263157894736842,0.42105263157894735,0.5789473684210527,-0.736842105263158,grid_r0.7_c1.5,0
4,24,24,both_reachable,13,13,5,0.9230769230769231,0.07692307692307693,0.0,0.0,1.0,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.0,0.3076923076923077,0.07692307692307693,0.46153846153846156,0.5384615384615384,-0.6153846153846154,grid_r0.7_c1.5,0
5,30,24,all,14,13,2,0.8571428571428571,0.07142857142857142,0.0,0.07142857142857142,0.9285714285714286,0.14285714285714285,0.14285714285714285,0.7857142857142857,0.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.6428571428571429,-0.7857142857142858,grid_r0.7_c1.5,0
5,30,24,both_reachable,10,9,2,0.8,0.1,0.0,0.1,0.9,0.2,0.2,0.7,0.0,0.1,0.1,0.4,0.6,-0.7,grid_r0.7_c1.5,0
6,36,24,all,20,15,9,0.6,0.35,0.0,0.05,0.75,0.45,0.25,0.5,0.2,0.1,0.15,0.4,0.6,-0.3,grid_r0.7_c1.5,0
6,36,24,both_reachable,17,13,9,0.5882352941176471,0.4117647058823529,0.0,0.0,0.7647058823529411,0.5294117647058824,0.29411764705882354,0.47058823529411764,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.4117647058823529,0.5882352941176471,-0.23529411764705876,grid_r0.7_c1.5,0
7,42,24,all,23,18,7,0.7391304347826086,0.2608695652173913,0.0,0.0,0.782608695652174,0.30434782608695654,0.08695652173913043,0.6956521739130435,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.4782608695652174,0.5217391304347826,-0.4782608695652174,grid_r0.7_c1.5,0
7,42,24,both_reachable,13,8,7,0.5384615384615384,0.46153846153846156,0.0,0.0,0.6153846153846154,0.5384615384615384,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.5384615384615384,0.46153846153846156,-0.07692307692307698,grid_r0.7_c1.5,0
0,0,24,all,24,18,20,0.3333333333333333,0.625,0.041666666666666664,0.0,0.75,0.8333333333333334,0.5833333333333334,0.16666666666666666,0.25,0.16666666666666666,0.375,0.5833333333333334,0.4166666666666667,0.08333333333333337,grid_r1.0_c0.5,0
0,0,24,both_reachable,24,18,20,0.3333333333333333,0.625,0.041666666666666664,0.0,0.75,0.8333333333333334,0.5833333333333334,0.16666666666666666,0.25,0.16666666666666666,0.375,0.5833333333333334,0.4166666666666667,0.08333333333333337,grid_r1.0_c0.5,0
1,6,24,all,17,13,15,0.11764705882352941,0.8823529411764706,0.0,0.0,0.7647058823529411,0.8823529411764706,0.6470588235294118,0.11764705882352941,0.23529411764705882,0.0,0.6470588235294118,0.4117647058823529,0.5882352941176471,0.11764705882352944,grid_r1.0_c0.5,0
1,6,24,both_reachable,17,13,15,0.11764705882352941,0.8823529411764706,0.0,0.0,0.7647058823529411,0.8823529411764706,0.6470588235294118,0.11764705882352941,0.23529411764705882,0.0,0.6470588235294118,0.4117647058823529,0.5882352941176471,0.11764705882352944,grid_r1.0_c0.5,0
2,12,24,all,19,17,13,0.42105263157894735,0.42105263157894735,0.15789473684210525,0.0,0.8947368421052632,0.6842105263157895,0.5789473684210527,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.3157894736842105,0.7368421052631579,0.2631578947368421,-0.21052631578947367,grid_r1.0_c0.5,0
2,12,24,both_reachable,19,17,13,0.42105263157894735,0.42105263157894735,0.15789473684210525,0.0,0.8947368421052632,0.6842105263157895,0.5789473684210527,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.3157894736842105,0.7368421052631579,0.2631578947368421,-0.21052631578947367,grid_r1.0_c0.5,0
3,18,24,all,18,11,15,0.2777777777777778,0.5555555555555556,0.16666666666666666,0.0,0.6111111111111112,0.8333333333333334,0.4444444444444444,0.16666666666666666,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.6111111111111112,0.3888888888888889,0.2222222222222222,grid_r1.0_c0.5,0
3,18,24,both_reachable,18,11,15,0.2777777777777778,0.5555555555555556,0.16666666666666666,0.0,0.6111111111111112,0.8333333333333334,0.4444444444444444,0.16666666666666666,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.6111111111111112,0.3888888888888889,0.2222222222222222,grid_r1.0_c0.5,0
4,24,24,all,19,16,15,0.3157894736842105,0.5789473684210527,0.10526315789473684,0.0,0.8421052631578947,0.7894736842105263,0.631578947368421,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.42105263157894735,0.5263157894736842,0.47368421052631576,-0.05263157894736836,grid_r1.0_c0.5,0
4,24,24,both_reachable,19,16,15,0.3157894736842105,0.5789473684210527,0.10526315789473684,0.0,0.8421052631578947,0.7894736842105263,0.631578947368421,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.42105263157894735,0.5263157894736842,0.47368421052631576,-0.05263157894736836,grid_r1.0_c0.5,0
5,30,24,all,14,12,12,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,grid_r1.0_c0.5,0
5,30,24,both_reachable,14,12,12,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,grid_r1.0_c0.5,0
6,36,24,all,20,17,18,0.4,0.45,0.15,0.0,0.85,0.9,0.75,0.1,0.15,0.3,0.3,0.55,0.45,0.050000000000000044,grid_r1.0_c0.5,0
6,36,24,both_reachable,20,17,18,0.4,0.45,0.15,0.0,0.85,0.9,0.75,0.1,0.15,0.3,0.3,0.55,0.45,0.050000000000000044,grid_r1.0_c0.5,0
7,42,24,all,23,14,20,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.0,0.6086956521739131,0.8695652173913043,0.4782608695652174,0.13043478260869565,0.391304347826087,0.17391304347826086,0.21739130434782608,0.5652173913043478,0.43478260869565216,0.26086956521739124,grid_r1.0_c0.5,0
7,42,24,both_reachable,23,14,20,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.0,0.6086956521739131,0.8695652173913043,0.4782608695652174,0.13043478260869565,0.391304347826087,0.17391304347826086,0.21739130434782608,0.5652173913043478,0.43478260869565216,0.26086956521739124,grid_r1.0_c0.5,0
0,0,24,all,24,19,15,0.5833333333333334,0.4166666666666667,0.0,0.0,0.7916666666666666,0.625,0.4166666666666667,0.375,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.4166666666666667,0.5833333333333334,-0.16666666666666663,grid_r1.0_c1.0,0
0,0,24,both_reachable,24,19,15,0.5833333333333334,0.4166666666666667,0.0,0.0,0.7916666666666666,0.625,0.4166666666666667,0.375,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.4166666666666667,0.5833333333333334,-0.16666666666666663,grid_r1.0_c1.0,0
1,6,24,all,17,15,11,0.47058823529411764,0.5294117647058824,0.0,0.0,0.8823529411764706,0.6470588235294118,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.11764705882352941,0.4117647058823529,0.4117647058823529,0.5882352941176471,-0.23529411764705876,grid_r1.0_c1.0,0
1,6,24,both_reachable,17,15,11,0.47058823529411764,0.5294117647058824,0.0,0.0,0.8823529411764706,0.6470588235294118,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.11764705882352941,0.4117647058823529,0.4117647058823529,0.5882352941176471,-0.23529411764705876,grid_r1.0_c1.0,0
2,12,24,all,19,18,8,0.7368421052631579,0.2631578947368421,0.0,0.0,0.9473684210526315,0.42105263157894735,0.3684210526315789,0.5789473684210527,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.5789473684210527,0.42105263157894735,-0.5263157894736842,grid_r1.0_c1.0,0
2,12,24,both_reachable,19,18,8,0.7368421052631579,0.2631578947368421,0.0,0.0,0.9473684210526315,0.42105263157894735,0.3684210526315789,0.5789473684210527,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.5789473684210527,0.42105263157894735,-0.5263157894736842,grid_r1.0_c1.0,0
3,18,24,all,18,13,8,0.6111111111111112,0.3333333333333333,0.0,0.05555555555555555,0.7222222222222222,0.4444444444444444,0.2222222222222222,0.5,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.4444444444444444,-0.2777777777777778,grid_r1.0_c1.0,0
3,18,24,both_reachable,18,13,8,0.6111111111111112,0.3333333333333333,0.0,0.05555555555555555,0.7222222222222222,0.4444444444444444,0.2222222222222222,0.5,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.4444444444444444,-0.2777777777777778,grid_r1.0_c1.0,0
4,24,24,all,19,15,13,0.42105263157894735,0.5263157894736842,0.05263157894736842,0.0,0.7894736842105263,0.6842105263157895,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.3157894736842105,0.3157894736842105,0.6842105263157895,-0.10526315789473684,grid_r1.0_c1.0,0
4,24,24,both_reachable,19,15,13,0.42105263157894735,0.5263157894736842,0.05263157894736842,0.0,0.7894736842105263,0.6842105263157895,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.3157894736842105,0.3157894736842105,0.6842105263157895,-0.10526315789473684,grid_r1.0_c1.0,0
5,30,24,all,14,12,8,0.6428571428571429,0.35714285714285715,0.0,0.0,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.42857142857142855,-0.2857142857142857,grid_r1.0_c1.0,0
5,30,24,both_reachable,14,12,8,0.6428571428571429,0.35714285714285715,0.0,0.0,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.42857142857142855,-0.2857142857142857,grid_r1.0_c1.0,0
6,36,24,all,20,15,15,0.5,0.4,0.05,0.05,0.75,0.75,0.55,0.2,0.2,0.3,0.2,0.45,0.55,0.0,grid_r1.0_c1.0,0
6,36,24,both_reachable,20,15,15,0.5,0.4,0.05,0.05,0.75,0.75,0.55,0.2,0.2,0.3,0.2,0.45,0.55,0.0,grid_r1.0_c1.0,0
7,42,24,all,23,17,15,0.6086956521739131,0.391304347826087,0.0,0.0,0.7391304347826086,0.6521739130434783,0.391304347826087,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.13043478260869565,0.6521739130434783,0.34782608695652173,-0.08695652173913038,grid_r1.0_c1.0,0
7,42,24,both_reachable,23,17,15,0.6086956521739131,0.391304347826087,0.0,0.0,0.7391304347826086,0.6521739130434783,0.391304347826087,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.13043478260869565,0.6521739130434783,0.34782608695652173,-0.08695652173913038,grid_r1.0_c1.0,0
0,0,24,all,24,19,10,0.625,0.3333333333333333,0.0,0.041666666666666664,0.7916666666666666,0.4166666666666667,0.25,0.5416666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.375,0.625,-0.37499999999999994,grid_r1.0_c1.5,0
0,0,24,both_reachable,24,19,10,0.625,0.3333333333333333,0.0,0.041666666666666664,0.7916666666666666,0.4166666666666667,0.25,0.5416666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.375,0.625,-0.37499999999999994,grid_r1.0_c1.5,0
1,6,24,all,17,14,9,0.5882352941176471,0.4117647058823529,0.0,0.0,0.8235294117647058,0.5294117647058824,0.35294117647058826,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.5294117647058824,0.47058823529411764,-0.2941176470588235,grid_r1.0_c1.5,0
