scenario,seed,population,period,domestic_use,customer_use,customer_minus_domestic,first_d,first_e,first_both,domestic_only,customer_only,both_use,no_submission,d_to_e,e_to_d,resolved
grid_r1.0_c1.0,1,all,early,0.8333333333333334,0.6666666666666666,-0.16666666666666666,0.5952380952380952,0.40476190476190477,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.2619047619047619,0.23809523809523808,0.38095238095238093
grid_r1.0_c1.0,1,all,late,0.8285714285714286,0.7142857142857143,-0.11428571428571428,0.5428571428571428,0.42857142857142855,0.0,0.2571428571428571,0.1428571428571428,0.5714285714285714,0.02857142857142854,0.2857142857142857,0.2857142857142857,0.42857142857142855
grid_r1.0_c1.0,1,both_reachable,early,0.8333333333333334,0.6666666666666666,-0.16666666666666666,0.5952380952380952,0.40476190476190477,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.2619047619047619,0.23809523809523808,0.38095238095238093
grid_r1.0_c1.0,1,both_reachable,late,0.8285714285714286,0.7142857142857143,-0.11428571428571428,0.5428571428571428,0.42857142857142855,0.0,0.2571428571428571,0.1428571428571428,0.5714285714285714,0.02857142857142854,0.2857142857142857,0.2857142857142857,0.42857142857142855
grid_r1.0_c1.5,0,all,early,0.8048780487804879,0.4634146341463415,-0.34146341463414626,0.6097560975609756,0.36585365853658536,0.0,0.5121951219512195,0.17073170731707313,0.2926829268292683,0.024390243902438987,0.09756097560975607,0.19512195121951215,0.43902439024390244
grid_r1.0_c1.5,0,all,late,0.7674418604651163,0.4883720930232558,-0.27906976744186046,0.6976744186046512,0.27906976744186046,0.0,0.4883720930232558,0.2093023255813953,0.2790697674418604,0.023255813953488365,0.2093023255813953,0.0697674418604651,0.46511627906976744
grid_r1.0_c1.5,0,both_reachable,early,0.8048780487804879,0.4634146341463415,-0.34146341463414626,0.6097560975609756,0.36585365853658536,0.0,0.5121951219512195,0.17073170731707313,0.2926829268292683,0.024390243902438987,0.09756097560975607,0.19512195121951215,0.43902439024390244
grid_r1.0_c1.5,0,both_reachable,late,0.7674418604651163,0.4883720930232558,-0.27906976744186046,0.6976744186046512,0.27906976744186046,0.0,0.4883720930232558,0.2093023255813953,0.2790697674418604,0.023255813953488365,0.2093023255813953,0.0697674418604651,0.46511627906976744
grid_r1.0_c1.5,1,all,early,0.9523809523809523,0.3333333333333333,-0.6190476190476191,0.7857142857142857,0.21428571428571427,0.0,0.6666666666666666,0.047619047619047554,0.2857142857142857,0.0,0.11904761904761904,0.16666666666666657,0.30952380952380953
grid_r1.0_c1.5,1,all,late,0.8,0.5142857142857142,-0.28571428571428564,0.5142857142857142,0.45714285714285713,0.0,0.45714285714285713,0.17142857142857143,0.34285714285714286,0.02857142857142854,0.057142857142857106,0.2857142857142857,0.37142857142857144
grid_r1.0_c1.5,1,both_reachable,early,0.9523809523809523,0.3333333333333333,-0.6190476190476191,0.7857142857142857,0.21428571428571427,0.0,0.6666666666666666,0.047619047619047554,0.2857142857142857,0.0,0.11904761904761904,0.16666666666666657,0.30952380952380953
grid_r1.0_c1.5,1,both_reachable,late,0.8,0.5142857142857142,-0.28571428571428564,0.5142857142857142,0.45714285714285713,0.0,0.45714285714285713,0.17142857142857143,0.34285714285714286,0.02857142857142854,0.057142857142857106,0.2857142857142857,0.37142857142857144
