case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,customer,retired_at,scenario,seed
14:0,14,4,0,0.0,0.0,,2.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.7328563019881995,True,0.4162920712285151,2.0,,no_remedy,,,163.0,163.0,1,48.0,none_r0.0_f0,0
17:0,17,5,0,0.0,0.0,,2.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.47358953296039524,True,0.506188904761806,2.0,,no_remedy,,,163.0,163.0,2,48.0,none_r0.0_f0,0
58:0,58,0,0,0.0,0.0,,2.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6648866098493449,True,0.47042565019858995,2.0,,no_remedy,,,163.0,163.0,2,48.0,none_r0.0_f0,0
106:0,106,5,0,0.0,0.0,,3.0,,,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.9872708237055297,False,0.506188904761806,4.0,,remedy_supported,4.0,4.0,4.0,4.0,2,,none_r0.0_f0,0
45:1,45,0,1,1.0,1.0,,3.0,,,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.9062133005588473,True,0.47042565019858995,4.0,,remedy_supported,4.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
46:1,46,2,1,1.0,1.0,,3.0,,,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.6022381767052344,True,0.6,4.0,,remedy_supported,4.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
55:1,55,1,1,1.0,1.0,,4.0,,,,5.0,,successful,unused,5.0,d,1.0,d,resolved,0.6382135203351533,True,0.5994915417836008,5.0,,remedy_supported,5.0,4.0,4.0,4.0,0,,none_r0.0_f0,0
73:1,73,5,1,1.0,1.0,,4.0,,,,5.0,,successful,unused,5.0,d,1.0,d,resolved,0.4398843340243584,True,0.506188904761806,5.0,,remedy_supported,5.0,4.0,4.0,4.0,2,,none_r0.0_f0,0
78:1,78,4,1,1.0,1.0,,4.0,,,,5.0,,successful,unused,5.0,d,1.0,d,resolved,0.873517646547888,False,0.4162920712285151,5.0,,remedy_supported,5.0,4.0,4.0,4.0,1,,none_r0.0_f0,0
118:1,118,0,1,1.0,1.0,,5.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.3424592674749437,True,0.47042565019858995,5.0,,no_remedy,,,162.0,162.0,2,49.0,none_r0.0_f0,0
12:2,12,5,2,2.0,2.0,,5.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.5273082560727348,True,0.506188904761806,5.0,,no_remedy,,,161.0,161.0,2,50.0,none_r0.0_f0,0
87:3,87,2,3,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.9504297361642187,True,0.6,,,,,,,160.0,0,51.0,none_r0.0_f0,0
70:4,70,1,4,4.0,4.0,,6.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.8472291736018014,True,0.5994915417836008,6.0,,no_remedy,,,159.0,159.0,0,52.0,none_r0.0_f0,0
66:5,66,4,5,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.6125921476645525,True,0.4162920712285151,,,,,,,158.0,1,53.0,none_r0.0_f0,0
82:5,82,4,5,5.0,5.0,,7.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.2545469766510456,True,0.4162920712285151,7.0,,no_remedy,,,158.0,158.0,1,53.0,none_r0.0_f0,0
25:6,25,2,6,6.0,10.0,6.0,12.0,8.0,,8.0,13.0,9.0,successful,closed_unresolved,13.0,d,1.0,e,resolved,0.4413277873763837,True,0.6,13.0,9.0,remedy_supported,13.0,7.0,7.0,7.0,0,,none_r0.0_f0,0
56:6,56,5,6,6.0,6.0,,8.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6447517540196053,True,0.506188904761806,8.0,,no_remedy,,,157.0,157.0,2,54.0,none_r0.0_f0,0
110:6,110,2,6,6.0,6.0,,8.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.9207338102303917,False,0.6,8.0,,no_remedy,,,157.0,157.0,0,54.0,none_r0.0_f0,0
40:7,40,3,7,7.0,7.0,,9.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.4331345245406891,True,0.40760183202748823,9.0,,no_remedy,,,156.0,156.0,1,55.0,none_r0.0_f0,0
101:7,101,1,7,7.0,7.0,,9.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6530162742182607,True,0.5994915417836008,9.0,,no_remedy,,,156.0,156.0,0,55.0,none_r0.0_f0,0
41:9,41,1,9,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.5770874748534227,True,0.5994915417836008,,,,,,,154.0,0,57.0,none_r0.0_f0,0
21:10,21,4,10,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.8922244628158189,True,0.4162920712285151,,,,,,,153.0,1,58.0,none_r0.0_f0,0
93:11,93,1,11,11.0,11.0,,13.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.8390442274341787,True,0.5994915417836008,13.0,,no_remedy,,,152.0,152.0,0,59.0,none_r0.0_f0,0
96:11,96,1,11,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.7450786671386207,True,0.5994915417836008,,,,,,,152.0,0,59.0,none_r0.0_f0,0
48:12,48,0,12,12.0,12.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.7100312980383814,True,0.47042565019858995,15.0,,remedy_supported,15.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
3:13,3,4,13,13.0,13.0,,15.0,,,,16.0,,successful,unused,16.0,d,1.0,d,resolved,0.21223919630908938,True,0.4162920712285151,16.0,,remedy_supported,16.0,3.0,3.0,3.0,1,,none_r0.0_f0,0
27:14,27,2,14,14.0,14.0,,16.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.23505082056970572,True,0.6,16.0,,no_remedy,,,149.0,149.0,0,62.0,none_r0.0_f0,0
98:14,98,4,14,14.0,14.0,,16.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.790114011401353,True,0.4162920712285151,16.0,,no_remedy,,,149.0,149.0,1,62.0,none_r0.0_f0,0
6:15,6,1,15,15.0,15.0,,17.0,,,,18.0,,successful,unused,18.0,d,1.0,d,resolved,0.9052472326700784,True,0.5994915417836008,18.0,,remedy_supported,18.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
8:15,8,0,15,15.0,15.0,,17.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.3960478194003253,True,0.47042565019858995,17.0,,no_remedy,,,148.0,148.0,2,63.0,none_r0.0_f0,0
1:16,1,5,16,16.0,,16.0,,18.0,,,,,unused,closed_unresolved,,,0.0,e,archived_unresolved,0.42403633705529986,True,0.506188904761806,,18.0,,,,147.0,147.0,2,64.0,none_r0.0_f0,0
57:16,57,3,16,16.0,16.0,,18.0,,,,19.0,,successful,unused,19.0,d,1.0,d,resolved,0.5835548832989768,False,0.40760183202748823,19.0,,remedy_supported,19.0,3.0,3.0,3.0,1,,none_r0.0_f0,0
89:16,89,4,16,16.0,16.0,,18.0,,,,19.0,,successful,unused,19.0,d,1.0,d,resolved,0.5989296546636256,False,0.4162920712285151,19.0,,remedy_supported,19.0,3.0,3.0,3.0,1,,none_r0.0_f0,0
92:16,92,4,16,16.0,16.0,,18.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.5847470334629051,True,0.4162920712285151,18.0,,no_remedy,,,147.0,147.0,1,64.0,none_r0.0_f0,0
95:16,95,3,16,16.0,16.0,,19.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6961093013590008,True,0.40760183202748823,19.0,,no_remedy,,,147.0,147.0,1,64.0,none_r0.0_f0,0
63:18,63,1,18,18.0,18.0,,20.0,,,,21.0,,successful,unused,21.0,d,1.0,d,resolved,0.788652220532216,True,0.5994915417836008,21.0,,remedy_supported,21.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
97:18,97,1,18,18.0,18.0,,20.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.7269834812030938,True,0.5994915417836008,20.0,,no_remedy,,,145.0,145.0,0,66.0,none_r0.0_f0,0
7:19,7,0,19,19.0,19.0,,21.0,,,,22.0,,successful,unused,22.0,d,1.0,d,resolved,0.43136060466874526,True,0.47042565019858995,22.0,,remedy_supported,22.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
55:19,55,1,19,19.0,19.0,,21.0,,,,22.0,,successful,unused,22.0,d,1.0,d,resolved,0.6382135203351533,True,0.5994915417836008,22.0,,remedy_supported,22.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
117:19,117,2,19,19.0,19.0,,21.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.4520993418102399,True,0.6,21.0,,no_remedy,,,144.0,144.0,0,67.0,none_r0.0_f0,0
67:20,67,1,20,20.0,20.0,,22.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.5675959274454592,True,0.5994915417836008,22.0,,no_remedy,,,143.0,143.0,0,68.0,none_r0.0_f0,0
91:20,91,5,20,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.4788570711031347,True,0.506188904761806,,,,,,,143.0,2,68.0,none_r0.0_f0,0
108:20,108,4,20,20.0,20.0,,22.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.28682579742600656,True,0.4162920712285151,22.0,,no_remedy,,,143.0,143.0,1,68.0,none_r0.0_f0,0
64:22,64,1,22,22.0,22.0,,24.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.39192050606704254,True,0.5994915417836008,24.0,,no_remedy,,,141.0,141.0,0,70.0,none_r0.0_f0,0
20:24,20,4,24,24.0,24.0,,26.0,,,,27.0,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.3300545909333682,True,0.4162920712285151,27.0,,remedy_supported,27.0,,139.0,139.0,1,72.0,none_r0.0_f0,0
107:24,107,0,24,24.0,24.0,,26.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.9241244578930374,False,0.47042565019858995,26.0,,no_remedy,,,139.0,139.0,2,72.0,none_r0.0_f0,0
113:24,113,4,24,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.7321578856744935,True,0.4162920712285151,,,,,,,139.0,1,72.0,none_r0.0_f0,0
88:25,88,4,25,25.0,25.0,,27.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.27828789082103156,True,0.4162920712285151,27.0,,no_remedy,,,138.0,138.0,1,73.0,none_r0.0_f0,0
54:26,54,3,26,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.9312490218410299,True,0.40760183202748823,,,,,,,137.0,1,74.0,none_r0.0_f0,0
79:27,79,0,27,27.0,27.0,,29.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.45041942962650766,True,0.47042565019858995,29.0,,no_remedy,,,136.0,136.0,2,75.0,none_r0.0_f0,0
112:27,112,2,27,27.0,27.0,,29.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.9471728508869972,False,0.6,29.0,,no_remedy,,,136.0,136.0,0,75.0,none_r0.0_f0,0
45:28,45,0,28,28.0,28.0,,30.0,,,,31.0,,successful,unused,31.0,d,1.0,d,resolved,0.9062133005588473,True,0.47042565019858995,31.0,,remedy_supported,31.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
75:28,75,3,28,28.0,28.0,,30.0,,,,31.0,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.38056012843572185,True,0.40760183202748823,31.0,,remedy_supported,31.0,,135.0,135.0,1,76.0,none_r0.0_f0,0
55:29,55,1,29,29.0,29.0,,31.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6382135203351533,True,0.5994915417836008,31.0,,no_remedy,,,134.0,134.0,0,77.0,none_r0.0_f0,0
119:29,119,2,29,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.9542254831141659,True,0.6,,,,,,,134.0,0,77.0,none_r0.0_f0,0
11:30,11,0,30,30.0,30.0,,32.0,,,,33.0,,successful,unused,33.0,d,1.0,d,resolved,0.3068491472644639,False,0.47042565019858995,33.0,,remedy_supported,33.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
59:31,59,2,31,31.0,31.0,,33.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6943385467328902,True,0.6,33.0,,no_remedy,,,132.0,132.0,0,79.0,none_r0.0_f0,0
71:31,71,0,31,31.0,31.0,,33.0,,,,34.0,,successful,unused,34.0,d,1.0,d,resolved,0.5421108680144316,True,0.47042565019858995,34.0,,remedy_supported,34.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
81:32,81,0,32,32.0,32.0,,34.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.27969891821071224,True,0.47042565019858995,34.0,,no_remedy,,,131.0,131.0,2,80.0,none_r0.0_f0,0
29:34,29,1,34,34.0,34.0,37.0,36.0,39.0,,39.0,,40.0,closed_unresolved,successful,40.0,e,1.0,d,resolved,0.6065513421468937,True,0.5994915417836008,36.0,40.0,no_remedy,,6.0,6.0,6.0,0,,none_r0.0_f0,0
30:36,30,0,36,36.0,36.0,,38.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.812423584071269,True,0.47042565019858995,38.0,,no_remedy,,,127.0,127.0,2,84.0,none_r0.0_f0,0
42:36,42,2,36,36.0,,36.0,,38.0,,,,,unused,closed_unresolved,,,0.0,e,archived_unresolved,0.5181381035783981,True,0.6,,38.0,,,,127.0,127.0,0,84.0,none_r0.0_f0,0
89:36,89,4,36,36.0,36.0,,38.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.5989296546636256,False,0.4162920712285151,38.0,,no_remedy,,,127.0,127.0,1,84.0,none_r0.0_f0,0
62:38,62,1,38,38.0,38.0,,40.0,,,,41.0,,successful,unused,41.0,d,1.0,d,resolved,0.5080031486909644,True,0.5994915417836008,41.0,,remedy_supported,41.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
37:39,37,5,39,39.0,39.0,,41.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.9605148714067651,False,0.506188904761806,41.0,,no_remedy,,,124.0,124.0,2,87.0,none_r0.0_f0,0
62:42,62,1,42,42.0,42.0,,44.0,,,,45.0,,successful,unused,45.0,d,1.0,d,resolved,0.5080031486909644,True,0.5994915417836008,45.0,,remedy_supported,45.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
109:42,109,2,42,42.0,42.0,,44.0,,,,45.0,,successful,unused,45.0,d,1.0,d,resolved,0.2942783569319056,True,0.6,45.0,,remedy_supported,45.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
9:43,9,5,43,43.0,43.0,,45.0,,,,46.0,,successful,unused,46.0,d,1.0,d,resolved,0.3453204894600047,True,0.506188904761806,46.0,,remedy_supported,46.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
35:43,35,5,43,43.0,43.0,,45.0,,,,46.0,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.24004808460833615,True,0.506188904761806,46.0,,remedy_supported,46.0,,120.0,120.0,2,91.0,none_r0.0_f0,0
46:44,46,2,44,44.0,44.0,,46.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6022381767052344,True,0.6,46.0,,no_remedy,,,119.0,119.0,0,92.0,none_r0.0_f0,0
24:45,24,3,45,45.0,45.0,,47.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.40228009063611153,True,0.40760183202748823,47.0,,no_remedy,,,118.0,118.0,1,93.0,none_r0.0_f0,0
69:46,69,0,46,46.0,46.0,,48.0,,,,49.0,,successful,unused,49.0,d,1.0,d,resolved,0.9149858922629852,True,0.47042565019858995,49.0,,remedy_supported,49.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
114:46,114,2,46,46.0,46.0,,48.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.9728969350007921,True,0.6,48.0,,no_remedy,,,117.0,117.0,0,94.0,none_r0.0_f0,0
50:47,50,5,47,47.0,,47.0,,49.0,,,,,unused,closed_unresolved,,,0.0,e,archived_unresolved,0.9418125466328746,True,0.506188904761806,,49.0,,,,116.0,116.0,2,95.0,none_r0.0_f0,0
33:48,33,3,48,48.0,48.0,,50.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.8658197385816353,True,0.40760183202748823,50.0,,no_remedy,,,115.0,115.0,1,96.0,none_r0.0_f0,0
51:48,51,4,48,48.0,48.0,,50.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.9305720564087947,False,0.4162920712285151,50.0,,no_remedy,,,115.0,115.0,1,96.0,none_r0.0_f0,0
62:48,62,1,48,48.0,48.0,,50.0,,,,51.0,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.5080031486909644,True,0.5994915417836008,51.0,,remedy_supported,51.0,,115.0,115.0,0,96.0,none_r0.0_f0,0
63:48,63,1,48,48.0,48.0,,51.0,,,,52.0,,successful,unused,52.0,d,1.0,d,resolved,0.788652220532216,True,0.5994915417836008,52.0,,remedy_supported,52.0,4.0,4.0,4.0,0,,none_r0.0_f0,0
2:51,2,1,51,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.40738915590179553,True,0.5994915417836008,,,,,,,112.0,0,99.0,none_r0.0_f0,0
10:51,10,1,51,51.0,51.0,,53.0,,,,54.0,,successful,unused,54.0,d,1.0,d,resolved,0.6438525166688605,True,0.5994915417836008,54.0,,remedy_supported,54.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
48:51,48,0,51,51.0,51.0,,53.0,,,,54.0,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.7100312980383814,True,0.47042565019858995,54.0,,remedy_supported,54.0,,112.0,112.0,2,99.0,none_r0.0_f0,0
60:51,60,2,51,51.0,51.0,,53.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6451244971410584,True,0.6,53.0,,no_remedy,,,112.0,112.0,0,99.0,none_r0.0_f0,0
111:51,111,0,51,51.0,51.0,,54.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.5766195370648515,True,0.47042565019858995,54.0,,no_remedy,,,112.0,112.0,2,99.0,none_r0.0_f0,0
49:52,49,2,52,52.0,56.0,52.0,58.0,54.0,,54.0,,55.0,closed_unresolved,closed_unresolved,,,0.0,e,archived_unresolved,0.5966172958732835,True,0.6,58.0,55.0,no_remedy,,,111.0,111.0,0,100.0,none_r0.0_f0,0
65:53,65,4,53,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.30207896300498194,True,0.4162920712285151,,,,,,,110.0,1,101.0,none_r0.0_f0,0
100:53,100,1,53,53.0,53.0,,55.0,,,,56.0,,successful,unused,56.0,d,1.0,d,resolved,0.3437810370402954,False,0.5994915417836008,56.0,,remedy_supported,56.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
31:54,31,3,54,54.0,54.0,,56.0,,,,57.0,,successful,unused,57.0,d,1.0,d,resolved,0.9469976583411543,True,0.40760183202748823,57.0,,remedy_supported,57.0,3.0,3.0,3.0,1,,none_r0.0_f0,0
25:56,25,2,56,56.0,,56.0,,58.0,,58.0,,59.0,unused,successful,59.0,e,1.0,e,resolved,0.4413277873763837,True,0.6,,59.0,,,3.0,3.0,3.0,0,,none_r0.0_f0,0
43:56,43,0,56,56.0,56.0,,58.0,,,,59.0,,successful,unused,59.0,d,1.0,d,resolved,0.5356835375439908,False,0.47042565019858995,59.0,,remedy_supported,59.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
58:56,58,0,56,56.0,56.0,,58.0,,,,59.0,,successful,unused,59.0,d,1.0,d,resolved,0.6648866098493449,True,0.47042565019858995,59.0,,remedy_supported,59.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
115:56,115,0,56,56.0,56.0,,59.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.7963385516679076,True,0.47042565019858995,59.0,,no_remedy,,,107.0,107.0,2,104.0,none_r0.0_f0,0
28:57,28,3,57,57.0,57.0,,59.0,,,,60.0,,successful,unused,60.0,d,1.0,d,resolved,0.22835297104433946,True,0.40760183202748823,60.0,,remedy_supported,60.0,3.0,3.0,3.0,1,,none_r0.0_f0,0
86:57,86,1,57,57.0,57.0,,59.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.31173885972737525,True,0.5994915417836008,59.0,,no_remedy,,,106.0,106.0,0,105.0,none_r0.0_f0,0
106:58,106,5,58,58.0,58.0,,60.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.9872708237055297,False,0.506188904761806,60.0,,no_remedy,,,105.0,105.0,2,106.0,none_r0.0_f0,0
3:59,3,4,59,59.0,59.0,62.0,61.0,64.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,archived_unresolved,0.21223919630908938,True,0.4162920712285151,61.0,64.0,no_remedy,,,104.0,104.0,1,107.0,none_r0.0_f0,0
18:59,18,2,59,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.47978043491772304,True,0.6,,,,,,,104.0,0,107.0,none_r0.0_f0,0
103:59,103,5,59,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.7324613089902952,True,0.506188904761806,,,,,,,104.0,2,107.0,none_r0.0_f0,0
32:60,32,3,60,60.0,60.0,,62.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.6725171117662279,True,0.40760183202748823,62.0,,no_remedy,,,103.0,103.0,1,108.0,none_r0.0_f0,0
29:61,29,1,61,61.0,61.0,,63.0,,,,64.0,,successful,unused,64.0,d,1.0,d,resolved,0.6065513421468937,True,0.5994915417836008,64.0,,remedy_supported,64.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
85:61,85,2,61,61.0,61.0,,63.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.31254583059964214,True,0.6,63.0,,no_remedy,,,102.0,102.0,0,109.0,none_r0.0_f0,0
0:62,0,0,62,62.0,62.0,,64.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.992760059691461,True,0.47042565019858995,64.0,,no_remedy,,,101.0,101.0,2,110.0,none_r0.0_f0,0
84:62,84,2,62,62.0,,62.0,,64.0,,,,,unused,closed_unresolved,,,0.0,e,archived_unresolved,0.7022024622047291,True,0.6,,64.0,,,,101.0,101.0,0,110.0,none_r0.0_f0,0
7:64,7,0,64,64.0,64.0,,66.0,,,,67.0,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.43136060466874526,True,0.47042565019858995,67.0,,remedy_supported,67.0,,99.0,99.0,2,112.0,none_r0.0_f0,0
57:64,57,3,64,64.0,64.0,,66.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.5835548832989768,False,0.40760183202748823,66.0,,no_remedy,,,99.0,99.0,1,112.0,none_r0.0_f0,0
63:65,63,1,65,65.0,65.0,,67.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.788652220532216,True,0.5994915417836008,67.0,,no_remedy,,,98.0,98.0,0,113.0,none_r0.0_f0,0
110:65,110,2,65,65.0,65.0,,67.0,,,,68.0,,successful,unused,68.0,d,1.0,d,resolved,0.9207338102303917,False,0.6,68.0,,remedy_supported,68.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
1:66,1,5,66,66.0,,66.0,,68.0,,68.0,,69.0,unused,closed_unresolved,,,0.0,e,archived_unresolved,0.42403633705529986,True,0.506188904761806,,69.0,,,,97.0,97.0,2,114.0,none_r0.0_f0,0
16:67,16,3,67,67.0,67.0,,69.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.4722846063408406,False,0.40760183202748823,69.0,,no_remedy,,,96.0,96.0,1,115.0,none_r0.0_f0,0
25:67,25,2,67,67.0,70.0,67.0,72.0,69.0,,,73.0,,successful,closed_unresolved,73.0,d,1.0,e,resolved,0.4413277873763837,True,0.6,73.0,69.0,remedy_supported,73.0,6.0,6.0,6.0,0,,none_r0.0_f0,0
70:67,70,1,67,67.0,67.0,,69.0,,,,70.0,,successful,unused,70.0,d,1.0,d,resolved,0.8472291736018014,True,0.5994915417836008,70.0,,remedy_supported,70.0,3.0,3.0,3.0,0,,none_r0.0_f0,0
95:67,95,3,67,67.0,67.0,,69.0,,,,70.0,,successful,unused,70.0,d,1.0,d,resolved,0.6961093013590008,True,0.40760183202748823,70.0,,remedy_supported,70.0,3.0,3.0,3.0,1,,none_r0.0_f0,0
116:67,116,4,67,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.9647053586128016,True,0.4162920712285151,,,,,,,96.0,1,115.0,none_r0.0_f0,0
23:68,23,4,68,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.2253373885113172,True,0.4162920712285151,,,,,,,95.0,1,116.0,none_r0.0_f0,0
87:68,87,2,68,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.9504297361642187,True,0.6,,,,,,,95.0,0,116.0,none_r0.0_f0,0
97:69,97,1,69,69.0,69.0,,71.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.7269834812030938,True,0.5994915417836008,71.0,,no_remedy,,,94.0,94.0,0,117.0,none_r0.0_f0,0
5:70,5,0,70,70.0,70.0,,72.0,,,,73.0,,successful,unused,73.0,d,1.0,d,resolved,0.4851427568135255,False,0.47042565019858995,73.0,,remedy_supported,73.0,3.0,3.0,3.0,2,,none_r0.0_f0,0
94:70,94,4,70,70.0,70.0,,72.0,,,,73.0,,successful,unused,73.0,d,1.0,d,resolved,0.8258016616548092,False,0.4162920712285151,73.0,,remedy_supported,73.0,3.0,3.0,3.0,1,,none_r0.0_f0,0
91:72,91,5,72,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.4788570711031347,True,0.506188904761806,,,,,,,91.0,2,120.0,none_r0.0_f0,0
102:72,102,3,72,72.0,72.0,,74.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.22262950080139038,False,0.40760183202748823,74.0,,no_remedy,,,91.0,91.0,1,120.0,none_r0.0_f0,0
108:73,108,4,73,73.0,73.0,,75.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.28682579742600656,True,0.4162920712285151,75.0,,no_remedy,,,90.0,90.0,1,121.0,none_r0.0_f0,0
21:74,21,4,74,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.8922244628158189,True,0.4162920712285151,,,,,,,89.0,1,122.0,none_r0.0_f0,0
43:74,43,0,74,74.0,74.0,,76.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.5356835375439908,False,0.47042565019858995,76.0,,no_remedy,,,89.0,89.0,2,122.0,none_r0.0_f0,0
14:78,14,4,78,78.0,78.0,,80.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.7328563019881995,True,0.4162920712285151,80.0,,no_remedy,,,85.0,85.0,1,126.0,none_r0.0_f0,0
74:78,74,1,78,,,,,,,,,,unused,unused,,,0.0,,archived_unresolved,0.9778686565608727,True,0.5994915417836008,,,,,,,85.0,0,126.0,none_r0.0_f0,0
79:78,79,0,78,78.0,78.0,,80.0,,,,,,closed_unresolved,unused,,,0.0,d,archived_unresolved,0.45041942962650766,True,0.47042565019858995,80.0,,no_remedy,,,85.0,85.0,2,126.0,none_r0.0_f0,0
