scenario,contrast,metric,n,mean,low,high
none_r0.0_f0,late_minus_before,customer_employees,20,0.15,-0.45,0.75
none_r0.0_f0,late_minus_early_after,customer_employees,20,0.25,-0.4,0.95
none_r0.0_f0,late_minus_before,domestic_use,20,0.009543712387370912,-0.012279236784066332,0.034296342002597006
none_r0.0_f0,late_minus_early_after,domestic_use,20,0.01157605962242782,-0.015121322203608359,0.03842859633092129
none_r0.0_f0,late_minus_before,customer_use,20,0.010025719451355252,-0.004852038930704991,0.02331323286195928
none_r0.0_f0,late_minus_early_after,customer_use,20,-0.0005292745197262465,-0.016530290940665167,0.016686832362125426
none_r0.0_f0,late_minus_before,both_use,20,0.003561403471304005,-0.00942561567756824,0.016873696925903344
none_r0.0_f0,late_minus_early_after,both_use,20,-0.0049468466994611795,-0.02016962578766926,0.01113662864063495
none_r0.0_f0,late_minus_before,first_customer,20,0.0060096347502690455,-0.006778745722195549,0.01736690558657383
none_r0.0_f0,late_minus_early_after,first_customer,20,0.004081995498658764,-0.0080385400958839,0.01561455215214853
none_r0.0_f0,late_minus_before,d_to_e,20,0.004016084701086205,-0.004580445812300079,0.013228005139424716
none_r0.0_f0,late_minus_early_after,d_to_e,20,-0.0033612700183850153,-0.012798407046442454,0.007192245394492733
none_r0.0_f0,late_minus_before,resolved,20,0.012297636917831246,-0.03439438894677625,0.0572461002143346
none_r0.0_f0,late_minus_early_after,resolved,20,0.018591805290805914,-0.020943952864670115,0.057800309766917565
none_r0.0_f0,late_minus_before,unresolved,20,-0.012297636917831218,-0.05724610021433456,0.03439438894677626
none_r0.0_f0,late_minus_early_after,unresolved,20,-0.018591805290805924,-0.0578003097669176,0.020943952864670098
none_r0.0_f0,late_minus_before,potential,20,-0.75,-4.4,3.05
none_r0.0_f0,late_minus_early_after,potential,20,-1.6,-6.7,3.6
none_r0.0_f0,late_minus_before,blocked,20,7.65,4.95,10.25
none_r0.0_f0,late_minus_early_after,blocked,20,0.0,-3.6512499999999997,3.5
none_r0.0_f0,late_minus_before,prevented,20,0.0,0.0,0.0
none_r0.0_f0,late_minus_early_after,prevented,20,0.0,0.0,0.0
none_r0.0_f0,late_minus_before,mean_prevention,20,0.0,0.0,0.0
none_r0.0_f0,late_minus_early_after,mean_prevention,20,0.0,0.0,0.0
none_r0.0_f0,late_minus_before,knowledge_share,20,0.0,0.0,0.0
none_r0.0_f0,late_minus_early_after,knowledge_share,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,cases,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,customer_users,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,customer_employees,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,domestic_use,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,customer_use,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,both_use,20,0.0,0.0,0.0
