time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,mean_belief_d,mean_belief_e,informed_share,disputed_share,block,arm,seed
13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
14,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
16,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
2,0,0,0,0,0,0,5,1,0,4,1,0,1,1,0,0,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
3,0,0,0,1,2,3,5,3,0,2,1,1,0,0,0,2,0,0,5,5,4,1,0.43662412823416547,0.43887561695142646,0.0,0.20833333333333334,closed_cohort,unchanged,1
4,0,0,0,0,0,0,5,3,0,2,1,1,0,0,0,2,0,0,5,5,1,2,0.4316105801587912,0.43887561695142646,0.0,0.20833333333333334,closed_cohort,unchanged,1
5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,1,2,0.4316105801587912,0.43887561695142646,0.0,0.20833333333333334,closed_cohort,unchanged,1
6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,1,2,0.4290281026404956,0.43909263663303905,0.0,0.20833333333333334,closed_cohort,unchanged,1
7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.4348900144465402,0.43909263663303905,0.0,0.20833333333333334,closed_cohort,unchanged,1
8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.4348900144465402,0.43909263663303905,0.0,0.20833333333333334,closed_cohort,unchanged,1
9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
14,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
16,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,unchanged,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,no_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,no_notice,0
2,0,0,0,0,0,0,7,5,0,2,1,0,1,1,0,4,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,no_notice,0
3,0,0,0,1,1,2,5,2,0,3,1,1,0,0,0,1,2,2,7,7,5,5,0.40674774470202646,0.45541076586004253,0.0,0.2916666666666667,closed_cohort,no_notice,0
4,0,0,0,0,0,0,5,2,0,3,1,1,0,0,0,1,0,2,7,7,1,1,0.40150502553953055,0.47387785420047207,0.0,0.20833333333333334,closed_cohort,no_notice,0
5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,1,1,0.40150502553953055,0.47387785420047207,0.0,0.20833333333333334,closed_cohort,no_notice,0
6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,1,1,0.4191206269594179,0.4808531955767535,0.0,0.20833333333333334,closed_cohort,no_notice,0
7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.42662797502944966,0.4634010309075007,0.0,0.20833333333333334,closed_cohort,no_notice,0
8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.42662797502944966,0.4634010309075007,0.0,0.20833333333333334,closed_cohort,no_notice,0
9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
14,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
16,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,no_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
2,0,0,0,0,0,0,5,1,0,4,1,0,1,1,0,0,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
3,0,0,0,1,2,3,5,3,0,2,1,1,0,0,0,2,0,0,5,5,4,1,0.43662412823416547,0.43887561695142646,0.0,0.20833333333333334,closed_cohort,no_notice,1
4,0,0,0,0,0,0,5,3,0,2,1,1,0,0,0,2,0,0,5,5,1,2,0.4316105801587912,0.43887561695142646,0.0,0.20833333333333334,closed_cohort,no_notice,1
5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,1,2,0.4316105801587912,0.43887561695142646,0.0,0.20833333333333334,closed_cohort,no_notice,1
6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,1,2,0.4290281026404956,0.43909263663303905,0.0,0.20833333333333334,closed_cohort,no_notice,1
7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.4348900144465402,0.43909263663303905,0.0,0.20833333333333334,closed_cohort,no_notice,1
8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.4348900144465402,0.43909263663303905,0.0,0.20833333333333334,closed_cohort,no_notice,1
9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
14,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
16,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,no_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,immediate,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,immediate,0
2,0,0,0,0,0,0,7,5,0,2,1,0,1,1,0,4,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,immediate,0
3,0,0,0,1,1,2,5,2,0,3,1,1,0,0,0,1,2,2,7,7,5,5,0.40674774470202646,0.45541076586004253,0.0,0.2916666666666667,closed_cohort,immediate,0
4,0,0,0,0,0,0,5,2,0,3,1,1,0,0,0,1,0,2,7,7,1,1,0.6578216922061972,0.47387785420047207,1.0,0.20833333333333334,closed_cohort,immediate,0
5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,1,1,0.6578216922061972,0.47387785420047207,1.0,0.20833333333333334,closed_cohort,immediate,0
6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,1,1,0.6874539602927512,0.4808531955767535,1.0,0.20833333333333334,closed_cohort,immediate,0
7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.6996279750294496,0.4634010309075007,1.0,0.20833333333333334,closed_cohort,immediate,0
8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.6996279750294496,0.4634010309075007,1.0,0.20833333333333334,closed_cohort,immediate,0
9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
14,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
16,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,immediate,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,immediate,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,immediate,1
2,0,0,0,0,0,0,5,1,0,4,1,0,1,1,0,0,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,immediate,1
3,0,0,0,1,2,3,5,3,0,2,1,1,0,0,0,2,0,0,5,5,4,1,0.43662412823416547,0.43887561695142646,0.0,0.20833333333333334,closed_cohort,immediate,1
4,0,0,0,0,0,0,5,3,0,2,1,1,0,0,0,2,0,0,5,5,1,2,0.7001772468254579,0.43887561695142646,1.0,0.20833333333333334,closed_cohort,immediate,1
5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,1,2,0.7001772468254579,0.43887561695142646,1.0,0.20833333333333334,closed_cohort,immediate,1
6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,1,2,0.6967781026404957,0.43909263663303905,1.0,0.20833333333333334,closed_cohort,immediate,1
7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7067233477798736,0.43909263663303905,1.0,0.20833333333333334,closed_cohort,immediate,1
8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7067233477798736,0.43909263663303905,1.0,0.20833333333333334,closed_cohort,immediate,1
9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
14,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
16,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.727479446485868,0.451172748634774,1.0,0.20833333333333334,closed_cohort,immediate,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,network_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,network_notice,0
2,0,0,0,0,0,0,7,5,0,2,1,0,1,1,0,4,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,network_notice,0
3,0,0,0,1,1,2,5,2,0,3,1,1,0,0,0,1,2,2,7,7,5,5,0.40674774470202646,0.45541076586004253,0.0,0.2916666666666667,closed_cohort,network_notice,0
4,0,0,0,0,0,0,5,2,0,3,1,1,0,0,0,1,0,2,7,7,1,1,0.43242169220619725,0.47387785420047207,0.125,0.20833333333333334,closed_cohort,network_notice,0
5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,1,1,0.4528383588728639,0.47387785420047207,0.20833333333333334,0.20833333333333334,closed_cohort,network_notice,0
6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,1,1,0.5083706269594178,0.4808531955767535,0.3333333333333333,0.20833333333333334,closed_cohort,network_notice,0
7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.5736279750294496,0.4634010309075007,0.5416666666666666,0.20833333333333334,closed_cohort,network_notice,0
8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.6424613083627829,0.4634010309075007,0.7916666666666666,0.20833333333333334,closed_cohort,network_notice,0
9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.6817490581253663,0.4675723531046178,0.875,0.20833333333333334,closed_cohort,network_notice,0
10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,0
11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,0
12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,0
13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,0
14,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,0
15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,network_notice,0
16,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,network_notice,0
17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.7167490581253664,0.4675723531046178,1.0,0.20833333333333334,closed_cohort,network_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,network_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,network_notice,1
2,0,0,0,0,0,0,5,1,0,4,1,0,1,1,0,0,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,closed_cohort,network_notice,1
3,0,0,0,1,2,3,5,3,0,2,1,1,0,0,0,2,0,0,5,5,4,1,0.43662412823416547,0.43887561695142646,0.0,0.20833333333333334,closed_cohort,network_notice,1
4,0,0,0,0,0,0,5,3,0,2,1,1,0,0,0,2,0,0,5,5,1,2,0.45319391349212457,0.43887561695142646,0.08333333333333333,0.20833333333333334,closed_cohort,network_notice,1
5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,1,2,0.4977605801587912,0.43887561695142646,0.25,0.20833333333333334,closed_cohort,network_notice,1
6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,1,2,0.5188614359738289,0.43909263663303905,0.3333333333333333,0.20833333333333334,closed_cohort,network_notice,1
7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.5702233477798736,0.43909263663303905,0.5,0.20833333333333334,closed_cohort,network_notice,1
8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.6157233477798735,0.43909263663303905,0.6666666666666666,0.20833333333333334,closed_cohort,network_notice,1
9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7041461131525347,0.451172748634774,0.9166666666666666,0.20833333333333334,closed_cohort,network_notice,1
10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7041461131525347,0.451172748634774,0.9166666666666666,0.20833333333333334,closed_cohort,network_notice,1
11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,1
12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,1
13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,1
14,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,1
15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,1
16,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,1
17,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.20833333333333334,closed_cohort,network_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,unchanged,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,unchanged,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ws,unchanged,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.40895553003831414,0.4610066960999992,0.0,0.375,network_ws,unchanged,0
4,1,1,1,0,1,0,8,4,0,4,2,2,0,0,0,2,0,2,10,10,3,1,0.4015089725865188,0.46486378604606715,0.0,0.3333333333333333,network_ws,unchanged,0
5,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,2,10,10,3,2,0.39678069076245026,0.46486378604606715,0.0,0.3333333333333333,network_ws,unchanged,0
6,1,1,1,1,1,0,8,3,0,5,1,1,0,0,1,3,1,3,10,11,2,3,0.4155121138200979,0.465607661380693,0.0,0.375,network_ws,unchanged,0
7,1,1,1,0,1,0,8,3,0,5,1,1,0,0,0,3,1,4,10,12,1,3,0.4320121100697223,0.46070549552546347,0.0,0.375,network_ws,unchanged,0
8,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,1,1,5,10,12,1,3,0.439590170819154,0.46590102242507875,0.0,0.3333333333333333,network_ws,unchanged,0
9,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,5,10,12,1,2,0.4356848811467738,0.47004029198472635,0.0,0.2916666666666667,network_ws,unchanged,0
10,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,5,11,13,0,1,0.42655412349753935,0.4641538539206412,0.0,0.3333333333333333,network_ws,unchanged,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,0,0.42655412349753935,0.458647118269304,0.0,0.4166666666666667,network_ws,unchanged,0
12,0,0,0,0,0,0,10,2,0,8,2,2,0,0,0,0,0,5,12,15,3,0,0.4367490581253664,0.46019469710352695,0.0,0.4166666666666667,network_ws,unchanged,0
13,1,1,1,0,1,0,11,1,0,10,0,0,0,0,0,1,0,5,13,16,3,0,0.4318653862886212,0.4675723531046178,0.0,0.4583333333333333,network_ws,unchanged,0
14,0,0,0,0,2,2,11,3,0,8,0,0,0,0,0,3,0,5,13,16,2,1,0.41792971974488463,0.4675723531046178,0.0,0.4583333333333333,network_ws,unchanged,0
15,1,1,1,0,1,0,12,3,0,9,0,0,0,0,0,3,0,5,14,17,0,3,0.41792971974488463,0.4675723531046178,0.0,0.5,network_ws,unchanged,0
16,0,0,0,1,0,1,12,4,0,8,1,1,0,0,0,3,0,5,14,17,0,4,0.42190400599029915,0.46104906113929767,0.0,0.5,network_ws,unchanged,0
17,0,0,0,0,0,0,11,2,0,9,1,1,0,0,0,1,1,6,14,17,1,3,0.4367490581253664,0.46104906113929767,0.0,0.5,network_ws,unchanged,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,unchanged,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,unchanged,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ws,unchanged,1
