time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,mean_belief_d,mean_belief_e,informed_share,disputed_share,block,arm,seed
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,unchanged,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,unchanged,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,unchanged,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.4367490581253664,0.4675723531046178,0.0,0.375,learning_off,unchanged,0
4,1,1,1,0,1,0,8,4,0,4,2,2,0,0,0,2,0,2,10,10,3,1,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,unchanged,0
5,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,2,10,10,3,2,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,unchanged,0
6,1,1,1,1,1,0,8,3,0,5,1,1,0,0,1,3,1,3,10,11,2,3,0.4367490581253664,0.4675723531046178,0.0,0.375,learning_off,unchanged,0
7,1,1,1,0,1,0,8,3,0,5,1,1,0,0,0,3,1,4,10,12,1,3,0.4367490581253664,0.4675723531046178,0.0,0.375,learning_off,unchanged,0
8,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,1,1,5,10,12,1,3,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,unchanged,0
9,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,5,10,12,1,2,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,unchanged,0
10,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,5,11,13,0,1,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,unchanged,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,0,0.4367490581253664,0.4675723531046178,0.0,0.4166666666666667,learning_off,unchanged,0
12,0,0,0,0,0,0,10,2,0,8,2,2,0,0,0,0,0,5,12,15,3,0,0.4367490581253664,0.4675723531046178,0.0,0.4166666666666667,learning_off,unchanged,0
13,1,1,1,0,1,0,11,1,0,10,0,0,0,0,0,1,0,5,13,16,3,0,0.4367490581253664,0.4675723531046178,0.0,0.4583333333333333,learning_off,unchanged,0
14,0,0,0,0,2,2,11,3,0,8,0,0,0,0,0,3,0,5,13,16,2,1,0.4367490581253664,0.4675723531046178,0.0,0.4583333333333333,learning_off,unchanged,0
15,1,1,1,0,1,0,12,3,0,9,0,0,0,0,0,3,0,5,14,17,0,3,0.4367490581253664,0.4675723531046178,0.0,0.5,learning_off,unchanged,0
16,0,0,0,1,0,1,12,4,0,8,1,1,0,0,0,3,0,5,14,17,0,4,0.4367490581253664,0.4675723531046178,0.0,0.5,learning_off,unchanged,0
17,0,0,0,0,0,0,11,2,0,9,1,1,0,0,0,1,1,6,14,17,1,3,0.4367490581253664,0.4675723531046178,0.0,0.5,learning_off,unchanged,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,learning_off,unchanged,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,learning_off,unchanged,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,unchanged,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,unchanged,1
4,0,0,0,0,0,0,8,3,0,5,1,1,0,0,0,2,0,0,8,8,4,2,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,unchanged,1
5,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,4,2,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,unchanged,1
6,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,1,2,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,unchanged,1
7,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,0,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,unchanged,1
8,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,0,9,9,0,0,0.447479446485868,0.451172748634774,0.0,0.375,learning_off,unchanged,1
9,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,0,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.375,learning_off,unchanged,1
10,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.375,learning_off,unchanged,1
11,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.375,learning_off,unchanged,1
12,1,1,1,1,0,0,10,1,0,9,1,1,0,0,0,0,0,0,10,10,0,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,learning_off,unchanged,1
13,0,0,0,0,0,0,10,1,0,9,1,1,0,0,0,0,0,0,10,10,1,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,learning_off,unchanged,1
14,1,1,1,1,0,0,11,2,0,9,2,1,1,1,0,0,0,0,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.4583333333333333,learning_off,unchanged,1
15,0,0,0,0,0,0,10,1,0,9,1,1,0,0,1,0,1,1,11,11,2,0,0.447479446485868,0.451172748634774,0.0,0.4583333333333333,learning_off,unchanged,1
16,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,learning_off,unchanged,1
17,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,learning_off,unchanged,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,no_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,no_notice,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,no_notice,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.4367490581253664,0.4675723531046178,0.0,0.375,learning_off,no_notice,0
4,1,1,1,0,1,0,8,4,0,4,2,2,0,0,0,2,0,2,10,10,3,1,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,no_notice,0
5,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,2,10,10,3,2,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,no_notice,0
6,1,1,1,1,1,0,8,3,0,5,1,1,0,0,1,3,1,3,10,11,2,3,0.4367490581253664,0.4675723531046178,0.0,0.375,learning_off,no_notice,0
7,1,1,1,0,1,0,8,3,0,5,1,1,0,0,0,3,1,4,10,12,1,3,0.4367490581253664,0.4675723531046178,0.0,0.375,learning_off,no_notice,0
8,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,1,1,5,10,12,1,3,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,no_notice,0
9,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,5,10,12,1,2,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,no_notice,0
10,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,5,11,13,0,1,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,no_notice,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,0,0.4367490581253664,0.4675723531046178,0.0,0.4166666666666667,learning_off,no_notice,0
12,0,0,0,0,0,0,10,3,0,7,3,2,1,1,0,0,0,5,12,15,3,0,0.4367490581253664,0.4675723531046178,0.0,0.4166666666666667,learning_off,no_notice,0
13,1,1,1,0,1,0,10,1,0,9,0,0,0,0,1,1,1,6,13,16,3,0,0.4367490581253664,0.4675723531046178,0.0,0.4583333333333333,learning_off,no_notice,0
14,0,0,0,0,2,2,10,3,0,7,0,0,0,0,0,3,0,6,13,16,2,1,0.4367490581253664,0.4675723531046178,0.0,0.4166666666666667,learning_off,no_notice,0
15,1,1,1,0,1,0,11,3,0,8,0,0,0,0,0,3,0,6,14,17,0,3,0.4367490581253664,0.4675723531046178,0.0,0.4583333333333333,learning_off,no_notice,0
16,0,0,0,1,0,1,11,4,0,7,1,1,0,0,0,3,0,6,14,17,0,4,0.4367490581253664,0.4675723531046178,0.0,0.4583333333333333,learning_off,no_notice,0
17,1,1,1,1,0,0,11,3,0,8,2,2,0,0,0,1,1,7,14,18,1,3,0.4367490581253664,0.4675723531046178,0.0,0.5,learning_off,no_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,learning_off,no_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,learning_off,no_notice,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,no_notice,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,no_notice,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,no_notice,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,no_notice,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.447479446485868,0.451172748634774,0.0,0.2916666666666667,learning_off,no_notice,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.447479446485868,0.451172748634774,0.0,0.2916666666666667,learning_off,no_notice,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,no_notice,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,no_notice,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,no_notice,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,no_notice,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.447479446485868,0.451172748634774,0.0,0.375,learning_off,no_notice,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.447479446485868,0.451172748634774,0.0,0.375,learning_off,no_notice,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,learning_off,no_notice,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,learning_off,no_notice,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.375,learning_off,no_notice,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.375,learning_off,no_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,immediate,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,immediate,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,immediate,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.4367490581253664,0.4675723531046178,0.0,0.375,learning_off,immediate,0
4,1,1,1,1,0,0,8,4,0,4,3,3,0,0,0,1,0,2,10,10,3,1,0.7167490581253664,0.4675723531046178,1.0,0.3333333333333333,learning_off,immediate,0
5,0,0,0,0,1,1,8,3,0,5,2,1,1,1,0,1,0,2,10,10,4,1,0.7167490581253664,0.4675723531046178,1.0,0.3333333333333333,learning_off,immediate,0
6,1,1,1,1,0,0,8,2,0,6,1,1,0,0,1,1,1,3,10,11,3,2,0.7167490581253664,0.4675723531046178,1.0,0.375,learning_off,immediate,0
7,1,1,1,1,2,1,9,4,0,5,2,2,0,0,0,3,0,3,10,12,2,1,0.7167490581253664,0.4675723531046178,1.0,0.375,learning_off,immediate,0
8,0,0,0,0,0,0,8,2,0,6,1,1,0,0,0,2,1,4,10,12,2,3,0.7167490581253664,0.4675723531046178,1.0,0.375,learning_off,immediate,0
9,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,4,10,12,2,2,0.7167490581253664,0.4675723531046178,1.0,0.3333333333333333,learning_off,immediate,0
10,1,1,1,1,0,0,8,2,0,6,1,1,0,0,1,1,1,5,11,13,1,3,0.7167490581253664,0.4675723531046178,1.0,0.375,learning_off,immediate,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,1,0.7167490581253664,0.4675723531046178,1.0,0.4166666666666667,learning_off,immediate,0
12,0,0,0,0,0,0,10,3,0,7,3,2,1,1,0,0,0,5,12,15,3,1,0.7167490581253664,0.4675723531046178,1.0,0.4166666666666667,learning_off,immediate,0
13,1,1,1,1,0,0,10,1,0,9,1,1,0,0,1,0,1,6,13,16,3,0,0.7167490581253664,0.4675723531046178,1.0,0.4583333333333333,learning_off,immediate,0
14,0,0,0,0,2,2,10,3,0,7,1,1,0,0,0,2,0,6,13,16,3,0,0.7167490581253664,0.4675723531046178,1.0,0.4166666666666667,learning_off,immediate,0
15,1,1,1,1,0,0,11,4,0,7,2,1,1,1,0,2,0,6,14,17,1,2,0.7167490581253664,0.4675723531046178,1.0,0.4583333333333333,learning_off,immediate,0
16,0,0,0,0,0,0,10,3,0,7,1,1,0,0,1,2,1,7,14,17,2,2,0.7167490581253664,0.4675723531046178,1.0,0.4583333333333333,learning_off,immediate,0
17,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,1,8,14,18,1,2,0.7167490581253664,0.4675723531046178,1.0,0.4583333333333333,learning_off,immediate,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,learning_off,immediate,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,learning_off,immediate,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,immediate,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,immediate,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,learning_off,immediate,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,learning_off,immediate,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.727479446485868,0.451172748634774,1.0,0.2916666666666667,learning_off,immediate,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.727479446485868,0.451172748634774,1.0,0.2916666666666667,learning_off,immediate,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,learning_off,immediate,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,learning_off,immediate,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,learning_off,immediate,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,learning_off,immediate,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.727479446485868,0.451172748634774,1.0,0.375,learning_off,immediate,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.727479446485868,0.451172748634774,1.0,0.375,learning_off,immediate,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,learning_off,immediate,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,learning_off,immediate,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.727479446485868,0.451172748634774,1.0,0.375,learning_off,immediate,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.727479446485868,0.451172748634774,1.0,0.375,learning_off,immediate,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,network_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,learning_off,network_notice,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,learning_off,network_notice,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.4367490581253664,0.4675723531046178,0.0,0.375,learning_off,network_notice,0
4,1,1,1,1,0,0,8,4,0,4,3,3,0,0,0,1,0,2,10,10,3,1,0.47174905812536644,0.4675723531046178,0.125,0.3333333333333333,learning_off,network_notice,0
5,0,0,0,0,1,1,8,3,0,5,2,1,1,1,0,1,0,2,10,10,4,1,0.49508239145869976,0.4675723531046178,0.20833333333333334,0.3333333333333333,learning_off,network_notice,0
6,1,1,1,1,0,0,8,2,0,6,1,1,0,0,1,1,1,3,10,11,3,2,0.5300823914586997,0.4675723531046178,0.3333333333333333,0.375,learning_off,network_notice,0
7,1,1,1,1,2,1,9,4,0,5,2,2,0,0,0,3,0,3,10,12,2,1,0.5884157247920331,0.4675723531046178,0.5416666666666666,0.375,learning_off,network_notice,0
8,0,0,0,0,0,0,8,2,0,6,1,1,0,0,0,2,1,4,10,12,2,3,0.6584157247920331,0.4675723531046178,0.7916666666666666,0.375,learning_off,network_notice,0
9,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,4,10,12,2,2,0.6817490581253663,0.4675723531046178,0.875,0.3333333333333333,learning_off,network_notice,0
10,1,1,1,1,0,0,8,2,0,6,1,1,0,0,1,1,1,5,11,13,1,3,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.375,learning_off,network_notice,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,1,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.4166666666666667,learning_off,network_notice,0
12,0,0,0,0,0,0,10,3,0,7,3,2,1,1,0,0,0,5,12,15,3,1,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.4166666666666667,learning_off,network_notice,0
13,1,1,1,1,0,0,10,1,0,9,1,1,0,0,1,0,1,6,13,16,3,0,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.4583333333333333,learning_off,network_notice,0
14,0,0,0,0,2,2,10,3,0,7,1,1,0,0,0,2,0,6,13,16,3,0,0.7050823914586998,0.4675723531046178,0.9583333333333334,0.4166666666666667,learning_off,network_notice,0
15,1,1,1,1,0,0,11,4,0,7,2,1,1,1,0,2,0,6,14,17,1,2,0.7167490581253664,0.4675723531046178,1.0,0.4583333333333333,learning_off,network_notice,0
16,0,0,0,0,0,0,10,3,0,7,1,1,0,0,1,2,1,7,14,17,2,2,0.7167490581253664,0.4675723531046178,1.0,0.4583333333333333,learning_off,network_notice,0
17,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,1,8,14,18,1,2,0.7167490581253664,0.4675723531046178,1.0,0.4583333333333333,learning_off,network_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,learning_off,network_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,learning_off,network_notice,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,network_notice,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,learning_off,network_notice,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.4708127798192014,0.451172748634774,0.08333333333333333,0.3333333333333333,learning_off,network_notice,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.5174794464858681,0.451172748634774,0.25,0.3333333333333333,learning_off,network_notice,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.5408127798192014,0.451172748634774,0.3333333333333333,0.2916666666666667,learning_off,network_notice,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.587479446485868,0.451172748634774,0.5,0.2916666666666667,learning_off,network_notice,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.6341461131525347,0.451172748634774,0.6666666666666666,0.3333333333333333,learning_off,network_notice,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.7041461131525347,0.451172748634774,0.9166666666666666,0.3333333333333333,learning_off,network_notice,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.7041461131525347,0.451172748634774,0.9166666666666666,0.3333333333333333,learning_off,network_notice,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.3333333333333333,learning_off,network_notice,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.375,learning_off,network_notice,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.375,learning_off,network_notice,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.4166666666666667,learning_off,network_notice,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.4166666666666667,learning_off,network_notice,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.375,learning_off,network_notice,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.375,learning_off,network_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,unchanged,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,unchanged,0
2,0,0,0,0,0,0,7,5,0,2,1,0,1,1,0,4,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,closed_cohort,unchanged,0
3,0,0,0,1,1,2,5,2,0,3,1,1,0,0,0,1,2,2,7,7,5,5,0.40674774470202646,0.45541076586004253,0.0,0.2916666666666667,closed_cohort,unchanged,0
4,0,0,0,0,0,0,5,2,0,3,1,1,0,0,0,1,0,2,7,7,1,1,0.40150502553953055,0.47387785420047207,0.0,0.20833333333333334,closed_cohort,unchanged,0
5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,1,1,0.40150502553953055,0.47387785420047207,0.0,0.20833333333333334,closed_cohort,unchanged,0
6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,1,1,0.4191206269594179,0.4808531955767535,0.0,0.20833333333333334,closed_cohort,unchanged,0
7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.42662797502944966,0.4634010309075007,0.0,0.20833333333333334,closed_cohort,unchanged,0
8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.42662797502944966,0.4634010309075007,0.0,0.20833333333333334,closed_cohort,unchanged,0
9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.20833333333333334,closed_cohort,unchanged,0
