time,case_id,employee,selected,material_known,social_d,social_e,pending_d,pending_e,recent_d,recent_e,success_d,success_e,failure_d,failure_e,p_d,p_e,cost_d,cost_e,utilities,block,arm,seed
3,19:3,19,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42532229670758614,0.4820570177910964,0.2098926679473449,0.4072784053955629,wait:0.000000;d:0.173035;e:0.026729;d+e:0.013571,main,unchanged,0
3,20:0,20,no_addition,False,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.5264950221095083,0.5513744725420273,0.1462219018791328,0.22789779198493376,wait:0.532410,main,unchanged,0
4,5:0,5,no_addition,True,0.2,0.0,0.2,0.0,0.2,0.0,0.0,1.0,1.0,2.0,0.38801960845978994,0.5745447964222001,0.2533671189451722,0.40927658994266675,wait:0.000000,main,unchanged,0
4,7:0,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.3713259292293001,0.38342409380594217,0.26378219323620805,0.14589476006045327,wait:0.346222,main,unchanged,0
4,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.438282,main,unchanged,0
4,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44440581616955405,0.7246330242647969,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
4,18:4,18,e,False,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0,0.20299463767667913,0.415852365145589,0.15546213973554704,0.19151309752780757,wait:0.000000;d:0.027299;e:0.182889;d+e:0.121762,main,unchanged,0
4,20:0,20,no_addition,False,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,1.0,0.47384551989855744,0.5513744725420273,0.1462219018791328,0.23575633653613837,wait:0.000000,main,unchanged,0
5,1:2,1,e,False,0.0,0.2,0.0,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.48116520540345714,0.6448610004041901,0.1825886846703812,0.3985224505149892,wait:0.000000;e:0.162062,main,unchanged,0
5,5:0,5,no_addition,True,0.2,0.0,0.2,0.0,0.2,0.0,0.0,1.0,1.0,2.0,0.38801960845978994,0.5745447964222001,0.2533671189451722,0.40927658994266675,wait:0.000000,main,unchanged,0
5,7:0,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.3713259292293001,0.38342409380594217,0.26378219323620805,0.14589476006045327,wait:0.358554,main,unchanged,0
5,15:0,15,no_addition,False,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.20624446419179013,wait:0.453893,main,unchanged,0
5,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44440581616955405,0.7246330242647969,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
5,20:0,20,no_addition,False,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,1.0,0.47384551989855744,0.5513744725420273,0.1462219018791328,0.23575633653613837,wait:0.000000,main,unchanged,0
6,1:2,1,no_addition,False,0.0,0.2,0.0,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.5346280060038413,0.6448610004041901,0.1825886846703812,0.3985224505149892,wait:0.601264,main,unchanged,0
6,4:6,4,d+e,False,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,0.4261445246206972,0.6219043602859714,0.0931582133250654,0.2993149749936248,wait:0.000000;d:0.290510;e:0.260601;d+e:0.316289,main,unchanged,0
6,5:0,5,no_addition,True,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,1.0,0.38801960845978994,0.601784240193744,0.2533671189451722,0.40927658994266675,wait:0.000000,main,unchanged,0
6,7:0,7,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3931686309486706,0.5634240938059422,0.26378219323620805,0.14589476006045327,wait:0.000000,main,unchanged,0
6,15:0,15,no_addition,False,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.20624446419179013,wait:0.000000,main,unchanged,0
6,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4937842401883934,0.7246330242647969,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
6,19:3,19,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42532229670758614,0.6620570177910964,0.2098926679473449,0.4072784053955629,wait:0.410694;e:0.334681,main,unchanged,0
6,20:0,20,no_addition,False,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,2.0,0.0,0.447520768793082,0.6126383028244748,0.1462219018791328,0.23575633653613837,wait:0.000000,main,unchanged,0
7,1:2,1,no_addition,False,0.2,0.4,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.5346280060038413,0.6054011115602114,0.17528513728356593,0.3819173484101979,wait:0.584579,main,unchanged,0
7,2:7,2,e,False,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,1.0,0.0,0.24477371546474558,0.4683103840868439,0.2578571870834771,0.18160336644814595,wait:0.000000;d:-0.037481;e:0.240028;d+e:0.089629,main,unchanged,0
7,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38801960845978994,0.5879814590514636,0.2639240822345544,0.40927658994266675,wait:0.000000,main,unchanged,0
7,7:0,7,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14589476006045327,wait:0.000000,main,unchanged,0
7,15:0,15,no_addition,False,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.20624446419179013,wait:0.000000,main,unchanged,0
7,17:0,17,no_addition,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.17720902850046066,0.1655707214397249,wait:0.000000,main,unchanged,0
7,18:4,18,no_addition,False,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,1.0,1.0,0.20299463767667913,0.37426712863103007,0.1636443576163653,0.19151309752780757,wait:0.361394;d:0.294462,main,unchanged,0
7,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47384551989855744,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
8,1:2,1,no_addition,False,0.2,0.2,0.2,0.2,0.2,0.2,0.0,1.0,0.0,0.0,0.5346280060038413,0.6448610004041901,0.17528513728356593,0.3985224505149892,wait:0.622681,main,unchanged,0
8,5:0,5,no_addition,True,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.38801960845978994,0.5879814590514636,0.2639240822345544,0.39290552634496007,wait:0.000000,main,unchanged,0
8,7:0,7,no_addition,True,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14103160139177148,wait:0.000000,main,unchanged,0
8,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6009231943614537,0.5230545129895455,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
8,17:0,17,no_addition,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.17720902850046066,0.1655707214397249,wait:0.000000,main,unchanged,0
8,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47384551989855744,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
9,4:6,4,no_addition,True,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.4734939162452191,0.8590752050086756,0.0931582133250654,0.2993149749936248,wait:0.000000,main,unchanged,0
9,5:0,5,no_addition,True,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4311328982886555,0.5879814590514636,0.2639240822345544,0.39290552634496007,wait:0.000000,main,unchanged,0
9,7:0,7,no_addition,True,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14103160139177148,wait:0.000000,main,unchanged,0
9,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6009231943614537,0.5230545129895455,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
9,17:0,17,no_addition,True,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.44440581616955405,0.6246330242647968,0.17720902850046066,0.1655707214397249,wait:0.000000,main,unchanged,0
9,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
10,2:7,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24477371546474558,0.4214793456781595,0.2631195786566093,0.18530955760014894,wait:0.000000;d:-0.062744,main,unchanged,0
10,4:6,4,no_addition,True,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,1.0,0.4734939162452191,0.8019043602859715,0.0931582133250654,0.2993149749936248,wait:0.000000,main,unchanged,0
10,5:0,5,no_addition,True,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.4311328982886555,0.5471833131463172,0.2639240822345544,0.39290552634496007,wait:0.000000,main,unchanged,0
10,7:0,7,no_addition,True,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.4368540343874118,0.506566687559233,0.26378219323620805,0.14103160139177148,wait:0.000000,main,unchanged,0
10,10:10,10,d,False,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.3747509926299423,0.2924528255254535,0.22542131329577003,0.35068018009218543,wait:0.000000;d:0.111976;e:-0.087378;d+e:-0.084239,main,unchanged,0
10,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6009231943614537,0.5230545129895455,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
10,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.44440581616955405,0.6246330242647968,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
10,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
11,2:7,2,no_addition,False,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.24477371546474558,0.4214793456781595,0.2578571870834771,0.18530955760014894,wait:0.000000;d:-0.057481,main,unchanged,0
11,4:6,4,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4734939162452191,0.8019043602859715,0.0931582133250654,0.3081183566110844,wait:0.000000,main,unchanged,0
11,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4311328982886555,0.5471833131463172,0.2639240822345544,0.40927658994266675,wait:0.000000,main,unchanged,0
11,6:11,6,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4182482166580861,0.3758179225453264,0.2302959631869195,0.29481544895101186,wait:0.000000;d:0.146263;e:0.043543;d+e:0.042394,main,unchanged,0
11,7:0,7,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4368540343874118,0.506566687559233,0.26378219323620805,0.14589476006045327,wait:0.000000,main,unchanged,0
11,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
11,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.44440581616955405,0.6246330242647968,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
11,19:11,19,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42532229670758614,0.4820570177910964,0.2098926679473449,0.4072784053955629,wait:0.000000;d:0.173035;e:0.026729;d+e:0.013571,main,unchanged,0
11,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
12,2:7,2,no_addition,False,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.27197079496082843,0.4683103840868439,0.2578571870834771,0.18530955760014894,wait:0.000000;d:-0.032995,main,unchanged,0
12,4:6,4,no_addition,True,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.4734939162452191,0.7590752050086755,0.09049655008720638,0.3081183566110844,wait:0.000000,main,unchanged,0
12,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4311328982886555,0.5471833131463172,0.2639240822345544,0.40927658994266675,wait:0.000000,main,unchanged,0
12,7:0,7,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4368540343874118,0.506566687559233,0.26378219323620805,0.14589476006045327,wait:0.000000,main,unchanged,0
12,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
12,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
12,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
13,2:7,2,no_addition,False,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.24477371546474558,0.4683103840868439,0.2578571870834771,0.18530955760014894,wait:0.000000;d:-0.057481,main,unchanged,0
13,4:6,4,no_addition,True,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.4734939162452191,0.8234168944540841,0.09049655008720638,0.3081183566110844,wait:0.000000,main,unchanged,0
13,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311328982886555,0.5879814590514636,0.2639240822345544,0.40927658994266675,wait:0.000000,main,unchanged,0
13,7:0,7,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14589476006045327,wait:0.000000,main,unchanged,0
13,10:10,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747509926299423,0.32494758391717055,0.22542131329577003,0.3757287643844844,wait:0.000000;e:-0.103170,main,unchanged,0
13,12:13,12,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4943845548087124,0.5969068951668594,0.2683710134305787,0.21841271796935496,wait:0.000000;d:0.176736;e:0.318997;d+e:0.236528,main,unchanged,0
13,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
13,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
13,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
14,2:7,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24477371546474558,0.4683103840868439,0.2631195786566093,0.18530955760014894,wait:0.000000;d:-0.062744,main,unchanged,0
14,4:6,4,no_addition,True,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.4261445246206972,0.8234168944540841,0.09049655008720638,0.3081183566110844,wait:0.000000,main,unchanged,0
14,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311328982886555,0.5879814590514636,0.2639240822345544,0.40927658994266675,wait:0.000000,main,unchanged,0
14,6:11,6,e,True,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.4182482166580861,0.5975754694948071,0.21878116502757353,0.29481544895101186,wait:0.000000;e:0.223196,main,unchanged,0
14,7:0,7,no_addition,True,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14103160139177148,wait:0.000000,main,unchanged,0
14,10:10,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747509926299423,0.32494758391717055,0.22542131329577003,0.3757287643844844,wait:0.000000;e:-0.103170,main,unchanged,0
14,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
14,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
14,19:11,19,e,True,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.38279006703682755,0.6620570177910964,0.20389573457742077,0.4072784053955629,wait:0.000000;e:0.168788,main,unchanged,0
14,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
15,2:7,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24477371546474558,0.4683103840868439,0.2631195786566093,0.18530955760014894,wait:0.000000;d:-0.062744,main,unchanged,0
15,4:6,4,no_addition,True,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.4261445246206972,0.8234168944540841,0.0931582133250654,0.2993149749936248,wait:0.000000,main,unchanged,0
15,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311328982886555,0.5879814590514636,0.2639240822345544,0.40927658994266675,wait:0.000000,main,unchanged,0
15,6:11,6,no_addition,True,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,1.0,0.0,0.4182482166580861,0.5975754694948071,0.2302959631869195,0.28007467650346124,wait:0.557176,main,unchanged,0
15,7:0,7,no_addition,True,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14103160139177148,wait:0.000000,main,unchanged,0
15,8:15,8,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515794095525231,0.4316094770491315,0.26897823763039225,0.2610303882394388,wait:0.000000;d:0.047557;e:0.127558;d+e:0.032113,main,unchanged,0
15,10:10,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747509926299423,0.32494758391717055,0.22542131329577003,0.3757287643844844,wait:0.000000;e:-0.103170,main,unchanged,0
15,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
15,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
15,19:11,19,no_addition,True,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.38279006703682755,0.6620570177910964,0.2098926679473449,0.39564187952711827,wait:0.617298,main,unchanged,0
15,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000,main,unchanged,0
16,2:7,2,no_addition,False,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.27197079496082843,0.4683103840868439,0.2631195786566093,0.18160336644814595,wait:0.000000;d:-0.038258,main,unchanged,0
16,4:6,4,no_addition,True,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.4261445246206972,0.8234168944540841,0.0931582133250654,0.2993149749936248,wait:0.000000,main,unchanged,0
16,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311328982886555,0.5879814590514636,0.2639240822345544,0.40927658994266675,wait:0.000000,main,unchanged,0
16,6:11,6,no_addition,True,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,1.0,0.0,0.4182482166580861,0.5975754694948071,0.2302959631869195,0.28007467650346124,wait:0.577022,main,unchanged,0
16,7:0,7,no_addition,True,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.4368540343874118,0.506566687559233,0.26378219323620805,0.14103160139177148,wait:0.000000,main,unchanged,0
16,10:10,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747509926299423,0.32494758391717055,0.22542131329577003,0.3757287643844844,wait:0.000000;e:-0.103170,main,unchanged,0
16,12:13,12,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4943845548087124,0.5969068951668594,0.2683710134305787,0.21841271796935496,wait:0.000000;d:0.156736,main,unchanged,0
16,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
16,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
