time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,unique_submitted_cases,unique_domestic_cases,unique_customer_cases,multi_cases,customer_share_all_cases,customer_share_submitted,domestic_share_submitted,first_domestic_share,first_customer_share,first_both_share,no_submission_share,domestic_then_customer_share,mean_escalation_time,external_path_trigger_rate,external_user_case_resolution_rate,customer_intervention_rate,material_at_customer_review_share,external_user_mean_merit,external_user_mean_dependence,unresolved_fraction,submitted_unresolved_fraction,external_user_unresolved_fraction,mean_processing_time,median_processing_time,unresolved_case_rounds,pending_case_rounds
44,0,0,0,0,0,0,29,0,0,29,0,0,0,40,69,69,0,0,69,67,44,42,0.6376811594202898,0.6376811594202898,0.9710144927536232,0.7971014492753623,0.11594202898550725,0.08695652173913043,0.0,0.5454545454545454,5.566666666666666,0.25,0.5681818181818182,0.6285714285714286,0.2,0.5953223143476114,0.513022056772439,0.42028985507246375,0.42028985507246375,0.4318181818181818,5.675,6.0,1532,420
