scenario,seed,time,new_disputes,new_complaints,visible_complainants,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,total_submitted,unresolved_fraction,submitted_unresolved_fraction,mean_processing_time,domestic_case_share,external_case_share,multi_case_share
threshold_low,10,49,0,0,0,0,5,0,0,92,92,97,5,5,5,0,0,0,0,92,0.05154639175257732,0.0,2.0217391304347827,1.0,0.0,0.0
threshold_low,11,49,0,0,0,0,2,0,0,83,83,85,2,2,2,0,0,0,0,83,0.023529411764705882,0.0,1.783132530120482,1.0,0.0,0.0
threshold_low,12,49,0,0,0,0,2,0,0,100,100,102,2,2,2,0,0,0,0,100,0.0196078431372549,0.0,2.09,1.0,0.0,0.0
threshold_low,13,49,0,0,0,0,1,0,0,95,95,96,1,1,1,0,0,0,0,95,0.010416666666666666,0.0,2.9894736842105263,1.0,0.0,0.0
threshold_low,14,49,0,0,0,0,2,0,0,91,91,93,2,2,2,0,0,0,0,91,0.021505376344086023,0.0,2.0549450549450547,1.0,0.0,0.0
threshold_low,15,49,0,0,0,0,2,0,0,95,95,97,2,2,2,0,0,0,0,95,0.020618556701030927,0.0,1.9157894736842105,1.0,0.0,0.0
threshold_low,16,49,0,0,0,0,8,0,0,77,77,85,8,8,8,0,0,0,0,77,0.09411764705882353,0.0,1.4545454545454546,1.0,0.0,0.0
threshold_low,17,49,0,0,0,0,4,0,0,92,92,96,4,4,4,0,0,0,0,92,0.041666666666666664,0.0,2.6956521739130435,1.0,0.0,0.0
threshold_low,18,49,0,0,0,0,3,0,0,84,84,87,3,3,3,0,0,0,0,84,0.034482758620689655,0.0,1.4523809523809523,1.0,0.0,0.0
threshold_low,19,49,0,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,102,0.0,0.0,1.7843137254901962,1.0,0.0,0.0
threshold_high,0,49,0,0,0,0,93,0,0,8,8,101,93,93,93,0,0,0,0,8,0.9207920792079208,0.0,0.375,1.0,0.0,0.0
threshold_high,1,49,0,0,0,0,76,0,0,8,8,84,76,76,76,0,0,0,0,8,0.9047619047619048,0.0,0.75,1.0,0.0,0.0
threshold_high,2,49,0,0,0,0,80,0,0,12,12,92,80,80,80,0,0,0,0,12,0.8695652173913043,0.0,0.5,1.0,0.0,0.0
threshold_high,3,49,0,0,0,0,85,0,0,4,4,89,85,85,85,0,0,0,0,4,0.9550561797752809,0.0,2.0,1.0,0.0,0.0
threshold_high,4,49,0,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,8,0.9215686274509803,0.0,0.25,1.0,0.0,0.0
threshold_high,5,49,0,0,0,0,90,0,0,6,6,96,90,90,90,0,0,0,0,6,0.9375,0.0,0.16666666666666666,1.0,0.0,0.0
threshold_high,6,49,0,0,0,0,75,0,0,19,19,94,75,75,75,0,0,0,0,19,0.7978723404255319,0.0,1.105263157894737,1.0,0.0,0.0
threshold_high,7,49,0,0,0,0,81,0,0,12,12,93,81,81,81,0,0,0,0,12,0.8709677419354839,0.0,0.4166666666666667,1.0,0.0,0.0
threshold_high,8,49,0,0,0,0,93,0,0,6,6,99,93,93,93,0,0,0,0,6,0.9393939393939394,0.0,1.1666666666666667,1.0,0.0,0.0
threshold_high,9,49,0,0,0,0,96,0,0,6,6,102,96,96,96,0,0,0,0,6,0.9411764705882353,0.0,0.5,1.0,0.0,0.0
threshold_high,10,49,0,0,0,0,89,0,0,8,8,97,89,89,89,0,0,0,0,8,0.9175257731958762,0.0,0.25,1.0,0.0,0.0
threshold_high,11,49,0,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,10,0.8823529411764706,0.0,1.1,1.0,0.0,0.0
threshold_high,12,49,0,0,0,0,85,0,0,17,17,102,85,85,85,0,0,0,0,17,0.8333333333333334,0.0,0.5294117647058824,1.0,0.0,0.0
threshold_high,13,49,0,0,0,0,84,0,0,12,12,96,84,84,84,0,0,0,0,12,0.875,0.0,1.3333333333333333,1.0,0.0,0.0
threshold_high,14,49,0,0,0,0,81,0,0,12,12,93,81,81,81,0,0,0,0,12,0.8709677419354839,0.0,0.9166666666666666,1.0,0.0,0.0
threshold_high,15,49,0,0,0,0,93,0,0,4,4,97,93,93,93,0,0,0,0,4,0.9587628865979382,0.0,0.25,1.0,0.0,0.0
threshold_high,16,49,0,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,7,0.9176470588235294,0.0,1.1428571428571428,1.0,0.0,0.0
threshold_high,17,49,0,0,0,0,82,0,0,14,14,96,82,82,82,0,0,0,0,14,0.8541666666666666,0.0,0.8571428571428571,1.0,0.0,0.0
threshold_high,18,49,0,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,2,0.9770114942528736,0.0,0.0,1.0,0.0,0.0
threshold_high,19,49,0,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,8,0.9215686274509803,0.0,1.0,1.0,0.0,0.0
new_on,0,49,2,0,0,0,83,0,0,152,119,235,83,83,83,0,0,0,0,152,0.35319148936170214,0.0,1.6842105263157894,1.0,0.0,0.0
new_on,1,49,0,0,1,0,95,0,0,106,75,201,95,95,95,0,0,0,0,106,0.472636815920398,0.0,0.8773584905660378,1.0,0.0,0.0
new_on,2,49,0,0,2,0,76,1,0,150,120,226,75,75,75,0,0,0,0,151,0.336283185840708,0.006622516556291391,1.36,1.0,0.0,0.0
new_on,3,49,4,1,1,1,75,1,0,134,110,209,74,75,74,0,1,0,0,135,0.3588516746411483,0.007407407407407408,1.6567164179104477,1.0,0.0,0.0
new_on,4,49,2,6,18,6,54,2,9,178,123,232,52,58,52,0,6,0,0,180,0.23275862068965517,0.011111111111111112,1.101123595505618,1.0,0.0,0.0
new_on,5,49,0,0,1,0,87,0,0,132,109,219,87,87,87,0,0,0,0,132,0.3972602739726027,0.0,1.356060606060606,1.0,0.0,0.0
new_on,6,49,3,10,51,10,31,19,10,197,136,228,12,22,12,0,10,0,0,216,0.13596491228070176,0.08796296296296297,1.1878172588832487,1.0,0.0,0.0
new_on,7,49,2,2,7,2,70,1,1,173,121,243,69,71,69,0,2,0,0,174,0.2880658436213992,0.005747126436781609,1.8670520231213872,1.0,0.0,0.0
new_on,8,49,1,0,1,0,88,0,0,119,102,207,88,88,88,0,0,0,0,119,0.4251207729468599,0.0,1.4369747899159664,1.0,0.0,0.0
new_on,9,49,5,1,1,1,91,1,0,157,121,248,90,91,90,0,1,0,0,158,0.36693548387096775,0.006329113924050633,1.6687898089171975,1.0,0.0,0.0
new_on,10,49,1,0,0,0,88,0,0,112,99,200,88,88,88,0,0,0,0,112,0.44,0.0,1.8482142857142858,1.0,0.0,0.0
new_on,11,49,2,1,7,1,55,1,0,177,121,232,54,55,54,0,1,0,0,178,0.23706896551724138,0.0056179775280898875,1.5536723163841808,1.0,0.0,0.0
new_on,12,49,2,9,12,9,78,8,6,146,119,224,70,79,70,0,9,0,0,154,0.3482142857142857,0.05194805194805195,1.7054794520547945,1.0,0.0,0.0
new_on,13,49,1,1,3,1,90,2,0,129,109,219,88,89,88,0,1,0,0,131,0.410958904109589,0.015267175572519083,2.310077519379845,1.0,0.0,0.0
new_on,14,49,4,1,3,1,75,1,1,162,118,237,74,75,74,0,1,0,0,163,0.31645569620253167,0.006134969325153374,1.6049382716049383,1.0,0.0,0.0
new_on,15,49,3,0,9,0,18,3,2,158,137,176,15,15,15,0,0,0,0,161,0.10227272727272728,0.018633540372670808,2.018987341772152,1.0,0.0,0.0
new_on,16,49,2,1,2,1,69,0,1,162,110,231,69,70,69,0,1,0,0,162,0.2987012987012987,0.0,1.0679012345679013,1.0,0.0,0.0
new_on,17,49,4,0,3,0,78,0,0,153,118,231,78,78,78,0,0,0,0,153,0.33766233766233766,0.0,1.9542483660130718,1.0,0.0,0.0
new_on,18,49,3,0,0,0,105,0,0,90,81,195,105,105,105,0,0,0,0,90,0.5384615384615384,0.0,1.0777777777777777,1.0,0.0,0.0
new_on,19,49,1,0,0,0,90,0,0,148,114,238,90,90,90,0,0,0,0,148,0.37815126050420167,0.0,1.6283783783783783,1.0,0.0,0.0
new_on_prevention,0,49,0,0,0,0,54,0,0,134,112,188,54,54,54,0,0,0,0,134,0.2872340425531915,0.0,1.6492537313432836,1.0,0.0,0.0
new_on_prevention,1,49,1,0,2,0,68,1,0,81,66,149,67,67,67,0,0,0,0,82,0.4563758389261745,0.012195121951219513,0.9506172839506173,1.0,0.0,0.0
new_on_prevention,2,49,0,0,1,0,51,0,0,128,114,179,51,51,51,0,0,0,0,128,0.2849162011173184,0.0,1.0546875,1.0,0.0,0.0
new_on_prevention,3,49,2,1,1,1,87,1,0,55,47,142,86,87,86,0,1,0,0,56,0.6126760563380281,0.017857142857142856,1.0909090909090908,1.0,0.0,0.0
new_on_prevention,4,49,1,1,2,1,54,1,0,119,107,173,53,54,53,0,1,0,0,120,0.31213872832369943,0.008333333333333333,1.084033613445378,1.0,0.0,0.0
new_on_prevention,5,49,2,0,1,0,49,0,0,114,104,163,49,49,49,0,0,0,0,114,0.3006134969325153,0.0,1.4649122807017543,1.0,0.0,0.0
new_on_prevention,6,49,2,2,7,2,44,2,2,123,102,167,42,44,42,0,2,0,0,125,0.2634730538922156,0.016,1.3577235772357723,1.0,0.0,0.0
new_on_prevention,7,49,0,0,5,0,57,0,0,123,104,180,57,57,57,0,0,0,0,123,0.31666666666666665,0.0,1.886178861788618,1.0,0.0,0.0
new_on_prevention,8,49,2,2,2,2,59,2,0,104,99,163,57,59,57,0,2,0,0,106,0.3619631901840491,0.018867924528301886,1.4903846153846154,1.0,0.0,0.0
new_on_prevention,9,49,1,1,0,1,66,1,0,124,114,190,65,66,65,0,1,0,0,125,0.3473684210526316,0.008,1.7419354838709677,1.0,0.0,0.0
new_on_prevention,10,49,0,0,0,0,57,0,0,99,94,156,57,57,57,0,0,0,0,99,0.36538461538461536,0.0,1.3636363636363635,1.0,0.0,0.0
new_on_prevention,11,49,2,0,0,0,71,0,0,102,93,173,71,71,71,0,0,0,0,102,0.41040462427745666,0.0,1.7450980392156863,1.0,0.0,0.0
new_on_prevention,12,49,0,0,3,0,66,0,0,111,105,177,66,66,66,0,0,0,0,111,0.3728813559322034,0.0,1.90990990990991,1.0,0.0,0.0
new_on_prevention,13,49,1,0,1,0,54,0,0,109,102,163,54,54,54,0,0,0,0,109,0.3312883435582822,0.0,2.2752293577981653,1.0,0.0,0.0
new_on_prevention,14,49,3,0,0,0,51,0,0,126,106,177,51,51,51,0,0,0,0,126,0.288135593220339,0.0,1.507936507936508,1.0,0.0,0.0
new_on_prevention,15,49,0,2,5,2,91,0,2,40,36,131,91,93,91,0,2,0,0,40,0.6946564885496184,0.0,0.675,1.0,0.0,0.0
new_on_prevention,16,49,0,0,0,0,77,0,0,67,56,144,77,77,77,0,0,0,0,67,0.5347222222222222,0.0,1.1492537313432836,1.0,0.0,0.0
new_on_prevention,17,49,2,0,3,0,53,0,0,121,106,174,53,53,53,0,0,0,0,121,0.3045977011494253,0.0,2.0330578512396693,1.0,0.0,0.0
new_on_prevention,18,49,2,0,1,0,82,0,1,75,69,157,82,82,82,0,0,0,0,75,0.5222929936305732,0.0,0.9866666666666667,1.0,0.0,0.0
new_on_prevention,19,49,0,0,0,0,65,0,0,118,107,183,65,65,65,0,0,0,0,118,0.3551912568306011,0.0,1.61864406779661,1.0,0.0,0.0
new_on_delayed,0,49,2,2,11,2,74,9,4,151,128,225,65,67,65,0,2,0,0,160,0.3288888888888889,0.05625,5.443708609271523,1.0,0.0,0.0
new_on_delayed,1,49,2,0,1,0,83,1,0,122,104,205,82,82,82,0,0,0,0,123,0.40487804878048783,0.008130081300813009,4.565573770491803,1.0,0.0,0.0
new_on_delayed,2,49,0,0,2,0,77,2,0,149,124,226,75,75,75,0,0,0,0,151,0.3407079646017699,0.013245033112582781,5.10738255033557,1.0,0.0,0.0
new_on_delayed,3,49,4,1,1,1,64,2,0,142,118,206,62,63,62,0,1,0,0,144,0.3106796116504854,0.013888888888888888,5.295774647887324,1.0,0.0,0.0
new_on_delayed,4,49,2,5,23,5,83,24,4,148,120,231,59,64,59,0,5,0,0,172,0.3593073593073593,0.13953488372093023,5.54054054054054,1.0,0.0,0.0
new_on_delayed,5,49,1,0,1,0,82,1,0,130,117,212,81,81,81,0,0,0,0,131,0.3867924528301887,0.007633587786259542,5.661538461538462,1.0,0.0,0.0
new_on_delayed,6,49,2,9,54,9,68,57,6,145,135,213,11,20,11,0,9,0,0,202,0.3192488262910798,0.28217821782178215,5.317241379310345,1.0,0.0,0.0
new_on_delayed,7,49,0,6,14,6,70,19,1,164,131,234,51,57,51,0,6,0,0,183,0.29914529914529914,0.10382513661202186,5.445121951219512,1.0,0.0,0.0
new_on_delayed,8,49,1,1,12,1,86,13,0,125,112,211,73,74,73,0,1,0,0,138,0.4075829383886256,0.09420289855072464,5.384,1.0,0.0,0.0
new_on_delayed,9,49,5,2,5,2,91,6,1,145,122,236,85,87,85,0,2,0,0,151,0.3855932203389831,0.039735099337748346,5.310344827586207,1.0,0.0,0.0
new_on_delayed,10,49,1,0,0,0,79,0,0,120,108,199,79,79,79,0,0,0,0,120,0.3969849246231156,0.0,6.141666666666667,1.0,0.0,0.0
new_on_delayed,11,49,2,2,9,2,48,9,2,174,129,222,39,41,39,0,2,0,0,183,0.21621621621621623,0.04918032786885246,5.4655172413793105,1.0,0.0,0.0
new_on_delayed,12,49,1,5,14,5,87,17,2,132,120,219,70,75,70,0,5,0,0,149,0.3972602739726027,0.11409395973154363,5.78030303030303,1.0,0.0,0.0
new_on_delayed,13,49,1,1,3,1,89,4,0,133,114,222,85,86,85,0,1,0,0,137,0.4009009009009009,0.029197080291970802,5.2556390977443606,1.0,0.0,0.0
new_on_delayed,14,49,5,1,4,1,71,4,1,153,121,224,67,68,67,0,1,0,0,157,0.3169642857142857,0.025477707006369428,5.555555555555555,1.0,0.0,0.0
new_on_delayed,15,49,3,2,31,2,30,26,7,136,137,166,4,6,4,0,2,0,0,162,0.18072289156626506,0.16049382716049382,5.676470588235294,1.0,0.0,0.0
new_on_delayed,16,49,2,1,11,1,56,10,2,169,124,225,46,47,46,0,1,0,0,179,0.24888888888888888,0.055865921787709494,5.017751479289941,1.0,0.0,0.0
new_on_delayed,17,49,4,4,17,4,66,20,1,156,132,222,46,50,46,0,4,0,0,176,0.2972972972972973,0.11363636363636363,5.423076923076923,1.0,0.0,0.0
new_on_delayed,18,49,4,0,0,0,85,0,0,121,100,206,85,85,85,0,0,0,0,121,0.41262135922330095,0.0,5.363636363636363,1.0,0.0,0.0
new_on_delayed,19,49,1,0,0,0,82,0,0,145,118,227,82,82,82,0,0,0,0,145,0.36123348017621143,0.0,5.4206896551724135,1.0,0.0,0.0
window_1,0,49,0,0,0,0,70,0,0,31,31,101,70,70,70,0,0,0,0,31,0.693069306930693,0.0,0.8709677419354839,1.0,0.0,0.0
window_1,1,49,0,0,0,0,59,0,0,25,25,84,59,59,59,0,0,0,0,25,0.7023809523809523,0.0,1.0,1.0,0.0,0.0
window_1,2,49,0,0,0,0,39,0,0,53,53,92,39,39,39,0,0,0,0,53,0.42391304347826086,0.0,0.7735849056603774,1.0,0.0,0.0
window_1,3,49,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,6,0.9325842696629213,0.0,2.1666666666666665,1.0,0.0,0.0
window_1,4,49,0,0,0,0,62,0,0,40,40,102,62,62,62,0,0,0,0,40,0.6078431372549019,0.0,0.625,1.0,0.0,0.0
window_1,5,49,0,0,0,0,58,0,0,38,38,96,58,58,58,0,0,0,0,38,0.6041666666666666,0.0,0.3684210526315789,1.0,0.0,0.0
window_1,6,49,0,0,0,0,36,0,0,58,58,94,36,36,36,0,0,0,0,58,0.3829787234042553,0.0,1.4482758620689655,1.0,0.0,0.0
window_1,7,49,0,0,0,0,19,0,0,74,74,93,19,19,19,0,0,0,0,74,0.20430107526881722,0.0,1.4189189189189189,1.0,0.0,0.0
window_1,8,49,0,0,0,0,60,0,0,39,39,99,60,60,60,0,0,0,0,39,0.6060606060606061,0.0,0.7948717948717948,1.0,0.0,0.0
window_1,9,49,0,0,0,0,80,0,0,22,22,102,80,80,80,0,0,0,0,22,0.7843137254901961,0.0,0.9090909090909091,1.0,0.0,0.0
window_1,10,49,0,0,0,0,59,0,0,38,38,97,59,59,59,0,0,0,0,38,0.6082474226804123,0.0,0.5526315789473685,1.0,0.0,0.0
window_1,11,49,0,0,0,0,37,0,0,48,48,85,37,37,37,0,0,0,0,48,0.43529411764705883,0.0,1.2916666666666667,1.0,0.0,0.0
window_1,12,49,0,0,0,0,17,0,0,85,85,102,17,17,17,0,0,0,0,85,0.16666666666666666,0.0,1.3176470588235294,1.0,0.0,0.0
window_1,13,49,0,0,0,0,32,0,0,64,64,96,32,32,32,0,0,0,0,64,0.3333333333333333,0.0,1.28125,1.0,0.0,0.0
window_1,14,49,0,0,0,0,52,0,0,41,41,93,52,52,52,0,0,0,0,41,0.5591397849462365,0.0,0.6341463414634146,1.0,0.0,0.0
window_1,15,49,0,0,0,0,82,0,0,15,15,97,82,82,82,0,0,0,0,15,0.845360824742268,0.0,0.6666666666666666,1.0,0.0,0.0
window_1,16,49,0,0,0,0,61,0,0,24,24,85,61,61,61,0,0,0,0,24,0.7176470588235294,0.0,1.0416666666666667,1.0,0.0,0.0
window_1,17,49,0,0,0,0,13,0,0,83,83,96,13,13,13,0,0,0,0,83,0.13541666666666666,0.0,1.6987951807228916,1.0,0.0,0.0
window_1,18,49,0,0,0,0,73,0,0,14,14,87,73,73,73,0,0,0,0,14,0.8390804597701149,0.0,0.42857142857142855,1.0,0.0,0.0
window_1,19,49,0,0,0,0,77,0,0,25,25,102,77,77,77,0,0,0,0,25,0.7549019607843137,0.0,0.92,1.0,0.0,0.0
window_6,0,49,0,0,0,0,4,0,0,97,97,101,4,4,4,0,0,0,0,97,0.039603960396039604,0.0,1.4123711340206186,1.0,0.0,0.0
window_6,1,49,0,0,0,0,13,0,0,71,71,84,13,13,13,0,0,0,0,71,0.15476190476190477,0.0,1.2535211267605635,1.0,0.0,0.0
window_6,2,49,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,89,0.03260869565217391,0.0,1.0898876404494382,1.0,0.0,0.0
window_6,3,49,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,6,0.9325842696629213,0.0,2.1666666666666665,1.0,0.0,0.0
window_6,4,49,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,99,0.029411764705882353,0.0,1.0505050505050506,1.0,0.0,0.0
window_6,5,49,0,0,0,0,1,0,0,95,95,96,1,1,1,0,0,0,0,95,0.010416666666666666,0.0,0.8947368421052632,1.0,0.0,0.0
window_6,6,49,0,0,0,0,7,0,0,87,87,94,7,7,7,0,0,0,0,87,0.07446808510638298,0.0,1.6666666666666667,1.0,0.0,0.0
window_6,7,49,0,0,0,0,8,0,0,85,85,93,8,8,8,0,0,0,0,85,0.08602150537634409,0.0,2.1294117647058823,1.0,0.0,0.0
window_6,8,49,0,0,0,0,3,0,0,96,96,99,3,3,3,0,0,0,0,96,0.030303030303030304,0.0,1.3958333333333333,1.0,0.0,0.0
window_6,9,49,0,0,0,0,4,0,0,98,98,102,4,4,4,0,0,0,0,98,0.0392156862745098,0.0,1.346938775510204,1.0,0.0,0.0
window_6,10,49,0,0,0,0,6,0,0,91,91,97,6,6,6,0,0,0,0,91,0.061855670103092786,0.0,1.3076923076923077,1.0,0.0,0.0
window_6,11,49,0,0,0,0,7,0,0,78,78,85,7,7,7,0,0,0,0,78,0.08235294117647059,0.0,1.3974358974358974,1.0,0.0,0.0
window_6,12,49,0,0,0,0,5,0,0,97,97,102,5,5,5,0,0,0,0,97,0.049019607843137254,0.0,1.865979381443299,1.0,0.0,0.0
window_6,13,49,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,94,0.020833333333333332,0.0,2.3297872340425534,1.0,0.0,0.0
window_6,14,49,0,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,89,0.043010752688172046,0.0,1.5730337078651686,1.0,0.0,0.0
window_6,15,49,0,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,16,0.8350515463917526,0.0,0.625,1.0,0.0,0.0
window_6,16,49,0,0,0,0,14,0,0,71,71,85,14,14,14,0,0,0,0,71,0.16470588235294117,0.0,1.0704225352112675,1.0,0.0,0.0
window_6,17,49,0,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,88,0.08333333333333333,0.0,1.875,1.0,0.0,0.0
window_6,18,49,0,0,0,0,7,0,0,80,80,87,7,7,7,0,0,0,0,80,0.08045977011494253,0.0,1.1875,1.0,0.0,0.0
window_6,19,49,0,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,102,0.0,0.0,1.7156862745098038,1.0,0.0,0.0
legacy_no_response,0,49,0,0,98,0,101,98,0,0,98,101,3,3,3,0,0,0,0,98,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,1,49,0,0,77,0,84,77,0,0,77,84,7,7,7,0,0,0,0,77,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,2,49,0,0,89,0,92,89,0,0,89,92,3,3,3,0,0,0,0,89,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,3,49,0,0,6,0,89,6,0,0,6,89,83,83,83,0,0,0,0,6,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,4,49,0,0,99,0,102,99,0,0,99,102,3,3,3,0,0,0,0,99,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,5,49,0,0,95,0,96,95,0,0,95,96,1,1,1,0,0,0,0,95,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,6,49,0,0,87,0,94,87,0,0,87,94,7,7,7,0,0,0,0,87,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,7,49,0,0,85,0,93,85,0,0,85,93,8,8,8,0,0,0,0,85,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,8,49,0,0,96,0,99,96,0,0,96,99,3,3,3,0,0,0,0,96,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,9,49,0,0,98,0,102,98,0,0,98,102,4,4,4,0,0,0,0,98,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,10,49,0,0,91,0,97,91,0,0,91,97,6,6,6,0,0,0,0,91,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,11,49,0,0,83,0,85,83,0,0,83,85,2,2,2,0,0,0,0,83,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,12,49,0,0,97,0,102,97,0,0,97,102,5,5,5,0,0,0,0,97,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,13,49,0,0,94,0,96,94,0,0,94,96,2,2,2,0,0,0,0,94,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,14,49,0,0,89,0,93,89,0,0,89,93,4,4,4,0,0,0,0,89,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,15,49,0,0,16,0,97,16,0,0,16,97,81,81,81,0,0,0,0,16,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,16,49,0,0,72,0,85,72,0,0,72,85,13,13,13,0,0,0,0,72,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,17,49,0,0,88,0,96,88,0,0,88,96,8,8,8,0,0,0,0,88,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,18,49,0,0,81,0,87,81,0,0,81,87,6,6,6,0,0,0,0,81,1.0,1.0,,1.0,0.0,0.0
legacy_no_response,19,49,0,0,102,0,102,102,0,0,102,102,0,0,0,0,0,0,0,102,1.0,1.0,,1.0,0.0,0.0
legacy_immediate,0,49,0,0,0,0,94,0,0,7,7,101,94,94,94,0,0,0,0,7,0.9306930693069307,0.0,0.0,1.0,0.0,0.0
legacy_immediate,1,49,0,0,0,0,73,0,0,11,11,84,73,73,73,0,0,0,0,11,0.8690476190476191,0.0,0.6363636363636364,1.0,0.0,0.0
legacy_immediate,2,49,0,0,0,0,67,0,0,25,25,92,67,67,67,0,0,0,0,25,0.7282608695652174,0.0,0.68,1.0,0.0,0.0
legacy_immediate,3,49,0,0,0,0,85,0,0,4,4,89,85,85,85,0,0,0,0,4,0.9550561797752809,0.0,2.0,1.0,0.0,0.0
legacy_immediate,4,49,0,0,0,0,93,0,0,9,9,102,93,93,93,0,0,0,0,9,0.9117647058823529,0.0,0.2222222222222222,1.0,0.0,0.0
legacy_immediate,5,49,0,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,11,0.8854166666666666,0.0,0.45454545454545453,1.0,0.0,0.0
legacy_immediate,6,49,0,0,0,0,60,0,0,34,34,94,60,60,60,0,0,0,0,34,0.6382978723404256,0.0,1.5588235294117647,1.0,0.0,0.0
legacy_immediate,7,49,0,0,0,0,74,0,0,19,19,93,74,74,74,0,0,0,0,19,0.7956989247311828,0.0,0.6842105263157895,1.0,0.0,0.0
legacy_immediate,8,49,0,0,0,0,89,0,0,10,10,99,89,89,89,0,0,0,0,10,0.898989898989899,0.0,0.7,1.0,0.0,0.0
legacy_immediate,9,49,0,0,0,0,93,0,0,9,9,102,93,93,93,0,0,0,0,9,0.9117647058823529,0.0,0.7777777777777778,1.0,0.0,0.0
legacy_immediate,10,49,0,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,6,0.9381443298969072,0.0,0.3333333333333333,1.0,0.0,0.0
legacy_immediate,11,49,0,0,0,0,70,0,0,15,15,85,70,70,70,0,0,0,0,15,0.8235294117647058,0.0,0.8666666666666667,1.0,0.0,0.0
legacy_immediate,12,49,0,0,0,0,77,0,0,25,25,102,77,77,77,0,0,0,0,25,0.7549019607843137,0.0,0.64,1.0,0.0,0.0
legacy_immediate,13,49,0,0,0,0,82,0,0,14,14,96,82,82,82,0,0,0,0,14,0.8541666666666666,0.0,1.1428571428571428,1.0,0.0,0.0
legacy_immediate,14,49,0,0,0,0,73,0,0,20,20,93,73,73,73,0,0,0,0,20,0.7849462365591398,0.0,0.8,1.0,0.0,0.0
legacy_immediate,15,49,0,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,3,0.9690721649484536,0.0,0.0,1.0,0.0,0.0
legacy_immediate,16,49,0,0,0,0,77,0,0,8,8,85,77,77,77,0,0,0,0,8,0.9058823529411765,0.0,1.0,1.0,0.0,0.0
legacy_immediate,17,49,0,0,0,0,75,0,0,21,21,96,75,75,75,0,0,0,0,21,0.78125,0.0,0.9047619047619048,1.0,0.0,0.0
legacy_immediate,18,49,0,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,2,0.9770114942528736,0.0,0.0,1.0,0.0,0.0
legacy_immediate,19,49,0,0,0,0,87,0,0,15,15,102,87,87,87,0,0,0,0,15,0.8529411764705882,0.0,0.7333333333333333,1.0,0.0,0.0
legacy_delayed,0,49,0,0,0,0,4,0,0,97,97,101,4,4,4,0,0,0,0,97,0.039603960396039604,0.0,4.835051546391752,1.0,0.0,0.0
legacy_delayed,1,49,0,0,0,0,20,0,0,64,64,84,20,20,20,0,0,0,0,64,0.23809523809523808,0.0,4.546875,1.0,0.0,0.0
legacy_delayed,2,49,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,89,0.03260869565217391,0.0,5.146067415730337,1.0,0.0,0.0
legacy_delayed,3,49,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,6,0.9325842696629213,0.0,4.666666666666667,1.0,0.0,0.0
legacy_delayed,4,49,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,99,0.029411764705882353,0.0,5.656565656565657,1.0,0.0,0.0
legacy_delayed,5,49,0,0,0,0,1,0,0,95,95,96,1,1,1,0,0,0,0,95,0.010416666666666666,0.0,5.505263157894737,1.0,0.0,0.0
