time,new_disputes,new_complaints,visible_complainants,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,scenario,seed
11,0,0,3,0,3,0,2,89,89,92,3,3,3,0,0,0,0,delay_2,2
12,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
13,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
14,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
15,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
16,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
17,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
18,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
19,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
20,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
21,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
22,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
23,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
24,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
25,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
26,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
27,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
28,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
29,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
30,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
31,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
32,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
33,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
34,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
35,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
36,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
37,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
38,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
39,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
40,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
41,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
42,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
43,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
44,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
45,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
46,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
47,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
48,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
49,0,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,delay_2,2
0,89,4,0,4,89,4,0,0,4,89,85,89,85,0,4,0,0,delay_2,3
1,0,2,4,2,89,6,0,0,6,89,83,85,83,0,2,0,0,delay_2,3
2,0,0,6,0,88,5,1,1,6,89,83,83,83,0,0,0,0,delay_2,3
3,0,0,6,0,86,3,2,3,6,89,83,83,83,0,0,0,0,delay_2,3
4,0,0,4,0,86,3,0,3,6,89,83,83,83,0,0,0,0,delay_2,3
5,0,0,3,0,84,1,2,5,6,89,83,83,83,0,0,0,0,delay_2,3
6,0,0,1,0,83,0,1,6,6,89,83,83,83,0,0,0,0,delay_2,3
7,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
8,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
9,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
10,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
11,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
12,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
13,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
14,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
15,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
16,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
17,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
18,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
19,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
20,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
21,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
22,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
23,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
24,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
25,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
26,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
27,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
28,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
29,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
30,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
31,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
32,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
33,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
34,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
35,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
36,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
37,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
38,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
39,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
40,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
41,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
42,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
43,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
44,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
45,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
46,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
47,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
48,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
49,0,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,delay_2,3
0,102,7,0,7,102,7,0,0,7,102,95,102,95,0,7,0,0,delay_2,4
1,0,9,7,9,102,16,0,0,16,102,86,95,86,0,9,0,0,delay_2,4
2,0,12,16,12,100,26,2,2,28,102,74,86,74,0,12,0,0,delay_2,4
3,0,18,28,18,89,33,11,13,46,102,56,74,56,0,18,0,0,delay_2,4
4,0,23,40,23,83,50,6,19,69,102,33,56,33,0,23,0,0,delay_2,4
5,0,14,55,14,74,55,9,28,83,102,19,33,19,0,14,0,0,delay_2,4
6,0,9,61,9,62,52,12,40,92,102,10,19,10,0,9,0,0,delay_2,4
7,0,7,63,7,52,49,10,50,99,102,3,10,3,0,7,0,0,delay_2,4
8,0,0,56,0,38,35,14,64,99,102,3,3,3,0,0,0,0,delay_2,4
9,0,0,41,0,28,25,10,74,99,102,3,3,3,0,0,0,0,delay_2,4
10,0,0,31,0,22,19,6,80,99,102,3,3,3,0,0,0,0,delay_2,4
11,0,0,19,0,12,9,10,90,99,102,3,3,3,0,0,0,0,delay_2,4
12,0,0,9,0,10,7,2,92,99,102,3,3,3,0,0,0,0,delay_2,4
13,0,0,7,0,5,2,5,97,99,102,3,3,3,0,0,0,0,delay_2,4
14,0,0,2,0,4,1,1,98,99,102,3,3,3,0,0,0,0,delay_2,4
15,0,0,1,0,4,1,0,98,99,102,3,3,3,0,0,0,0,delay_2,4
16,0,0,1,0,3,0,1,99,99,102,3,3,3,0,0,0,0,delay_2,4
17,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
18,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
19,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
20,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
21,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
22,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
23,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
24,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
25,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
26,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
27,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
28,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
29,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
30,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
31,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
32,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
33,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
34,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
35,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
36,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
37,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
38,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
39,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
40,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
41,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
42,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
43,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
44,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
45,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
46,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
47,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
48,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
49,0,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,delay_2,4
0,96,6,0,6,96,6,0,0,6,96,90,96,90,0,6,0,0,delay_2,5
1,0,6,6,6,96,12,0,0,12,96,84,90,84,0,6,0,0,delay_2,5
2,0,10,12,10,93,19,3,3,22,96,74,84,74,0,10,0,0,delay_2,5
3,0,11,22,11,87,24,6,9,33,96,63,74,63,0,11,0,0,delay_2,5
4,0,17,29,17,82,36,5,14,50,96,46,63,46,0,17,0,0,delay_2,5
5,0,19,41,19,73,46,9,23,69,96,27,46,27,0,19,0,0,delay_2,5
6,0,10,53,10,61,44,12,35,79,96,17,27,17,0,10,0,0,delay_2,5
7,0,11,52,11,46,40,15,50,90,96,6,17,6,0,11,0,0,delay_2,5
8,0,4,53,4,38,36,8,58,94,96,2,6,2,0,4,0,0,delay_2,5
9,0,0,41,0,31,29,7,65,94,96,2,2,2,0,0,0,0,delay_2,5
10,0,0,34,0,18,16,13,78,94,96,2,2,2,0,0,0,0,delay_2,5
11,0,0,18,0,9,7,9,87,94,96,2,2,2,0,0,0,0,delay_2,5
12,0,0,7,0,4,2,5,92,94,96,2,2,2,0,0,0,0,delay_2,5
13,0,0,2,0,3,1,1,93,94,96,2,2,2,0,0,0,0,delay_2,5
14,0,0,1,0,3,1,0,93,94,96,2,2,2,0,0,0,0,delay_2,5
15,0,0,1,0,2,0,1,94,94,96,2,2,2,0,0,0,0,delay_2,5
16,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
17,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
18,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
19,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
20,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
21,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
22,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
23,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
24,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
25,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
26,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
27,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
28,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
29,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
30,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
31,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
32,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
33,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
34,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
35,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
36,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
37,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
38,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
39,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
40,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
41,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
42,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
43,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
44,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
45,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
46,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
47,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
48,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
49,0,0,0,0,2,0,0,94,94,96,2,2,2,0,0,0,0,delay_2,5
0,94,14,0,14,94,14,0,0,14,94,80,94,80,0,14,0,0,delay_2,6
1,0,15,14,15,94,29,0,0,29,94,65,80,65,0,15,0,0,delay_2,6
2,0,15,29,15,87,37,7,7,44,94,50,65,50,0,15,0,0,delay_2,6
3,0,17,44,17,78,45,9,16,61,94,33,50,33,0,17,0,0,delay_2,6
4,0,10,50,10,69,46,9,25,71,94,23,33,23,0,10,0,0,delay_2,6
5,0,12,51,12,59,48,10,35,83,94,11,23,11,0,12,0,0,delay_2,6
6,0,3,57,3,50,42,9,44,86,94,8,11,8,0,3,0,0,delay_2,6
7,0,0,47,0,36,28,14,58,86,94,8,8,8,0,0,0,0,delay_2,6
8,0,0,34,0,25,17,11,69,86,94,8,8,8,0,0,0,0,delay_2,6
9,0,0,19,0,15,7,10,79,86,94,8,8,8,0,0,0,0,delay_2,6
10,0,0,7,0,12,4,3,82,86,94,8,8,8,0,0,0,0,delay_2,6
11,0,0,4,0,11,3,1,83,86,94,8,8,8,0,0,0,0,delay_2,6
12,0,0,3,0,9,1,2,85,86,94,8,8,8,0,0,0,0,delay_2,6
13,0,0,1,0,9,1,0,85,86,94,8,8,8,0,0,0,0,delay_2,6
14,0,0,1,0,8,0,1,86,86,94,8,8,8,0,0,0,0,delay_2,6
15,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
16,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
17,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
18,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
19,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
20,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
21,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
22,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
23,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
24,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
25,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
26,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
27,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
28,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
29,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
30,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
31,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
32,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
33,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
34,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
35,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
36,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
37,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
38,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
39,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
40,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
41,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
42,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
43,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
44,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
45,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
46,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
47,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
48,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
49,0,0,0,0,8,0,0,86,86,94,8,8,8,0,0,0,0,delay_2,6
0,93,9,0,9,93,9,0,0,9,93,84,93,84,0,9,0,0,delay_2,7
1,0,17,9,17,93,26,0,0,26,93,67,84,67,0,17,0,0,delay_2,7
2,0,20,26,20,88,41,5,5,46,93,47,67,47,0,20,0,0,delay_2,7
3,0,18,46,18,78,49,10,15,64,93,29,47,29,0,18,0,0,delay_2,7
4,0,13,58,13,66,50,12,27,77,93,16,29,16,0,13,0,0,delay_2,7
5,0,3,60,3,57,44,9,36,80,93,13,16,13,0,3,0,0,delay_2,7
6,0,0,53,0,46,33,11,47,80,93,13,13,13,0,0,0,0,delay_2,7
7,0,0,39,0,32,19,14,61,80,93,13,13,13,0,0,0,0,delay_2,7
8,0,0,20,0,24,11,8,69,80,93,13,13,13,0,0,0,0,delay_2,7
9,0,0,11,0,18,5,6,75,80,93,13,13,13,0,0,0,0,delay_2,7
10,0,0,5,0,14,1,4,79,80,93,13,13,13,0,0,0,0,delay_2,7
11,0,0,1,0,14,1,0,79,80,93,13,13,13,0,0,0,0,delay_2,7
12,0,0,1,0,14,1,0,79,80,93,13,13,13,0,0,0,0,delay_2,7
13,0,0,1,0,14,1,0,79,80,93,13,13,13,0,0,0,0,delay_2,7
14,0,0,1,0,13,0,1,80,80,93,13,13,13,0,0,0,0,delay_2,7
15,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
16,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
17,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
18,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
19,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
20,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
21,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
22,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
23,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
24,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
25,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
26,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
27,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
28,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
29,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
30,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
31,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
32,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
33,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
34,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
35,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
36,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
37,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
38,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
39,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
40,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
41,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
42,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
43,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
44,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
45,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
46,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
47,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
48,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
49,0,0,0,0,13,0,0,80,80,93,13,13,13,0,0,0,0,delay_2,7
0,99,6,0,6,99,6,0,0,6,99,93,99,93,0,6,0,0,delay_2,8
1,0,7,6,7,99,13,0,0,13,99,86,93,86,0,7,0,0,delay_2,8
2,0,10,13,10,96,20,3,3,23,99,76,86,76,0,10,0,0,delay_2,8
3,0,13,23,13,90,27,6,9,36,99,63,76,63,0,13,0,0,delay_2,8
4,0,15,31,15,81,33,9,18,51,99,48,63,48,0,15,0,0,delay_2,8
5,0,12,39,12,71,35,10,28,63,99,36,48,36,0,12,0,0,delay_2,8
6,0,14,44,14,58,36,13,41,77,99,22,36,22,0,14,0,0,delay_2,8
7,0,10,47,10,47,35,11,52,87,99,12,22,12,0,10,0,0,delay_2,8
8,0,5,42,5,35,28,12,64,92,99,7,12,7,0,5,0,0,delay_2,8
9,0,1,36,1,24,18,11,75,93,99,6,7,6,0,1,0,0,delay_2,8
10,0,0,24,0,15,9,9,84,93,99,6,6,6,0,0,0,0,delay_2,8
11,0,0,11,0,9,3,6,90,93,99,6,6,6,0,0,0,0,delay_2,8
12,0,0,3,0,6,0,3,93,93,99,6,6,6,0,0,0,0,delay_2,8
13,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
14,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
15,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
16,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
17,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
18,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
19,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
20,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
21,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
22,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
23,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
24,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
25,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
26,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
27,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
28,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
29,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
30,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
31,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
32,0,0,0,0,6,0,0,93,93,99,6,6,6,0,0,0,0,delay_2,8
