time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,scenario,seed
4,0,0,0,0,4,4,72,65,0,7,63,4,4,13,85,85,3,0,domestic_0.75_help_off,5
5,0,0,0,0,8,8,61,55,0,6,48,9,11,24,85,85,3,4,domestic_0.75_help_off,5
6,0,0,0,0,6,6,58,48,0,10,38,13,3,27,85,85,3,12,domestic_0.75_help_off,5
7,0,0,0,0,9,9,51,38,0,13,27,14,7,34,85,85,0,18,domestic_0.75_help_off,5
8,0,0,0,0,7,7,46,26,0,20,16,13,5,39,85,85,0,23,domestic_0.75_help_off,5
9,0,0,0,0,1,1,34,10,0,24,2,9,12,51,85,85,0,22,domestic_0.75_help_off,5
10,0,0,0,0,0,0,30,1,0,29,0,1,4,55,85,85,0,17,domestic_0.75_help_off,5
11,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,8,domestic_0.75_help_off,5
12,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,1,domestic_0.75_help_off,5
13,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
14,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
15,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
16,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
17,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
18,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
19,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
20,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
21,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
22,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
23,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
24,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
25,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
26,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
27,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
28,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
29,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
30,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
31,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
32,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
33,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
34,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
35,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
36,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
37,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
38,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
39,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
40,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
41,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
42,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
43,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
44,0,0,0,0,0,0,30,0,0,30,0,0,0,55,85,85,0,0,domestic_0.75_help_off,5
0,86,86,86,83,7,0,86,86,0,0,83,7,0,0,86,86,0,0,domestic_0.75_help_off,6
1,0,0,0,0,0,0,86,86,0,0,83,7,0,0,86,86,83,7,domestic_0.75_help_off,6
2,0,0,0,0,0,0,86,83,0,3,83,3,0,0,86,86,83,7,domestic_0.75_help_off,6
3,0,0,0,3,1,4,79,75,0,4,74,1,7,7,86,86,83,7,domestic_0.75_help_off,6
4,0,0,0,0,3,3,73,66,0,7,62,4,6,13,86,86,3,1,domestic_0.75_help_off,6
5,0,0,0,0,6,6,66,56,0,10,49,9,7,20,86,86,3,4,domestic_0.75_help_off,6
6,0,0,0,0,10,10,56,49,0,7,37,17,10,30,86,86,3,10,domestic_0.75_help_off,6
7,0,0,0,0,3,3,50,38,0,12,28,13,6,36,86,86,0,19,domestic_0.75_help_off,6
8,0,0,0,0,5,5,40,26,0,14,16,13,10,46,86,86,0,19,domestic_0.75_help_off,6
9,0,0,0,0,5,5,34,12,0,22,5,8,6,52,86,86,0,18,domestic_0.75_help_off,6
10,0,0,0,0,1,1,31,7,0,24,0,7,3,55,86,86,0,13,domestic_0.75_help_off,6
11,0,0,0,0,1,1,30,3,0,27,0,3,1,56,86,86,0,11,domestic_0.75_help_off,6
12,0,0,0,0,0,0,29,2,0,27,0,2,1,57,86,86,0,7,domestic_0.75_help_off,6
13,0,0,0,0,0,0,28,0,0,28,0,0,1,58,86,86,0,2,domestic_0.75_help_off,6
14,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,1,domestic_0.75_help_off,6
15,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
16,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
17,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
18,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
19,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
20,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
21,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
22,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
23,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
24,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
25,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
26,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
27,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
28,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
29,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
30,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
31,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
32,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
33,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
34,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
35,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
36,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
37,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
38,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
39,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
40,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
41,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
42,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
43,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
44,0,0,0,0,0,0,28,0,0,28,0,0,0,58,86,86,0,0,domestic_0.75_help_off,6
0,84,84,84,83,4,0,84,84,0,0,83,4,0,0,84,84,0,0,domestic_0.75_help_off,7
1,0,0,0,0,0,0,84,84,0,0,83,4,0,0,84,84,83,4,domestic_0.75_help_off,7
2,0,0,0,0,0,0,84,84,0,0,83,2,0,0,84,84,83,4,domestic_0.75_help_off,7
3,0,0,0,0,1,1,77,71,0,6,71,0,7,7,84,84,83,4,domestic_0.75_help_off,7
4,0,0,0,0,7,7,70,63,0,7,59,7,7,14,84,84,0,1,domestic_0.75_help_off,7
5,0,0,0,0,7,7,59,54,0,5,47,11,11,25,84,84,0,8,domestic_0.75_help_off,7
6,0,0,0,0,3,3,52,38,0,14,35,8,7,32,84,84,0,15,domestic_0.75_help_off,7
7,0,0,0,0,5,5,45,31,0,14,27,8,7,39,84,84,0,17,domestic_0.75_help_off,7
8,0,0,0,0,3,3,40,20,0,20,14,9,5,44,84,84,0,15,domestic_0.75_help_off,7
9,0,0,0,0,2,2,34,5,0,29,1,4,6,50,84,84,0,11,domestic_0.75_help_off,7
10,0,0,0,0,1,1,33,3,0,30,0,3,1,51,84,84,0,10,domestic_0.75_help_off,7
11,0,0,0,0,0,0,32,0,0,32,0,0,1,52,84,84,0,6,domestic_0.75_help_off,7
12,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,3,domestic_0.75_help_off,7
13,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,1,domestic_0.75_help_off,7
14,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
15,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
16,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
17,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
18,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
19,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
20,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
21,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
22,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
23,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
24,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
25,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
26,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
27,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
28,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
29,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
30,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
31,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
32,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
33,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
34,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
35,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
36,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
37,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
38,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
39,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
40,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
41,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
42,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
43,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
44,0,0,0,0,0,0,32,0,0,32,0,0,0,52,84,84,0,0,domestic_0.75_help_off,7
0,71,71,71,71,3,0,71,71,0,0,71,3,0,0,71,71,0,0,domestic_0.75_help_off,8
1,0,0,0,0,0,0,71,71,0,0,71,3,0,0,71,71,71,3,domestic_0.75_help_off,8
2,0,0,0,0,0,0,71,71,0,0,71,0,0,0,71,71,71,3,domestic_0.75_help_off,8
3,0,0,0,0,0,0,65,60,0,5,60,0,6,6,71,71,71,3,domestic_0.75_help_off,8
4,0,0,0,0,4,4,58,51,0,7,49,4,7,13,71,71,0,0,domestic_0.75_help_off,8
5,0,0,0,0,5,5,50,40,0,10,37,7,8,21,71,71,0,4,domestic_0.75_help_off,8
6,0,0,0,0,5,5,43,28,0,15,24,8,7,28,71,71,0,9,domestic_0.75_help_off,8
7,0,0,0,0,3,3,34,16,0,18,13,5,9,37,71,71,0,14,domestic_0.75_help_off,8
8,0,0,0,0,1,1,27,5,0,22,2,3,7,44,71,71,0,13,domestic_0.75_help_off,8
9,0,0,0,0,1,1,25,3,0,22,0,3,2,46,71,71,0,9,domestic_0.75_help_off,8
10,0,0,0,0,0,0,24,2,0,22,0,2,1,47,71,71,0,5,domestic_0.75_help_off,8
11,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,2,domestic_0.75_help_off,8
12,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,1,domestic_0.75_help_off,8
13,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
14,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
15,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
16,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
17,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
18,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
19,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
20,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
21,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
22,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
23,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
24,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
25,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
26,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
27,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
28,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
29,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
30,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
31,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
32,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
33,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
34,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
35,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
36,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
37,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
38,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
39,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
40,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
41,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
42,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
43,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
44,0,0,0,0,0,0,24,0,0,24,0,0,0,47,71,71,0,0,domestic_0.75_help_off,8
0,64,64,64,63,5,0,64,64,0,0,63,5,0,0,64,64,0,0,domestic_0.75_help_off,9
1,0,0,0,0,0,0,64,64,0,0,63,5,0,0,64,64,63,5,domestic_0.75_help_off,9
2,0,0,0,0,0,0,64,63,0,1,63,2,0,0,64,64,63,5,domestic_0.75_help_off,9
3,0,0,0,1,0,1,55,51,0,4,51,0,9,9,64,64,63,5,domestic_0.75_help_off,9
4,0,0,0,0,3,3,50,42,0,8,39,3,5,14,64,64,1,0,domestic_0.75_help_off,9
5,0,0,0,0,6,6,40,34,0,6,28,8,10,24,64,64,1,3,domestic_0.75_help_off,9
6,0,0,0,0,3,3,32,22,0,10,15,8,8,32,64,64,1,9,domestic_0.75_help_off,9
7,0,0,0,0,4,4,22,11,0,11,3,8,10,42,64,64,0,12,domestic_0.75_help_off,9
8,0,0,0,0,0,0,18,3,0,15,0,3,4,46,64,64,0,13,domestic_0.75_help_off,9
9,0,0,0,0,0,0,17,0,0,17,0,0,1,47,64,64,0,7,domestic_0.75_help_off,9
10,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,4,domestic_0.75_help_off,9
11,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
12,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
13,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
14,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
15,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
16,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
17,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
18,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
19,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
20,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
21,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
22,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
23,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
24,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
25,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
26,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
27,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
28,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
29,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
30,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
31,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
32,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
33,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
34,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
35,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
36,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
37,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
38,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
39,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
40,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
41,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
42,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
43,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
44,0,0,0,0,0,0,17,0,0,17,0,0,0,47,64,64,0,0,domestic_0.75_help_off,9
0,77,77,77,76,5,0,77,77,0,0,76,5,0,0,77,77,0,0,domestic_0.75_help_off,10
1,0,0,0,0,0,0,77,77,0,0,76,5,0,0,77,77,76,5,domestic_0.75_help_off,10
2,0,0,0,0,0,0,77,76,0,1,76,3,0,0,77,77,76,5,domestic_0.75_help_off,10
3,0,0,0,1,0,1,70,67,0,3,67,1,7,7,77,77,76,5,domestic_0.75_help_off,10
4,0,0,0,0,1,1,59,55,0,4,55,1,11,18,77,77,1,0,domestic_0.75_help_off,10
5,0,0,0,0,3,3,51,42,0,9,42,3,8,26,77,77,1,1,domestic_0.75_help_off,10
6,0,0,0,0,0,0,44,30,0,14,30,3,7,33,77,77,1,4,domestic_0.75_help_off,10
7,0,0,0,0,2,2,35,20,0,15,18,2,9,42,77,77,0,4,domestic_0.75_help_off,10
8,0,0,0,0,3,3,24,10,0,14,6,4,11,53,77,77,0,5,domestic_0.75_help_off,10
9,0,0,0,0,0,0,20,2,0,18,0,2,4,57,77,77,0,5,domestic_0.75_help_off,10
10,0,0,0,0,1,1,20,2,0,18,0,2,0,57,77,77,0,5,domestic_0.75_help_off,10
11,0,0,0,0,0,0,19,1,0,18,0,1,1,58,77,77,0,4,domestic_0.75_help_off,10
12,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,1,domestic_0.75_help_off,10
13,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,1,domestic_0.75_help_off,10
14,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
15,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
16,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
17,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
18,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
19,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
20,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
21,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
22,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
23,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
24,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
25,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
26,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
27,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
28,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
29,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
30,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
31,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
32,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
33,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
34,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
35,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
36,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
37,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
38,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
39,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
40,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
41,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
42,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
43,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
44,0,0,0,0,0,0,19,0,0,19,0,0,0,58,77,77,0,0,domestic_0.75_help_off,10
