time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,mean_belief_d,mean_belief_e,informed_share,disputed_share,block,arm,seed
3,0,0,0,1,0,1,7,4,0,3,4,0,1,1,8,8,7,1,0.447479446485868,0.4435980645389477,0.0,0.3333333333333333,network_ws,no_notice,1
4,0,0,0,0,1,1,7,5,0,2,4,1,0,1,8,8,4,0,0.4351808619286713,0.4435980645389477,0.0,0.2916666666666667,network_ws,no_notice,1
5,0,0,0,0,0,0,4,2,0,2,1,1,3,4,8,8,4,1,0.4351808619286713,0.4435980645389477,0.0,0.2916666666666667,network_ws,no_notice,1
6,1,1,1,1,0,0,4,2,0,2,1,1,1,5,8,9,1,1,0.45714100510305355,0.451172748634774,0.0,0.20833333333333334,network_ws,no_notice,1
7,0,0,0,0,0,0,4,1,0,3,1,0,0,5,8,9,1,1,0.48248314693023614,0.451172748634774,0.0,0.16666666666666666,network_ws,no_notice,1
8,1,1,1,1,0,0,5,2,0,3,2,0,0,5,9,10,1,0,0.48248314693023614,0.44586520493820897,0.0,0.20833333333333334,network_ws,no_notice,1
9,1,1,1,0,1,0,5,2,0,3,1,1,1,6,9,11,2,0,0.45829382710513883,0.44586520493820897,0.0,0.25,network_ws,no_notice,1
10,0,0,0,0,0,0,5,2,0,3,1,1,0,6,9,11,1,1,0.46282431665265583,0.44586520493820897,0.0,0.20833333333333334,network_ws,no_notice,1
11,0,0,0,0,0,0,5,1,0,4,0,1,0,6,9,11,1,1,0.46282431665265583,0.451172748634774,0.0,0.20833333333333334,network_ws,no_notice,1
12,1,1,1,1,0,0,6,1,0,5,1,0,0,6,10,12,0,1,0.455931374492623,0.451172748634774,0.0,0.25,network_ws,no_notice,1
13,0,0,0,1,0,1,6,2,0,4,2,0,0,6,10,12,1,0,0.4405045260238407,0.4435980645389477,0.0,0.25,network_ws,no_notice,1
14,1,1,1,1,0,0,7,3,0,4,3,0,0,6,11,13,2,0,0.4405045260238407,0.4435980645389477,0.0,0.2916666666666667,network_ws,no_notice,1
15,1,1,1,1,0,0,8,3,0,5,3,0,0,6,11,14,3,0,0.447479446485868,0.4435980645389477,0.0,0.3333333333333333,network_ws,no_notice,1
16,0,0,0,0,0,0,8,2,0,6,2,0,0,6,11,14,3,0,0.43857228555688693,0.451172748634774,0.0,0.3333333333333333,network_ws,no_notice,1
17,0,0,0,0,0,0,7,1,0,6,1,0,1,7,11,14,2,0,0.4327199995094911,0.451172748634774,0.0,0.3333333333333333,network_ws,no_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,immediate,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,immediate,0
2,1,1,1,1,0,0,8,7,0,1,6,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ws,immediate,0
3,1,1,1,2,0,1,4,3,0,1,3,0,5,5,9,9,6,5,0.4367490581253664,0.4610066960999992,0.0,0.375,network_ws,immediate,0
4,1,1,1,1,0,0,5,4,0,1,4,0,0,5,10,10,3,0,0.7221839725865188,0.46486378604606715,1.0,0.20833333333333334,network_ws,immediate,0
5,0,0,0,0,0,0,5,3,0,2,3,0,0,5,10,10,4,0,0.7221839725865188,0.46486378604606715,1.0,0.20833333333333334,network_ws,immediate,0
6,1,1,1,1,1,1,5,3,0,2,2,1,1,6,10,11,3,0,0.7131056907624503,0.47162114834432844,1.0,0.25,network_ws,immediate,0
7,1,1,1,1,1,0,6,3,0,3,2,2,0,6,10,12,2,1,0.6985954434030556,0.4675723531046178,1.0,0.25,network_ws,immediate,0
8,0,0,0,0,1,1,6,4,0,2,2,3,0,6,10,12,2,2,0.6900803036222465,0.4675723531046178,1.0,0.25,network_ws,immediate,0
9,1,1,1,1,0,0,5,3,0,2,2,1,2,8,10,13,2,3,0.7017416977050116,0.4675723531046178,1.0,0.2916666666666667,network_ws,immediate,0
10,1,1,1,1,0,0,5,3,0,2,2,1,1,9,11,14,2,2,0.714830068586943,0.4687750870421768,1.0,0.25,network_ws,immediate,0
11,2,2,2,2,0,0,7,4,0,3,4,0,0,9,12,16,2,1,0.7270660790418938,0.4687750870421768,1.0,0.2916666666666667,network_ws,immediate,0
12,0,0,0,0,0,0,6,3,0,3,3,0,1,10,12,16,4,0,0.7270660790418938,0.46282348936018064,1.0,0.2916666666666667,network_ws,immediate,0
13,1,1,1,1,0,0,6,3,0,3,3,0,1,11,13,17,3,0,0.7257246170253432,0.46028030355917565,1.0,0.2916666666666667,network_ws,immediate,0
14,0,0,0,0,0,0,5,1,0,4,1,0,1,12,13,17,3,0,0.7269983326483777,0.46028030355917565,1.0,0.25,network_ws,immediate,0
15,1,1,1,1,1,1,6,3,0,3,2,1,0,12,14,18,1,0,0.7181289865589058,0.4675723531046178,1.0,0.25,network_ws,immediate,0
16,0,0,0,0,0,0,5,2,0,3,1,1,1,13,14,18,2,1,0.712763053078218,0.4675723531046178,1.0,0.25,network_ws,immediate,0
17,1,1,1,1,0,0,6,3,0,3,2,1,0,13,14,19,1,1,0.7139038528258936,0.4675723531046178,1.0,0.25,network_ws,immediate,0
0,5,5,5,4,1,0,5,5,0,0,4,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,immediate,1
1,0,0,0,0,0,0,5,5,0,0,4,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,immediate,1
2,3,3,3,3,0,0,8,7,0,1,7,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ws,immediate,1
3,0,0,0,1,0,1,7,4,0,3,4,0,1,1,8,8,7,1,0.447479446485868,0.4435980645389477,0.0,0.3333333333333333,network_ws,immediate,1
4,0,0,0,0,1,1,7,5,0,2,4,1,0,1,8,8,4,0,0.6959308619286713,0.4435980645389477,1.0,0.2916666666666667,network_ws,immediate,1
5,0,0,0,0,0,0,4,2,0,2,1,1,3,4,8,8,4,1,0.6959308619286713,0.4435980645389477,1.0,0.2916666666666667,network_ws,immediate,1
6,1,1,1,1,0,0,4,2,0,2,1,1,1,5,8,9,1,1,0.7098410051030536,0.451172748634774,1.0,0.20833333333333334,network_ws,immediate,1
7,0,0,0,0,0,0,4,1,0,3,1,0,0,5,8,9,1,1,0.744983146930236,0.451172748634774,1.0,0.16666666666666666,network_ws,immediate,1
8,1,1,1,1,0,0,5,2,0,3,2,0,0,5,9,10,1,0,0.744983146930236,0.44586520493820897,1.0,0.20833333333333334,network_ws,immediate,1
9,1,1,1,1,0,0,5,2,0,3,2,0,1,6,9,11,2,0,0.7336271604384722,0.44586520493820897,1.0,0.25,network_ws,immediate,1
10,0,0,0,0,0,0,5,2,0,3,2,0,0,6,9,11,2,0,0.7346576499859893,0.44586520493820897,1.0,0.20833333333333334,network_ws,immediate,1
11,0,0,0,0,0,0,5,1,0,4,1,0,0,6,9,11,2,0,0.7346576499859893,0.451172748634774,1.0,0.20833333333333334,network_ws,immediate,1
12,1,1,1,1,0,0,6,1,0,5,1,0,0,6,10,12,1,0,0.723681374492623,0.451172748634774,1.0,0.25,network_ws,immediate,1
13,0,0,0,0,1,1,6,2,0,4,1,1,0,6,10,12,1,0,0.7053189066431115,0.451172748634774,1.0,0.25,network_ws,immediate,1
14,1,1,1,1,0,0,7,3,0,4,2,1,0,6,11,13,1,1,0.7053189066431115,0.451172748634774,1.0,0.2916666666666667,network_ws,immediate,1
15,1,1,1,1,0,0,8,2,0,6,2,0,0,6,11,14,2,1,0.7169604937718055,0.451172748634774,1.0,0.3333333333333333,network_ws,immediate,1
16,0,0,0,0,0,0,8,2,0,6,2,0,0,6,11,14,2,1,0.7139056188902203,0.4435980645389477,1.0,0.3333333333333333,network_ws,immediate,1
17,0,0,0,0,0,0,7,1,0,6,1,0,1,7,11,14,2,0,0.7139056188902203,0.4435980645389477,1.0,0.3333333333333333,network_ws,immediate,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,network_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,network_notice,0
2,1,1,1,1,0,0,8,7,0,1,6,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ws,network_notice,0
3,1,1,1,2,0,1,4,3,0,1,3,0,5,5,9,9,6,5,0.4367490581253664,0.4610066960999992,0.0,0.375,network_ws,network_notice,0
4,1,1,1,1,0,0,5,4,0,1,4,0,0,5,10,10,3,0,0.49585063925318545,0.46486378604606715,0.125,0.20833333333333334,network_ws,network_notice,0
5,0,0,0,0,0,0,5,3,0,2,3,0,0,5,10,10,4,0,0.5396006392531855,0.46486378604606715,0.2916666666666667,0.20833333333333334,network_ws,network_notice,0
6,1,1,1,1,1,1,5,3,0,2,2,1,1,6,10,11,3,0,0.5620223574291169,0.47162114834432844,0.4166666666666667,0.25,network_ws,network_notice,0
7,1,1,1,1,1,0,6,3,0,3,2,2,0,6,10,12,2,1,0.5854287767363889,0.4675723531046178,0.5833333333333334,0.25,network_ws,network_notice,0
8,0,0,0,0,1,1,6,4,0,2,2,3,0,6,10,12,2,2,0.6002469702889133,0.4675723531046178,0.6666666666666666,0.25,network_ws,network_notice,0
9,1,1,1,1,0,0,5,3,0,2,2,1,2,8,10,13,2,3,0.6457416977050116,0.4675723531046178,0.7916666666666666,0.2916666666666667,network_ws,network_notice,0
10,1,1,1,1,0,0,5,3,0,2,2,1,1,9,11,14,2,2,0.6809967352536096,0.4687750870421768,0.875,0.25,network_ws,network_notice,0
11,2,2,2,2,0,0,7,4,0,3,4,0,0,9,12,16,2,1,0.7048994123752271,0.4687750870421768,0.9166666666666666,0.2916666666666667,network_ws,network_notice,0
12,0,0,0,0,0,0,6,3,0,3,3,0,1,10,12,16,4,0,0.7153994123752271,0.46282348936018064,0.9583333333333334,0.2916666666666667,network_ws,network_notice,0
13,1,1,1,1,0,0,6,3,0,3,3,0,1,11,13,17,3,0,0.7257246170253432,0.46028030355917565,1.0,0.2916666666666667,network_ws,network_notice,0
14,0,0,0,0,0,0,5,1,0,4,1,0,1,12,13,17,3,0,0.7269983326483777,0.46028030355917565,1.0,0.25,network_ws,network_notice,0
15,1,1,1,1,1,1,6,3,0,3,2,1,0,12,14,18,1,0,0.7181289865589058,0.4675723531046178,1.0,0.25,network_ws,network_notice,0
16,0,0,0,0,0,0,5,2,0,3,1,1,1,13,14,18,2,1,0.712763053078218,0.4675723531046178,1.0,0.25,network_ws,network_notice,0
17,1,1,1,1,0,0,6,3,0,3,2,1,0,13,14,19,1,1,0.7139038528258936,0.4675723531046178,1.0,0.25,network_ws,network_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,network_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,network_notice,1
2,3,3,3,3,0,0,8,7,0,1,7,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ws,network_notice,1
3,0,0,0,1,0,1,7,4,0,3,4,0,1,1,8,8,7,1,0.447479446485868,0.4435980645389477,0.0,0.3333333333333333,network_ws,network_notice,1
4,0,0,0,0,1,1,7,5,0,2,4,1,0,1,8,8,4,0,0.45734752859533795,0.4435980645389477,0.08333333333333333,0.2916666666666667,network_ws,network_notice,1
5,0,0,0,0,0,0,4,2,0,2,1,1,3,4,8,8,4,1,0.48826419526200465,0.4435980645389477,0.20833333333333334,0.2916666666666667,network_ws,network_notice,1
6,1,1,1,1,0,0,4,2,0,2,1,1,1,5,8,9,1,1,0.560274338436387,0.451172748634774,0.4166666666666667,0.20833333333333334,network_ws,network_notice,1
7,0,0,0,0,0,0,4,1,0,3,1,0,0,5,8,9,1,1,0.6353164802635695,0.451172748634774,0.5833333333333334,0.16666666666666666,network_ws,network_notice,1
8,1,1,1,1,0,0,5,2,0,3,2,0,0,5,9,10,1,0,0.6673998135969028,0.44586520493820897,0.7083333333333334,0.20833333333333334,network_ws,network_notice,1
9,1,1,1,1,0,0,5,2,0,3,2,0,1,6,9,11,2,0,0.7219604937718055,0.44586520493820897,0.9583333333333334,0.25,network_ws,network_notice,1
10,0,0,0,0,0,0,5,2,0,3,2,0,0,6,9,11,2,0,0.7229909833193225,0.44586520493820897,0.9583333333333334,0.20833333333333334,network_ws,network_notice,1
11,0,0,0,0,0,0,5,1,0,4,1,0,0,6,9,11,2,0,0.7346576499859893,0.451172748634774,1.0,0.20833333333333334,network_ws,network_notice,1
12,1,1,1,1,0,0,6,1,0,5,1,0,0,6,10,12,1,0,0.723681374492623,0.451172748634774,1.0,0.25,network_ws,network_notice,1
13,0,0,0,0,1,1,6,2,0,4,1,1,0,6,10,12,1,0,0.7053189066431115,0.451172748634774,1.0,0.25,network_ws,network_notice,1
14,1,1,1,1,0,0,7,3,0,4,2,1,0,6,11,13,1,1,0.7053189066431115,0.451172748634774,1.0,0.2916666666666667,network_ws,network_notice,1
15,1,1,1,1,0,0,8,2,0,6,2,0,0,6,11,14,2,1,0.7169604937718055,0.451172748634774,1.0,0.3333333333333333,network_ws,network_notice,1
16,0,0,0,0,0,0,8,2,0,6,2,0,0,6,11,14,2,1,0.7139056188902203,0.4435980645389477,1.0,0.3333333333333333,network_ws,network_notice,1
17,0,0,0,0,0,0,7,1,0,6,1,0,1,7,11,14,2,0,0.7139056188902203,0.4435980645389477,1.0,0.3333333333333333,network_ws,network_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,unchanged,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,unchanged,0
2,1,1,1,1,0,0,8,7,0,1,6,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ba,unchanged,0
3,1,1,1,2,0,1,4,3,0,1,3,0,5,5,9,9,6,5,0.4367490581253664,0.45833792135227774,0.0,0.375,network_ba,unchanged,0
4,1,1,1,0,1,0,5,4,0,1,3,1,0,5,10,10,3,0,0.4437678700821058,0.46702476361948236,0.0,0.20833333333333334,network_ba,unchanged,0
5,0,0,0,0,0,0,5,3,0,2,2,1,0,5,10,10,3,1,0.4437678700821058,0.46702476361948236,0.0,0.20833333333333334,network_ba,unchanged,0
6,1,1,1,1,1,1,6,3,0,3,1,2,0,5,10,11,2,1,0.432220113985817,0.4768088479863894,0.0,0.25,network_ba,unchanged,0
7,1,1,1,0,2,1,6,4,0,2,1,3,1,6,10,12,1,2,0.4125335566689343,0.4675723531046178,0.0,0.2916666666666667,network_ba,unchanged,0
8,0,0,0,0,0,0,6,4,0,2,1,3,0,6,10,12,1,3,0.4125335566689343,0.47519795111805907,0.0,0.25,network_ba,unchanged,0
9,1,1,1,1,2,1,6,3,0,3,1,3,1,7,10,13,1,3,0.424440663235594,0.47519795111805907,0.0,0.2916666666666667,network_ba,unchanged,0
10,1,1,1,1,0,0,6,3,0,3,2,2,1,8,11,14,1,4,0.42798045110751587,0.47930935287939674,0.0,0.2916666666666667,network_ba,unchanged,0
11,2,2,2,2,0,0,8,4,0,4,4,1,0,8,12,16,2,2,0.42798045110751587,0.47537515747748094,0.0,0.3333333333333333,network_ba,unchanged,0
12,0,0,0,0,0,0,8,3,0,5,3,0,0,8,12,16,4,2,0.42798045110751587,0.4662548406690011,0.0,0.3333333333333333,network_ba,unchanged,0
13,1,1,1,0,1,0,8,3,0,5,2,1,1,9,13,17,3,0,0.43227232016450534,0.4585211473017447,0.0,0.375,network_ba,unchanged,0
14,0,0,0,0,0,0,7,1,0,6,0,1,1,10,13,17,2,1,0.4448376696212841,0.4539790183799661,0.0,0.3333333333333333,network_ba,unchanged,0
15,1,1,1,0,2,1,8,2,0,6,0,2,0,10,14,18,0,1,0.43674315329950747,0.4629328636694408,0.0,0.3333333333333333,network_ba,unchanged,0
16,0,0,0,1,0,1,8,3,0,5,1,2,0,10,14,18,0,3,0.44121989126036865,0.4644785070487345,0.0,0.3333333333333333,network_ba,unchanged,0
17,1,1,1,1,0,0,9,4,0,5,2,2,0,10,14,19,1,2,0.43042315211501503,0.4644785070487345,0.0,0.375,network_ba,unchanged,0
0,5,5,5,4,1,0,5,5,0,0,4,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,unchanged,1
1,0,0,0,0,0,0,5,5,0,0,4,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,unchanged,1
2,3,3,3,3,0,0,8,7,0,1,7,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,unchanged,1
3,0,0,0,1,0,1,7,4,0,3,4,0,1,1,8,8,7,1,0.447479446485868,0.43322164769873983,0.0,0.3333333333333333,network_ba,unchanged,1
4,0,0,0,0,1,1,7,5,0,2,4,1,0,1,8,8,4,0,0.4329825656314494,0.43322164769873983,0.0,0.2916666666666667,network_ba,unchanged,1
5,0,0,0,0,0,0,4,2,0,2,1,1,3,4,8,8,4,1,0.4329825656314494,0.43322164769873983,0.0,0.2916666666666667,network_ba,unchanged,1
6,1,1,1,1,0,0,5,2,0,3,1,1,0,4,8,9,1,1,0.4619583818745399,0.451172748634774,0.0,0.20833333333333334,network_ba,unchanged,1
7,0,0,0,0,0,0,5,1,0,4,1,0,0,4,8,9,1,1,0.46141122589304095,0.451172748634774,0.0,0.20833333333333334,network_ba,unchanged,1
8,1,1,1,1,0,0,6,2,0,4,2,0,0,4,9,10,1,0,0.46141122589304095,0.4467145880554821,0.0,0.25,network_ba,unchanged,1
9,0,0,0,0,0,0,5,1,0,4,1,0,1,5,9,10,2,0,0.42767785488691096,0.4467145880554821,0.0,0.25,network_ba,unchanged,1
10,0,0,0,0,0,0,5,1,0,4,1,0,0,5,9,10,1,0,0.4643793455350591,0.4467145880554821,0.0,0.20833333333333334,network_ba,unchanged,1
11,0,0,0,0,0,0,5,0,0,5,0,0,0,5,9,10,1,0,0.4643793455350591,0.451172748634774,0.0,0.20833333333333334,network_ba,unchanged,1
12,1,1,1,1,0,0,6,1,0,5,1,0,0,5,10,11,0,0,0.4592587273599528,0.451172748634774,0.0,0.25,network_ba,unchanged,1
13,0,0,0,0,0,0,6,1,0,5,1,0,0,5,10,11,1,0,0.44261461254337053,0.451172748634774,0.0,0.25,network_ba,unchanged,1
14,1,1,1,1,0,0,7,2,0,5,2,0,0,5,11,12,1,0,0.44261461254337053,0.451172748634774,0.0,0.2916666666666667,network_ba,unchanged,1
15,1,1,1,1,0,0,8,2,0,6,2,0,0,5,11,13,2,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,unchanged,1
16,0,0,0,0,0,0,8,2,0,6,2,0,0,5,11,13,2,0,0.4386265081233234,0.451172748634774,0.0,0.3333333333333333,network_ba,unchanged,1
17,0,0,0,0,0,0,7,1,0,6,1,0,1,6,11,13,2,0,0.4386265081233234,0.451172748634774,0.0,0.3333333333333333,network_ba,unchanged,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,no_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,no_notice,0
2,1,1,1,1,0,0,8,7,0,1,6,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ba,no_notice,0
3,1,1,1,2,0,1,4,3,0,1,3,0,5,5,9,9,6,5,0.4367490581253664,0.45833792135227774,0.0,0.375,network_ba,no_notice,0
4,1,1,1,0,1,0,5,4,0,1,3,1,0,5,10,10,3,0,0.4437678700821058,0.46702476361948236,0.0,0.20833333333333334,network_ba,no_notice,0
5,0,0,0,0,0,0,5,3,0,2,2,1,0,5,10,10,3,1,0.4437678700821058,0.46702476361948236,0.0,0.20833333333333334,network_ba,no_notice,0
6,1,1,1,1,1,1,5,3,0,2,1,2,1,6,10,11,2,1,0.432220113985817,0.4768088479863894,0.0,0.25,network_ba,no_notice,0
7,1,1,1,0,1,0,5,3,0,2,1,2,1,7,10,12,1,2,0.41878355666893435,0.4675723531046178,0.0,0.25,network_ba,no_notice,0
8,0,0,0,0,0,0,5,3,0,2,1,2,0,7,10,12,1,2,0.41878355666893435,0.47519795111805907,0.0,0.20833333333333334,network_ba,no_notice,0
9,1,1,1,1,2,1,4,1,0,3,1,1,2,9,10,13,1,2,0.4317323299022606,0.47519795111805907,0.0,0.25,network_ba,no_notice,0
10,1,1,1,2,0,1,5,3,0,2,3,1,0,9,11,14,1,3,0.44881378444084924,0.47930935287939674,0.0,0.20833333333333334,network_ba,no_notice,0
11,2,2,2,2,0,0,7,5,0,2,5,1,0,9,12,16,3,2,0.44881378444084924,0.4716837548659554,0.0,0.2916666666666667,network_ba,no_notice,0
12,0,0,0,0,0,0,6,4,0,2,4,0,1,10,12,16,5,2,0.44881378444084924,0.4716837548659554,0.0,0.2916666666666667,network_ba,no_notice,0
13,1,1,1,0,1,0,5,3,0,2,2,1,2,12,13,17,4,0,0.44060565349783865,0.4629328636694408,0.0,0.2916666666666667,network_ba,no_notice,0
14,0,0,0,0,0,0,4,1,0,3,0,1,1,13,13,17,2,1,0.4622906991534536,0.4629328636694408,0.0,0.20833333333333334,network_ba,no_notice,0
15,1,1,1,0,2,1,5,2,0,3,0,2,0,13,14,18,0,1,0.4531415666654028,0.4629328636694408,0.0,0.20833333333333334,network_ba,no_notice,0
16,0,0,0,1,0,1,5,3,0,2,1,2,0,13,14,18,0,3,0.4503818589674197,0.4644785070487345,0.0,0.20833333333333334,network_ba,no_notice,0
17,1,1,1,1,0,0,6,4,0,2,2,2,0,13,14,19,1,2,0.43042315211501503,0.4644785070487345,0.0,0.25,network_ba,no_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,no_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,no_notice,1
2,3,3,3,3,0,0,8,7,0,1,7,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,no_notice,1
3,0,0,0,1,0,1,7,4,0,3,4,0,1,1,8,8,7,1,0.447479446485868,0.43322164769873983,0.0,0.3333333333333333,network_ba,no_notice,1
4,0,0,0,0,1,1,7,5,0,2,4,1,0,1,8,8,4,0,0.4329825656314494,0.43322164769873983,0.0,0.2916666666666667,network_ba,no_notice,1
5,0,0,0,0,0,0,4,2,0,2,1,1,3,4,8,8,4,1,0.4329825656314494,0.43322164769873983,0.0,0.2916666666666667,network_ba,no_notice,1
6,1,1,1,1,0,0,4,2,0,2,1,1,1,5,8,9,1,1,0.4619583818745399,0.451172748634774,0.0,0.20833333333333334,network_ba,no_notice,1
7,0,0,0,0,0,0,4,1,0,3,1,0,0,5,8,9,1,1,0.4962028925597077,0.451172748634774,0.0,0.16666666666666666,network_ba,no_notice,1
8,1,1,1,1,0,0,5,2,0,3,2,0,0,5,9,10,1,0,0.4962028925597077,0.4467145880554821,0.0,0.20833333333333334,network_ba,no_notice,1
9,1,1,1,0,1,0,5,2,0,3,1,1,1,6,9,11,2,0,0.46934452155357764,0.4467145880554821,0.0,0.25,network_ba,no_notice,1
10,0,0,0,0,0,0,5,2,0,3,1,1,0,6,9,11,1,1,0.4643793455350591,0.4467145880554821,0.0,0.20833333333333334,network_ba,no_notice,1
11,0,0,0,0,0,0,5,1,0,4,0,1,0,6,9,11,1,1,0.4643793455350591,0.451172748634774,0.0,0.20833333333333334,network_ba,no_notice,1
12,1,1,1,1,0,0,6,1,0,5,1,0,0,6,10,12,0,1,0.4592587273599528,0.451172748634774,0.0,0.25,network_ba,no_notice,1
13,0,0,0,1,0,1,6,2,0,4,2,0,0,6,10,12,1,0,0.44261461254337053,0.43322164769873983,0.0,0.25,network_ba,no_notice,1
14,1,1,1,1,0,0,7,3,0,4,3,0,0,6,11,13,2,0,0.44261461254337053,0.43322164769873983,0.0,0.2916666666666667,network_ba,no_notice,1
15,1,1,1,1,0,0,8,3,0,5,3,0,0,6,11,14,3,0,0.447479446485868,0.43322164769873983,0.0,0.3333333333333333,network_ba,no_notice,1
16,0,0,0,0,0,0,8,2,0,6,2,0,0,6,11,14,3,0,0.4386265081233234,0.451172748634774,0.0,0.3333333333333333,network_ba,no_notice,1
17,0,0,0,0,0,0,7,1,0,6,1,0,1,7,11,14,2,0,0.4215168126879337,0.451172748634774,0.0,0.3333333333333333,network_ba,no_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,immediate,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,immediate,0
2,1,1,1,1,0,0,8,7,0,1,6,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ba,immediate,0
3,1,1,1,2,0,1,4,3,0,1,3,0,5,5,9,9,6,5,0.4367490581253664,0.45833792135227774,0.0,0.375,network_ba,immediate,0
4,1,1,1,1,0,0,5,4,0,1,4,0,0,5,10,10,3,0,0.7018345367487725,0.46702476361948236,1.0,0.20833333333333334,network_ba,immediate,0
5,0,0,0,0,0,0,5,3,0,2,3,0,0,5,10,10,4,0,0.7018345367487725,0.46702476361948236,1.0,0.20833333333333334,network_ba,immediate,0
6,1,1,1,1,1,1,5,3,0,2,2,1,1,6,10,11,3,0,0.6846867806524837,0.4768088479863894,1.0,0.25,network_ba,immediate,0
7,1,1,1,1,1,0,6,3,0,3,2,2,0,6,10,12,2,1,0.6830335566689344,0.4675723531046178,1.0,0.25,network_ba,immediate,0
8,0,0,0,0,1,1,6,4,0,2,2,3,0,6,10,12,2,2,0.6743796928200804,0.4675723531046178,1.0,0.25,network_ba,immediate,0
9,1,1,1,1,0,0,5,3,0,2,2,1,2,8,10,13,2,3,0.6943284660534067,0.4675723531046178,1.0,0.2916666666666667,network_ba,immediate,0
10,1,1,1,1,0,0,5,3,0,2,2,1,1,9,11,14,2,2,0.7143265872586619,0.4716837548659554,1.0,0.25,network_ba,immediate,0
11,2,2,2,2,0,0,7,4,0,3,4,0,0,9,12,16,2,1,0.7279017728795626,0.4716837548659554,1.0,0.2916666666666667,network_ba,immediate,0
12,0,0,0,0,0,0,6,3,0,3,3,0,1,10,12,16,4,0,0.7279017728795626,0.4668093528793967,1.0,0.2916666666666667,network_ba,immediate,0
13,1,1,1,1,0,0,6,3,0,3,3,0,1,11,13,17,3,0,0.7232571825284847,0.4626979511180591,1.0,0.2916666666666667,network_ba,immediate,0
14,0,0,0,0,0,0,5,1,0,4,1,0,1,12,13,17,3,0,0.7250043362879507,0.4626979511180591,1.0,0.25,network_ba,immediate,0
