time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,scenario,seed
8,0,0,0,0,0,0,19,9,0,10,9,0,9,0,0,0,0,3,22,22,9,1,implementation_off,8
9,1,1,1,1,0,0,20,10,0,10,10,1,9,0,0,0,0,3,23,23,9,0,implementation_off,8
10,0,0,0,0,1,1,20,10,0,10,10,1,9,0,0,1,0,3,23,23,10,0,implementation_off,8
11,1,1,1,1,0,0,21,10,0,11,10,1,9,0,0,1,0,3,24,24,10,1,implementation_off,8
12,0,0,0,0,1,1,21,11,0,10,10,1,9,0,0,1,0,3,24,24,11,1,implementation_off,8
13,0,0,0,0,0,0,21,11,0,10,10,0,10,1,0,1,0,3,24,24,10,2,implementation_off,8
14,1,1,1,1,0,0,22,11,0,11,11,1,10,0,0,0,0,3,25,25,10,1,implementation_off,8
15,0,0,0,0,0,0,22,11,0,11,11,1,10,0,0,0,0,3,25,25,11,1,implementation_off,8
16,1,1,1,1,0,0,23,11,0,12,11,1,10,0,0,0,0,3,26,26,11,0,implementation_off,8
17,0,0,0,0,0,0,23,11,0,12,11,1,10,0,0,0,0,3,26,26,12,0,implementation_off,8
18,0,0,0,0,0,0,23,11,0,12,11,0,11,1,0,0,0,3,26,26,11,0,implementation_off,8
19,1,1,1,1,1,1,24,12,0,12,12,1,11,0,0,1,0,3,27,27,11,0,implementation_off,8
20,0,0,0,0,0,0,24,12,0,12,12,1,11,0,0,1,0,3,27,27,12,1,implementation_off,8
21,1,1,1,1,0,0,25,13,0,12,13,1,12,1,0,1,0,3,28,28,12,1,implementation_off,8
22,1,1,1,1,0,0,26,14,0,12,14,2,12,0,0,0,0,3,29,29,13,1,implementation_off,8
23,0,0,0,0,0,0,26,14,0,12,14,1,13,1,0,0,0,3,29,29,14,0,implementation_off,8
24,0,0,0,0,0,0,26,13,0,13,13,0,13,0,0,0,0,3,29,29,14,0,implementation_off,8
0,21,21,21,20,3,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,0,0,implementation_off,9
1,0,0,0,0,0,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,20,3,implementation_off,9
2,1,1,1,1,0,0,22,14,0,8,14,9,5,5,0,2,0,0,22,22,20,3,implementation_off,9
3,0,0,0,1,4,5,21,17,0,4,13,2,11,6,0,4,1,1,22,22,21,3,implementation_off,9
4,0,0,0,0,2,2,21,17,0,4,13,1,12,1,0,6,0,1,22,22,13,4,implementation_off,9
5,0,0,0,0,0,0,21,16,0,5,12,0,12,0,0,6,0,1,22,22,13,6,implementation_off,9
6,0,0,0,0,2,2,18,12,0,6,12,0,12,0,0,3,3,4,22,22,13,6,implementation_off,9
7,0,0,0,0,1,1,18,12,0,6,12,0,12,0,0,3,0,4,22,22,12,4,implementation_off,9
8,1,1,1,1,0,0,19,13,0,6,13,1,12,0,0,2,0,4,23,23,12,3,implementation_off,9
9,1,1,1,1,0,0,19,13,0,6,13,2,11,0,0,1,1,5,24,24,13,3,implementation_off,9
10,1,1,1,1,0,0,20,14,0,6,14,2,12,1,0,0,0,5,25,25,13,1,implementation_off,9
11,0,0,0,0,0,0,20,14,0,6,14,1,13,1,0,0,0,5,25,25,14,0,implementation_off,9
12,0,0,0,0,0,0,20,13,0,7,13,0,13,0,0,0,0,5,25,25,14,0,implementation_off,9
13,0,0,0,0,0,0,20,13,0,7,13,0,13,0,0,0,0,5,25,25,14,0,implementation_off,9
14,0,0,0,0,0,0,20,13,0,7,13,0,13,0,0,0,0,5,25,25,13,0,implementation_off,9
15,0,0,0,0,0,0,20,13,0,7,13,0,13,0,0,0,0,5,25,25,13,0,implementation_off,9
16,0,0,0,0,0,0,20,13,0,7,13,0,13,0,0,0,0,5,25,25,13,0,implementation_off,9
17,1,1,1,1,0,0,21,14,0,7,14,1,13,0,0,0,0,5,26,26,13,0,implementation_off,9
18,0,0,0,0,0,0,21,14,0,7,14,1,13,0,0,0,0,5,26,26,14,0,implementation_off,9
19,0,0,0,0,0,0,21,14,0,7,14,0,14,1,0,0,0,5,26,26,14,0,implementation_off,9
20,0,0,0,0,0,0,21,14,0,7,14,0,14,0,0,0,0,5,26,26,14,0,implementation_off,9
21,1,1,1,1,1,1,22,15,0,7,15,1,14,0,0,1,0,5,26,27,14,0,implementation_off,9
22,0,0,0,0,0,0,22,15,0,7,15,1,14,0,0,1,0,5,26,27,15,1,implementation_off,9
23,0,0,0,0,0,0,22,14,0,8,14,0,14,0,0,1,0,5,26,27,15,1,implementation_off,9
24,0,0,0,0,0,0,22,14,0,8,14,0,14,0,0,0,0,5,26,27,15,1,implementation_off,9
0,19,19,19,17,2,0,19,19,0,0,17,17,0,0,0,2,0,0,19,19,0,0,implementation_slow,0
1,0,0,0,0,0,0,19,19,0,0,17,17,0,0,0,2,0,0,19,19,17,2,implementation_slow,0
2,2,2,2,2,0,0,21,12,0,9,12,7,5,5,0,0,0,0,21,21,17,2,implementation_slow,0
3,0,0,0,2,5,7,21,17,0,4,13,4,9,4,0,5,0,0,21,21,19,2,implementation_slow,0
4,1,1,1,1,2,2,22,18,0,4,13,3,10,1,0,7,0,0,22,22,13,5,implementation_slow,0
5,0,0,0,0,2,2,22,18,0,4,12,1,11,1,0,9,0,0,22,22,14,7,implementation_slow,0
6,0,0,0,0,1,1,20,14,0,6,12,0,12,1,0,4,2,2,22,22,13,9,implementation_slow,0
7,1,1,1,1,1,1,20,14,0,6,13,1,12,0,0,4,1,3,23,23,12,5,implementation_slow,0
8,0,0,0,0,0,0,15,8,0,7,8,1,7,0,5,2,5,8,23,23,13,4,implementation_slow,0
9,0,0,0,0,0,0,11,3,0,8,3,0,3,0,4,0,4,12,23,23,8,2,implementation_slow,0
10,1,1,1,1,1,1,11,4,0,7,3,1,2,0,1,1,1,13,23,24,4,1,implementation_slow,0
11,0,0,0,0,0,0,11,3,0,8,2,1,1,0,0,1,0,13,23,24,3,1,implementation_slow,0
12,0,0,0,0,0,0,10,2,0,8,1,0,1,1,1,1,1,14,23,24,2,1,implementation_slow,0
13,0,0,0,0,0,0,10,1,0,9,1,0,1,0,0,0,0,14,23,24,1,1,implementation_slow,0
14,0,0,0,0,1,1,10,1,0,9,1,0,1,0,0,1,0,14,23,24,1,0,implementation_slow,0
15,2,2,2,2,0,0,12,3,0,9,3,2,1,0,0,1,0,14,24,26,1,1,implementation_slow,0
16,0,0,0,0,0,0,12,3,0,9,3,2,1,0,0,1,0,14,24,26,3,1,implementation_slow,0
17,1,1,1,1,0,0,13,3,0,10,3,1,2,1,0,0,0,14,25,27,3,1,implementation_slow,0
18,1,1,1,1,1,1,14,4,0,10,3,2,1,0,0,1,0,14,25,28,4,0,implementation_slow,0
19,0,0,0,0,0,0,14,3,0,11,2,1,1,0,0,1,0,14,25,28,3,1,implementation_slow,0
20,0,0,0,0,1,1,14,4,0,10,2,0,2,1,0,2,0,14,25,28,3,1,implementation_slow,0
21,0,0,0,0,0,0,13,3,0,10,2,0,2,0,0,1,1,15,25,28,2,2,implementation_slow,0
22,0,0,0,0,0,0,13,3,0,10,2,0,2,0,0,1,0,15,25,28,2,1,implementation_slow,0
23,0,0,0,0,0,0,11,1,0,10,1,0,1,0,1,0,2,17,25,28,2,1,implementation_slow,0
24,0,0,0,0,0,0,11,1,0,10,1,0,1,0,0,0,0,17,25,28,1,0,implementation_slow,0
0,23,23,23,22,1,0,23,23,0,0,22,22,0,0,0,1,0,0,23,23,0,0,implementation_slow,1
1,1,1,1,0,1,0,24,24,0,0,22,22,0,0,0,2,0,0,24,24,22,1,implementation_slow,1
2,0,0,0,0,0,0,24,17,0,7,16,10,6,6,0,1,0,0,24,24,22,2,implementation_slow,1
3,0,0,0,1,2,3,24,13,0,11,11,1,10,4,0,2,0,0,24,24,22,2,implementation_slow,1
4,0,0,0,1,5,6,24,16,0,8,12,2,10,0,0,7,0,0,24,24,11,3,implementation_slow,1
5,1,1,1,0,1,0,25,16,0,9,12,1,11,1,0,7,0,0,25,25,12,7,implementation_slow,1
6,0,0,0,0,0,0,25,14,0,11,11,0,11,0,0,5,0,0,25,25,12,8,implementation_slow,1
7,0,0,0,0,0,0,24,10,0,14,10,0,10,0,0,0,1,1,25,25,12,6,implementation_slow,1
8,0,0,0,1,0,1,18,5,0,13,5,1,4,0,6,0,6,7,25,25,10,1,implementation_slow,1
9,0,0,0,0,0,0,15,2,0,13,2,1,1,0,3,0,3,10,25,25,5,0,implementation_slow,1
10,0,0,0,0,0,0,15,1,0,14,1,0,1,0,0,0,0,10,25,25,2,0,implementation_slow,1
11,1,1,1,1,0,0,15,1,0,14,1,1,0,0,1,0,1,11,26,26,2,0,implementation_slow,1
12,1,1,1,1,1,0,16,2,0,14,2,2,0,0,0,1,0,11,26,27,1,0,implementation_slow,1
13,0,0,0,0,0,0,16,1,0,15,1,1,0,0,0,1,0,11,26,27,2,1,implementation_slow,1
14,1,1,1,1,0,0,17,1,0,16,1,1,0,0,0,0,0,11,26,28,2,1,implementation_slow,1
15,0,0,0,0,0,0,17,1,0,16,1,1,0,0,0,0,0,11,26,28,2,1,implementation_slow,1
16,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,11,26,28,1,0,implementation_slow,1
17,0,0,0,0,1,1,17,1,0,16,0,0,0,0,0,1,0,11,26,28,1,0,implementation_slow,1
18,0,0,0,0,0,0,17,1,0,16,0,0,0,0,0,1,0,11,26,28,0,1,implementation_slow,1
19,0,0,0,0,0,0,17,1,0,16,0,0,0,0,0,1,0,11,26,28,0,1,implementation_slow,1
20,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,1,12,26,28,0,1,implementation_slow,1
21,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,12,26,28,0,0,implementation_slow,1
22,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,12,26,28,0,0,implementation_slow,1
23,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,12,26,28,0,0,implementation_slow,1
24,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,12,26,28,0,0,implementation_slow,1
0,28,28,28,27,1,0,28,28,0,0,27,27,0,0,0,1,0,0,28,28,0,0,implementation_slow,2
1,0,0,0,0,0,0,28,28,0,0,27,27,0,0,0,1,0,0,28,28,27,1,implementation_slow,2
2,0,0,0,0,0,0,28,19,0,9,18,15,3,3,0,1,0,0,28,28,27,1,implementation_slow,2
3,1,1,1,1,5,5,29,15,0,14,11,4,7,4,0,5,0,0,29,29,27,1,implementation_slow,2
4,0,0,0,1,3,4,29,17,0,12,10,2,8,1,0,8,0,0,29,29,11,5,implementation_slow,2
5,0,0,0,0,1,1,29,16,0,13,9,1,8,0,0,8,0,0,29,29,10,8,implementation_slow,2
6,0,0,0,0,0,0,27,12,0,15,9,0,9,1,0,3,2,2,29,29,10,9,implementation_slow,2
7,0,0,0,0,0,0,26,9,0,17,9,0,9,0,0,0,1,3,29,29,9,4,implementation_slow,2
8,0,0,0,0,0,0,25,6,0,19,6,0,6,0,1,0,1,4,29,29,9,1,implementation_slow,2
9,0,0,0,0,0,0,22,2,0,20,2,0,2,0,3,0,3,7,29,29,6,0,implementation_slow,2
10,1,1,1,1,0,0,22,2,0,20,2,1,1,0,1,0,1,8,29,30,2,0,implementation_slow,2
11,0,0,0,0,0,0,22,2,0,20,2,1,1,0,0,0,0,8,29,30,2,0,implementation_slow,2
12,0,0,0,0,0,0,21,0,0,21,0,0,0,0,1,0,1,9,29,30,2,0,implementation_slow,2
13,1,1,1,1,1,1,22,2,0,20,1,1,0,0,0,1,0,9,29,31,1,0,implementation_slow,2
14,0,0,0,0,0,0,22,2,0,20,1,1,0,0,0,1,0,9,29,31,1,1,implementation_slow,2
15,0,0,0,0,0,0,22,1,0,21,0,0,0,0,0,1,0,9,29,31,1,1,implementation_slow,2
16,0,0,0,0,1,1,21,1,0,20,0,0,0,0,0,1,1,10,29,31,1,1,implementation_slow,2
17,0,0,0,0,0,0,21,1,0,20,0,0,0,0,0,1,0,10,29,31,0,1,implementation_slow,2
18,0,0,0,0,0,0,21,1,0,20,0,0,0,0,0,1,0,10,29,31,0,1,implementation_slow,2
19,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,1,11,29,31,0,1,implementation_slow,2
20,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,11,29,31,0,0,implementation_slow,2
21,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,11,29,31,0,0,implementation_slow,2
22,1,1,1,1,0,0,21,1,0,20,1,1,0,0,0,0,0,11,29,32,0,0,implementation_slow,2
23,0,0,0,0,0,0,21,1,0,20,1,1,0,0,0,0,0,11,29,32,1,0,implementation_slow,2
24,1,1,1,1,0,0,22,2,0,20,2,1,1,1,0,0,0,11,29,33,1,0,implementation_slow,2
0,25,25,25,25,2,0,25,25,0,0,25,25,0,0,0,2,0,0,25,25,0,0,implementation_slow,3
1,0,0,0,0,0,0,25,25,0,0,25,25,0,0,0,2,0,0,25,25,25,2,implementation_slow,3
2,0,0,0,0,0,0,25,18,0,7,18,13,5,5,0,0,0,0,25,25,25,2,implementation_slow,3
3,0,0,0,0,5,5,25,15,0,10,11,1,10,5,0,5,0,0,25,25,25,2,implementation_slow,3
4,0,0,0,0,5,5,25,19,0,6,11,0,11,1,0,10,0,0,25,25,11,5,implementation_slow,3
5,1,1,1,1,0,0,26,19,0,7,12,1,11,0,0,9,0,0,26,26,11,10,implementation_slow,3
6,0,0,0,0,0,0,25,15,0,10,11,1,10,0,0,5,1,1,26,26,12,10,implementation_slow,3
7,0,0,0,0,0,0,22,10,0,12,10,0,10,0,0,0,3,4,26,26,11,5,implementation_slow,3
8,0,0,0,0,0,0,19,6,0,13,6,0,6,0,3,0,3,7,26,26,11,0,implementation_slow,3
9,0,0,0,0,1,1,14,1,0,13,1,0,1,0,5,1,5,12,26,26,6,0,implementation_slow,3
10,1,1,1,1,0,0,14,1,0,13,1,1,0,0,1,0,1,13,26,27,1,1,implementation_slow,3
11,0,0,0,0,0,0,14,1,0,13,1,1,0,0,0,0,0,13,26,27,1,1,implementation_slow,3
12,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,13,26,27,1,1,implementation_slow,3
13,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,13,26,27,1,0,implementation_slow,3
14,2,2,2,2,0,0,16,2,0,14,2,2,0,0,0,0,0,13,26,29,0,0,implementation_slow,3
15,1,1,1,1,1,0,17,3,0,14,3,3,0,0,0,1,0,13,27,30,2,0,implementation_slow,3
16,0,0,0,0,0,0,17,1,0,16,1,1,0,0,0,1,0,13,27,30,3,1,implementation_slow,3
17,0,0,0,0,1,1,17,2,0,15,0,0,0,0,0,2,0,13,27,30,3,1,implementation_slow,3
18,0,0,0,0,0,0,17,1,0,16,0,0,0,0,0,1,0,13,27,30,1,2,implementation_slow,3
19,0,0,0,0,0,0,17,1,0,16,0,0,0,0,0,1,0,13,27,30,0,1,implementation_slow,3
20,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,1,14,27,30,0,1,implementation_slow,3
21,1,1,1,1,0,0,17,1,0,16,1,1,0,0,0,0,0,14,27,31,0,0,implementation_slow,3
22,0,0,0,0,0,0,17,1,0,16,1,1,0,0,0,0,0,14,27,31,1,0,implementation_slow,3
23,1,1,1,1,0,0,18,1,0,17,1,1,0,0,0,0,0,14,27,32,1,0,implementation_slow,3
24,0,0,0,0,0,0,18,1,0,17,1,1,0,0,0,0,0,14,27,32,2,0,implementation_slow,3
0,26,26,26,25,2,0,26,26,0,0,25,25,0,0,0,2,0,0,26,26,0,0,implementation_slow,4
1,0,0,0,0,0,0,26,26,0,0,25,25,0,0,0,2,0,0,26,26,25,2,implementation_slow,4
2,2,2,2,2,0,0,28,21,0,7,20,15,5,5,0,2,0,0,28,28,25,2,implementation_slow,4
3,0,0,0,0,4,4,26,15,0,11,12,3,9,4,0,4,2,2,28,28,27,2,implementation_slow,4
4,0,0,0,0,4,4,26,15,0,11,10,0,10,1,0,8,0,2,28,28,12,4,implementation_slow,4
5,0,0,0,0,2,2,26,16,0,10,10,0,10,0,0,9,0,2,28,28,12,8,implementation_slow,4
6,0,0,0,0,1,1,24,12,0,12,10,0,10,0,0,6,2,4,28,28,10,10,implementation_slow,4
7,0,0,0,0,0,0,23,11,0,12,10,0,10,0,0,3,1,5,28,28,10,7,implementation_slow,4
8,0,0,0,0,0,0,18,5,0,13,4,0,4,0,4,1,5,10,28,28,10,3,implementation_slow,4
9,0,0,0,0,0,0,14,1,0,13,1,0,1,0,3,0,4,14,28,28,4,1,implementation_slow,4
10,1,1,1,1,0,0,14,1,0,13,1,1,0,0,1,0,1,15,29,29,1,0,implementation_slow,4
11,0,0,0,0,0,0,14,1,0,13,1,1,0,0,0,0,0,15,29,29,1,0,implementation_slow,4
12,2,2,2,2,1,0,16,3,0,13,3,2,1,1,0,1,0,15,30,31,1,0,implementation_slow,4
13,0,0,0,0,0,0,16,3,0,13,3,2,1,0,0,1,0,15,30,31,3,1,implementation_slow,4
14,0,0,0,0,0,0,16,3,0,13,3,0,3,2,0,0,0,15,30,31,3,1,implementation_slow,4
15,0,0,0,0,0,0,16,3,0,13,3,0,3,0,0,0,0,15,30,31,3,1,implementation_slow,4
16,0,0,0,0,0,0,16,3,0,13,3,0,3,0,0,0,0,15,30,31,3,0,implementation_slow,4
17,0,0,0,0,0,0,16,3,0,13,3,0,3,0,0,0,0,15,30,31,3,0,implementation_slow,4
18,1,1,1,1,0,0,16,3,0,13,3,1,2,0,1,0,1,16,30,32,3,0,implementation_slow,4
19,1,1,1,1,0,0,17,4,0,13,4,2,2,0,0,0,0,16,30,33,3,0,implementation_slow,4
20,0,0,0,0,0,0,16,1,0,15,1,1,0,0,1,0,1,17,30,33,4,0,implementation_slow,4
21,0,0,0,0,0,0,16,1,0,15,1,0,1,1,0,0,0,17,30,33,2,0,implementation_slow,4
22,0,0,0,0,0,0,16,1,0,15,1,0,1,0,0,0,0,17,30,33,1,0,implementation_slow,4
23,1,1,1,1,1,1,17,2,0,15,2,1,1,0,0,1,0,17,31,34,1,0,implementation_slow,4
24,1,1,1,1,1,0,18,3,0,15,3,2,1,0,0,2,0,17,31,35,2,1,implementation_slow,4
0,28,28,28,27,3,0,28,28,0,0,27,27,0,0,0,3,0,0,28,28,0,0,implementation_slow,5
1,0,0,0,0,0,0,28,28,0,0,27,27,0,0,0,3,0,0,28,28,27,3,implementation_slow,5
2,0,0,0,0,0,0,28,21,0,7,21,15,6,6,0,2,0,0,28,28,27,3,implementation_slow,5
3,0,0,0,1,3,4,28,15,0,13,12,4,8,2,0,3,0,0,28,28,27,3,implementation_slow,5
4,0,0,0,0,5,5,28,15,0,13,9,1,8,0,0,8,0,0,28,28,12,3,implementation_slow,5
5,0,0,0,0,1,1,28,15,0,13,8,0,8,0,0,9,0,0,28,28,9,8,implementation_slow,5
6,1,1,1,1,0,0,26,12,0,14,9,1,8,0,0,4,3,3,29,29,9,9,implementation_slow,5
7,0,0,0,0,1,1,25,11,0,14,9,1,8,0,0,2,1,4,29,29,9,6,implementation_slow,5
8,0,0,0,0,0,0,18,3,0,15,2,0,2,0,6,1,7,11,29,29,9,2,implementation_slow,5
9,0,0,0,0,0,0,17,0,0,17,0,0,0,0,1,0,1,12,29,29,3,1,implementation_slow,5
10,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,12,29,29,0,1,implementation_slow,5
11,1,1,1,1,0,0,18,1,0,17,1,1,0,0,0,0,0,12,29,30,0,0,implementation_slow,5
12,2,2,2,2,0,0,20,3,0,17,3,3,0,0,0,0,0,12,30,32,1,0,implementation_slow,5
13,0,0,0,0,0,0,20,3,0,17,3,2,1,1,0,0,0,12,30,32,3,0,implementation_slow,5
14,0,0,0,0,0,0,20,1,0,19,1,0,1,0,0,0,0,12,30,32,3,0,implementation_slow,5
15,0,0,0,0,0,0,20,1,0,19,1,0,1,0,0,0,0,12,30,32,3,0,implementation_slow,5
16,1,1,1,1,0,0,21,2,0,19,2,1,1,0,0,0,0,12,31,33,1,0,implementation_slow,5
17,2,2,2,2,0,0,23,4,0,19,4,3,1,0,0,0,0,12,31,35,2,0,implementation_slow,5
18,0,0,0,0,0,0,23,3,0,20,3,2,1,0,0,0,0,12,31,35,4,0,implementation_slow,5
19,0,0,0,0,1,1,22,2,0,20,1,0,1,1,1,1,1,13,31,35,4,0,implementation_slow,5
20,0,0,0,0,1,1,22,3,0,19,1,0,1,0,0,2,0,13,31,35,2,1,implementation_slow,5
21,1,1,1,1,0,0,23,3,0,20,2,1,1,0,0,1,0,13,31,36,1,2,implementation_slow,5
22,0,0,0,0,0,0,23,2,0,21,2,1,1,0,0,0,0,13,31,36,2,2,implementation_slow,5
23,0,0,0,0,1,1,23,1,0,22,1,0,1,0,0,1,0,13,31,36,2,1,implementation_slow,5
24,2,2,2,2,1,1,25,4,0,21,3,2,1,0,0,2,0,13,31,38,2,1,implementation_slow,5
0,21,21,21,20,3,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,0,0,implementation_slow,6
1,0,0,0,0,0,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,20,3,implementation_slow,6
2,0,0,0,0,0,0,21,14,0,7,13,8,5,5,0,2,0,0,21,21,20,3,implementation_slow,6
3,0,0,0,0,4,4,19,10,0,9,6,0,6,2,0,4,2,2,21,21,20,3,implementation_slow,6
4,0,0,0,0,3,3,19,13,0,6,6,0,6,0,0,7,0,2,21,21,6,4,implementation_slow,6
5,0,0,0,0,1,1,19,12,0,7,6,0,6,0,0,7,0,2,21,21,6,7,implementation_slow,6
6,0,0,0,0,0,0,16,9,0,7,6,0,6,0,0,4,3,5,21,21,6,8,implementation_slow,6
7,0,0,0,0,0,0,14,6,0,8,6,0,6,0,0,1,2,7,21,21,6,4,implementation_slow,6
8,1,1,1,1,0,0,11,2,0,9,2,1,1,0,3,0,4,11,22,22,6,1,implementation_slow,6
9,0,0,0,0,0,0,10,1,0,9,1,1,0,0,1,0,1,12,22,22,2,0,implementation_slow,6
10,0,0,0,0,0,0,10,1,0,9,1,0,1,1,0,0,0,12,22,22,1,0,implementation_slow,6
11,0,0,0,0,0,0,10,1,0,9,1,0,1,0,0,0,0,12,22,22,1,0,implementation_slow,6
12,0,0,0,0,0,0,10,1,0,9,1,0,1,0,0,0,0,12,22,22,1,0,implementation_slow,6
13,0,0,0,0,0,0,10,1,0,9,1,0,1,0,0,0,0,12,22,22,1,0,implementation_slow,6
14,0,0,0,0,0,0,10,1,0,9,1,0,1,0,0,0,0,12,22,22,1,0,implementation_slow,6
15,0,0,0,0,0,0,10,1,0,9,1,0,1,0,0,0,0,12,22,22,1,0,implementation_slow,6
16,1,1,1,1,0,0,10,1,0,9,1,1,0,0,1,0,1,13,23,23,1,0,implementation_slow,6
17,0,0,0,0,0,0,10,1,0,9,1,1,0,0,0,0,0,13,23,23,1,0,implementation_slow,6
18,1,1,1,1,0,0,11,1,0,10,1,1,0,0,0,0,0,13,23,24,1,0,implementation_slow,6
19,1,1,1,1,0,0,12,2,0,10,2,2,0,0,0,0,0,13,24,25,2,0,implementation_slow,6
20,0,0,0,0,0,0,12,2,0,10,2,1,1,1,0,0,0,13,24,25,2,0,implementation_slow,6
21,0,0,0,0,0,0,12,1,0,11,1,0,1,0,0,0,0,13,24,25,2,0,implementation_slow,6
22,0,0,0,0,1,1,12,2,0,10,1,0,1,0,0,1,0,13,24,25,2,0,implementation_slow,6
23,0,0,0,0,1,1,12,2,0,10,1,0,1,0,0,2,0,13,24,25,1,1,implementation_slow,6
24,0,0,0,0,0,0,12,2,0,10,1,0,1,0,0,2,0,13,24,25,1,2,implementation_slow,6
0,24,24,24,22,3,0,24,24,0,0,22,22,0,0,0,3,0,0,24,24,0,0,implementation_slow,7
1,1,1,1,1,0,0,25,25,0,0,23,23,0,0,0,3,0,0,25,25,22,3,implementation_slow,7
2,0,0,0,0,0,0,25,13,0,12,13,11,2,2,0,1,0,0,25,25,23,3,implementation_slow,7
3,0,0,0,2,11,13,24,20,0,4,9,2,7,6,0,11,1,1,25,25,23,3,implementation_slow,7
4,0,0,0,0,4,4,24,23,0,1,9,2,7,0,0,15,0,1,25,25,9,11,implementation_slow,7
5,0,0,0,0,1,1,24,19,0,5,8,0,8,1,0,13,0,1,25,25,9,15,implementation_slow,7
6,0,0,0,0,2,2,20,12,0,8,8,0,8,0,0,7,4,5,25,25,9,16,implementation_slow,7
7,0,0,0,0,1,1,20,8,0,12,8,0,8,0,0,4,0,5,25,25,8,8,implementation_slow,7
8,3,3,3,3,0,0,21,9,0,12,9,3,6,0,1,3,2,7,27,28,8,4,implementation_slow,7
9,1,1,1,1,0,0,17,5,0,12,5,4,1,0,5,0,5,12,28,29,9,3,implementation_slow,7
10,2,2,2,2,0,0,19,6,0,13,6,3,3,2,0,0,0,12,29,31,5,1,implementation_slow,7
11,0,0,0,0,1,1,18,6,0,12,5,2,3,1,1,1,1,13,29,31,7,0,implementation_slow,7
12,0,0,0,0,0,0,18,5,0,13,4,0,4,1,0,1,0,13,29,31,5,1,implementation_slow,7
13,0,0,0,0,1,1,18,6,0,12,4,0,4,0,0,2,0,13,29,31,5,1,implementation_slow,7
14,0,0,0,0,1,1,17,5,0,12,4,0,4,0,0,2,1,14,29,31,4,2,implementation_slow,7
15,0,0,0,0,0,0,17,5,0,12,4,0,4,0,0,2,0,14,29,31,4,2,implementation_slow,7
16,1,1,1,1,0,0,16,3,0,13,3,1,2,0,2,0,2,16,29,32,4,2,implementation_slow,7
17,0,0,0,0,0,0,15,2,0,13,2,1,1,0,1,0,1,17,29,32,3,1,implementation_slow,7
18,0,0,0,0,0,0,14,1,0,13,1,0,1,1,1,0,1,18,29,32,2,0,implementation_slow,7
19,0,0,0,0,0,0,14,1,0,13,1,0,1,0,0,0,0,18,29,32,1,0,implementation_slow,7
20,0,0,0,0,0,0,14,1,0,13,1,0,1,0,0,0,0,18,29,32,1,0,implementation_slow,7
21,0,0,0,0,0,0,14,1,0,13,1,0,1,0,0,0,0,18,29,32,1,0,implementation_slow,7
22,1,1,1,1,0,0,15,2,0,13,2,1,1,0,0,0,0,18,30,33,1,0,implementation_slow,7
23,0,0,0,0,0,0,15,2,0,13,2,1,1,0,0,0,0,18,30,33,2,0,implementation_slow,7
24,0,0,0,0,0,0,14,1,0,13,1,0,1,1,1,0,1,19,30,33,2,0,implementation_slow,7
0,22,22,22,22,0,0,22,22,0,0,22,22,0,0,0,0,0,0,22,22,0,0,implementation_slow,8
1,0,0,0,0,0,0,22,22,0,0,22,22,0,0,0,0,0,0,22,22,22,0,implementation_slow,8
2,0,0,0,0,0,0,22,14,0,8,14,10,4,4,0,0,0,0,22,22,22,0,implementation_slow,8
3,0,0,0,0,5,5,22,13,0,9,9,0,9,5,0,5,0,0,22,22,22,0,implementation_slow,8
4,0,0,0,0,5,5,22,17,0,5,9,0,9,0,0,10,0,0,22,22,9,5,implementation_slow,8
5,0,0,0,0,1,1,22,15,0,7,9,0,9,0,0,9,0,0,22,22,9,10,implementation_slow,8
6,0,0,0,0,0,0,21,11,0,10,9,0,9,0,0,3,1,1,22,22,9,11,implementation_slow,8
7,0,0,0,0,0,0,19,9,0,10,9,0,9,0,0,1,2,3,22,22,9,6,implementation_slow,8
8,0,0,0,0,0,0,16,5,0,11,5,0,5,0,3,0,3,6,22,22,9,1,implementation_slow,8
9,1,1,1,1,0,0,12,1,0,11,1,1,0,0,5,0,5,11,23,23,5,0,implementation_slow,8
