axis,level,mode,period,population,metric,mean,low,high,n
delay,0.0,objective,early,both_reachable,both_use,0.47034929791442714,0.43750460923956525,0.5004482258171756,20
delay,0.0,objective,early,both_reachable,resolved,0.4487683894140373,0.4078884623550824,0.4845908306692579,20
delay,0.0,objective,early,both_reachable,unresolved,0.5512316105859628,0.5154091693307422,0.5921115376449174,20
delay,0.0,objective,early,both_reachable,customer_route_success,0.2556170995458079,0.20743295597899428,0.3016816396561104,20
delay,0.0,objective,early,both_reachable,customer_only_resolution,0.2556170995458079,0.20743295597899428,0.3016816396561104,20
delay,0.0,objective,early,both_reachable,joint_resolution,0.0,0.0,0.0,20
delay,0.0,objective,early,both_reachable,customer_user_any_resolution,0.4042477151256933,0.3552847504961349,0.44810484241943727,20
delay,0.0,objective,early,both_reachable,customer_unresolved,0.5957522848743065,0.5518951575805627,0.6447152495038649,20
delay,0.0,objective,early,both_reachable,material_at_review,0.01289719052876947,0.0037878787878787854,0.024080404244877895,20
delay,0.0,objective,early,both_reachable,standardized_no_material_score,0.24764257329760353,0.24109932923977662,0.253628392153341,20
delay,0.0,objective,early,both_reachable,mechanical_material_increment,0.002133465048049755,0.0006138245692519099,0.004004591708429784,20
delay,0.0,objective,early,both_reachable,mean_customer_merit,0.6047942846607365,0.5765442051362389,0.6301338833447939,20
delay,0.0,objective,early,both_reachable,mean_customer_dependence,0.4992188874258006,0.4930122333579036,0.5053496252968174,20
delay,0.0,objective,late,all,domestic_use,0.7812670697050642,0.7582873797904454,0.8031117707941454,20
delay,0.0,objective,late,all,customer_use,0.48853471927962755,0.4416667176291086,0.5377830944085104,20
delay,0.0,objective,late,all,first_d,0.6261068778711776,0.5910401487366486,0.65972608080499,20
delay,0.0,objective,late,all,first_e,0.31531980174935137,0.2772897535386364,0.3536291266595655,20
delay,0.0,objective,late,all,first_both,0.01140982079935567,0.004618424695459572,0.019338772903453098,20
delay,0.0,objective,late,all,neither,0.04716349958011522,0.03434834995346008,0.059304014951371886,20
delay,0.0,objective,late,all,d_to_e,0.16180509673092028,0.13086599126750853,0.1939763685897481,20
delay,0.0,objective,late,all,e_to_d,0.14375037103453076,0.11712095668169717,0.17005355916486012,20
delay,0.0,objective,late,all,both_use,0.3169652885648068,0.2775301253251112,0.35748909283539176,20
delay,0.0,objective,late,all,resolved,0.4365022399515134,0.40784685112022584,0.46702441632795105,20
delay,0.0,objective,late,all,unresolved,0.5634977600484866,0.5329755836720489,0.592153148879774,20
delay,0.0,objective,late,all,customer_route_success,0.2576570060514183,0.21976397893111912,0.3000099608218136,20
delay,0.0,objective,late,all,customer_only_resolution,0.2576570060514183,0.21976397893111912,0.3000099608218136,20
delay,0.0,objective,late,all,joint_resolution,0.0,0.0,0.0,20
delay,0.0,objective,late,all,customer_user_any_resolution,0.3931644779133669,0.3524885837004552,0.4361052842297146,20
delay,0.0,objective,late,all,customer_unresolved,0.606835522086633,0.5638947157702854,0.6475114162995448,20
