time,case_id,employee,selected,material_known,social_d,social_e,pending_d,pending_e,recent_d,recent_e,success_d,success_e,failure_d,failure_e,p_d,p_e,cost_d,cost_e,utilities
0,2:0,2,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27197079496082843,0.4683103840868439,0.2631195786566093,0.18530955760014894,wait:0.000000;d:-0.018258;e:0.236322;d+e:0.094823
0,4:0,4,d+e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4734939162452191,0.6434168944540841,0.0931582133250654,0.3081183566110844,wait:0.000000;d:0.333140;e:0.271166;d+e:0.337358
0,5:0,5,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311328982886555,0.40798145905146355,0.2639240822345544,0.40927658994266675,wait:0.000000;d:0.124235
0,7:0,7,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368540343874118,0.36285187506581434,0.26378219323620805,0.14589476006045327,wait:0.000000;d:0.129528;e:0.180790;d+e:0.161829
0,15:0,15,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000;d:0.292345;e:0.202231;d+e:0.245610
0,17:0,17,d+e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937842401883934,0.4940366936275521,0.18986681625049356,0.1773972015425624,wait:0.000000;d:0.254699;e:0.267396;d+e:0.304355
0,20:0,20,d+e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000;d:0.322752;e:0.315817;d+e:0.357115
2,1:2,1,d,False,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.5346280060038413,0.6054011115602114,0.17528513728356593,0.3985224505149892,wait:0.000000;d:0.306054;e:0.146535;d+e:0.170231
3,2:0,2,no_addition,False,0.2,0.2,0.1,0.1,0.2,0.2,0.0,0.0,1.0,1.0,0.24477371546474558,0.4214793456781595,0.2525947955103449,0.177897175296143,wait:0.406983;d:0.265075
3,4:0,4,no_addition,False,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,1.0,0.0,0.4261445246206972,0.6434168944540841,0.08783488684934737,0.2905115933761653,wait:0.621287
3,5:0,5,no_addition,True,0.2,0.6,0.0,0.4,0.2,0.6,0.0,0.0,1.0,1.0,0.38801960845978994,0.5471833131463172,0.2533671189451722,0.36016339914954676,wait:0.374674
3,7:0,7,d,False,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.3931686309486706,0.36285187506581434,0.2461967136871275,0.13616844272308973,wait:0.000000;d:0.087783
3,15:0,15,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000;e:0.182231
3,17:0,17,no_addition,True,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.44440581616955405,0.6740366936275521,0.17720902850046066,0.1655707214397249,wait:0.650853
3,19:3,19,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42532229670758614,0.4820570177910964,0.2098926679473449,0.4072784053955629,wait:0.000000;d:0.173035;e:0.026729;d+e:0.013571
3,20:0,20,no_addition,False,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.5264950221095083,0.5513744725420273,0.1462219018791328,0.22789779198493376,wait:0.532410
4,5:0,5,no_addition,True,0.2,0.0,0.2,0.0,0.2,0.0,0.0,1.0,1.0,2.0,0.38801960845978994,0.5745447964222001,0.2533671189451722,0.40927658994266675,wait:0.000000
4,7:0,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.3713259292293001,0.38342409380594217,0.26378219323620805,0.14589476006045327,wait:0.346222
4,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.438282
4,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44440581616955405,0.7246330242647969,0.18986681625049356,0.1773972015425624,wait:0.000000
4,18:4,18,e,False,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0,0.20299463767667913,0.415852365145589,0.15546213973554704,0.19151309752780757,wait:0.000000;d:0.027299;e:0.182889;d+e:0.121762
4,20:0,20,no_addition,False,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,1.0,0.47384551989855744,0.5513744725420273,0.1462219018791328,0.23575633653613837,wait:0.000000
5,1:2,1,e,False,0.0,0.2,0.0,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.48116520540345714,0.6448610004041901,0.1825886846703812,0.3985224505149892,wait:0.000000;e:0.162062
5,5:0,5,no_addition,True,0.2,0.0,0.2,0.0,0.2,0.0,0.0,1.0,1.0,2.0,0.38801960845978994,0.5745447964222001,0.2533671189451722,0.40927658994266675,wait:0.000000
5,7:0,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.3713259292293001,0.38342409380594217,0.26378219323620805,0.14589476006045327,wait:0.358554
5,15:0,15,no_addition,False,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.20624446419179013,wait:0.453893
5,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44440581616955405,0.7246330242647969,0.18986681625049356,0.1773972015425624,wait:0.000000
5,20:0,20,no_addition,False,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,1.0,0.47384551989855744,0.5513744725420273,0.1462219018791328,0.23575633653613837,wait:0.000000
6,1:2,1,no_addition,False,0.0,0.2,0.0,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.5346280060038413,0.6448610004041901,0.1825886846703812,0.3985224505149892,wait:0.601264
6,4:6,4,d+e,False,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,0.4261445246206972,0.6219043602859714,0.0931582133250654,0.2993149749936248,wait:0.000000;d:0.290510;e:0.260601;d+e:0.316289
6,5:0,5,no_addition,True,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,1.0,0.38801960845978994,0.601784240193744,0.2533671189451722,0.40927658994266675,wait:0.000000
6,7:0,7,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3931686309486706,0.5634240938059422,0.26378219323620805,0.14589476006045327,wait:0.000000
6,15:0,15,no_addition,False,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.20624446419179013,wait:0.000000
6,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4937842401883934,0.7246330242647969,0.18986681625049356,0.1773972015425624,wait:0.000000
6,19:3,19,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42532229670758614,0.6620570177910964,0.2098926679473449,0.4072784053955629,wait:0.410694;e:0.334681
6,20:0,20,no_addition,False,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,2.0,0.0,0.447520768793082,0.6126383028244748,0.1462219018791328,0.23575633653613837,wait:0.000000
7,1:2,1,no_addition,False,0.2,0.4,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.5346280060038413,0.6054011115602114,0.17528513728356593,0.3819173484101979,wait:0.584579
7,2:7,2,e,False,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,1.0,0.0,0.24477371546474558,0.4683103840868439,0.2578571870834771,0.18160336644814595,wait:0.000000;d:-0.037481;e:0.240028;d+e:0.089629
7,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38801960845978994,0.5879814590514636,0.2639240822345544,0.40927658994266675,wait:0.000000
7,7:0,7,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14589476006045327,wait:0.000000
7,15:0,15,no_addition,False,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.20624446419179013,wait:0.000000
7,17:0,17,no_addition,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.17720902850046066,0.1655707214397249,wait:0.000000
7,18:4,18,no_addition,False,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,1.0,1.0,0.20299463767667913,0.37426712863103007,0.1636443576163653,0.19151309752780757,wait:0.361394;d:0.294462
7,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47384551989855744,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000
8,1:2,1,no_addition,False,0.2,0.2,0.2,0.2,0.2,0.2,0.0,1.0,0.0,0.0,0.5346280060038413,0.6448610004041901,0.17528513728356593,0.3985224505149892,wait:0.622681
8,5:0,5,no_addition,True,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.38801960845978994,0.5879814590514636,0.2639240822345544,0.39290552634496007,wait:0.000000
8,7:0,7,no_addition,True,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14103160139177148,wait:0.000000
8,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6009231943614537,0.5230545129895455,0.24868062735076762,0.22097621163406084,wait:0.000000
8,17:0,17,no_addition,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.17720902850046066,0.1655707214397249,wait:0.000000
8,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47384551989855744,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000
9,4:6,4,no_addition,True,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.4734939162452191,0.8590752050086756,0.0931582133250654,0.2993149749936248,wait:0.000000
9,5:0,5,no_addition,True,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4311328982886555,0.5879814590514636,0.2639240822345544,0.39290552634496007,wait:0.000000
9,7:0,7,no_addition,True,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4368540343874118,0.5428518750658143,0.26378219323620805,0.14103160139177148,wait:0.000000
9,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6009231943614537,0.5230545129895455,0.24868062735076762,0.22097621163406084,wait:0.000000
9,17:0,17,no_addition,True,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.44440581616955405,0.6246330242647968,0.17720902850046066,0.1655707214397249,wait:0.000000
9,20:0,20,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.23575633653613837,wait:0.000000
10,2:7,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24477371546474558,0.4214793456781595,0.2631195786566093,0.18530955760014894,wait:0.000000;d:-0.062744
10,4:6,4,no_addition,True,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,1.0,0.4734939162452191,0.8019043602859715,0.0931582133250654,0.2993149749936248,wait:0.000000
10,5:0,5,no_addition,True,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.4311328982886555,0.5471833131463172,0.2639240822345544,0.39290552634496007,wait:0.000000
