time,employee,source
4,0,announcement
4,1,announcement
4,2,announcement
4,3,announcement
4,4,announcement
4,5,announcement
4,6,announcement
4,7,announcement
4,8,announcement
4,9,announcement
4,10,announcement
4,11,announcement
4,12,announcement
4,13,announcement
4,14,announcement
4,15,announcement
4,16,announcement
4,17,announcement
4,18,announcement
4,19,announcement
4,20,announcement
4,21,announcement
4,22,announcement
4,23,announcement
