scenario,seed,time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,unique_submitted_cases,unique_domestic_cases,unique_customer_cases,multi_cases,customer_share_all_cases,customer_share_submitted,domestic_share_submitted,first_domestic_share,first_customer_share,first_both_share,no_submission_share,domestic_then_customer_share,mean_escalation_time,external_path_trigger_rate,external_user_case_resolution_rate,customer_intervention_rate,material_at_customer_review_share,external_user_mean_merit,external_user_mean_dependence,unresolved_fraction,submitted_unresolved_fraction,external_user_unresolved_fraction,mean_processing_time,median_processing_time,unresolved_case_rounds,pending_case_rounds
no_firm_response,13,44,0,0,0,0,0,0,88,88,0,0,88,39,0,0,88,88,88,39,88,88,66,66,0.75,0.75,1.0,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.0,0.6944444444444444,9.2,0.0,0.0,0.5909090909090909,0.48484848484848486,0.6000832826464382,0.5144089003472956,1.0,1.0,1.0,,,3960,3955
no_firm_response,14,44,0,0,0,0,0,0,69,69,0,0,69,25,0,0,69,69,69,25,69,69,48,48,0.6956521739130435,0.6956521739130435,1.0,0.855072463768116,0.08695652173913043,0.057971014492753624,0.0,0.6440677966101694,9.31578947368421,0.0,0.0,0.5208333333333334,0.4583333333333333,0.5835865139375168,0.49459548067486603,1.0,1.0,1.0,,,3105,3102
no_firm_response,15,44,0,0,0,0,0,0,78,78,0,0,78,35,0,0,78,78,78,35,78,78,59,59,0.7564102564102564,0.7564102564102564,1.0,0.8205128205128205,0.07692307692307693,0.10256410256410256,0.0,0.703125,8.866666666666667,0.0,0.0,0.5932203389830508,0.4406779661016949,0.6083447728702024,0.5018889956083108,1.0,1.0,1.0,,,3510,3506
no_firm_response,16,44,0,0,0,0,0,0,81,81,0,0,81,25,0,0,81,81,81,25,81,81,44,44,0.5432098765432098,0.5432098765432098,1.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.5066666666666667,7.605263157894737,0.0,0.0,0.5681818181818182,0.5227272727272727,0.6443318828861018,0.4807119963779359,1.0,1.0,1.0,,,3645,3640
no_firm_response,17,44,0,0,0,0,0,0,85,85,0,0,85,30,0,0,85,85,85,30,85,85,51,51,0.6,0.6,1.0,0.8352941176470589,0.12941176470588237,0.03529411764705882,0.0,0.5211267605633803,8.675675675675675,0.0,0.0,0.5882352941176471,0.47058823529411764,0.5830270817258093,0.5006505455423798,1.0,1.0,1.0,,,3825,3820
no_firm_response,18,44,0,0,0,0,0,0,71,71,0,0,71,35,0,0,71,71,71,35,71,71,57,57,0.8028169014084507,0.8028169014084507,1.0,0.8169014084507042,0.09859154929577464,0.08450704225352113,0.0,0.7586206896551724,9.409090909090908,0.0,0.0,0.6140350877192983,0.47368421052631576,0.5806894188409654,0.4919410106775189,1.0,1.0,1.0,,,3195,3191
no_firm_response,19,44,0,0,0,0,0,0,75,75,0,0,75,34,0,0,75,75,75,34,75,75,63,63,0.84,0.84,1.0,0.8266666666666667,0.06666666666666667,0.10666666666666667,0.0,0.8064516129032258,9.54,0.0,0.0,0.5396825396825397,0.4444444444444444,0.6126537147263336,0.4979248448401609,1.0,1.0,1.0,,,3375,3373
no_material,0,44,0,0,0,0,0,0,33,0,0,33,0,0,0,36,69,69,0,0,69,69,37,37,0.5362318840579711,0.5362318840579711,1.0,0.8115942028985508,0.08695652173913043,0.10144927536231885,0.0,0.42857142857142855,5.75,0.16216216216216217,0.3783783783783784,0.4117647058823529,0.0,0.5625753947050209,0.4905132070559205,0.4782608695652174,0.4782608695652174,0.6216216216216216,5.194444444444445,5.0,1672,412
no_material,1,44,0,0,0,0,0,0,45,0,0,45,0,0,0,36,81,81,0,0,81,80,42,41,0.5185185185185185,0.5185185185185185,0.9876543209876543,0.7901234567901234,0.037037037037037035,0.1728395061728395,0.0,0.390625,6.36,0.14285714285714285,0.3333333333333333,0.325,0.0,0.5375959203033064,0.49806085240102116,0.5555555555555556,0.5555555555555556,0.6666666666666666,6.055555555555555,6.0,2243,526
no_material,2,44,0,0,0,0,0,0,30,0,0,30,0,0,0,45,75,75,0,0,75,75,34,34,0.4533333333333333,0.4533333333333333,1.0,0.8133333333333334,0.05333333333333334,0.13333333333333333,0.0,0.32786885245901637,6.8,0.2647058823529412,0.5,0.40625,0.0,0.5747836740496062,0.5065041687210482,0.4,0.4,0.5,6.288888888888889,6.0,1633,461
no_material,3,44,0,0,0,0,0,0,47,0,0,47,0,0,0,37,84,84,0,0,84,80,41,37,0.4880952380952381,0.4880952380952381,0.9523809523809523,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.0,0.4027777777777778,6.0344827586206895,0.34146341463414637,0.43902439024390244,0.5365853658536586,0.0,0.5523462277640692,0.48417147678617345,0.5595238095238095,0.5595238095238095,0.5609756097560976,6.297297297297297,7.0,2348,550
no_material,4,44,0,0,0,0,0,0,40,0,0,40,0,0,0,42,82,82,0,0,82,80,27,25,0.32926829268292684,0.32926829268292684,0.975609756097561,0.8658536585365854,0.07317073170731707,0.06097560975609756,0.0,0.22535211267605634,6.125,0.25925925925925924,0.4074074074074074,0.6296296296296297,0.0,0.5637882696957256,0.509771018018074,0.4878048780487805,0.4878048780487805,0.5925925925925926,5.904761904761905,6.0,2048,520
no_material,5,44,0,0,0,0,0,0,43,0,0,43,0,0,0,42,85,85,0,0,85,84,42,41,0.49411764705882355,0.49411764705882355,0.9882352941176471,0.8352941176470589,0.09411764705882353,0.07058823529411765,0.0,0.39436619718309857,6.357142857142857,0.19047619047619047,0.47619047619047616,0.4594594594594595,0.0,0.5698714163613378,0.48829219877454555,0.5058823529411764,0.5058823529411764,0.5238095238095238,6.4523809523809526,7.0,2206,550
no_material,6,44,0,0,0,0,0,0,37,0,0,37,0,0,0,49,86,86,0,0,86,85,42,41,0.4883720930232558,0.4883720930232558,0.9883720930232558,0.8604651162790697,0.08139534883720931,0.05813953488372093,0.0,0.40540540540540543,6.566666666666666,0.2857142857142857,0.5476190476190477,0.5263157894736842,0.0,0.5611989679470849,0.5122138030863984,0.43023255813953487,0.43023255813953487,0.4523809523809524,6.36734693877551,6.0,1977,559
