treatment,control,metric,mean_difference,sd_difference,n,se_difference
new_on_prevention,new_on,unresolved_fraction,0.0019234232050567013,0.02211550459407056,20,0.004945177162905066
new_on_prevention,new_on,submitted_unresolved_fraction,0.0019234232050567013,0.02211550459407056,20,0.004945177162905066
new_on_prevention,new_on,external_user_unresolved_fraction,-0.006592224063992588,0.03625419939344543,20,0.008106685431357561
new_on_prevention,new_on,mean_processing_time,0.27842734027269905,0.21767487669834543,20,0.04867358212913853
new_on_prevention,new_on,median_processing_time,0.475,0.5250313273861305,20,0.11740057383523346
new_on_prevention,new_on,unresolved_case_rounds,-290.15,78.82710928287766,20,17.626277482631913
new_on_prevention,new_on,pending_case_rounds,-107.45,25.689389577062848,20,5.74432213947871
high_objective_fixed_belief,low_objective_fixed_belief,time,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,new_disputes,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,new_complaints,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,new_complainants,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,new_domestic,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,new_customer,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,new_additional_channel,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,unresolved,-37.3,6.308724118235002,20,1.4106735979665885
high_objective_fixed_belief,low_objective_fixed_belief,pending,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,unsubmitted,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,closed_unresolved,-37.3,6.308724118235002,20,1.4106735979665885
high_objective_fixed_belief,low_objective_fixed_belief,pending_domestic,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,pending_customer,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,new_resolved,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,cumulative_resolved,37.3,6.308724118235002,20,1.4106735979665885
high_objective_fixed_belief,low_objective_fixed_belief,cumulative_complainants,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,total_cases,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,visible_domestic,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,visible_customer,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,unique_submitted_cases,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,unique_domestic_cases,0.1,0.30779350562554625,20,0.06882472016116853
high_objective_fixed_belief,low_objective_fixed_belief,unique_customer_cases,-17.35,4.307582054690861,20,0.9632046292946981
high_objective_fixed_belief,low_objective_fixed_belief,multi_cases,-17.25,4.2410897308667215,20,0.9483364936894276
high_objective_fixed_belief,low_objective_fixed_belief,customer_share_all_cases,-0.22357209782580356,0.0549497747433767,20,0.012287143167449137
high_objective_fixed_belief,low_objective_fixed_belief,customer_share_submitted,-0.22357209782580356,0.0549497747433767,20,0.012287143167449137
high_objective_fixed_belief,low_objective_fixed_belief,domestic_share_submitted,0.001176633444075309,0.00362187979278686,20,0.0008098769423004271
high_objective_fixed_belief,low_objective_fixed_belief,first_domestic_share,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,first_customer_share,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,first_both_share,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,no_submission_share,0.0,0.0,20,0.0
high_objective_fixed_belief,low_objective_fixed_belief,domestic_then_customer_share,-0.26604352748613386,0.06794527652909797,20,0.015193025706908402
high_objective_fixed_belief,low_objective_fixed_belief,mean_escalation_time,-0.06425500253198738,0.2971594635308342,20,0.0664468760612315
high_objective_fixed_belief,low_objective_fixed_belief,external_path_trigger_rate,-0.13100979404321694,0.04898076082901512,20,0.010952431080333676
high_objective_fixed_belief,low_objective_fixed_belief,external_user_case_resolution_rate,0.3558124618819857,0.08381964058961348,20,0.01874264142079763
high_objective_fixed_belief,low_objective_fixed_belief,customer_intervention_rate,-0.10362184166381194,0.05805435448532711,20,0.012981348301906122
high_objective_fixed_belief,low_objective_fixed_belief,material_at_customer_review_share,-0.18154639662113134,0.08864943409803452,20,0.019822616081009294
high_objective_fixed_belief,low_objective_fixed_belief,external_user_mean_merit,-0.011545412450633775,0.020311603529552476,20,0.004541812622410399
high_objective_fixed_belief,low_objective_fixed_belief,external_user_mean_dependence,0.0009019573091766014,0.004427738985490961,20,0.0009900725358183743
high_objective_fixed_belief,low_objective_fixed_belief,unresolved_fraction,-0.47954863301113126,0.07423901298235336,20,0.01660034796110315
high_objective_fixed_belief,low_objective_fixed_belief,submitted_unresolved_fraction,-0.47954863301113126,0.07423901298235336,20,0.01660034796110315
high_objective_fixed_belief,low_objective_fixed_belief,external_user_unresolved_fraction,-0.3558124618819857,0.08381964058961347,20,0.018742641420797627
high_objective_fixed_belief,low_objective_fixed_belief,mean_processing_time,-1.400805870135573,0.7358281635289997,20,0.16453617934096748
high_objective_fixed_belief,low_objective_fixed_belief,median_processing_time,-1.575,0.9770390284721969,20,0.21847256843341847
high_objective_fixed_belief,low_objective_fixed_belief,unresolved_case_rounds,-1492.8,245.28943161734034,20,54.848384325865915
high_objective_fixed_belief,low_objective_fixed_belief,pending_case_rounds,-71.6,17.60502320660962,20,3.936602863544043
first_choice_only,domestic_0.55_help_on,time,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,new_disputes,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,new_complaints,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,new_complainants,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,new_domestic,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,new_customer,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,new_additional_channel,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,unresolved,9.1,3.127130852462214,20,0.6992477160642375
first_choice_only,domestic_0.55_help_on,pending,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,unsubmitted,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,closed_unresolved,9.1,3.127130852462214,20,0.6992477160642375
first_choice_only,domestic_0.55_help_on,pending_domestic,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,pending_customer,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,new_resolved,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,cumulative_resolved,-9.1,3.127130852462214,20,0.6992477160642375
first_choice_only,domestic_0.55_help_on,cumulative_complainants,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,total_cases,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,visible_domestic,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,visible_customer,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,unique_submitted_cases,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,unique_domestic_cases,-4.9,2.149663376340339,20,0.4806793438238711
first_choice_only,domestic_0.55_help_on,unique_customer_cases,-30.4,6.769902432632868,20,1.5137962040408284
first_choice_only,domestic_0.55_help_on,multi_cases,-35.3,7.46993975879324,20,1.6703293088490065
first_choice_only,domestic_0.55_help_on,customer_share_all_cases,-0.3905244657937529,0.07993868574391552,20,0.017874833535538846
first_choice_only,domestic_0.55_help_on,customer_share_submitted,-0.3905244657937529,0.07993868574391552,20,0.017874833535538846
first_choice_only,domestic_0.55_help_on,domestic_share_submitted,-0.0628861372912644,0.026526188821642142,20,0.005931436138918687
first_choice_only,domestic_0.55_help_on,first_domestic_share,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,first_customer_share,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,first_both_share,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,no_submission_share,0.0,0.0,20,0.0
first_choice_only,domestic_0.55_help_on,domestic_then_customer_share,-0.46498819419547466,0.10097856007704556,20,0.022579492460232026
first_choice_only,domestic_0.55_help_on,mean_escalation_time,,,0,
first_choice_only,domestic_0.55_help_on,external_path_trigger_rate,-0.04536483165519224,0.12636527233714576,20,0.02825613389411316
first_choice_only,domestic_0.55_help_on,external_user_case_resolution_rate,-0.11601044797202904,0.1446999742329971,20,0.03235589787274495
first_choice_only,domestic_0.55_help_on,customer_intervention_rate,-0.15441654118625361,0.1166433429993711,20,0.026082244406941797
first_choice_only,domestic_0.55_help_on,material_at_customer_review_share,-0.38661648975200447,0.10330645187410101,20,0.023100024890480037
first_choice_only,domestic_0.55_help_on,external_user_mean_merit,-0.0018181031745455405,0.07118619258410773,20,0.01591771656774563
first_choice_only,domestic_0.55_help_on,external_user_mean_dependence,0.005257019899590159,0.015191879990999333,20,0.00339700763658934
first_choice_only,domestic_0.55_help_on,unresolved_fraction,0.11586961015073531,0.03703774446265576,20,0.008281891435176469
first_choice_only,domestic_0.55_help_on,submitted_unresolved_fraction,0.11586961015073531,0.03703774446265576,20,0.008281891435176469
first_choice_only,domestic_0.55_help_on,external_user_unresolved_fraction,0.11601044797202906,0.1446999742329971,20,0.03235589787274495
first_choice_only,domestic_0.55_help_on,mean_processing_time,-0.8253338140328946,0.2125203029515938,20,0.04752098439986129
first_choice_only,domestic_0.55_help_on,median_processing_time,-0.925,0.6129093691051248,20,0.13705070133655686
first_choice_only,domestic_0.55_help_on,unresolved_case_rounds,323.8,115.27112205122047,20,25.775406474920395
first_choice_only,domestic_0.55_help_on,pending_case_rounds,-86.55,20.67919116813859,20,4.624007717167117
recent_only,domestic_0.55_help_on,time,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,new_disputes,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,new_complaints,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,new_complainants,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,new_domestic,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,new_customer,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,new_additional_channel,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,unresolved,-0.05,0.22360679774997894,20,0.04999999999999999
recent_only,domestic_0.55_help_on,pending,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,unsubmitted,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,closed_unresolved,-0.05,0.22360679774997894,20,0.04999999999999999
recent_only,domestic_0.55_help_on,pending_domestic,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,pending_customer,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,new_resolved,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,cumulative_resolved,0.05,0.22360679774997894,20,0.04999999999999999
recent_only,domestic_0.55_help_on,cumulative_complainants,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,total_cases,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,visible_domestic,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,visible_customer,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,unique_submitted_cases,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,unique_domestic_cases,-0.25,0.4442616583193193,20,0.09933992677987828
recent_only,domestic_0.55_help_on,unique_customer_cases,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,multi_cases,-0.25,0.4442616583193193,20,0.09933992677987828
recent_only,domestic_0.55_help_on,customer_share_all_cases,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,customer_share_submitted,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,domestic_share_submitted,-0.003345329331521191,0.005981296905721572,20,0.0013374586474802586
recent_only,domestic_0.55_help_on,first_domestic_share,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,first_customer_share,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,first_both_share,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,no_submission_share,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,domestic_then_customer_share,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,mean_escalation_time,0.003647214854111436,0.0112444303384297,20,0.0025143310604989776
recent_only,domestic_0.55_help_on,external_path_trigger_rate,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,external_user_case_resolution_rate,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,customer_intervention_rate,-0.0006644518272425265,0.0029715189069764716,20,0.0006644518272425265
recent_only,domestic_0.55_help_on,material_at_customer_review_share,-0.0007751937984496138,0.0034667720581392147,20,0.0007751937984496137
recent_only,domestic_0.55_help_on,external_user_mean_merit,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,external_user_mean_dependence,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,unresolved_fraction,-0.0006097560975609733,0.00272691216768266,20,0.0006097560975609732
recent_only,domestic_0.55_help_on,submitted_unresolved_fraction,-0.0006097560975609733,0.00272691216768266,20,0.0006097560975609732
recent_only,domestic_0.55_help_on,external_user_unresolved_fraction,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,mean_processing_time,0.001030655391120483,0.0046092310318440665,20,0.0010306553911204831
recent_only,domestic_0.55_help_on,median_processing_time,0.0,0.0,20,0.0
recent_only,domestic_0.55_help_on,unresolved_case_rounds,-1.9,8.497058314499201,20,1.9
recent_only,domestic_0.55_help_on,pending_case_rounds,-0.2,0.4103913408340617,20,0.09176629354822471
outcome_learning_off,domestic_0.55_help_on,time,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,new_disputes,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,new_complaints,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,new_complainants,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,new_domestic,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,new_customer,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,new_additional_channel,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,unresolved,0.4,1.3138933706635725,20,0.2937954891990076
outcome_learning_off,domestic_0.55_help_on,pending,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,unsubmitted,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,closed_unresolved,0.4,1.3138933706635725,20,0.2937954891990076
outcome_learning_off,domestic_0.55_help_on,pending_domestic,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,pending_customer,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,new_resolved,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,cumulative_resolved,-0.4,1.3138933706635725,20,0.2937954891990076
outcome_learning_off,domestic_0.55_help_on,cumulative_complainants,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,total_cases,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,visible_domestic,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,visible_customer,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,unique_submitted_cases,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,unique_domestic_cases,-0.15,0.36634754853252327,20,0.08191780219091253
outcome_learning_off,domestic_0.55_help_on,unique_customer_cases,-0.7,1.4545753585442767,20,0.3252529380101132
outcome_learning_off,domestic_0.55_help_on,multi_cases,-0.85,1.4244112357114613,20,0.31850803509653036
outcome_learning_off,domestic_0.55_help_on,customer_share_all_cases,-0.00897635556039737,0.01878294251420579,20,0.004199993627923495
outcome_learning_off,domestic_0.55_help_on,customer_share_submitted,-0.00897635556039737,0.01878294251420579,20,0.004199993627923495
outcome_learning_off,domestic_0.55_help_on,domestic_share_submitted,-0.0018974126648545254,0.004643303091252304,20,0.001038274135217506
outcome_learning_off,domestic_0.55_help_on,first_domestic_share,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,first_customer_share,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,first_both_share,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,no_submission_share,0.0,0.0,20,0.0
outcome_learning_off,domestic_0.55_help_on,domestic_then_customer_share,-0.010758959524561587,0.022538036515975787,20,0.005039658172909438
outcome_learning_off,domestic_0.55_help_on,mean_escalation_time,-0.08575548105556363,0.14033576320116795,20,0.031380030619212504
outcome_learning_off,domestic_0.55_help_on,external_path_trigger_rate,-0.0021027798254938737,0.03952006007535353,20,0.008836954080336596
outcome_learning_off,domestic_0.55_help_on,external_user_case_resolution_rate,0.0031917736596162372,0.039370933635806286,20,0.00880360839472958
outcome_learning_off,domestic_0.55_help_on,customer_intervention_rate,-0.0032903837332027342,0.031569070383272245,20,0.007059058736347208
outcome_learning_off,domestic_0.55_help_on,material_at_customer_review_share,-0.0022980030299784514,0.022964335832265398,20,0.005134981597907964
outcome_learning_off,domestic_0.55_help_on,external_user_mean_merit,0.0004992089854086057,0.0062263543374669415,20,0.0013922551550576746
outcome_learning_off,domestic_0.55_help_on,external_user_mean_dependence,0.0005925048655745114,0.0023485885096786287,20,0.0005251603558816336
outcome_learning_off,domestic_0.55_help_on,unresolved_fraction,0.004985848849767394,0.017087389324891504,20,0.003820856408846164
outcome_learning_off,domestic_0.55_help_on,submitted_unresolved_fraction,0.004985848849767394,0.017087389324891504,20,0.003820856408846164
outcome_learning_off,domestic_0.55_help_on,external_user_unresolved_fraction,-0.003191773659616234,0.039370933635806266,20,0.008803608394729575
outcome_learning_off,domestic_0.55_help_on,mean_processing_time,0.003750095362825201,0.12079699170180756,20,0.02701102849227197
outcome_learning_off,domestic_0.55_help_on,median_processing_time,-0.05,0.27625312572654126,20,0.06177207681213422
outcome_learning_off,domestic_0.55_help_on,unresolved_case_rounds,15.45,46.45141774506259,20,10.386852772919994
outcome_learning_off,domestic_0.55_help_on,pending_case_rounds,-2.0,4.0,20,0.8944271909999159
partial_visibility,domestic_0.55_help_on,time,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,new_disputes,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,new_complaints,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,new_complainants,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,new_domestic,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,new_customer,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,new_additional_channel,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,unresolved,0.3,1.1742858972247996,20,0.26257830912139835
partial_visibility,domestic_0.55_help_on,pending,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,unsubmitted,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,closed_unresolved,0.3,1.1742858972247996,20,0.26257830912139835
partial_visibility,domestic_0.55_help_on,pending_domestic,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,pending_customer,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,new_resolved,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,cumulative_resolved,-0.3,1.1742858972247996,20,0.26257830912139835
partial_visibility,domestic_0.55_help_on,cumulative_complainants,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,total_cases,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,visible_domestic,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,visible_customer,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,unique_submitted_cases,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,unique_domestic_cases,-0.15,0.36634754853252327,20,0.08191780219091253
partial_visibility,domestic_0.55_help_on,unique_customer_cases,-0.8,1.4725559590832462,20,0.3292735225182537
partial_visibility,domestic_0.55_help_on,multi_cases,-0.95,1.5719582155957414,20,0.3515005427861348
partial_visibility,domestic_0.55_help_on,customer_share_all_cases,-0.010575762026363686,0.019262824232696447,20,0.004307298442293948
partial_visibility,domestic_0.55_help_on,customer_share_submitted,-0.010575762026363686,0.019262824232696447,20,0.004307298442293948
partial_visibility,domestic_0.55_help_on,domestic_share_submitted,-0.0020579710144927486,0.005030907468670392,20,0.0011249451088458388
partial_visibility,domestic_0.55_help_on,first_domestic_share,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,first_customer_share,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,first_both_share,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,no_submission_share,0.0,0.0,20,0.0
partial_visibility,domestic_0.55_help_on,domestic_then_customer_share,-0.012660929459032823,0.02318516056989902,20,0.005184359510354197
partial_visibility,domestic_0.55_help_on,mean_escalation_time,-0.01881886330391196,0.15049862219617166,20,0.03365251497506985
partial_visibility,domestic_0.55_help_on,external_path_trigger_rate,-0.002522958134139315,0.02716160842179066,20,0.00607352028093547
partial_visibility,domestic_0.55_help_on,external_user_case_resolution_rate,0.0017370609086269583,0.023595072032155124,20,0.0052760184997902955
partial_visibility,domestic_0.55_help_on,customer_intervention_rate,-0.0009196918682659843,0.03601445443477986,20,0.008053076828873653
partial_visibility,domestic_0.55_help_on,material_at_customer_review_share,0.0051274161815963335,0.020934582373834776,20,0.004681114926846347
partial_visibility,domestic_0.55_help_on,external_user_mean_merit,0.00023318580581879189,0.005838777106835186,20,0.0013055902516353028
partial_visibility,domestic_0.55_help_on,external_user_mean_dependence,0.0006510666178638824,0.0021883652315334576,20,0.0004893333417305877
partial_visibility,domestic_0.55_help_on,unresolved_fraction,0.004031646860052982,0.01531236504310473,20,0.003423948913267367
partial_visibility,domestic_0.55_help_on,submitted_unresolved_fraction,0.004031646860052982,0.01531236504310473,20,0.003423948913267367
partial_visibility,domestic_0.55_help_on,external_user_unresolved_fraction,-0.0017370609086269583,0.023595072032155114,20,0.005276018499790294
partial_visibility,domestic_0.55_help_on,mean_processing_time,-0.008862933834902931,0.10345589307106667,20,0.023133440957985456
partial_visibility,domestic_0.55_help_on,median_processing_time,-0.025,0.3024026594146497,20,0.06761929030278735
partial_visibility,domestic_0.55_help_on,unresolved_case_rounds,11.4,41.687307168338045,20,9.321565262731813
partial_visibility,domestic_0.55_help_on,pending_case_rounds,-1.7,3.881128430590366,20,0.8678467000207132
domestic_slow,domestic_0.55_help_on,time,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,new_disputes,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,new_complaints,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,new_complainants,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,new_domestic,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,new_customer,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,new_additional_channel,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,unresolved,1.8,5.818301434177107,20,1.3010117520404527
domestic_slow,domestic_0.55_help_on,pending,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,unsubmitted,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,closed_unresolved,1.8,5.818301434177107,20,1.3010117520404527
domestic_slow,domestic_0.55_help_on,pending_domestic,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,pending_customer,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,new_resolved,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,cumulative_resolved,-1.8,5.818301434177107,20,1.3010117520404527
domestic_slow,domestic_0.55_help_on,cumulative_complainants,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,total_cases,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,visible_domestic,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,visible_customer,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,unique_submitted_cases,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,unique_domestic_cases,-0.2,0.6958523739384593,20,0.1555973210430998
domestic_slow,domestic_0.55_help_on,unique_customer_cases,4.2,4.8406176204456,20,1.0823950052399636
domestic_slow,domestic_0.55_help_on,multi_cases,4.0,4.611199181854634,20,1.0310954828418375
domestic_slow,domestic_0.55_help_on,customer_share_all_cases,0.054910391450696164,0.06369295553917884,20,0.014242177827347564
domestic_slow,domestic_0.55_help_on,customer_share_submitted,0.054910391450696164,0.06369295553917884,20,0.014242177827347564
domestic_slow,domestic_0.55_help_on,domestic_share_submitted,-0.002725412528135246,0.008655275076476433,20,0.0019353783434960996
domestic_slow,domestic_0.55_help_on,first_domestic_share,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,first_customer_share,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,first_both_share,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,no_submission_share,0.0,0.0,20,0.0
domestic_slow,domestic_0.55_help_on,domestic_then_customer_share,0.06523816100851268,0.07584419400770269,20,0.016959277349990542
domestic_slow,domestic_0.55_help_on,mean_escalation_time,2.3415896481667824,0.3951679078721878,20,0.08836223045285861
domestic_slow,domestic_0.55_help_on,external_path_trigger_rate,-0.015830195447965344,0.07494817630618937,20,0.016758921701027853
domestic_slow,domestic_0.55_help_on,external_user_case_resolution_rate,0.024418447245263125,0.07925202498689848,20,0.01772129152252169
domestic_slow,domestic_0.55_help_on,customer_intervention_rate,-0.04198270378415159,0.07733367145294708,20,0.01729233463184246
domestic_slow,domestic_0.55_help_on,material_at_customer_review_share,-0.08201814172798905,0.09775581146824222,20,0.02185886396386431
domestic_slow,domestic_0.55_help_on,external_user_mean_merit,-7.700845312925697e-05,0.02128632342495601,20,0.004759766616924778
domestic_slow,domestic_0.55_help_on,external_user_mean_dependence,0.0023322835141866534,0.0062323640852878235,20,0.001393598975523187
domestic_slow,domestic_0.55_help_on,unresolved_fraction,0.02282557686024161,0.07650824326049135,20,0.01710776327695488
domestic_slow,domestic_0.55_help_on,submitted_unresolved_fraction,0.02282557686024161,0.07650824326049135,20,0.01710776327695488
domestic_slow,domestic_0.55_help_on,external_user_unresolved_fraction,-0.02441844724526312,0.07925202498689848,20,0.01772129152252169
domestic_slow,domestic_0.55_help_on,mean_processing_time,3.4744770587722185,0.3862062683134184,20,0.08635834692853266
domestic_slow,domestic_0.55_help_on,median_processing_time,3.675,0.6934847169416056,20,0.15506789684386302
domestic_slow,domestic_0.55_help_on,unresolved_case_rounds,213.4,219.59949189855897,20,49.103939170959215
domestic_slow,domestic_0.55_help_on,pending_case_rounds,277.65,24.467540258795722,20,5.471108326088003
domestic_slow_known,domestic_0.55_help_on,time,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,new_disputes,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,new_complaints,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,new_complainants,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,new_domestic,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,new_customer,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,new_additional_channel,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,unresolved,1.15,5.431632496676056,20,1.2145499491364562
domestic_slow_known,domestic_0.55_help_on,pending,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,unsubmitted,0.0,0.0,20,0.0
domestic_slow_known,domestic_0.55_help_on,closed_unresolved,1.15,5.431632496676056,20,1.2145499491364562
