time,employee,initial_dispute,informed,prior_d,p_d,p_e,success_d,failure_d,has_dispute,case_id,first_unsubmitted
8,93,False,False,0.29211967084551643,0.3629077037609648,0.5222441685821833,1.0,0.0,True,93:7,False
8,94,False,False,0.3053961481277518,0.3053961481277518,0.35585796904773115,0.0,0.0,False,,False
8,95,False,False,0.34370113657745616,0.4093310229197105,0.5370626995867724,1.0,0.0,False,,False
8,96,False,False,0.2728535855010678,0.30692554767590763,0.4492371937896662,1.0,1.0,False,,False
8,97,False,False,0.4822093076391122,0.4822093076391122,0.4304684774211145,0.0,0.0,False,,False
8,98,False,False,0.3805161359121529,0.34246452232093755,0.3730020534427697,0.0,1.0,False,,False
8,99,False,False,0.45591975463557305,0.41032777917201574,0.2727946717980438,0.0,1.0,False,,False
8,100,False,False,0.5769641560585481,0.5769641560585481,0.39889079813033085,0.0,0.0,False,,False
8,101,True,False,0.4910976055605849,0.5419878450045263,0.36314160703095977,1.0,0.0,True,101:0,False
8,102,True,False,0.5613672192398829,0.6052304973158945,0.24031021320873652,1.0,0.0,True,102:0,False
8,103,False,False,0.3445318844840096,0.3445318844840096,0.3036894266573445,0.0,0.0,False,,False
8,104,False,False,0.34052911169727706,0.34052911169727706,0.3077848861998414,0.0,0.0,False,,False
8,105,False,False,0.5086121643175403,0.5086121643175403,0.26727261428864185,0.0,0.0,False,,False
8,106,True,False,0.46388699601145617,0.4174982964103105,0.39577465450103894,0.0,1.0,False,,False
8,107,True,False,0.4201272085917144,0.5071081273029572,0.3423441553929554,2.0,0.0,True,107:0,False
8,108,True,False,0.5725893694144539,0.5725893694144539,0.5801760444086993,0.0,0.0,True,108:0,False
8,109,False,False,0.32758648506716226,0.394827836560446,0.40929658819410975,1.0,0.0,False,,False
8,110,False,False,0.605263470417597,0.605263470417597,0.3628832202282303,0.0,0.0,False,,False
8,111,False,False,0.48968690350447025,0.5407182131540232,0.5342476727659266,1.0,0.0,True,111:8,True
8,112,False,False,0.5948930726439826,0.6354037653795843,0.5747899891492501,1.0,0.0,False,,False
8,113,False,False,0.22884265054638275,0.22884265054638275,0.5871883438705638,0.0,0.0,False,,False
8,114,False,False,0.5489907481731999,0.5489907481731999,0.46727290263422994,0.0,0.0,False,,False
8,115,False,False,0.5102801736753794,0.5102801736753794,0.5372128699649121,0.0,0.0,False,,False
8,116,False,False,0.26855633359703723,0.26855633359703723,0.6004846884198249,0.0,0.0,True,116:1,False
8,117,True,False,0.4362276374207189,0.392604873678647,0.31861268573099333,0.0,1.0,True,117:0,False
8,118,True,False,0.6019538127860573,0.6019538127860573,0.2931347440071242,0.0,0.0,True,118:0,False
8,119,False,False,0.31707123577678975,0.31707123577678975,0.3209264069285234,0.0,0.0,False,,False
9,0,False,False,0.5449269699863759,0.5449269699863759,0.5877091393923862,0.0,0.0,True,0:8,False
9,1,False,False,0.229650571145668,0.229650571145668,0.3924139485089433,0.0,0.0,False,,False
9,2,False,False,0.3835229892299272,0.3451706903069345,0.36203267530506394,0.0,1.0,False,,False
9,3,False,False,0.48164500673943544,0.48164500673943544,0.4521072526391082,0.0,0.0,True,3:7,False
9,4,False,False,0.5290599141965837,0.4761539227769253,0.5837298166693512,0.0,1.0,False,,False
9,5,True,False,0.32352023428589693,0.2911682108573072,0.22883473209000513,0.0,1.0,False,,False
9,6,True,False,0.4256081333859838,0.4256081333859838,0.5586571827756612,0.0,0.0,False,,False
9,7,False,False,0.47950150221007826,0.47950150221007826,0.5941831448229777,0.0,0.0,False,,False
9,8,True,False,0.28224487806266674,0.28224487806266674,0.2850905974333642,0.0,0.0,True,8:0,False
9,9,False,False,0.39295530254059297,0.39295530254059297,0.3784804803428497,0.0,0.0,False,,False
9,10,False,False,0.38884317409271774,0.3888431740927177,0.5882886561200341,0.0,0.0,False,,False
9,11,True,False,0.5171465332961911,0.5171465332961911,0.37812604292750296,0.0,0.0,False,,False
9,12,True,False,0.6037817987812786,0.5434036189031507,0.48527716350699646,0.0,1.0,True,12:0,False
9,13,False,False,0.6035157570750574,0.6035157570750574,0.4544718928499205,0.0,0.0,False,,False
9,14,False,False,0.3457709441751927,0.36890530254891374,0.297028147975129,1.0,1.0,False,,False
9,15,False,False,0.4415402376273212,0.4415402376273212,0.3286559056559303,0.0,0.0,False,,False
9,16,False,False,0.5313353420972462,0.5313353420972462,0.35549804760622816,0.0,0.0,False,,False
9,17,True,False,0.3919935126913222,0.35279416142218994,0.5734977925998279,0.0,1.0,False,,False
9,18,False,False,0.27532729345925583,0.24779456411333023,0.37160827691603027,0.0,1.0,False,,False
9,19,False,False,0.5851883343647291,0.5851883343647291,0.445278758799319,0.0,0.0,True,19:8,False
9,20,False,False,0.4795092762977207,0.47950927629772067,0.4718195611743685,0.0,0.0,False,,False
9,21,True,False,0.37033345407654616,0.3333001086688915,0.3888658766492516,0.0,1.0,False,,False
9,22,False,False,0.3849099051021683,0.3464189145919515,0.48625423624276964,0.0,1.0,False,,False
9,23,False,False,0.30456311745256526,0.30456311745256526,0.5499531516909228,0.0,0.0,True,23:4,False
9,24,True,False,0.5284423983588717,0.5284423983588717,0.45353700770345673,0.0,0.0,True,24:5,False
9,25,False,False,0.34455800528695235,0.34455800528695235,0.5153360029871954,0.0,0.0,False,,False
