time,customer,eligible,reviewed,eligible_left,nominal_capacity,oldest_eligible_age,seed,pooled,active_customers,arm
26,2,0,0,0,2,0,0,False,6,customer_only
26,3,0,0,0,2,0,0,False,6,customer_only
26,4,0,0,0,2,0,0,False,6,customer_only
26,5,0,0,0,2,0,0,False,6,customer_only
27,0,0,0,0,2,0,0,False,6,customer_only
27,1,0,0,0,2,0,0,False,6,customer_only
27,2,0,0,0,2,0,0,False,6,customer_only
27,3,0,0,0,2,0,0,False,6,customer_only
27,4,0,0,0,2,0,0,False,6,customer_only
27,5,0,0,0,2,0,0,False,6,customer_only
28,0,0,0,0,2,0,0,False,6,customer_only
28,1,0,0,0,2,0,0,False,6,customer_only
28,2,0,0,0,2,0,0,False,6,customer_only
28,3,0,0,0,2,0,0,False,6,customer_only
28,4,0,0,0,2,0,0,False,6,customer_only
28,5,0,0,0,2,0,0,False,6,customer_only
29,0,0,0,0,2,0,0,False,6,customer_only
29,1,0,0,0,2,0,0,False,6,customer_only
29,2,0,0,0,2,0,0,False,6,customer_only
29,3,0,0,0,2,0,0,False,6,customer_only
29,4,0,0,0,2,0,0,False,6,customer_only
29,5,0,0,0,2,0,0,False,6,customer_only
30,0,0,0,0,2,0,0,False,6,customer_only
30,1,0,0,0,2,0,0,False,6,customer_only
30,2,0,0,0,2,0,0,False,6,customer_only
30,3,0,0,0,2,0,0,False,6,customer_only
30,4,0,0,0,2,0,0,False,6,customer_only
30,5,0,0,0,2,0,0,False,6,customer_only
31,0,0,0,0,2,0,0,False,6,customer_only
31,1,0,0,0,2,0,0,False,6,customer_only
31,2,0,0,0,2,0,0,False,6,customer_only
31,3,0,0,0,2,0,0,False,6,customer_only
31,4,0,0,0,2,0,0,False,6,customer_only
31,5,0,0,0,2,0,0,False,6,customer_only
32,0,0,0,0,2,0,0,False,6,customer_only
32,1,0,0,0,2,0,0,False,6,customer_only
32,2,0,0,0,2,0,0,False,6,customer_only
32,3,0,0,0,2,0,0,False,6,customer_only
32,4,0,0,0,2,0,0,False,6,customer_only
32,5,0,0,0,2,0,0,False,6,customer_only
33,0,0,0,0,2,0,0,False,6,customer_only
33,1,0,0,0,2,0,0,False,6,customer_only
33,2,0,0,0,2,0,0,False,6,customer_only
33,3,0,0,0,2,0,0,False,6,customer_only
33,4,0,0,0,2,0,0,False,6,customer_only
33,5,0,0,0,2,0,0,False,6,customer_only
34,0,0,0,0,2,0,0,False,6,customer_only
34,1,0,0,0,2,0,0,False,6,customer_only
34,2,0,0,0,2,0,0,False,6,customer_only
34,3,0,0,0,2,0,0,False,6,customer_only
34,4,0,0,0,2,0,0,False,6,customer_only
34,5,0,0,0,2,0,0,False,6,customer_only
35,0,0,0,0,2,0,0,False,6,customer_only
35,1,0,0,0,2,0,0,False,6,customer_only
35,2,0,0,0,2,0,0,False,6,customer_only
35,3,0,0,0,2,0,0,False,6,customer_only
35,4,0,0,0,2,0,0,False,6,customer_only
35,5,0,0,0,2,0,0,False,6,customer_only
36,0,0,0,0,2,0,0,False,6,customer_only
36,1,0,0,0,2,0,0,False,6,customer_only
36,2,0,0,0,2,0,0,False,6,customer_only
36,3,0,0,0,2,0,0,False,6,customer_only
36,4,0,0,0,2,0,0,False,6,customer_only
36,5,0,0,0,2,0,0,False,6,customer_only
37,0,0,0,0,2,0,0,False,6,customer_only
37,1,0,0,0,2,0,0,False,6,customer_only
37,2,0,0,0,2,0,0,False,6,customer_only
37,3,0,0,0,2,0,0,False,6,customer_only
37,4,0,0,0,2,0,0,False,6,customer_only
37,5,0,0,0,2,0,0,False,6,customer_only
38,0,0,0,0,2,0,0,False,6,customer_only
38,1,0,0,0,2,0,0,False,6,customer_only
38,2,0,0,0,2,0,0,False,6,customer_only
38,3,0,0,0,2,0,0,False,6,customer_only
38,4,0,0,0,2,0,0,False,6,customer_only
38,5,0,0,0,2,0,0,False,6,customer_only
39,0,0,0,0,2,0,0,False,6,customer_only
39,1,0,0,0,2,0,0,False,6,customer_only
39,2,0,0,0,2,0,0,False,6,customer_only
39,3,0,0,0,2,0,0,False,6,customer_only
39,4,0,0,0,2,0,0,False,6,customer_only
39,5,0,0,0,2,0,0,False,6,customer_only
40,0,0,0,0,2,0,0,False,6,customer_only
40,1,0,0,0,2,0,0,False,6,customer_only
40,2,0,0,0,2,0,0,False,6,customer_only
40,3,0,0,0,2,0,0,False,6,customer_only
40,4,0,0,0,2,0,0,False,6,customer_only
40,5,0,0,0,2,0,0,False,6,customer_only
41,0,0,0,0,2,0,0,False,6,customer_only
41,1,0,0,0,2,0,0,False,6,customer_only
41,2,0,0,0,2,0,0,False,6,customer_only
41,3,0,0,0,2,0,0,False,6,customer_only
41,4,0,0,0,2,0,0,False,6,customer_only
41,5,0,0,0,2,0,0,False,6,customer_only
42,0,0,0,0,2,0,0,False,6,customer_only
42,1,0,0,0,2,0,0,False,6,customer_only
42,2,0,0,0,2,0,0,False,6,customer_only
42,3,0,0,0,2,0,0,False,6,customer_only
42,4,0,0,0,2,0,0,False,6,customer_only
42,5,0,0,0,2,0,0,False,6,customer_only
43,0,0,0,0,2,0,0,False,6,customer_only
43,1,0,0,0,2,0,0,False,6,customer_only
43,2,0,0,0,2,0,0,False,6,customer_only
43,3,0,0,0,2,0,0,False,6,customer_only
43,4,0,0,0,2,0,0,False,6,customer_only
43,5,0,0,0,2,0,0,False,6,customer_only
44,0,0,0,0,2,0,0,False,6,customer_only
44,1,0,0,0,2,0,0,False,6,customer_only
