scenario,seed,time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,unique_submitted_cases,unique_domestic_cases,unique_customer_cases,multi_cases,customer_share_all_cases,customer_share_submitted,domestic_share_submitted,first_domestic_share,first_customer_share,first_both_share,no_submission_share,domestic_then_customer_share,mean_escalation_time,external_path_trigger_rate,external_user_case_resolution_rate,customer_intervention_rate,material_at_customer_review_share,external_user_mean_merit,external_user_mean_dependence,unresolved_fraction,submitted_unresolved_fraction,external_user_unresolved_fraction,mean_processing_time,median_processing_time,unresolved_case_rounds,pending_case_rounds,domestic_use,customer_use,first_d_all,first_e_all,first_both_all,never_submitted,d_to_e_count,e_to_d_count,d_to_e_all,e_to_d_all,d_to_e_conditional,e_to_d_conditional,both_use,resolved_share
customer_only,8,44,0,0,0,0,0,0,65,0,32,33,0,0,0,0,0,0,0,6,39,71,0,0,39,0,39,0,0.5492957746478874,1.0,0.0,0.0,1.0,0.0,0.4507042253521127,,,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.0,0.5914710962902022,0.5203133087165581,0.9154929577464789,0.8461538461538461,0.8461538461538461,4.5,4.5,2953,135,0.0,0.5492957746478874,0.0,0.5492957746478874,0.0,0.4507042253521127,0,0,0.0,0.0,,0.0,0.0,0.08450704225352113
both,8,44,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,0,37,71,71,0,0,71,71,26,26,0.36619718309859156,0.36619718309859156,1.0,0.8591549295774648,0.014084507042253521,0.1267605633802817,0.0,0.26229508196721313,5.75,0.23076923076923078,0.5,0.42857142857142855,0.0,0.5931595096931989,0.5225635663799783,0.4788732394366197,0.4788732394366197,0.5,5.54054054054054,6.0,1735,374,1.0,0.36619718309859156,0.8591549295774648,0.014084507042253521,0.1267605633802817,0.0,16,1,0.22535211267605634,0.014084507042253521,0.26229508196721313,1.0,0.36619718309859156,0.5211267605633803
domestic_only,9,44,0,0,0,0,0,0,41,0,0,41,0,0,0,0,0,0,0,23,64,64,0,0,64,64,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.640625,0.640625,,5.043478260869565,5.0,1961,296,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.359375
customer_only,9,44,0,0,0,0,0,0,53,0,20,33,0,0,0,0,0,0,0,11,44,64,0,0,44,0,44,0,0.6875,1.0,0.0,0.0,1.0,0.0,0.3125,,,0.25,0.25,0.5,0.0,0.5639274612444457,0.47238588741332904,0.828125,0.75,0.75,4.545454545454546,4.0,2435,169,0.0,0.6875,0.0,0.6875,0.0,0.3125,0,0,0.0,0.0,,0.0,0.0,0.171875
both,9,44,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,33,64,64,0,0,64,63,35,34,0.546875,0.546875,0.984375,0.875,0.0625,0.0625,0.0,0.48214285714285715,5.111111111111111,0.37142857142857144,0.5142857142857142,0.6176470588235294,0.0,0.5649746762770518,0.47658549489749863,0.484375,0.484375,0.4857142857142857,5.545454545454546,5.0,1578,341,0.984375,0.546875,0.875,0.0625,0.0625,0.0,27,3,0.421875,0.046875,0.48214285714285715,0.75,0.53125,0.515625
domestic_only,10,44,0,0,0,0,0,0,46,0,0,46,0,0,0,0,0,0,0,31,77,77,0,0,77,77,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.5974025974025974,0.5974025974025974,,5.32258064516129,5.0,2235,399,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.4025974025974026
customer_only,10,44,0,0,0,0,0,0,70,0,43,27,0,0,0,0,0,0,0,7,34,77,0,0,34,0,34,0,0.44155844155844154,1.0,0.0,0.0,1.0,0.0,0.5584415584415584,,,0.20588235294117646,0.20588235294117646,0.5,0.0,0.6430963058077004,0.4724347871888209,0.9090909090909091,0.7941176470588235,0.7941176470588235,4.142857142857143,4.0,3180,115,0.0,0.44155844155844154,0.0,0.44155844155844154,0.0,0.5584415584415584,0,0,0.0,0.0,,0.0,0.0,0.09090909090909091
both,10,44,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,29,77,77,0,0,77,77,22,22,0.2857142857142857,0.2857142857142857,1.0,0.8831168831168831,0.025974025974025976,0.09090909090909091,0.0,0.19117647058823528,6.538461538461538,0.09090909090909091,0.18181818181818182,0.3181818181818182,0.0,0.5837538393366769,0.4763734011934085,0.6233766233766234,0.6233766233766234,0.8181818181818182,5.241379310344827,5.0,2312,418,1.0,0.2857142857142857,0.8831168831168831,0.025974025974025976,0.09090909090909091,0.0,13,2,0.16883116883116883,0.025974025974025976,0.19117647058823528,1.0,0.2857142857142857,0.37662337662337664
domestic_only,11,44,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,27,75,75,0,0,75,75,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.64,0.64,,5.2592592592592595,5.0,2302,380,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.36
customer_only,11,44,0,0,0,0,0,0,67,0,38,29,0,0,0,0,0,0,0,8,37,75,0,0,37,0,37,0,0.49333333333333335,1.0,0.0,0.0,1.0,0.0,0.5066666666666667,,,0.21621621621621623,0.21621621621621623,0.4864864864864865,0.0,0.6310695019171617,0.5309443794304358,0.8933333333333333,0.7837837837837838,0.7837837837837838,4.125,4.0,3048,131,0.0,0.49333333333333335,0.0,0.49333333333333335,0.0,0.5066666666666667,0,0,0.0,0.0,,0.0,0.0,0.10666666666666667
both,11,44,0,0,0,0,0,0,46,0,0,46,0,0,0,0,0,0,0,29,75,75,0,0,75,75,31,31,0.41333333333333333,0.41333333333333333,1.0,0.84,0.08,0.08,0.0,0.30158730158730157,5.0,0.0967741935483871,0.25806451612903225,0.43333333333333335,0.0,0.6304872472852096,0.5290387117870423,0.6133333333333333,0.6133333333333333,0.7419354838709677,5.413793103448276,5.0,2227,401,1.0,0.41333333333333333,0.84,0.08,0.08,0.0,19,6,0.25333333333333335,0.08,0.30158730158730157,1.0,0.41333333333333333,0.38666666666666666
domestic_only,12,44,0,0,0,0,0,0,47,0,0,47,0,0,0,0,0,0,0,30,77,77,0,0,77,77,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6103896103896104,0.6103896103896104,,5.9,6.5,2292,398,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.38961038961038963
customer_only,12,44,0,0,0,0,0,0,65,0,24,41,0,0,0,0,0,0,0,12,53,77,0,0,53,0,53,0,0.6883116883116883,1.0,0.0,0.0,1.0,0.0,0.3116883116883117,,,0.22641509433962265,0.22641509433962265,0.39622641509433965,0.0,0.5836865784582234,0.49296230894399223,0.8441558441558441,0.7735849056603774,0.7735849056603774,4.333333333333333,4.0,2977,210,0.0,0.6883116883116883,0.0,0.6883116883116883,0.0,0.3116883116883117,0,0,0.0,0.0,,0.0,0.0,0.15584415584415584
both,12,44,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,34,77,77,0,0,77,76,35,34,0.45454545454545453,0.45454545454545453,0.987012987012987,0.8311688311688312,0.09090909090909091,0.07792207792207792,0.0,0.34375,5.454545454545454,0.2,0.37142857142857144,0.45454545454545453,0.0,0.5888610979901301,0.48849885588955066,0.5584415584415584,0.5584415584415584,0.6285714285714286,6.088235294117647,6.5,2142,426,0.987012987012987,0.45454545454545453,0.8311688311688312,0.09090909090909091,0.07792207792207792,0.0,22,6,0.2857142857142857,0.07792207792207792,0.34375,0.8571428571428571,0.44155844155844154,0.44155844155844154
domestic_only,13,44,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,36,88,88,0,0,88,88,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.5909090909090909,0.5909090909090909,,5.888888888888889,6.0,2552,498,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.4090909090909091
customer_only,13,44,0,0,0,0,0,0,72,0,25,47,0,0,0,0,0,0,0,16,63,88,0,0,63,0,63,0,0.7159090909090909,1.0,0.0,0.0,1.0,0.0,0.2840909090909091,,,0.25396825396825395,0.25396825396825395,0.47619047619047616,0.0,0.5919895885613086,0.5161909667372687,0.8181818181818182,0.746031746031746,0.746031746031746,5.375,6.0,3326,288,0.0,0.7159090909090909,0.0,0.7159090909090909,0.0,0.2840909090909091,0,0,0.0,0.0,,0.0,0.0,0.18181818181818182
both,13,44,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,51,88,88,0,0,88,82,49,43,0.5568181818181818,0.5568181818181818,0.9318181818181818,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.0,0.4583333333333333,6.03030303030303,0.30612244897959184,0.5102040816326531,0.5555555555555556,0.0,0.5742273336580567,0.5204353283690338,0.42045454545454547,0.42045454545454547,0.4897959183673469,6.176470588235294,6.0,1980,526,0.9318181818181818,0.5568181818181818,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.0,33,6,0.375,0.06818181818181818,0.4583333333333333,0.5,0.48863636363636365,0.5795454545454546
domestic_only,14,44,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,69,69,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.5652173913043478,0.5652173913043478,,6.0,6.0,1935,336,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.43478260869565216
customer_only,14,44,0,0,0,0,0,0,57,0,23,34,0,0,0,0,0,0,0,12,46,69,0,0,46,0,46,0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,,,0.2608695652173913,0.2608695652173913,0.391304347826087,0.0,0.5944103256871562,0.49544877642579666,0.8260869565217391,0.7391304347826086,0.7391304347826086,4.583333333333333,5.0,2621,167,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0,0,0.0,0.0,,0.0,0.0,0.17391304347826086
both,14,44,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,69,67,29,27,0.42028985507246375,0.42028985507246375,0.9710144927536232,0.855072463768116,0.08695652173913043,0.057971014492753624,0.0,0.3220338983050847,4.7894736842105265,0.10344827586206896,0.20689655172413793,0.35714285714285715,0.0,0.5313272601052555,0.5114363958485536,0.5652173913043478,0.5652173913043478,0.7931034482758621,5.466666666666667,6.0,1919,362,0.9710144927536232,0.42028985507246375,0.855072463768116,0.08695652173913043,0.057971014492753624,0.0,19,4,0.2753623188405797,0.057971014492753624,0.3220338983050847,0.6666666666666666,0.391304347826087,0.43478260869565216
domestic_only,15,44,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,78,78,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.5641025641025641,0.5641025641025641,,5.9411764705882355,6.0,2182,409,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.4358974358974359
customer_only,15,44,0,0,0,0,0,0,65,0,18,47,0,0,0,0,0,0,0,13,60,78,0,0,60,0,60,0,0.7692307692307693,1.0,0.0,0.0,1.0,0.0,0.23076923076923078,,,0.21666666666666667,0.21666666666666667,0.43333333333333335,0.0,0.5968809765862719,0.506545539308278,0.8333333333333334,0.7833333333333333,0.7833333333333333,4.461538461538462,4.0,2983,255,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.23076923076923078,0,0,0.0,0.0,,0.0,0.0,0.16666666666666666
both,15,44,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,39,78,78,0,0,78,76,46,44,0.5897435897435898,0.5897435897435898,0.9743589743589743,0.8205128205128205,0.07692307692307693,0.10256410256410256,0.0,0.5,5.75,0.34782608695652173,0.45652173913043476,0.45454545454545453,0.0,0.5891383993470601,0.5055162205648494,0.5,0.5,0.5434782608695652,6.230769230769231,7.0,1998,446,0.9743589743589743,0.5897435897435898,0.8205128205128205,0.07692307692307693,0.10256410256410256,0.0,32,4,0.41025641025641024,0.05128205128205128,0.5,0.6666666666666666,0.5641025641025641,0.5
domestic_only,16,44,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,31,81,81,0,0,81,81,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6172839506172839,0.6172839506172839,,6.193548387096774,6.0,2442,430,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.38271604938271603
