scenario,seed,time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,unique_submitted_cases,unique_domestic_cases,unique_customer_cases,multi_cases,customer_share_all_cases,customer_share_submitted,domestic_share_submitted,first_domestic_share,first_customer_share,first_both_share,no_submission_share,domestic_then_customer_share,mean_escalation_time,external_path_trigger_rate,external_user_case_resolution_rate,customer_intervention_rate,material_at_customer_review_share,external_user_mean_merit,external_user_mean_dependence,unresolved_fraction,submitted_unresolved_fraction,external_user_unresolved_fraction,mean_processing_time,median_processing_time,unresolved_case_rounds,pending_case_rounds,domestic_use,customer_use,first_d_all,first_e_all,first_both_all,never_submitted,d_to_e_count,e_to_d_count,d_to_e_all,e_to_d_all,d_to_e_conditional,e_to_d_conditional,both_use,resolved_share
customer_only,16,44,0,0,0,0,0,0,71,0,43,28,0,0,0,0,0,0,0,10,38,81,0,0,38,0,38,0,0.4691358024691358,1.0,0.0,0.0,1.0,0.0,0.5308641975308642,,,0.2631578947368421,0.2631578947368421,0.3684210526315789,0.0,0.6410070075941551,0.4835188628242226,0.8765432098765432,0.7368421052631579,0.7368421052631579,3.9,4.0,3234,128,0.0,0.4691358024691358,0.0,0.4691358024691358,0.0,0.5308641975308642,0,0,0.0,0.0,,0.0,0.0,0.12345679012345678
both,16,44,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,81,80,29,28,0.35802469135802467,0.35802469135802467,0.9876543209876543,0.9259259259259259,0.07407407407407407,0.0,0.0,0.30666666666666664,5.304347826086956,0.20689655172413793,0.4482758620689655,0.4444444444444444,0.0,0.6071546478264741,0.4867830769144787,0.5555555555555556,0.5555555555555556,0.5517241379310345,6.222222222222222,6.0,2249,463,0.9876543209876543,0.35802469135802467,0.9259259259259259,0.07407407407407407,0.0,0.0,23,5,0.2839506172839506,0.06172839506172839,0.30666666666666664,0.8333333333333334,0.345679012345679,0.4444444444444444
domestic_only,17,44,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,85,85,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6235294117647059,0.6235294117647059,,6.125,6.0,2581,468,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.3764705882352941
customer_only,17,44,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,48,0,48,0,0.5647058823529412,1.0,0.0,0.0,1.0,0.0,0.43529411764705883,,,0.20833333333333334,0.20833333333333334,0.5208333333333334,0.0,0.5856549256836886,0.4974766945070698,0.8823529411764706,0.7916666666666666,0.7916666666666666,5.0,5.0,3425,188,0.0,0.5647058823529412,0.0,0.5647058823529412,0.0,0.43529411764705883,0,0,0.0,0.0,,0.0,0.0,0.11764705882352941
both,17,44,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,85,84,34,33,0.4,0.4,0.9882352941176471,0.8352941176470589,0.12941176470588237,0.03529411764705882,0.0,0.28169014084507044,5.85,0.08823529411764706,0.3235294117647059,0.375,0.0,0.5895536404760682,0.4886763308445346,0.611764705882353,0.611764705882353,0.6764705882352942,6.121212121212121,7.0,2542,483,0.9882352941176471,0.4,0.8352941176470589,0.12941176470588237,0.03529411764705882,0.0,20,10,0.23529411764705882,0.11764705882352941,0.28169014084507044,0.9090909090909091,0.38823529411764707,0.38823529411764707
domestic_only,18,44,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,71,71,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.676056338028169,0.676056338028169,,5.739130434782608,6.0,2292,344,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.323943661971831
customer_only,18,44,0,0,0,0,0,0,59,0,14,45,0,0,0,0,0,0,0,12,57,71,0,0,57,0,57,0,0.8028169014084507,1.0,0.0,0.0,1.0,0.0,0.19718309859154928,,,0.21052631578947367,0.21052631578947367,0.3684210526315789,0.0,0.5680025994974014,0.4901645418710315,0.8309859154929577,0.7894736842105263,0.7894736842105263,4.25,4.0,2706,236,0.0,0.8028169014084507,0.0,0.8028169014084507,0.0,0.19718309859154928,0,0,0.0,0.0,,0.0,0.0,0.16901408450704225
both,18,44,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,31,71,71,0,0,71,70,42,41,0.5915492957746479,0.5915492957746479,0.9859154929577465,0.8169014084507042,0.09859154929577464,0.08450704225352113,0.0,0.5,4.827586206896552,0.16666666666666666,0.38095238095238093,0.4473684210526316,0.0,0.5468219679354076,0.4876999044917746,0.5633802816901409,0.5633802816901409,0.6190476190476191,5.967741935483871,6.0,1985,391,0.9859154929577465,0.5915492957746479,0.8169014084507042,0.09859154929577464,0.08450704225352113,0.0,29,6,0.4084507042253521,0.08450704225352113,0.5,0.8571428571428571,0.5774647887323944,0.43661971830985913
domestic_only,19,44,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,0,37,75,75,0,0,75,75,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.5066666666666667,0.5066666666666667,,5.5675675675675675,6.0,1916,389,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.49333333333333335
customer_only,19,44,0,0,0,0,0,0,63,0,17,46,0,0,0,0,0,0,0,12,58,75,0,0,58,0,58,0,0.7733333333333333,1.0,0.0,0.0,1.0,0.0,0.22666666666666666,,,0.20689655172413793,0.20689655172413793,0.4482758620689655,0.0,0.6182641830648928,0.5052981861568216,0.84,0.7931034482758621,0.7931034482758621,4.75,5.0,2892,250,0.0,0.7733333333333333,0.0,0.7733333333333333,0.0,0.22666666666666666,0,0,0.0,0.0,,0.0,0.0,0.16
both,19,44,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,38,75,75,0,0,75,74,40,39,0.5333333333333333,0.5333333333333333,0.9866666666666667,0.8266666666666667,0.06666666666666667,0.10666666666666667,0.0,0.43548387096774194,5.2592592592592595,0.15,0.375,0.43243243243243246,0.0,0.6212383170560477,0.502084305751349,0.49333333333333335,0.49333333333333335,0.625,5.921052631578948,6.0,1890,430,0.9866666666666667,0.5333333333333333,0.8266666666666667,0.06666666666666667,0.10666666666666667,0.0,27,4,0.36,0.05333333333333334,0.43548387096774194,0.8,0.52,0.5066666666666667
domestic_only,20,44,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,28,81,81,0,0,81,81,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.654320987654321,0.654320987654321,,5.892857142857143,6.0,2550,430,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.345679012345679
customer_only,20,44,0,0,0,0,0,0,75,0,39,36,0,0,0,0,0,0,0,6,42,81,0,0,42,0,42,0,0.5185185185185185,1.0,0.0,0.0,1.0,0.0,0.48148148148148145,,,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.0,0.593528207252846,0.5217639049857075,0.9259259259259259,0.8571428571428571,0.8571428571428571,4.333333333333333,4.0,3401,146,0.0,0.5185185185185185,0.0,0.5185185185185185,0.0,0.48148148148148145,0,0,0.0,0.0,,0.0,0.0,0.07407407407407407
both,20,44,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,32,81,81,0,0,81,81,30,30,0.37037037037037035,0.37037037037037035,1.0,0.8641975308641975,0.07407407407407407,0.06172839506172839,0.0,0.2714285714285714,5.894736842105263,0.1,0.3,0.35714285714285715,0.0,0.5839202274809091,0.5222584194714224,0.6049382716049383,0.6049382716049383,0.7,5.96875,6.0,2396,463,1.0,0.37037037037037035,0.8641975308641975,0.07407407407407407,0.06172839506172839,0.0,19,6,0.2345679012345679,0.07407407407407407,0.2714285714285714,1.0,0.37037037037037035,0.3950617283950617
domestic_only,21,44,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,31,84,84,0,0,84,84,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6309523809523809,0.6309523809523809,,5.967741935483871,6.0,2570,456,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.36904761904761907
customer_only,21,44,0,0,0,0,0,0,72,0,37,35,0,0,0,0,0,0,0,12,47,84,0,0,47,0,47,0,0.5595238095238095,1.0,0.0,0.0,1.0,0.0,0.44047619047619047,,,0.2553191489361702,0.2553191489361702,0.44680851063829785,0.0,0.5381671262557993,0.48189441615615375,0.8571428571428571,0.7446808510638298,0.7446808510638298,4.333333333333333,4.0,3293,186,0.0,0.5595238095238095,0.0,0.5595238095238095,0.0,0.44047619047619047,0,0,0.0,0.0,,0.0,0.0,0.14285714285714285
both,21,44,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,39,84,84,0,0,84,84,33,33,0.39285714285714285,0.39285714285714285,1.0,0.8690476190476191,0.05952380952380952,0.07142857142857142,0.0,0.3013698630136986,5.5,0.12121212121212122,0.3333333333333333,0.4,0.0,0.5003723412597206,0.4850988399069726,0.5357142857142857,0.5357142857142857,0.6666666666666666,6.333333333333333,6.0,2272,496,1.0,0.39285714285714285,0.8690476190476191,0.05952380952380952,0.07142857142857142,0.0,22,5,0.2619047619047619,0.05952380952380952,0.3013698630136986,1.0,0.39285714285714285,0.4642857142857143
domestic_only,22,44,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,29,78,78,0,0,78,78,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6282051282051282,0.6282051282051282,,6.206896551724138,6.0,2385,404,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.3717948717948718
customer_only,22,44,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,41,0,41,0,0.5256410256410257,1.0,0.0,0.0,1.0,0.0,0.47435897435897434,,,0.2682926829268293,0.2682926829268293,0.5121951219512195,0.0,0.6372076984079278,0.5219242352624414,0.8589743589743589,0.7317073170731707,0.7317073170731707,4.2727272727272725,4.0,3071,150,0.0,0.5256410256410257,0.0,0.5256410256410257,0.0,0.47435897435897434,0,0,0.0,0.0,,0.0,0.0,0.14102564102564102
both,22,44,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,78,76,31,29,0.3974358974358974,0.3974358974358974,0.9743589743589743,0.8333333333333334,0.07692307692307693,0.08974358974358974,0.0,0.27692307692307694,4.777777777777778,0.25806451612903225,0.41935483870967744,0.4827586206896552,0.0,0.5932277593759134,0.5257930807417311,0.5641025641025641,0.5641025641025641,0.5806451612903226,6.0,6.0,2184,420,0.9743589743589743,0.3974358974358974,0.8333333333333334,0.07692307692307693,0.08974358974358974,0.0,18,4,0.23076923076923078,0.05128205128205128,0.27692307692307694,0.6666666666666666,0.3717948717948718,0.4358974358974359
domestic_only,23,44,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,82,82,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6707317073170732,0.6707317073170732,,6.148148148148148,6.0,2641,436,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.32926829268292684
customer_only,23,44,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,66,0,66,0,0.8048780487804879,1.0,0.0,0.0,1.0,0.0,0.1951219512195122,,,0.13636363636363635,0.13636363636363635,0.3787878787878788,0.0,0.571466329281289,0.5048776624405225,0.8902439024390244,0.8636363636363636,0.8636363636363636,5.333333333333333,5.0,3333,304,0.0,0.8048780487804879,0.0,0.8048780487804879,0.0,0.1951219512195122,0,0,0.0,0.0,,0.0,0.0,0.10975609756097561
both,23,44,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,33,82,82,0,0,82,81,52,51,0.6341463414634146,0.6341463414634146,0.9878048780487805,0.8048780487804879,0.07317073170731707,0.12195121951219512,0.0,0.5454545454545454,5.666666666666667,0.21153846153846154,0.36538461538461536,0.43137254901960786,0.0,0.5664121151661352,0.507483967670976,0.5975609756097561,0.5975609756097561,0.6346153846153846,6.363636363636363,7.0,2415,495,0.9878048780487805,0.6341463414634146,0.8048780487804879,0.07317073170731707,0.12195121951219512,0.0,36,5,0.43902439024390244,0.06097560975609756,0.5454545454545454,0.8333333333333334,0.6219512195121951,0.4024390243902439
domestic_only,24,44,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,26,79,79,0,0,79,79,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6708860759493671,0.6708860759493671,,5.538461538461538,5.0,2529,416,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.3291139240506329
customer_only,24,44,0,0,0,0,0,0,68,0,21,47,0,0,0,0,0,0,0,11,58,79,0,0,58,0,58,0,0.7341772151898734,1.0,0.0,0.0,1.0,0.0,0.26582278481012656,,,0.1896551724137931,0.1896551724137931,0.4482758620689655,0.0,0.6173896554335023,0.5106692548537481,0.8607594936708861,0.8103448275862069,0.8103448275862069,4.7272727272727275,5.0,3113,247,0.0,0.7341772151898734,0.0,0.7341772151898734,0.0,0.26582278481012656,0,0,0.0,0.0,,0.0,0.0,0.13924050632911392
both,24,44,0,0,0,0,0,0,41,0,0,41,0,0,0,0,0,0,0,38,79,79,0,0,79,78,43,42,0.5443037974683544,0.5443037974683544,0.9873417721518988,0.7974683544303798,0.11392405063291139,0.08860759493670886,0.0,0.42857142857142855,5.703703703703703,0.23255813953488372,0.4186046511627907,0.5128205128205128,0.0,0.5871190938662701,0.5126827016033791,0.5189873417721519,0.5189873417721519,0.5813953488372093,5.815789473684211,6.0,2066,446,0.9873417721518988,0.5443037974683544,0.7974683544303798,0.11392405063291139,0.08860759493670886,0.0,27,8,0.34177215189873417,0.10126582278481013,0.42857142857142855,0.8888888888888888,0.5316455696202531,0.4810126582278481
domestic_only,25,44,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,31,82,82,0,0,82,82,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6219512195121951,0.6219512195121951,,6.032258064516129,6.0,2482,446,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.3780487804878049
customer_only,25,44,0,0,0,0,0,0,63,0,18,45,0,0,0,0,0,0,0,19,64,82,0,0,64,0,64,0,0.7804878048780488,1.0,0.0,0.0,1.0,0.0,0.21951219512195122,,,0.296875,0.296875,0.5,0.0,0.580490189400021,0.49737802636361106,0.7682926829268293,0.703125,0.703125,5.157894736842105,6.0,2943,278,0.0,0.7804878048780488,0.0,0.7804878048780488,0.0,0.21951219512195122,0,0,0.0,0.0,,0.0,0.0,0.23170731707317074
both,25,44,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0,0,0,46,82,82,0,0,82,81,44,43,0.5365853658536586,0.5365853658536586,0.9878048780487805,0.8658536585365854,0.12195121951219512,0.012195121951219513,0.0,0.4647887323943662,5.666666666666667,0.22727272727272727,0.4318181818181818,0.47619047619047616,0.0,0.5657202238044018,0.4937689322530481,0.43902439024390244,0.43902439024390244,0.5681818181818182,6.0,6.0,1896,492,0.9878048780487805,0.5365853658536586,0.8658536585365854,0.12195121951219512,0.012195121951219513,0.0,33,9,0.4024390243902439,0.10975609756097561,0.4647887323943662,0.9,0.524390243902439,0.5609756097560976
domestic_only,26,44,0,0,0,0,0,0,46,0,0,46,0,0,0,0,0,0,0,28,74,74,0,0,74,74,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6216216216216216,0.6216216216216216,,5.892857142857143,6.0,2235,372,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.3783783783783784
customer_only,26,44,0,0,0,0,0,0,65,0,14,51,0,0,0,0,0,0,0,9,60,74,0,0,60,0,60,0,0.8108108108108109,1.0,0.0,0.0,1.0,0.0,0.1891891891891892,,,0.15,0.15,0.4,0.0,0.6330227172959622,0.503869940128213,0.8783783783783784,0.85,0.85,4.777777777777778,5.0,2968,257,0.0,0.8108108108108109,0.0,0.8108108108108109,0.0,0.1891891891891892,0,0,0.0,0.0,,0.0,0.0,0.12162162162162163
both,26,44,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,35,74,74,0,0,74,72,42,40,0.5675675675675675,0.5675675675675675,0.972972972972973,0.7567567567567568,0.10810810810810811,0.13513513513513514,0.0,0.42857142857142855,5.166666666666667,0.3333333333333333,0.40476190476190477,0.5238095238095238,0.0,0.638867636908826,0.5015549045555259,0.527027027027027,0.527027027027027,0.5952380952380952,5.514285714285714,5.0,1948,386,0.972972972972973,0.5675675675675675,0.7567567567567568,0.10810810810810811,0.13513513513513514,0.0,24,6,0.32432432432432434,0.08108108108108109,0.42857142857142855,0.75,0.5405405405405406,0.47297297297297297
domestic_only,27,44,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,26,77,77,0,0,77,77,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6623376623376623,0.6623376623376623,,5.846153846153846,6.0,2447,395,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.33766233766233766
customer_only,27,44,0,0,0,0,0,0,63,0,24,39,0,0,0,0,0,0,0,14,53,77,0,0,53,0,53,0,0.6883116883116883,1.0,0.0,0.0,1.0,0.0,0.3116883116883117,,,0.2641509433962264,0.2641509433962264,0.39622641509433965,0.0,0.5757365266278225,0.4939318607924517,0.8181818181818182,0.7358490566037735,0.7358490566037735,4.857142857142857,5.0,2904,216,0.0,0.6883116883116883,0.0,0.6883116883116883,0.0,0.3116883116883117,0,0,0.0,0.0,,0.0,0.0,0.18181818181818182
both,27,44,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,0,39,77,77,0,0,77,74,45,42,0.5844155844155844,0.5844155844155844,0.961038961038961,0.8181818181818182,0.07792207792207792,0.1038961038961039,0.0,0.49206349206349204,5.580645161290323,0.35555555555555557,0.5111111111111111,0.5,0.0,0.5710570692972097,0.4936212501289356,0.4935064935064935,0.4935064935064935,0.4888888888888889,5.82051282051282,6.0,1937,426,0.961038961038961,0.5844155844155844,0.8181818181818182,0.07792207792207792,0.1038961038961039,0.0,31,3,0.4025974025974026,0.03896103896103896,0.49206349206349204,0.5,0.5454545454545454,0.5064935064935064
domestic_only,28,44,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,24,69,69,0,0,69,69,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.6521739130434783,0.6521739130434783,,5.375,5.5,2154,335,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.34782608695652173
customer_only,28,44,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,54,0,54,0,0.782608695652174,1.0,0.0,0.0,1.0,0.0,0.21739130434782608,,,0.2222222222222222,0.2222222222222222,0.48148148148148145,0.0,0.6286384157360977,0.5208592225608837,0.8260869565217391,0.7777777777777778,0.7777777777777778,4.583333333333333,5.0,2620,217,0.0,0.782608695652174,0.0,0.782608695652174,0.0,0.21739130434782608,0,0,0.0,0.0,,0.0,0.0,0.17391304347826086
both,28,44,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0,0,0,33,69,69,0,0,69,67,37,35,0.5362318840579711,0.5362318840579711,0.9710144927536232,0.8115942028985508,0.14492753623188406,0.043478260869565216,0.0,0.42857142857142855,4.833333333333333,0.24324324324324326,0.4864864864864865,0.4722222222222222,0.0,0.6670660903433346,0.5193227778584504,0.5217391304347826,0.5217391304347826,0.5135135135135135,5.666666666666667,6.0,1807,369,0.9710144927536232,0.5362318840579711,0.8115942028985508,0.14492753623188406,0.043478260869565216,0.0,24,8,0.34782608695652173,0.11594202898550725,0.42857142857142855,0.8,0.5072463768115942,0.4782608695652174
domestic_only,29,44,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,0,32,74,74,0,0,74,74,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.5675675675675675,0.5675675675675675,,5.53125,6.0,2067,381,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.43243243243243246
customer_only,29,44,0,0,0,0,0,0,63,0,40,23,0,0,0,0,0,0,0,11,34,74,0,0,34,0,34,0,0.4594594594594595,1.0,0.0,0.0,1.0,0.0,0.5405405405405406,,,0.3235294117647059,0.3235294117647059,0.4411764705882353,0.0,0.629625546924787,0.5257418917180906,0.8513513513513513,0.6764705882352942,0.6764705882352942,3.727272727272727,4.0,2877,113,0.0,0.4594594594594595,0.0,0.4594594594594595,0.0,0.5405405405405406,0,0,0.0,0.0,,0.0,0.0,0.14864864864864866
both,29,44,0,0,0,0,0,0,41,0,0,41,0,0,0,0,0,0,0,33,74,74,0,0,74,74,24,24,0.32432432432432434,0.32432432432432434,1.0,0.918918918918919,0.0,0.08108108108108109,0.0,0.2647058823529412,5.833333333333333,0.16666666666666666,0.3333333333333333,0.30434782608695654,0.0,0.61958824041227,0.525773953162461,0.5540540540540541,0.5540540540540541,0.6666666666666666,5.363636363636363,6.0,2022,407,1.0,0.32432432432432434,0.918918918918919,0.0,0.08108108108108109,0.0,18,0,0.24324324324324326,0.0,0.2647058823529412,,0.32432432432432434,0.44594594594594594
