time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,cumulative_domestic_share,cumulative_customer_share,new_d_to_e,new_e_to_d,scenario,seed
34,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
35,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
36,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
37,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
38,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
39,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
40,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
41,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
42,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
43,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
44,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,36,81,81,0,0,0.9876543209876543,0.35802469135802467,0.0,0.0,both,16
0,85,85,85,85,0,0,85,85,0,0,85,85,0,0,0,0,0,0,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
1,0,0,0,0,0,0,85,85,0,0,85,85,0,0,0,0,0,0,85,85,85,0,1.0,0.0,0.0,0.0,domestic_only,17
2,0,0,0,0,0,0,85,78,0,7,78,73,5,5,0,0,0,0,85,85,85,0,1.0,0.0,0.0,0.0,domestic_only,17
3,0,0,0,0,0,0,81,65,0,16,65,61,4,4,4,0,4,4,85,85,85,0,1.0,0.0,0.0,0.0,domestic_only,17
4,0,0,0,0,0,0,77,55,0,22,55,49,6,6,4,0,4,8,85,85,65,0,1.0,0.0,0.0,0.0,domestic_only,17
5,0,0,0,0,0,0,71,43,0,28,43,37,6,6,6,0,6,14,85,85,55,0,1.0,0.0,0.0,0.0,domestic_only,17
6,0,0,0,0,0,0,67,31,0,36,31,25,6,6,4,0,4,18,85,85,43,0,1.0,0.0,0.0,0.0,domestic_only,17
7,0,0,0,0,0,0,62,19,0,43,19,13,6,6,5,0,5,23,85,85,31,0,1.0,0.0,0.0,0.0,domestic_only,17
8,0,0,0,0,0,0,59,6,0,53,6,1,5,5,3,0,3,26,85,85,19,0,1.0,0.0,0.0,0.0,domestic_only,17
9,0,0,0,0,0,0,54,1,0,53,1,0,1,1,5,0,5,31,85,85,6,0,1.0,0.0,0.0,0.0,domestic_only,17
10,0,0,0,0,0,0,53,0,0,53,0,0,0,0,1,0,1,32,85,85,1,0,1.0,0.0,0.0,0.0,domestic_only,17
11,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
12,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
13,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
14,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
15,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
16,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
17,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
18,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
19,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
20,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
21,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
22,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
23,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
24,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
25,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
26,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
27,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
28,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
29,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
30,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
31,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
32,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
33,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
34,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
35,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
36,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
37,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
38,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
39,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
40,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
41,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
42,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
43,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
44,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,32,85,85,0,0,1.0,0.0,0.0,0.0,domestic_only,17
0,85,43,43,0,43,0,85,43,42,0,0,0,0,0,0,43,0,0,43,85,0,0,0.0,0.5058823529411764,0.0,0.0,customer_only,17
1,0,4,4,0,4,0,85,47,38,0,0,0,0,0,0,47,0,0,47,85,0,43,0.0,0.5529411764705883,0.0,0.0,customer_only,17
2,0,0,0,0,0,0,85,39,38,8,0,0,0,0,0,39,0,0,47,85,0,47,0.0,0.5529411764705883,0.0,0.0,customer_only,17
3,0,0,0,0,0,0,84,30,38,16,0,0,0,0,0,30,1,1,47,85,0,47,0.0,0.5529411764705883,0.0,0.0,customer_only,17
4,0,0,0,0,0,0,82,18,38,26,0,0,0,0,0,18,2,3,47,85,0,30,0.0,0.5529411764705883,0.0,0.0,customer_only,17
5,0,0,0,0,0,0,79,8,38,33,0,0,0,0,0,8,3,6,47,85,0,18,0.0,0.5529411764705883,0.0,0.0,customer_only,17
6,0,0,0,0,0,0,75,0,38,37,0,0,0,0,0,0,4,10,47,85,0,8,0.0,0.5529411764705883,0.0,0.0,customer_only,17
7,0,1,1,0,1,0,75,1,37,37,0,0,0,0,0,1,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
8,0,0,0,0,0,0,75,1,37,37,0,0,0,0,0,1,0,10,48,85,0,1,0.0,0.5647058823529412,0.0,0.0,customer_only,17
9,0,0,0,0,0,0,75,1,37,37,0,0,0,0,0,1,0,10,48,85,0,1,0.0,0.5647058823529412,0.0,0.0,customer_only,17
10,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,1,0.0,0.5647058823529412,0.0,0.0,customer_only,17
11,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
12,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
13,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
14,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
15,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
16,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
17,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
18,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
19,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
20,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
21,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
22,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
23,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
24,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
25,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
26,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
27,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
28,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
29,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
30,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
31,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
32,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
33,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
34,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
35,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
36,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
37,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
38,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
39,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
40,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
41,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
42,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
43,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
44,0,0,0,0,0,0,75,0,37,38,0,0,0,0,0,0,0,10,48,85,0,0,0.0,0.5647058823529412,0.0,0.0,customer_only,17
0,85,85,85,74,14,0,85,85,0,0,74,74,0,0,0,14,0,0,85,85,0,0,0.8705882352941177,0.16470588235294117,0.0,0.0,both,17
1,0,0,0,0,0,0,85,85,0,0,74,74,0,0,0,14,0,0,85,85,74,14,0.8705882352941177,0.16470588235294117,0.0,0.0,both,17
2,0,0,0,0,0,0,85,74,0,11,67,62,5,5,0,8,0,0,85,85,74,14,0.8705882352941177,0.16470588235294117,0.0,0.0,both,17
3,0,0,0,4,0,4,79,58,0,21,57,53,4,4,4,1,6,6,85,85,74,14,0.9176470588235294,0.16470588235294117,0.0,4.0,both,17
4,0,0,0,5,5,10,75,55,0,20,51,46,5,5,4,5,4,10,85,85,57,1,0.9764705882352941,0.2235294117647059,5.0,5.0,both,17
5,0,0,0,1,6,7,71,47,0,24,39,35,4,4,4,10,4,14,85,85,51,5,0.9882352941176471,0.29411764705882354,6.0,1.0,both,17
6,0,0,0,0,4,4,69,41,0,28,33,23,10,10,2,10,2,16,85,85,39,11,0.9882352941176471,0.3411764705882353,4.0,0.0,both,17
7,0,0,0,0,1,1,60,21,0,39,15,11,4,4,9,6,9,25,85,85,33,15,0.9882352941176471,0.35294117647058826,1.0,0.0,both,17
8,0,0,0,0,1,1,59,8,0,51,6,0,6,6,1,2,1,26,85,85,15,11,0.9882352941176471,0.36470588235294116,1.0,0.0,both,17
9,0,0,0,0,2,2,53,3,0,50,0,0,0,0,6,3,6,32,85,85,6,6,0.9882352941176471,0.38823529411764707,2.0,0.0,both,17
10,0,0,0,0,1,1,53,4,0,49,0,0,0,0,0,4,0,32,85,85,0,4,0.9882352941176471,0.4,1.0,0.0,both,17
11,0,0,0,0,0,0,52,2,0,50,0,0,0,0,0,2,1,33,85,85,0,4,0.9882352941176471,0.4,0.0,0.0,both,17
12,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,3,0.9882352941176471,0.4,0.0,0.0,both,17
13,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,1,0.9882352941176471,0.4,0.0,0.0,both,17
14,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
15,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
16,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
17,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
18,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
19,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
20,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
21,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
22,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
23,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
24,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
25,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
26,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
27,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
28,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
29,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
30,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
31,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
32,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
33,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
34,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
35,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
36,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
37,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
38,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
39,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
40,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
41,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
42,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
43,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
44,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,33,85,85,0,0,0.9882352941176471,0.4,0.0,0.0,both,17
0,71,71,71,71,0,0,71,71,0,0,71,71,0,0,0,0,0,0,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
1,0,0,0,0,0,0,71,71,0,0,71,71,0,0,0,0,0,0,71,71,71,0,1.0,0.0,0.0,0.0,domestic_only,18
2,0,0,0,0,0,0,71,61,0,10,61,59,2,2,0,0,0,0,71,71,71,0,1.0,0.0,0.0,0.0,domestic_only,18
3,0,0,0,0,0,0,69,53,0,16,53,47,6,6,2,0,2,2,71,71,71,0,1.0,0.0,0.0,0.0,domestic_only,18
4,0,0,0,0,0,0,64,40,0,24,40,35,5,5,5,0,5,7,71,71,53,0,1.0,0.0,0.0,0.0,domestic_only,18
5,0,0,0,0,0,0,61,27,0,34,27,23,4,4,3,0,3,10,71,71,40,0,1.0,0.0,0.0,0.0,domestic_only,18
6,0,0,0,0,0,0,57,16,0,41,16,11,5,5,4,0,4,14,71,71,27,0,1.0,0.0,0.0,0.0,domestic_only,18
7,0,0,0,0,0,0,52,5,0,47,5,0,5,5,5,0,5,19,71,71,16,0,1.0,0.0,0.0,0.0,domestic_only,18
8,0,0,0,0,0,0,48,0,0,48,0,0,0,0,4,0,4,23,71,71,5,0,1.0,0.0,0.0,0.0,domestic_only,18
9,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
10,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
11,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
12,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
13,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
14,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
15,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
16,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
17,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
18,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
19,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
20,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
21,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
22,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
23,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
24,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
25,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
26,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
27,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
28,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
29,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
30,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
31,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
32,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
33,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
34,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
35,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
36,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
37,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
38,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
39,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
40,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
41,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
42,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
43,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
44,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,23,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,18
