,domestic_use,domestic_use,customer_use,customer_use,both_use,both_use,resolved_share,resolved_share,unresolved_fraction,unresolved_fraction,first_d_all,first_d_all,first_e_all,first_e_all,first_both_all,first_both_all,never_submitted,never_submitted,d_to_e_all,d_to_e_all,e_to_d_all,e_to_d_all,d_to_e_conditional,d_to_e_conditional,e_to_d_conditional,e_to_d_conditional
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
scenario,,,,,,,,,,,,,,,,,,,,,,,,,,
both,0.9843880252218181,0.0159809748078397,0.4703206321860803,0.09344262801756752,0.45470865740789834,0.08772249712001963,0.46542794911345536,0.055972717730300055,0.5345720508865447,0.05597271773030006,0.8398122060908616,0.03610624284026526,0.0779345945696512,0.033529268599943665,0.08225319933948719,0.03719083861702539,0.0,0.0,0.3101328382769419,0.07258983790533563,0.06232261979146928,0.02899942395596691,0.3714149787398594,0.09370910607398411,0.8130255759566104,0.1746620783346861
customer_only,0.0,0.0,0.6478226873540868,0.12020424759617675,0.0,0.0,0.14316286323439933,0.03745261184600626,0.8568371367656007,0.037452611846006297,0.0,0.0,0.6478226873540868,0.12020424759617675,0.0,0.0,0.3521773126459132,0.12020424759617676,0.0,0.0,0.0,0.0,,,0.0,0.0
domestic_only,1.0,0.0,0.0,0.0,0.0,0.0,0.37676971670348763,0.046824329983339276,0.6232302832965124,0.04682432998333926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
